Time [s], V, RESP, II, AVR, PLETH
142.99,0.63001,0.040801,0.46484,0.435,2.9619
143,0.6002,0.043733,0.4248,0.45015,2.9883
143.01,0.565,0.046665,0.36523,0.49022,3
143.02,0.53519,0.049597,0.31006,0.54008,2.9971
143.02,0.52493,0.052284,0.25488,0.58016,2.9844
143.03,0.51515,0.055216,0.22021,0.60997,2.9658
143.04,0.51515,0.057415,0.20508,0.62023,2.9423
143.05,0.51515,0.059858,0.20996,0.61486,2.913
143.06,0.51515,0.061813,0.20508,0.61486,2.869
143.06,0.51515,0.063767,0.20996,0.62023,2.827
143.07,0.51515,0.065722,0.20508,0.62023,2.7937
143.08,0.52493,0.067921,0.21484,0.61486,2.7527
143.09,0.52493,0.07012,0.22021,0.61486,2.7077
143.1,0.51515,0.072563,0.19531,0.62023,2.6588
143.1,0.56012,0.075983,0.10498,0.69013,2.6061
143.11,0.65005,0.079404,0.055176,0.71017,2.5494
143.12,0.8651,0.083557,0.7251,0.20968,2.48
143.13,1.0205,0.087955,1.5,-0.35582,2.4027
143.14,1.1056,0.092353,1.5,-0.50049,2.3284
143.14,0.54985,0.096751,1.3848,-0.12023,2.2522
143.15,0.42473,0.10115,0.75488,0.26491,2.174
143.16,0.55523,0.10579,0.47998,0.44477,2.0929
143.17,0.60508,0.11117,0.31982,0.54985,2.0108
143.18,0.59531,0.11654,0.25,0.59531,1.9296
143.18,0.58993,0.1224,0.20508,0.62023,1.8495
143.19,0.59531,0.12851,0.17529,0.64027,1.7742
143.2,0.6002,0.13389,0.16504,0.64516,1.7048
143.21,0.60508,0.13951,0.16504,0.65005,1.6432
143.22,0.60508,0.14464,0.16504,0.64027,1.5953
143.22,0.60997,0.15001,0.16992,0.64516,1.5562
143.23,0.62023,0.15563,0.17529,0.64027,1.52
143.24,0.63001,0.1615,0.18506,0.63001,1.4878
143.25,0.6349,0.1676,0.2002,0.62023,1.4604
143.26,0.64516,0.17396,0.21484,0.61486,1.437
143.26,0.65005,0.18055,0.22998,0.6002,1.4164
143.27,0.66031,0.18715,0.24512,0.59531,1.3978
143.28,0.67498,0.19375,0.25488,0.58993,1.3763
143.29,0.68035,0.20059,0.26514,0.58504,1.3568
143.3,0.69013,0.20669,0.28516,0.56989,1.3431
143.3,0.69501,0.21305,0.29004,0.56989,1.3284
143.31,0.70528,0.21891,0.30518,0.56012,1.3128
143.32,0.71505,0.22502,0.31494,0.54985,1.3001
143.33,0.72532,0.23161,0.33496,0.54008,1.2893
143.34,0.73509,0.23846,0.34521,0.52981,1.2766
143.34,0.74536,0.24554,0.36523,0.52004,1.263
143.35,0.75513,0.25287,0.37988,0.51515,1.2483
143.36,0.77028,0.25922,0.40479,0.5,1.2326
143.37,0.77517,0.26558,0.43018,0.47996,1.217
143.38,0.79032,0.27095,0.45508,0.46481,1.2004
143.38,0.8001,0.27657,0.47998,0.45015,1.1848
143.39,0.81525,0.2817,0.50977,0.43011,1.1701
143.4,0.81525,0.28683,0.54492,0.40469,1.1554
143.41,0.81525,0.29172,0.58496,0.38514,1.1417
143.42,0.80499,0.29685,0.61475,0.3651,1.132
143.42,0.79032,0.30076,0.62988,0.35484,1.1241
143.43,0.7654,0.30467,0.62012,0.35484,1.1144
143.44,0.72532,0.3076,0.58008,0.37977,1.1046
143.45,0.68035,0.31053,0.50488,0.41984,1.0938
143.46,0.64027,0.31273,0.4248,0.46481,1.0831
143.46,0.6002,0.31493,0.35498,0.50978,1.0733
143.47,0.56989,0.31639,0.30029,0.54985,1.0645
143.48,0.54985,0.31786,0.26514,0.56989,1.0567
143.49,0.53519,0.31786,0.24023,0.59531,1.0499
143.5,0.53519,0.3181,0.21484,0.60997,1.044
143.5,0.52493,0.31688,0.20508,0.61486,1.0381
143.51,0.52981,0.31591,0.20508,0.61486,1.0332
143.52,0.53519,0.31444,0.2002,0.62023,1.0323
143.53,0.53519,0.31297,0.2002,0.62023,1.0332
143.54,0.53519,0.31126,0.20508,0.61486,1.0323
143.54,0.53519,0.30955,0.20996,0.61486,1.0303
143.55,0.53519,0.30809,0.20996,0.61486,1.0274
143.56,0.54008,0.30687,0.22021,0.60508,1.0235
143.57,0.54008,0.30589,0.22021,0.6002,1.0166
143.58,0.53519,0.30516,0.22021,0.60508,1.0078
143.58,0.54008,0.30662,0.22998,0.6002,0.99902
143.59,0.53519,0.30809,0.22998,0.6002,0.99511
143.6,0.53519,0.31126,0.22021,0.60508,1.0049
143.61,0.53519,0.31468,0.2251,0.6002,1.0362
143.62,0.53519,0.31884,0.2251,0.59531,1.0841
143.62,0.52981,0.32323,0.22998,0.6002,1.1564
143.63,0.53519,0.32837,0.22021,0.59531,1.2708
143.64,0.52981,0.3335,0.22998,0.6002,1.4213
143.65,0.53519,0.34009,0.22998,0.59531,1.6012
143.66,0.53519,0.34693,0.2251,0.6002,1.7996
143.66,0.53519,0.35451,0.22998,0.59531,2.0029
143.67,0.54985,0.36233,0.26514,0.58016,2.1984
143.68,0.58016,0.36941,0.29492,0.56012,2.3763
143.69,0.60508,0.3765,0.33496,0.54008,2.5298
143.7,0.63001,0.38309,0.35986,0.52004,2.6559
143.7,0.6349,0.38993,0.39014,0.49511,2.7556
143.71,0.6349,0.39775,0.41016,0.48485,2.8289
143.72,0.2346,0.40557,0.25,0.67498,2.8739
143.73,0.1696,0.41437,0.24023,0.68524,2.8983
143.74,0.21457,0.42316,0.19531,0.6652,2.914
143.74,0.25464,0.43269,0.16992,0.67009,2.9198
143.75,0.28983,0.44222,0.12988,0.69013,2.9169
143.76,0.32502,0.45199,0.10498,0.69501,2.9052
143.77,0.34995,0.46201,0.1001,0.70039,2.8856
143.78,0.38514,0.47129,0.12012,0.67498,2.8592
143.78,0.40469,0.48082,0.12988,0.67009,2.828
143.79,0.435,0.48986,0.14014,0.66031,2.7918
143.8,0.45992,0.4989,0.15527,0.65005,2.7517
143.81,0.47507,0.50989,0.17529,0.6349,2.7077
143.82,0.49022,0.52113,0.18506,0.62512,2.6647
143.82,0.50978,0.53384,0.18994,0.62023,2.6197
143.83,0.51515,0.54679,0.14014,0.65005,2.5709
143.84,0.58993,0.55949,0.035156,0.71505,2.5161
143.85,0.77517,0.5722,0.28516,0.50978,2.4575
143.86,1.0152,0.58515,1.1099,-0.05523,2.3949
143.86,1.1457,0.59809,1.5,-0.50049,2.3275
143.87,0.84506,0.61422,1.5,-0.44086,2.2551
143.88,0.45015,0.63059,1.02,0.084555,2.1789
143.89,0.52004,0.64965,0.6001,0.35484,2.0997
143.9,0.6349,0.66895,0.3999,0.49022,2.0176
143.9,0.64516,0.69045,0.29004,0.56012,1.9345
143.91,0.65005,0.71195,0.22998,0.59531,1.8524
143.92,0.65005,0.73442,0.20508,0.60997,1.783
143.93,0.66031,0.75715,0.2002,0.62023,1.7234
143.94,0.66031,0.77816,0.18994,0.62023,1.6628
143.94,0.67009,0.79917,0.19531,0.62023,1.6061
143.95,0.67498,0.81871,0.18994,0.62512,1.5552
143.96,0.68035,0.83826,0.2002,0.60997,1.5112
143.97,0.68524,0.85878,0.21484,0.60508,1.4731
143.98,0.70039,0.87955,0.21484,0.6002,1.4399
143.98,0.70039,0.90105,0.2251,0.59531,1.4115
143.99,0.71017,0.9228,0.24512,0.58016,1.3871
144,0.71994,0.94258,0.26025,0.57527,1.3646
144.01,0.73021,0.96262,0.26514,0.56989,1.3451
144.02,0.73998,0.98119,0.28027,0.56012,1.3324
144.02,0.74536,0.99976,0.29004,0.54985,1.3226
144.03,0.75024,0.99976,0.30518,0.54985,1.3128
144.04,0.7654,1,0.31982,0.53519,1.304
144.05,0.77028,1,0.31982,0.53519,1.2933
144.06,0.77028,1,0.33984,0.52493,1.2796
144.06,0.78543,1,0.35986,0.51515,1.263
144.07,0.79032,1,0.38525,0.5,1.2434
144.08,0.80499,1,0.39502,0.49022,1.217
144.09,0.81525,1,0.41992,0.47996,1.1935
144.1,0.82014,1,0.43994,0.46481,1.1769
144.1,0.82502,1,0.46484,0.45015,1.1593
144.11,0.84018,1,0.5,0.43011,1.1427
144.12,0.84018,1,0.51514,0.41984,1.132
144.13,0.85044,1,0.5498,0.40469,1.1241
144.14,0.85044,1,0.58008,0.38514,1.1134
144.14,0.85044,1,0.61475,0.35973,1.1017
144.15,0.84018,1,0.64502,0.34506,1.089
144.16,0.82014,1,0.6499,0.33969,1.0772
144.17,0.79032,1,0.625,0.35484,1.0645
144.18,0.75513,1,0.56982,0.37977,1.0518
144.18,0.70528,1,0.49512,0.43011,1.0401
144.19,0.67009,1,0.41504,0.47996,1.0293
144.2,0.6349,1,0.34521,0.52493,1.0196
144.21,0.60508,1,0.29492,0.56012,1.0108
144.22,0.58016,1,0.27002,0.57527,1.0059
144.22,0.57527,1,0.24023,0.59531,1.0039
144.23,0.56012,1,0.22021,0.60508,0.99902
144.24,0.55523,1,0.22021,0.60997,0.99413
144.25,0.55523,1,0.22021,0.61486,0.99022
144.26,0.55523,1,0.22021,0.60997,0.98631
144.26,0.55523,1,0.22998,0.60508,0.98338
144.27,0.54985,1,0.2251,0.6002,0.98143
144.28,0.55523,1,0.23486,0.6002,0.97947
144.29,0.55523,1,0.22998,0.6002,0.97654
144.3,0.54985,1,0.23486,0.59531,0.97263
144.3,0.54497,1,0.24023,0.59531,0.96579
144.31,0.54985,1,0.24512,0.59531,0.95699
144.32,0.54008,1,0.24512,0.58504,0.9521
144.33,0.54497,1,0.24512,0.58993,0.95308
144.34,0.54008,1,0.24512,0.58993,0.96285
144.34,0.54008,1,0.25,0.58993,0.99218
144.35,0.53519,1,0.25,0.58016,1.0508
144.36,0.54008,1,0.24512,0.58504,1.1466
144.37,0.53519,1,0.25,0.58504,1.2805
144.38,0.53519,1,0.25488,0.58016,1.4487
144.38,0.53519,1,0.26025,0.58016,1.6413
144.39,0.54008,1,0.26025,0.57527,1.8465
144.4,0.54008,1,0.26514,0.58016,2.0518
144.41,0.55523,1,0.2749,0.56989,2.2434
144.42,0.57527,1,0.31006,0.54985,2.3949
144.42,0.60508,1,0.34521,0.52493,2.5142
144.43,0.6349,1,0.38525,0.5,2.6246
144.44,0.65005,1,0.41504,0.47996,2.7155
144.45,0.65005,1,0.44482,0.45503,2.7869
144.46,0.64027,1,0.47021,0.44477,2.8377
144.46,0.6349,1,0.49512,0.41984,2.871
144.47,0.6002,1,0.44482,0.44477,2.8895
144.48,0.58016,1,0.37988,0.49022,2.8954
144.49,0.55523,1,0.31982,0.54497,2.8905
144.5,0.53519,1,0.27002,0.58016,2.8768
144.5,0.52981,1,0.23486,0.59531,2.8553
144.51,0.52981,1,0.2251,0.6002,2.828
144.52,0.52493,1,0.2251,0.60508,2.7957
144.53,0.52981,1,0.22998,0.6002,2.7595
144.54,0.52981,1,0.23486,0.59531,2.7195
144.54,0.53519,1,0.24023,0.59531,2.6764
144.55,0.53519,1,0.24023,0.59531,2.6295
144.56,0.53519,1,0.24512,0.59531,2.5787
144.57,0.52981,1,0.18994,0.61486,2.5239
144.58,0.59531,1,0.070312,0.70528,2.4653
144.58,0.76002,1,0.27002,0.52981,2.4018
144.59,1.0054,1,1.0898,-0.020528,2.3324
144.6,1.1706,1,1.5,-0.50049,2.259
144.61,0.90518,1,1.5,-0.50049,2.1808
144.62,0.43988,1,1.1099,0.049853,2.1095
144.62,0.41496,1,0.63477,0.34506,2.0411
144.63,0.58016,1,0.41992,0.48485,1.9648
144.64,0.6002,1,0.30029,0.565,1.8856
144.65,0.58504,1,0.23486,0.60508,1.8074
144.66,0.58504,1,0.2002,0.62512,1.7331
144.66,0.58504,1,0.18018,0.64027,1.6647
144.67,0.58993,1,0.17529,0.64516,1.6041
144.68,0.58993,1,0.16992,0.64516,1.5513
144.69,0.59531,1,0.17529,0.64027,1.5064
144.7,0.60508,1,0.17529,0.64027,1.4682
144.7,0.60508,1,0.18018,0.6349,1.436
144.71,0.61486,1,0.19531,0.63001,1.4086
144.72,0.62512,1,0.2002,0.62023,1.3891
144.73,0.6349,1,0.21484,0.62023,1.3734
144.74,0.64027,1,0.2251,0.60997,1.3568
144.74,0.65494,1,0.24023,0.6002,1.3392
144.75,0.66031,1,0.25,0.59531,1.3226
144.76,0.67009,1,0.26514,0.58993,1.3069
144.77,0.67498,1,0.2749,0.57527,1.2913
144.78,0.69013,1,0.29004,0.56989,1.2766
144.78,0.70039,1,0.30518,0.565,1.262
144.79,0.71017,1,0.31494,0.55523,1.2473
144.8,0.71505,1,0.33496,0.54497,1.2336
144.81,0.73021,1,0.3501,0.53519,1.2199
144.82,0.73998,0.99829,0.36523,0.52493,1.2102
144.82,0.75513,0.99658,0.39014,0.50978,1.2014
144.83,0.77028,0.97166,0.41016,0.5,1.1896
144.84,0.78006,0.94674,0.43506,0.47507,1.176
144.85,0.79032,0.91913,0.45996,0.45992,1.1613
144.86,0.79521,0.89177,0.49512,0.45015,1.1466
144.86,0.80499,0.86172,0.52979,0.42473,1.1329
144.87,0.81036,0.83191,0.56494,0.40469,1.1193
144.88,0.81525,0.80064,0.60986,0.37977,1.1065
144.89,0.8001,0.76936,0.63477,0.35973,1.0938
144.9,0.78543,0.74053,0.64502,0.35484,1.0811
144.9,0.75513,0.71195,0.62012,0.3651,1.0694
144.91,0.71505,0.68532,0.56982,0.39003,1.0616
144.92,0.67498,0.65869,0.49023,0.435,1.0557
144.93,0.63001,0.63083,0.41016,0.48485,1.0479
144.94,0.58993,0.60323,0.33984,0.52493,1.0391
144.94,0.56012,0.57488,0.28516,0.565,1.0303
144.95,0.54008,0.54654,0.24512,0.58993,1.0225
144.96,0.52981,0.52089,0.22021,0.60508,1.0147
144.97,0.52004,0.49524,0.20996,0.60997,1.0078
144.98,0.52004,0.47154,0.20996,0.62023,1.002
144.98,0.52004,0.44808,0.20508,0.62023,0.99707
144.99,0.52493,0.42341,0.20508,0.62023,0.99218
145,0.52493,0.39873,0.20996,0.62023,0.98827
145.01,0.52981,0.37332,0.21484,0.60997,0.98631
145.02,0.52493,0.34791,0.22021,0.60997,0.98729
145.02,0.52981,0.32446,0.21484,0.60997,0.98827
145.03,0.52493,0.301,0.22021,0.60508,0.98729
145.04,0.52493,0.27975,0.22021,0.60508,0.98436
145.05,0.52493,0.25849,0.22021,0.60997,0.97947
145.06,0.52493,0.24065,0.22021,0.60508,0.97556
145.06,0.52493,0.22306,0.2251,0.60508,0.97752
145.07,0.52004,0.2084,0.2251,0.6002,0.99413
145.08,0.52004,0.19375,0.2251,0.60508,1.0342
145.09,0.51515,0.18153,0.2251,0.6002,1.1065
145.1,0.52004,0.16931,0.2251,0.6002,1.216
145.1,0.50978,0.15881,0.2251,0.6002,1.39
145.11,0.50978,0.14855,0.22998,0.59531,1.5543
145.12,0.50978,0.14048,0.22998,0.6002,1.6931
145.13,0.52981,0.13267,0.24512,0.58993,1.8749
145.14,0.54985,0.12656,0.2749,0.57527,2.0723
145.14,0.58016,0.12045,0.31982,0.54497,2.2659
145.15,0.60508,0.11483,0.35986,0.52004,2.4438
145.16,0.62023,0.10921,0.38525,0.5,2.5982
145.17,0.61486,0.10384,0.41016,0.48485,2.7429
145.18,0.59531,0.098461,0.41992,0.47507,2.87
145.18,0.58993,0.092841,0.45508,0.45015,2.9589
145.19,0.565,0.087222,0.3999,0.47019,3.0186
145.2,0.54008,0.081603,0.34521,0.51515,3.0557
145.21,0.50978,0.075983,0.29004,0.56012,3.0753
145.22,0.5,0.071097,0.24023,0.59531,3.0772
145.22,0.49022,0.066455,0.2002,0.62023,3.0674
145.23,0.49022,0.062301,0.2002,0.62512,3.0518
145.24,0.49022,0.058148,0.19531,0.62512,3.0313
145.25,0.49022,0.05375,0.2002,0.62512,3.0049
145.26,0.49022,0.049597,0.2002,0.62023,2.9717
145.26,0.5,0.044955,0.2002,0.62512,2.9335
145.27,0.5,0.040557,0.20508,0.62023,2.8915
145.28,0.50978,0.037137,0.2002,0.62023,2.8456
145.29,0.5,0.03396,0.16992,0.6349,2.7957
145.3,0.54497,0.031517,0.064941,0.71017,2.7419
145.3,0.67009,0.029318,0.040039,0.71505,2.6852
145.31,0.89052,0.026875,0.87012,0.12463,2.6295
145.32,1.0855,0.024432,1.5,-0.46579,2.5738
145.33,1.1603,0.021744,1.5,-0.50049,2.5103
145.34,0.50489,0.019301,1.3047,-0.065494,2.4409
145.34,0.40469,0.016858,0.7002,0.30499,2.3666
145.35,0.54497,0.014659,0.44482,0.47996,2.2874
145.36,0.58504,0.012949,0.29492,0.57527,2.2053
145.37,0.58016,0.011239,0.2251,0.61486,2.1222
145.38,0.58016,0.01075,0.18506,0.64027,2.0391
145.38,0.58016,0.010261,0.16016,0.65494,1.9589
145.39,0.58016,0.010506,0.1499,0.6652,1.8827
145.4,0.58504,0.010994,0.15527,0.6652,1.8123
145.41,0.58993,0.010994,0.15527,0.65494,1.7488
145.42,0.6002,0.011239,0.16504,0.65494,1.6989
145.42,0.60508,0.011239,0.17529,0.64027,1.6588
145.43,0.60997,0.011239,0.17529,0.64027,1.6197
145.44,0.61486,0.011483,0.18994,0.6349,1.5846
145.45,0.63001,0.011727,0.20508,0.62512,1.5494
145.46,0.6349,0.012216,0.22021,0.61486,1.521
145.46,0.65005,0.012705,0.2251,0.60508,1.5024
145.47,0.65494,0.012949,0.24512,0.59531,1.4848
145.48,0.6652,0.013193,0.25488,0.59531,1.4673
145.49,0.67009,0.012949,0.27002,0.58504,1.4506
145.5,0.68035,0.012949,0.28027,0.58016,1.434
145.5,0.68524,0.012705,0.29004,0.56989,1.4174
145.51,0.70039,0.01246,0.31006,0.55523,1.3998
145.52,0.70528,0.011972,0.31982,0.54985,1.3861
145.53,0.71505,0.011483,0.33984,0.54008,1.3754
145.54,0.72532,0.010994,0.35986,0.52493,1.3607
145.54,0.74536,0.010506,0.37988,0.51515,1.3441
145.55,0.75024,0.0097728,0.40479,0.5,1.3265
145.56,0.7654,0.0090398,0.43018,0.48485,1.3089
145.57,0.77517,0.0073296,0.45508,0.47507,1.2913
145.58,0.78543,0.0056194,0.48486,0.45503,1.2708
145.58,0.79521,0.0029318,0.51514,0.43011,1.2522
145.59,0.8001,0.00048864,0.5498,0.41496,1.2356
145.6,0.8001,0,0.58496,0.39492,1.2209
145.61,0.79032,-0.00048864,0.61475,0.37977,1.2102
145.62,0.77517,-0.00048864,0.625,0.36999,1.1975
145.62,0.74536,-0.00048864,0.61475,0.37488,1.1857
145.63,0.69501,-0.00048864,0.56006,0.3998,1.1769
145.64,0.65005,-0.00048864,0.48486,0.44477,1.1672
145.65,0.59531,-0.00048864,0.40479,0.49022,1.1554
145.66,0.55523,-0.00048864,0.33008,0.53519,1.1447
145.66,0.52981,-0.00048864,0.28027,0.565,1.1359
145.67,0.50978,-0.00048864,0.24023,0.59531,1.129
145.68,0.49511,-0.00048864,0.21484,0.60997,1.1222
145.69,0.48485,-0.00048864,0.2002,0.62023,1.1173
145.7,0.48485,-0.00048864,0.19531,0.62023,1.1124
145.7,0.48485,-0.00048864,0.19531,0.62512,1.1085
145.71,0.48485,-0.00048864,0.18994,0.63001,1.1075
145.72,0.49022,-0.00048864,0.18994,0.62512,1.1046
145.73,0.49022,-0.00048864,0.19531,0.62023,1.1017
145.74,0.49511,-0.00048864,0.19531,0.62023,1.0987
145.74,0.5,-0.00048864,0.2002,0.62023,1.0958
145.75,0.49511,-0.00048864,0.2002,0.62023,1.0899
145.76,0.5,-0.00048864,0.2002,0.62023,1.0802
145.77,0.49511,-0.00048864,0.20508,0.62023,1.0714
145.78,0.49511,-0.00048864,0.20996,0.62023,1.0694
145.78,0.49511,-0.00048864,0.20996,0.62023,1.0821
145.79,0.5,-0.00048864,0.20996,0.60997,1.1173
145.8,0.49511,-0.00048864,0.20508,0.61486,1.1857
145.81,0.49511,-0.00048864,0.20508,0.61486,1.2708
145.82,0.49022,-0.00048864,0.20996,0.61486,1.3803
145.82,0.49511,-0.00048864,0.20996,0.61486,1.5327
145.83,0.49511,-0.00048864,0.20996,0.60997,1.7165
145.84,0.49511,-0.00048864,0.22021,0.60508,1.9179
145.85,0.50489,-0.00048864,0.22998,0.6002,2.1232
145.86,0.52981,-0.00048864,0.26025,0.58016,2.3187
145.86,0.55523,-0.00048864,0.30518,0.55523,2.4946
145.87,0.58016,-0.00048864,0.33496,0.53519,2.6461
145.88,0.6002,-0.00048864,0.35986,0.52004,2.7713
145.89,0.60508,-0.00048864,0.38525,0.5,2.87
145.9,0.58016,-0.00048864,0.3999,0.48485,2.9443
145.9,0.58016,-0.00048864,0.43506,0.46481,2.9892
145.91,0.54985,-0.00048864,0.39502,0.47996,3.0137
145.92,0.52004,-0.00048864,0.33008,0.52493,3.0303
145.93,0.49022,-0.00048864,0.27002,0.57527,3.0381
145.94,0.47507,-0.00048864,0.22021,0.61486,3.0362
145.94,0.47996,-0.00048864,0.18018,0.64027,3.0264
145.95,0.47019,-0.00048864,0.16992,0.64027,3.0088
145.96,0.47019,-0.00048864,0.16992,0.64516,2.9853
145.97,0.46481,-0.00048864,0.16992,0.64516,2.955
145.98,0.47019,-0.00048864,0.17529,0.64027,2.9189
145.98,0.47507,-0.00048864,0.17529,0.64027,2.8788
145.99,0.48485,-0.00048864,0.18018,0.64027,2.8348
146,0.48485,-0.00048864,0.18506,0.6349,2.7879
146.01,0.47996,-0.00048864,0.16016,0.64516,2.741
146.02,0.51515,-0.00048864,0.060059,0.71994,2.6931
146.02,0.62023,-0.00048864,0.015137,0.73998,2.6403
146.03,0.8304,-0.00048864,0.74512,0.20479,2.5836
146.04,1.0054,-0.00048864,1.5,-0.37048,2.522
146.05,1.1007,-0.00048864,1.5,-0.50049,2.4565
146.06,0.52004,-0.00048864,1.3496,-0.085533,2.3861
146.06,0.38514,-0.00048864,0.71484,0.29472,2.3118
146.07,0.50978,-0.00048864,0.43506,0.48485,2.2336
146.08,0.55523,-0.00048864,0.28027,0.58504,2.1525
146.09,0.54985,-0.00048864,0.20996,0.6349,2.0704
146.1,0.54985,-0.00048864,0.16992,0.65494,1.9892
146.1,0.55523,-0.00048864,0.14502,0.67009,1.9198
146.11,0.55523,-0.00048864,0.13525,0.67498,1.8583
146.12,0.55523,-0.00048864,0.12988,0.67498,1.7957
146.13,0.55523,-0.00048864,0.13525,0.67009,1.737
146.14,0.565,-0.00048864,0.14014,0.67009,1.6843
146.14,0.57527,-0.00048864,0.1499,0.6652,1.6373
146.15,0.58016,-0.00048864,0.16016,0.65494,1.5973
146.16,0.58504,-0.00048864,0.17529,0.64516,1.563
146.17,0.58993,-0.00048864,0.18018,0.64027,1.5337
146.18,0.60508,-0.00048864,0.2002,0.6349,1.5083
146.18,0.61486,-0.00048864,0.21484,0.62512,1.4858
146.19,0.62512,-0.00048864,0.2251,0.62023,1.4663
146.2,0.63001,-0.00048864,0.24023,0.60997,1.4477
146.21,0.64516,-0.00048864,0.25,0.6002,1.434
146.22,0.65005,-0.00048864,0.26514,0.59531,1.4223
146.22,0.66031,-0.00048864,0.28027,0.58504,1.4086
146.23,0.67009,-0.00048864,0.29004,0.57527,1.393
146.24,0.68035,-0.00048864,0.30518,0.565,1.3763
146.25,0.69501,-0.00048864,0.3252,0.54985,1.3597
146.26,0.70039,0.00048864,0.33984,0.54497,1.3431
146.26,0.71505,0.0017102,0.36523,0.52981,1.3265
146.27,0.73021,0.0041534,0.38525,0.51515,1.3089
146.28,0.73998,0.0065966,0.41016,0.5,1.2923
146.29,0.75513,0.0080625,0.43506,0.48485,1.2757
146.3,0.7654,0.0095285,0.46484,0.46481,1.26
146.3,0.77028,0.010017,0.49512,0.45015,1.2483
146.31,0.78006,0.010506,0.5249,0.43011,1.2395
146.32,0.78006,0.010017,0.56494,0.40469,1.2278
146.33,0.77028,0.0095285,0.58984,0.39003,1.2141
146.34,0.74536,0.0083069,0.61475,0.37977,1.2004
146.34,0.71994,0.0073296,0.59521,0.37977,1.1867
146.35,0.67498,0.0056194,0.54492,0.41007,1.174
146.36,0.62512,0.0039091,0.4751,0.44477,1.1613
146.37,0.58016,0.0017102,0.39502,0.49511,1.1505
146.38,0.54008,-0.00048864,0.3252,0.53519,1.1408
146.38,0.50978,-0.00048864,0.26514,0.57527,1.132
146.39,0.49022,-0.00048864,0.22998,0.59531,1.1251
146.4,0.47507,-0.00048864,0.2002,0.62023,1.1183
146.41,0.47019,-0.00048864,0.18506,0.63001,1.1153
146.42,0.46481,-0.00048864,0.17529,0.6349,1.1144
146.42,0.46481,-0.00048864,0.17529,0.6349,1.1105
146.43,0.46481,-0.00048864,0.17529,0.6349,1.1065
146.44,0.47019,-0.00048864,0.17529,0.6349,1.1026
146.45,0.47019,-0.00048864,0.18018,0.6349,1.0987
146.46,0.47507,-0.00048864,0.18018,0.63001,1.0948
146.46,0.47996,-0.00048864,0.18506,0.62512,1.0899
146.47,0.48485,-0.00048864,0.18994,0.62512,1.0831
146.48,0.48485,-0.00048864,0.19531,0.62512,1.0753
146.49,0.48485,-0.00048864,0.2002,0.62023,1.0674
146.5,0.47996,-0.00048864,0.2002,0.62512,1.0655
146.5,0.47996,-0.00048864,0.19531,0.62023,1.0733
146.51,0.48485,-0.00048864,0.2002,0.62023,1.0978
146.52,0.48485,-0.00048864,0.20508,0.60997,1.1486
146.53,0.48485,-0.00048864,0.20996,0.60997,1.2336
146.54,0.48485,-0.00048864,0.20996,0.61486,1.3558
146.54,0.48485,-0.00048864,0.20996,0.60508,1.5132
146.55,0.48485,-0.00048864,0.20508,0.61486,1.6979
146.56,0.48485,-0.00048864,0.20996,0.60997,1.8993
146.57,0.48485,-0.00048864,0.21484,0.60508,2.1036
146.58,0.50489,-0.00048864,0.22998,0.6002,2.2972
146.58,0.52981,-0.00048864,0.26025,0.58504,2.4712
146.59,0.56012,-0.00048864,0.30518,0.54985,2.6207
146.6,0.58504,-0.00048864,0.33984,0.52981,2.7302
146.61,0.59531,-0.00048864,0.36523,0.50978,2.8094
146.62,0.60508,-0.00048864,0.38525,0.49511,2.8778
146.62,0.58016,-0.00048864,0.40479,0.47507,2.9306
146.63,0.58504,-0.00048864,0.43018,0.45992,2.9668
146.64,0.54985,-0.00048864,0.375,0.48485,2.9892
146.65,0.52004,-0.00048864,0.31494,0.52981,2.999
146.66,0.49022,-0.00048864,0.25488,0.58016,2.998
146.66,0.48485,-0.00048864,0.20508,0.62023,2.9883
146.67,0.47996,-0.00048864,0.17529,0.64027,2.9697
146.68,0.47507,-0.00048864,0.16992,0.64027,2.9443
146.69,0.47996,-0.00048864,0.16992,0.64027,2.913
146.7,0.48485,-0.00048864,0.17529,0.64027,2.8778
146.7,0.48485,-0.00048864,0.16992,0.64027,2.8397
146.71,0.49022,-0.00048864,0.17529,0.64027,2.7986
146.72,0.49022,-0.00048864,0.18018,0.63001,2.7537
146.73,0.5,-0.00048864,0.18018,0.6349,2.7058
146.74,0.48485,-0.00048864,0.14502,0.64516,2.6559
146.74,0.54497,-0.00048864,0.030273,0.73021,2.6022
146.75,0.67498,-0.00048864,0.024902,0.58993,2.5445
146.76,0.88514,-0.00048864,0.8999,0.089932,2.4819
146.77,1.0503,0.0019546,1.5,-0.4609,2.4154
146.78,1.0606,0.0043977,1.5,-0.50049,2.3451
146.78,0.45015,0.0095285,1.145,0.01955,2.2708
146.79,0.39492,0.014903,0.625,0.34506,2.1935
146.8,0.54008,0.020767,0.38525,0.50978,2.1222
146.81,0.565,0.026631,0.25488,0.59531,2.0547
146.82,0.55523,0.032739,0.18994,0.6349,1.9804
146.82,0.55523,0.039091,0.15527,0.65005,1.9042
146.83,0.56012,0.045688,0.12988,0.67009,1.8299
146.84,0.56989,0.052529,0.125,0.67009,1.7615
146.85,0.57527,0.060347,0.12988,0.67009,1.6999
146.86,0.58016,0.068165,0.12988,0.6652,1.6461
146.86,0.58504,0.076472,0.14014,0.6652,1.6002
