Time [s], PLETH, ABP, RESP, II, V, AVR
59.352,0.30303,51.63,0.27859,-0.37843,0.17451,1.2569
59.36,0.30205,51.825,0.28348,-0.40196,0.1549,1.2824
59.368,0.30108,51.239,0.28935,-0.37255,0.1549,1.2471
59.376,0.3001,50.065,0.29423,-0.33333,0.13922,1.2078
59.384,0.29814,49.087,0.29912,-0.32745,0.12353,1.2118
59.392,0.29521,48.892,0.30499,-0.33333,0.098039,1.2078
59.4,0.29228,49.087,0.3089,-0.28824,0.11373,1.1765
59.408,0.29032,49.479,0.31378,-0.21765,0.13333,1.1059
59.416,0.28739,50.261,0.31769,-0.092157,0.2,0.98235
59.424,0.28543,50.847,0.3216,0.039216,0.26863,0.85098
59.432,0.2825,51.043,0.32551,0.1549,0.33922,0.7451
59.44,0.27859,49.674,0.32845,0.24902,0.4,0.65098
59.448,0.27566,47.327,0.33138,0.32353,0.4549,0.58039
59.456,0.27273,45.372,0.33529,0.4,0.48039,0.5098
59.464,0.26979,45.176,0.33724,0.47059,0.5,0.4451
59.472,0.26686,46.349,0.34018,0.50588,0.50588,0.4098
59.48,0.26393,47.327,0.34115,0.52549,0.5,0.4
59.488,0.261,46.936,0.34311,0.52941,0.50588,0.40392
59.496,0.25904,45.372,0.34506,0.5451,0.48431,0.3902
59.504,0.25709,44.394,0.34604,0.56078,0.4902,0.37059
59.512,0.25611,45.372,0.34702,0.58431,0.48039,0.34902
59.52,0.25415,49.479,0.348,0.60588,0.50588,0.33922
59.528,0.2522,56.91,0.34702,0.63529,0.50588,0.31373
59.536,0.25024,66.297,0.34702,0.67647,0.5098,0.2902
59.544,0.24829,76.467,0.34506,0.70588,0.50588,0.25882
59.552,0.24633,85.463,0.34409,0.72549,0.50588,0.24902
59.56,0.24438,92.894,0.34311,0.75098,0.5,0.22353
59.568,0.2434,99.348,0.34115,0.76667,0.4902,0.21373
59.576,0.24242,104.82,0.34018,0.77647,0.4451,0.19412
59.584,0.24242,108.74,0.3392,0.77059,0.41569,0.2
59.592,0.24145,110.5,0.33627,0.7549,0.38431,0.2098
59.6,0.24145,110.1,0.33431,0.73529,0.37451,0.22941
59.608,0.24145,108.34,0.3304,0.71569,0.36471,0.2451
59.616,0.24242,105.8,0.32649,0.6902,0.37451,0.25882
59.624,0.2434,103.46,0.32356,0.67647,0.38039,0.26863
59.632,0.2434,101.3,0.31965,0.6549,0.3902,0.28431
59.64,0.24438,99.544,0.31672,0.62941,0.3902,0.30392
59.648,0.24536,97.979,0.31281,0.6098,0.3902,0.32353
59.656,0.24731,96.415,0.30792,0.59608,0.3902,0.33922
59.664,0.24927,95.046,0.30401,0.58039,0.40392,0.35882
59.672,0.25122,93.286,0.29717,0.56078,0.4098,0.37451
59.68,0.25318,91.721,0.2913,0.56471,0.4,0.37059
59.688,0.25513,89.961,0.28446,0.56078,0.4098,0.37451
59.696,0.25709,88.983,0.27761,0.56078,0.39412,0.38039
59.704,0.25806,88.396,0.26979,0.5451,0.4,0.39412
59.712,0.25904,88.201,0.26295,0.53922,0.3902,0.40392
59.72,0.26002,87.614,0.25611,0.53529,0.38039,0.4098
59.728,0.25904,86.441,0.24927,0.51569,0.37059,0.41569
59.736,0.25904,85.463,0.2434,0.5,0.35882,0.43529
59.744,0.25904,85.854,0.23656,0.48039,0.33922,0.44902
59.752,0.26002,87.81,0.23167,0.47059,0.34902,0.46471
59.76,0.26393,89.374,0.22581,0.46078,0.37059,0.48039
59.768,0.27175,88.592,0.22092,0.44902,0.4098,0.4902
59.776,0.28348,84.289,0.21603,0.4549,0.41569,0.48431
59.784,0.30205,77.445,0.21114,0.44902,0.42549,0.48431
59.792,0.32649,69.426,0.20723,0.44902,0.41961,0.48039
59.8,0.35191,64.342,0.20332,0.44902,0.43529,0.48039
59.808,0.38025,63.755,0.20039,0.4451,0.42941,0.48039
59.816,0.41642,64.537,0.19941,0.44902,0.43529,0.48039
59.824,0.4565,62.386,0.19746,0.44902,0.4098,0.48039
59.832,0.49951,60.626,0.19746,0.44902,0.40392,0.48039
59.84,0.54252,65.319,0.19844,0.4549,0.3902,0.46471
59.848,0.5826,73.924,0.20039,0.4549,0.3902,0.46078
59.856,0.61877,77.054,0.20235,0.46078,0.38431,0.46078
59.864,0.64907,72.36,0.20528,0.46078,0.38431,0.46078
59.872,0.67351,64.537,0.20919,0.4549,0.3902,0.46078
59.88,0.6911,58.475,0.2131,0.46078,0.38431,0.46078
59.888,0.70283,55.541,0.21701,0.46078,0.39412,0.4549
59.896,0.7087,55.737,0.22092,0.4549,0.40392,0.46078
59.904,0.7087,57.497,0.22483,0.44902,0.41961,0.47059
59.912,0.70577,59.257,0.22972,0.4451,0.42549,0.46471
59.92,0.6999,60.039,0.2346,0.44902,0.43922,0.46471
59.928,0.6911,60.235,0.23949,0.4549,0.44902,0.46078
59.936,0.68035,60.235,0.24536,0.44902,0.47059,0.46078
59.944,0.66862,60.43,0.25024,0.46078,0.47059,0.44902
59.952,0.65494,60.626,0.25513,0.4549,0.48039,0.46078
59.96,0.64027,60.821,0.26002,0.4549,0.46078,0.46078
59.968,0.62463,61.017,0.26588,0.44902,0.4451,0.46471
59.976,0.60802,61.213,0.27077,0.44902,0.42941,0.47059
59.984,0.5914,61.408,0.27566,0.44902,0.41961,0.46078
59.992,0.57967,61.799,0.28055,0.4549,0.40392,0.46078
60,0.57087,62.582,0.28543,0.46078,0.39412,0.4451
60.008,0.56109,63.559,0.29032,0.47451,0.38039,0.43529
60.016,0.54936,63.95,0.29423,0.47059,0.3902,0.44902
60.024,0.53763,62.973,0.29814,0.4549,0.39412,0.47059
60.032,0.5259,61.604,0.30205,0.46471,0.4098,0.47451
60.04,0.5132,61.017,0.30499,0.48431,0.38431,0.44902
60.048,0.50049,60.821,0.30792,0.51961,0.3549,0.41569
60.056,0.48778,60.235,0.30987,0.52549,0.3451,0.4098
60.064,0.47605,59.452,0.31183,0.5549,0.2902,0.33529
60.072,0.46237,59.452,0.31378,0.64118,0.18824,0.2098
60.08,0.44966,60.039,0.31574,0.6549,0.17451,0.16863
60.088,0.43597,60.43,0.31672,0.60588,0.22941,0.2451
60.096,0.42229,59.844,0.31769,0.56471,0.26471,0.31961
60.104,0.40958,58.475,0.31965,0.53922,0.31373,0.38431
60.112,0.39883,57.301,0.32063,0.51569,0.3549,0.42941
60.12,0.3871,57.106,0.32258,0.4902,0.38039,0.46078
60.128,0.37439,57.692,0.32454,0.46471,0.40392,0.49412
60.136,0.36266,58.866,0.32747,0.43529,0.43529,0.52941
60.144,0.35093,60.43,0.3304,0.41961,0.4451,0.5549
60.152,0.34018,61.213,0.33431,0.40392,0.46471,0.56471
60.16,0.33138,59.844,0.33822,0.4,0.46471,0.56471
60.168,0.32258,57.692,0.34506,0.4,0.47451,0.57059
60.176,0.31574,56.715,0.35191,0.38039,0.46078,0.56471
60.184,0.30987,56.91,0.35973,0.36471,0.46078,0.57451
60.192,0.30596,56.519,0.36755,0.4902,0.4098,0.48431
60.2,0.30303,54.759,0.37634,0.86667,0.38431,0.28431
60.208,0.30108,53.39,0.38514,1.0608,0.33529,0.15882
60.216,0.3001,53.194,0.39492,1.0725,0.3902,0.1549
60.224,0.3001,53.781,0.40371,0.5451,0.53922,0.48431
60.232,0.3001,54.563,0.4174,0.22941,0.59608,0.67059
60.24,0.30108,54.759,0.43011,0.2902,0.51569,0.62941
60.248,0.30303,54.368,0.44575,0.32941,0.44902,0.5902
60.256,0.30499,53.585,0.46139,0.33922,0.41569,0.57451
60.264,0.30694,52.999,0.47703,0.3451,0.40392,0.57451
60.272,0.3089,52.608,0.49365,0.33922,0.39412,0.56471
60.28,0.31085,52.412,0.50929,0.33922,0.39412,0.5549
60.288,0.31378,52.412,0.52493,0.3451,0.4,0.55098
60.296,0.31574,52.216,0.5435,0.34902,0.39412,0.5451
60.304,0.31672,52.216,0.56207,0.35882,0.4098,0.52941
60.312,0.31867,52.021,0.5826,0.37059,0.40392,0.52549
60.32,0.31965,52.021,0.60411,0.37059,0.41569,0.51961
60.328,0.32063,52.021,0.62463,0.37451,0.4098,0.50588
60.336,0.32063,51.825,0.64614,0.37451,0.4098,0.5098
60.344,0.32063,51.434,0.66667,0.38431,0.40392,0.5
60.352,0.31965,51.043,0.68719,0.38039,0.4,0.49412
60.36,0.31769,50.652,0.70577,0.3902,0.38431,0.48039
60.368,0.31574,50.261,0.72336,0.39412,0.3902,0.48431
60.376,0.31378,50.065,0.73998,0.3902,0.38039,0.48039
60.384,0.31183,49.87,0.7566,0.37451,0.3902,0.50588
60.392,0.3089,49.87,0.77126,0.37451,0.38039,0.5098
60.4,0.30792,49.87,0.7869,0.37059,0.3902,0.51961
60.408,0.30596,49.87,0.80156,0.37059,0.39412,0.51961
60.416,0.30401,50.065,0.8172,0.35882,0.4098,0.52549
60.424,0.30108,50.261,0.82893,0.35882,0.41569,0.51961
60.432,0.29912,50.261,0.84164,0.37059,0.43529,0.51961
60.44,0.29619,50.065,0.85239,0.37059,0.42941,0.52549
60.448,0.29326,49.283,0.86217,0.37451,0.43529,0.51569
60.456,0.2913,48.501,0.87292,0.38039,0.43529,0.51961
60.464,0.28837,48.11,0.88368,0.3902,0.43529,0.51569
60.472,0.28543,47.914,0.89443,0.3902,0.44902,0.52549
60.48,0.28348,48.501,0.9042,0.40392,0.4549,0.51569
60.488,0.28055,49.479,0.91496,0.41961,0.46078,0.5098
60.496,0.27957,51.434,0.92571,0.43922,0.44902,0.50588
60.504,0.27859,55.15,0.93646,0.4451,0.4549,0.5
60.512,0.27761,61.213,0.94721,0.47059,0.43529,0.4902
60.52,0.27664,69.622,0.95601,0.47451,0.43529,0.48039
60.528,0.27566,79.596,0.96481,0.4902,0.43529,0.48039
60.536,0.2737,89.57,0.97263,0.51569,0.4451,0.47059
60.544,0.27273,98.175,0.98045,0.53922,0.4451,0.4451
60.552,0.27175,104.82,0.98729,0.5549,0.44902,0.43922
60.56,0.27077,108.93,0.99511,0.56078,0.42941,0.43529
60.568,0.26979,110.89,0.99804,0.56078,0.43529,0.43529
60.576,0.26979,110.3,1,0.55098,0.41569,0.43529
60.584,0.26979,107.76,1,0.53529,0.4098,0.4451
60.592,0.26979,104.63,1,0.51569,0.40392,0.46078
60.6,0.27077,102.48,1,0.4902,0.4098,0.47059
60.608,0.27175,100.91,1,0.46471,0.40392,0.48039
60.616,0.27273,98.957,1,0.43922,0.4098,0.49412
60.624,0.27273,96.806,1,0.42941,0.40392,0.50588
60.632,0.2737,94.655,1,0.41961,0.4098,0.5098
60.64,0.27566,94.263,1,0.40392,0.4098,0.51569
60.648,0.27664,96.61,1,0.39412,0.4098,0.52549
60.656,0.27761,100.52,1,0.3902,0.41569,0.52941
60.664,0.27957,102.48,1,0.38431,0.4098,0.52941
60.672,0.28055,100.13,1,0.38039,0.40392,0.52941
60.68,0.2825,95.046,1,0.38039,0.40392,0.52941
60.688,0.28348,90.157,1,0.37451,0.4098,0.53529
60.696,0.28543,87.027,1,0.38039,0.4,0.52941
60.704,0.28641,85.072,1,0.37451,0.39412,0.52941
60.712,0.28837,84.094,1,0.37451,0.3902,0.52941
60.72,0.29032,83.507,1,0.37451,0.38039,0.52941
60.728,0.29326,82.921,1,0.38431,0.37451,0.52549
60.736,0.29717,82.138,1,0.3902,0.38039,0.52941
60.744,0.30401,81.356,1,0.38431,0.37059,0.52941
60.752,0.31574,80.378,1,0.37451,0.38039,0.53922
60.76,0.33138,79.4,0.99902,0.36471,0.37451,0.5451
60.768,0.35386,78.227,0.99804,0.3451,0.38039,0.57059
60.776,0.38221,76.858,0.99413,0.32353,0.36471,0.58431
60.784,0.4174,75.489,0.99022,0.29412,0.37059,0.61569
60.792,0.45748,73.924,0.98534,0.27843,0.36471,0.62941
60.8,0.49365,72.164,0.98143,0.27451,0.37059,0.63529
60.808,0.52981,70.6,0.97458,0.27451,0.36471,0.63529
60.816,0.56891,69.035,0.96774,0.27843,0.37059,0.62941
60.824,0.60997,67.862,0.95992,0.27843,0.36471,0.62549
60.832,0.64809,66.688,0.9521,0.2902,0.36471,0.61569
60.84,0.68231,65.515,0.94428,0.3,0.36471,0.60588
60.848,0.70968,64.537,0.93646,0.30392,0.37059,0.6
60.856,0.73216,63.559,0.92864,0.3098,0.36471,0.59608
60.864,0.7478,62.777,0.92082,0.32353,0.36471,0.58431
60.872,0.7566,61.995,0.91105,0.32941,0.37059,0.57451
60.88,0.76051,61.799,0.90225,0.33529,0.36471,0.57451
60.888,0.75855,61.604,0.8915,0.32941,0.38039,0.58039
60.896,0.75367,61.604,0.88074,0.32941,0.37451,0.57451
60.904,0.74487,61.408,0.86999,0.32941,0.38431,0.57451
60.912,0.73509,61.213,0.85924,0.32941,0.3902,0.57451
60.92,0.72239,61.017,0.84946,0.31961,0.4098,0.5902
60.928,0.7087,61.017,0.83969,0.3098,0.42549,0.6
60.936,0.69404,61.213,0.82796,0.29412,0.4451,0.62549
60.944,0.67937,61.408,0.8172,0.3,0.43922,0.61569
60.952,0.66276,61.604,0.80645,0.30392,0.43922,0.60588
60.96,0.64712,61.995,0.79472,0.31373,0.42549,0.5902
60.968,0.63148,62.19,0.78299,0.32353,0.41961,0.58431
60.976,0.61584,62.386,0.77126,0.32353,0.4098,0.57451
60.984,0.6002,62.582,0.75953,0.32941,0.4,0.57059
60.992,0.58553,62.582,0.74682,0.3451,0.38431,0.5549
61,0.57283,62.582,0.73607,0.34902,0.39412,0.5549
61.008,0.56012,62.386,0.72532,0.37451,0.40392,0.53529
61.016,0.54643,62.386,0.71554,0.38431,0.41569,0.52941
61.024,0.53275,62.19,0.70577,0.4,0.42549,0.51569
61.032,0.51906,61.799,0.69599,0.41961,0.43529,0.50588
61.04,0.5044,61.408,0.68524,0.43529,0.43922,0.4902
61.048,0.48974,61.213,0.67449,0.44902,0.43922,0.48431
61.056,0.47507,60.821,0.66373,0.42941,0.4098,0.4902
61.064,0.46041,60.43,0.65396,0.41569,0.36471,0.49412
61.072,0.44575,60.039,0.64418,0.4,0.35882,0.50588
61.08,0.43109,59.844,0.63539,0.3902,0.37059,0.5098
61.088,0.41642,59.257,0.62659,0.37451,0.38039,0.52549
61.096,0.40176,58.866,0.61877,0.36471,0.36471,0.52941
61.104,0.39003,58.475,0.61095,0.34902,0.36471,0.53922
61.112,0.37928,58.083,0.60313,0.3549,0.3549,0.53529
61.12,0.36755,57.692,0.59531,0.34902,0.3451,0.5451
61.128,0.35582,57.497,0.58847,0.3549,0.33922,0.53922
61.136,0.34506,57.106,0.58162,0.34902,0.33922,0.5451
61.144,0.33529,56.715,0.57478,0.3451,0.33529,0.5451
61.152,0.32649,56.323,0.56891,0.32353,0.33922,0.56078
61.16,0.31867,55.932,0.56305,0.41569,0.3098,0.50588
61.168,0.31183,55.541,0.55718,0.74118,0.3,0.33529
61.176,0.30694,55.346,0.55132,1.0157,0.26471,0.16471
61.184,0.30303,54.954,0.54643,1.0412,0.30392,0.1549
61.192,0.30108,54.563,0.54154,0.6549,0.43922,0.40392
61.2,0.3001,54.172,0.53763,0.23333,0.53922,0.6549
61.208,0.29912,53.977,0.53275,0.21373,0.46078,0.67059
61.216,0.29912,53.585,0.52884,0.30392,0.4,0.6
61.224,0.29912,53.194,0.5259,0.32353,0.34902,0.58431
61.232,0.29912,52.999,0.52199,0.32353,0.33922,0.58039
61.24,0.3001,52.608,0.51906,0.31961,0.33529,0.58039
61.248,0.30108,52.412,0.51613,0.32353,0.32941,0.57451
61.256,0.30205,52.216,0.51417,0.32353,0.33529,0.57451
61.264,0.30303,51.825,0.51124,0.32353,0.32941,0.57059
61.272,0.30401,51.63,0.50831,0.31961,0.33922,0.57059
61.28,0.30499,51.434,0.50538,0.31961,0.33529,0.57059
61.288,0.30596,51.239,0.50244,0.31373,0.33922,0.57451
61.296,0.30596,51.043,0.49951,0.32353,0.33529,0.57451
61.304,0.30694,50.847,0.49658,0.32353,0.3451,0.57451
61.312,0.30694,50.652,0.49365,0.32353,0.33922,0.57451
61.32,0.30694,50.261,0.49169,0.32353,0.34902,0.57451
61.328,0.30596,50.261,0.48876,0.32353,0.33922,0.57451
61.336,0.30401,50.065,0.4868,0.32353,0.34902,0.58039
61.344,0.30205,49.87,0.48485,0.32353,0.3451,0.57451
61.352,0.3001,49.674,0.48289,0.31961,0.3549,0.58039
61.36,0.29717,49.479,0.48094,0.32353,0.33922,0.57451
61.368,0.29521,49.283,0.47898,0.32941,0.34902,0.58039
61.376,0.29228,49.087,0.47703,0.32353,0.33922,0.57451
61.384,0.28935,49.087,0.47507,0.32353,0.3451,0.57451
61.392,0.28641,48.892,0.47312,0.32941,0.33922,0.56078
61.4,0.28446,48.696,0.47116,0.33922,0.3451,0.56471
61.408,0.2825,48.501,0.47019,0.3451,0.33922,0.56078
61.416,0.27957,48.11,0.46823,0.34902,0.3451,0.56078
61.424,0.27761,47.914,0.46628,0.3549,0.33922,0.5549
61.432,0.27468,47.914,0.46432,0.36471,0.34902,0.5549
61.44,0.27175,47.718,0.46237,0.37451,0.35882,0.5451
61.448,0.26882,47.718,0.45943,0.3902,0.36471,0.53922
61.456,0.26588,47.914,0.45748,0.4,0.37059,0.52941
61.464,0.26295,48.892,0.45455,0.41569,0.38431,0.52941
61.472,0.26002,51.239,0.45259,0.42549,0.3902,0.52549
61.48,0.25709,55.932,0.44966,0.4451,0.39412,0.51569
61.488,0.25513,63.168,0.44673,0.46471,0.4098,0.5098
61.496,0.25318,72.555,0.44282,0.48039,0.40392,0.50588
61.504,0.2522,82.725,0.43891,0.4902,0.41569,0.49412
61.512,0.25122,92.308,0.43304,0.51569,0.4098,0.48039
61.52,0.24927,100.13,0.42717,0.52941,0.42549,0.47451
61.528,0.24829,105.8,0.42033,0.53922,0.41961,0.47059
61.536,0.24633,109.13,0.41349,0.52549,0.43529,0.48039
61.544,0.24536,110.3,0.40567,0.50588,0.4451,0.4902
61.552,0.2434,109.52,0.39785,0.48039,0.5098,0.5098
61.56,0.24242,107.56,0.39003,0.44902,0.5451,0.52941
61.568,0.24145,105.22,0.38221,0.41961,0.5549,0.55098
61.576,0.24047,103.06,0.37048,0.4,0.5098,0.55098
61.584,0.24047,101.3,0.35875,0.38039,0.48431,0.56078
61.592,0.24047,99.935,0.34409,0.37451,0.43922,0.56078
61.6,0.24047,98.566,0.3304,0.36471,0.42941,0.56471
61.608,0.24145,97.197,0.31378,0.35882,0.4,0.56078
61.616,0.24242,95.632,0.29814,0.35882,0.39412,0.56078
61.624,0.2434,93.872,0.28055,0.35882,0.38039,0.5549
61.632,0.24438,92.308,0.26393,0.3549,0.38431,0.5549
61.64,0.24536,90.548,0.24829,0.34902,0.37059,0.56078
61.648,0.24633,88.983,0.23265,0.34902,0.36471,0.5549
61.656,0.24731,87.419,0.21799,0.34902,0.37059,0.5549
61.664,0.24731,86.05,0.2043,0.34902,0.36471,0.56078
61.672,0.24829,84.876,0.18964,0.3549,0.35882,0.57059
61.68,0.24927,83.703,0.17595,0.35882,0.36471,0.5549
61.688,0.24927,82.725,0.16325,0.3549,0.35882,0.5549
61.696,0.25122,81.943,0.15054,0.34902,0.3549,0.56078
61.704,0.25415,81.16,0.13978,0.3451,0.35882,0.56471
61.712,0.25806,80.183,0.12903,0.33529,0.34902,0.56471
61.72,0.26491,79.596,0.12023,0.32941,0.3549,0.57451
61.728,0.27664,78.814,0.11241,0.32353,0.3451,0.57451
61.736,0.29326,77.836,0.10557,0.32353,0.34902,0.58039
61.744,0.31672,76.662,0.099707,0.31961,0.3451,0.58039
61.752,0.34604,75.293,0.094819,0.31961,0.35882,0.5902
61.76,0.38123,73.533,0.089932,0.3098,0.3549,0.59608
61.768,0.42131,71.773,0.086999,0.30392,0.36471,0.6
61.776,0.46432,70.013,0.085044,0.30392,0.3549,0.6
61.784,0.50831,68.449,0.083089,0.30392,0.36471,0.6
61.792,0.55132,66.884,0.082111,0.3098,0.35882,0.5902
61.8,0.58651,65.319,0.082111,0.31373,0.36471,0.58039
61.808,0.61486,64.146,0.082111,0.31961,0.3451,0.57451
61.816,0.64223,62.973,0.083089,0.32353,0.34902,0.57451
61.824,0.66667,62.386,0.084066,0.31961,0.35882,0.57451
61.832,0.68622,61.799,0.085044,0.31373,0.3549,0.57059
61.84,0.69892,61.408,0.086999,0.3098,0.37059,0.57451
61.848,0.70772,60.821,0.088954,0.32353,0.36471,0.57059
61.856,0.70968,60.43,0.089932,0.33529,0.32941,0.56078
61.864,0.7087,60.039,0.091887,0.33922,0.32353,0.5549
61.872,0.70283,59.844,0.092864,0.33922,0.3451,0.56078
61.88,0.69404,59.844,0.093842,0.33529,0.34902,0.5549
61.888,0.68231,59.844,0.094819,0.32941,0.36471,0.56471
61.896,0.67058,59.844,0.095797,0.32941,0.3902,0.57059
61.904,0.65689,60.235,0.096774,0.32353,0.4098,0.57059
61.912,0.64321,60.626,0.097752,0.31961,0.41961,0.58431
61.92,0.62757,61.017,0.097752,0.32941,0.37451,0.57451
61.928,0.61193,61.408,0.098729,0.33529,0.3902,0.57059
61.936,0.59726,61.604,0.098729,0.32941,0.4098,0.57059
61.944,0.58162,61.799,0.099707,0.32941,0.40392,0.57059
61.952,0.56696,61.995,0.099707,0.32941,0.39412,0.57451
61.96,0.5523,62.19,0.10068,0.33922,0.38431,0.5549
61.968,0.53861,62.19,0.10166,0.3549,0.40392,0.5549
61.976,0.52493,61.995,0.10264,0.37451,0.4098,0.5451
61.984,0.51124,61.995,0.10459,0.39412,0.42941,0.53529
61.992,0.49756,61.604,0.10557,0.40392,0.43529,0.52549
62,0.48583,61.213,0.10753,0.41569,0.4451,0.52549
62.008,0.4741,60.821,0.11046,0.42941,0.43529,0.5098
62.016,0.46139,60.43,0.11339,0.43922,0.4451,0.5098
62.024,0.4477,60.235,0.11535,0.41961,0.4098,0.51961
62.032,0.435,59.844,0.11828,0.39412,0.37451,0.52941
62.04,0.42229,59.648,0.12219,0.38039,0.36471,0.53529
62.048,0.40958,59.257,0.12512,0.37059,0.37059,0.55098
62.056,0.39687,59.061,0.12903,0.34902,0.35882,0.56471
62.064,0.38416,58.475,0.13294,0.33922,0.3549,0.57059
62.072,0.37146,58.279,0.13783,0.32941,0.33922,0.57451
62.08,0.3607,57.692,0.14174,0.32353,0.34902,0.58039
62.088,0.34897,57.301,0.14663,0.32353,0.3549,0.58431
62.096,0.34018,56.91,0.15152,0.32353,0.3451,0.58431
62.104,0.33333,56.715,0.1564,0.32353,0.3549,0.58431
62.112,0.32454,56.323,0.16129,0.32353,0.33922,0.58039
62.12,0.31672,55.932,0.16618,0.3,0.33922,0.58431
62.128,0.30987,55.541,0.17107,0.37451,0.3098,0.53529
62.136,0.30401,55.15,0.17498,0.7098,0.29412,0.3549
62.144,0.29912,54.954,0.17986,0.99216,0.26471,0.18431
62.152,0.29619,54.563,0.18377,1.0216,0.30392,0.16863
62.16,0.29423,54.368,0.18866,0.6451,0.4451,0.40392
62.168,0.29326,53.977,0.19355,0.22353,0.55098,0.66471
62.176,0.29228,53.585,0.19844,0.20392,0.47451,0.67647
62.184,0.29326,53.194,0.20235,0.29412,0.40392,0.6098
62.192,0.29423,52.999,0.20626,0.30392,0.35882,0.58431
62.2,0.29619,52.608,0.21017,0.3098,0.34902,0.58039
62.208,0.29814,52.412,0.21408,0.30392,0.33922,0.58431
62.216,0.3001,52.216,0.21896,0.3,0.3451,0.5902
62.224,0.30303,51.825,0.22385,0.30392,0.33922,0.58039
62.232,0.30499,51.63,0.22874,0.3,0.3451,0.5902
62.24,0.30596,51.825,0.23363,0.30392,0.33922,0.58431
62.248,0.30792,52.803,0.23949,0.30392,0.33922,0.58039
62.256,0.30792,53.781,0.24536,0.30392,0.3451,0.58431
62.264,0.3089,52.803,0.25122,0.3098,0.33922,0.57451
62.272,0.30987,50.261,0.25709,0.3098,0.3451,0.58431
62.28,0.30987,47.914,0.26295,0.3098,0.33922,0.57451
62.288,0.3089,47.132,0.26882,0.31373,0.3549,0.58431
62.296,0.3089,47.914,0.27468,0.31373,0.34902,0.58039
62.304,0.30792,48.696,0.27957,0.3098,0.35882,0.5902
62.312,0.30694,49.087,0.28543,0.31373,0.3549,0.58431
62.32,0.30596,49.087,0.29228,0.3098,0.36471,0.5902
62.328,0.30499,49.087,0.29814,0.31373,0.3549,0.58431
62.336,0.30303,49.087,0.30401,0.31961,0.36471,0.5902
62.344,0.30108,48.892,0.30987,0.32353,0.3549,0.57451
62.352,0.29814,48.696,0.31574,0.32353,0.36471,0.57451
62.36,0.29521,48.501,0.3216,0.33529,0.35882,0.56471
62.368,0.29228,48.501,0.32747,0.33922,0.35882,0.57059
62.376,0.28935,48.11,0.33236,0.3451,0.3549,0.56471
62.384,0.28641,47.914,0.33822,0.34902,0.35882,0.57059
62.392,0.28348,47.718,0.34311,0.3549,0.3549,0.56078
62.4,0.28055,47.718,0.348,0.36471,0.36471,0.56078
62.408,0.27859,47.718,0.35288,0.37059,0.35882,0.56471
62.416,0.27664,47.718,0.35875,0.37451,0.37059,0.57059
62.424,0.2737,47.718,0.36266,0.3902,0.37451,0.56078
62.432,0.27077,48.305,0.36755,0.40392,0.38431,0.5549
62.44,0.26882,50.456,0.37146,0.41961,0.38039,0.5451
62.448,0.26686,54.759,0.37537,0.43922,0.38431,0.52941
62.456,0.26588,61.604,0.3783,0.46471,0.37451,0.50588
62.464,0.26393,70.795,0.38123,0.48431,0.37059,0.49412
62.472,0.26197,80.965,0.38221,0.50588,0.37451,0.48039
62.48,0.261,90.548,0.38416,0.51961,0.36471,0.46471
62.488,0.25904,98.566,0.38416,0.52941,0.35882,0.47059
62.496,0.25904,104.63,0.38514,0.5451,0.35882,0.46078
62.504,0.25806,108.15,0.38416,0.53922,0.36471,0.46078
62.512,0.25806,109.52,0.38416,0.53529,0.3451,0.46078
62.52,0.25709,108.74,0.38319,0.51961,0.34902,0.47059
62.528,0.25709,106.98,0.38221,0.50588,0.33922,0.47451
62.536,0.25611,104.63,0.3783,0.47451,0.34902,0.49412
62.544,0.25513,102.67,0.37537,0.4549,0.3451,0.50588
62.552,0.25415,100.72,0.3695,0.42549,0.35882,0.52549
62.56,0.25415,99.153,0.36364,0.4098,0.3549,0.52941
62.568,0.25415,97.784,0.35582,0.3902,0.37059,0.55098
62.576,0.25415,96.219,0.348,0.38039,0.37059,0.5549
62.584,0.25513,94.655,0.33822,0.37059,0.38431,0.56471
62.592,0.25611,93.09,0.32942,0.3549,0.37451,0.57059
62.6,0.25709,91.525,0.31965,0.34902,0.38431,0.57451
62.608,0.25904,89.961,0.31085,0.34902,0.38039,0.57451
62.616,0.261,88.592,0.30205,0.34902,0.3902,0.58039
62.624,0.26197,87.223,0.29326,0.3451,0.38431,0.57451
62.632,0.26295,86.05,0.28348,0.33529,0.3902,0.57451
62.64,0.26295,84.876,0.27468,0.33529,0.3902,0.58039
62.648,0.26393,83.898,0.26491,0.33922,0.3902,0.58431
62.656,0.26393,82.921,0.25513,0.33529,0.39412,0.5902
62.664,0.26491,82.138,0.24633,0.33529,0.3902,0.58039
62.672,0.26686,81.16,0.23851,0.32941,0.4,0.5902
62.68,0.27175,80.183,0.23069,0.33529,0.3902,0.58431
62.688,0.27859,79.4,0.22385,0.32941,0.40392,0.59608
62.696,0.28837,78.422,0.21896,0.32353,0.39412,0.5902
62.704,0.30108,77.249,0.2131,0.32353,0.4098,0.6
62.712,0.32063,76.271,0.20919,0.32941,0.4098,0.5902
62.72,0.34702,74.902,0.20626,0.32353,0.41961,0.59608
62.728,0.37928,73.533,0.2043,0.31961,0.4098,0.58431
62.736,0.41642,71.969,0.20332,0.31373,0.42549,0.59608
62.744,0.4565,70.209,0.20332,0.31961,0.41569,0.58431
62.752,0.49853,68.644,0.20332,0.32353,0.42549,0.58431
