Time [s], RESP, ABP, PLETH, II, III, V
71.128,0.18326,64.621,1.6354,0.62988,0.43506,0.74536
71.136,0.18021,64.132,1.6022,0.625,0.43018,0.73998
71.144,0.17593,63.693,1.5758,0.63477,0.4248,0.73998
71.152,0.17227,63.302,1.5601,0.64014,0.41504,0.74536
71.16,0.16799,62.862,1.5523,0.62988,0.41504,0.74536
71.168,0.16371,62.472,1.5494,0.64502,0.41016,0.74536
71.176,0.15944,62.13,1.5503,0.64014,0.40479,0.74536
71.184,0.15516,61.739,1.5562,0.65479,0.3999,0.73509
71.192,0.15027,61.348,1.567,0.64502,0.39014,0.73509
71.2,0.14539,61.006,1.5806,0.6499,0.38525,0.73509
71.208,0.1405,60.664,1.5963,0.63477,0.37988,0.73021
71.216,0.13561,60.322,1.6119,0.64014,0.37012,0.73021
71.224,0.13073,59.981,1.6276,0.62012,0.35986,0.73021
71.232,0.12584,59.687,1.6442,0.61475,0.3501,0.73021
71.24,0.12095,59.346,1.6598,0.6001,0.33984,0.73021
71.248,0.11607,59.15,1.6735,0.58984,0.33984,0.73021
71.256,0.11057,59.248,1.6833,0.5752,0.33496,0.73021
71.264,0.10568,59.883,1.6901,0.5752,0.33496,0.73021
71.272,0.10018,61.544,1.697,0.56006,0.3252,0.73021
71.28,0.094685,64.816,1.7028,0.56982,0.33496,0.73509
71.288,0.088577,69.652,1.7067,0.58008,0.33984,0.73509
71.296,0.083079,75.415,1.7087,0.5752,0.33496,0.73021
71.304,0.07697,81.374,1.7087,0.58496,0.33984,0.73021
71.312,0.070861,86.991,1.7077,0.60498,0.3501,0.72532
71.32,0.065363,92.315,1.7058,0.62012,0.35986,0.71994
71.328,0.059866,97.249,1.7019,0.62988,0.37012,0.71994
71.336,0.054979,101.89,1.697,0.64014,0.375,0.71994
71.344,0.050092,105.8,1.6931,0.65479,0.39014,0.71994
71.352,0.044594,108.87,1.6901,0.66992,0.40479,0.71505
71.36,0.039096,110.63,1.6862,0.68018,0.41016,0.71505
71.368,0.032987,111.07,1.6784,0.69482,0.43018,0.71505
71.376,0.026878,110.24,1.6667,0.68994,0.4248,0.71505
71.384,0.02077,108.29,1.652,0.7002,0.43506,0.71505
71.392,0.015272,105.55,1.6393,0.69482,0.43506,0.71017
71.4,0.0091631,102.38,1.6295,0.7002,0.43994,0.71017
71.408,0.0036652,98.86,1.6188,0.68506,0.43018,0.70528
71.416,-0.0024435,95.344,1.61,0.68994,0.43506,0.71017
71.424,-0.0085522,91.973,1.6022,0.6748,0.43018,0.71017
71.432,-0.015272,88.75,1.5963,0.68018,0.43506,0.71017
71.44,-0.021991,85.624,1.5885,0.66992,0.43018,0.71017
71.448,-0.028711,82.742,1.5826,0.68018,0.43506,0.71017
71.456,-0.035431,80.007,1.5777,0.66992,0.43506,0.71017
71.464,-0.04215,77.467,1.5728,0.68018,0.44482,0.71017
71.472,-0.04887,75.171,1.5679,0.66504,0.43506,0.70528
71.48,-0.055589,73.071,1.5611,0.66992,0.43506,0.70528
71.488,-0.062309,71.117,1.5533,0.66016,0.43018,0.71017
71.496,-0.068418,69.359,1.5455,0.66016,0.43506,0.70528
71.504,-0.074527,67.796,1.5367,0.66504,0.43506,0.71017
71.512,-0.080635,66.379,1.5269,0.66016,0.43506,0.71017
71.52,-0.086133,65.109,1.5161,0.66992,0.4248,0.71505
71.528,-0.091631,64.132,1.5064,0.66504,0.41992,0.72532
71.536,-0.097129,63.302,1.5015,0.66992,0.41016,0.73509
71.544,-0.10202,62.667,1.5044,0.68018,0.41016,0.73998
71.552,-0.1069,62.227,1.5181,0.66992,0.41016,0.73509
71.56,-0.11118,61.983,1.5484,0.66016,0.41016,0.71994
71.568,-0.11546,61.983,1.6002,0.68018,0.41504,0.69501
71.576,-0.12034,62.179,1.6735,0.7002,0.43018,0.68035
71.584,-0.12523,62.472,1.7625,0.70508,0.4502,0.6652
71.592,-0.13073,63.009,1.8622,0.6748,0.44482,0.65494
71.6,-0.13561,63.595,1.9677,0.6748,0.43994,0.65494
71.608,-0.14111,64.377,2.0723,0.66504,0.44482,0.65494
71.616,-0.14661,65.158,2.1691,0.6748,0.4502,0.6652
71.624,-0.15211,66.037,2.2542,0.65479,0.44482,0.6652
71.632,-0.15761,66.916,2.3226,0.65479,0.44482,0.6652
71.64,-0.16249,67.796,2.3695,0.62988,0.44482,0.67498
71.648,-0.16738,68.675,2.3949,0.63477,0.4502,0.67498
71.656,-0.17227,69.407,2.4008,0.62988,0.44482,0.68035
71.664,-0.17654,70.091,2.393,0.64014,0.43994,0.68035
71.672,-0.18082,70.677,2.3744,0.62988,0.43018,0.69013
71.68,-0.18448,71.117,2.346,0.64014,0.43506,0.69013
71.688,-0.18815,71.41,2.3089,0.63477,0.43018,0.69013
71.696,-0.1912,71.557,2.2659,0.64502,0.43506,0.69013
71.704,-0.19365,71.557,2.218,0.625,0.4248,0.70528
71.712,-0.19548,71.41,2.1672,0.58984,0.43018,0.77028
71.72,-0.1967,71.166,2.1163,0.56006,0.34521,0.78543
71.728,-0.19792,70.824,2.0635,0.65479,0.29004,0.7654
71.736,-0.19853,70.384,2.0088,0.91992,0.36523,0.67009
71.744,-0.19914,69.847,1.9599,1.2197,0.5,0.48485
71.752,-0.19976,69.31,1.915,1.145,0.49512,0.41984
71.76,-0.19976,68.675,1.8671,1.0146,0.72998,0.40469
71.768,-0.19914,68.04,1.8162,0.89014,0.78516,0.41496
71.776,-0.19853,67.405,1.7644,0.75977,0.58496,0.51515
71.784,-0.19731,66.868,1.7146,0.68506,0.50488,0.6349
71.792,-0.19609,66.281,1.6657,0.64014,0.45996,0.70528
71.8,-0.19487,65.744,1.6168,0.62012,0.43506,0.73021
71.808,-0.19365,65.256,1.5689,0.6001,0.41504,0.73998
71.816,-0.19304,64.718,1.5259,0.60498,0.40479,0.73509
71.824,-0.19181,64.23,1.4888,0.59521,0.3999,0.73509
71.832,-0.19181,63.79,1.4565,0.62012,0.41016,0.73021
71.84,-0.1912,63.302,1.4321,0.62012,0.41016,0.73021
71.848,-0.19181,62.911,1.4184,0.64502,0.43018,0.73021
71.856,-0.19243,62.472,1.4135,0.64014,0.4248,0.73021
71.864,-0.19304,62.13,1.4125,0.66016,0.4248,0.72532
71.872,-0.19304,61.69,1.4154,0.66016,0.41992,0.71994
71.88,-0.19304,61.299,1.4252,0.6748,0.4248,0.71505
71.888,-0.19304,61.006,1.4409,0.66992,0.41504,0.71505
71.896,-0.19365,60.616,1.4594,0.66504,0.41016,0.71017
71.904,-0.19365,60.322,1.48,0.66016,0.40479,0.71505
71.912,-0.19426,59.932,1.5005,0.66504,0.40479,0.71017
71.92,-0.19487,59.59,1.521,0.6499,0.39014,0.71017
71.928,-0.19487,59.248,1.5386,0.64502,0.37988,0.71017
71.936,-0.19487,59.004,1.5562,0.625,0.35986,0.71017
71.944,-0.19487,58.759,1.5718,0.60986,0.35498,0.71017
71.952,-0.19487,58.613,1.5865,0.58984,0.33984,0.71017
71.96,-0.19487,58.759,1.6012,0.58008,0.33984,0.71017
71.968,-0.19487,59.541,1.6168,0.58496,0.33984,0.71505
71.976,-0.19548,61.495,1.6305,0.56494,0.33008,0.71505
71.984,-0.19548,65.06,1.6403,0.56982,0.33984,0.71505
71.992,-0.19548,69.945,1.6471,0.56494,0.33984,0.71505
72,-0.19548,75.611,1.654,0.58008,0.33984,0.71505
72.008,-0.19548,81.277,1.6598,0.58496,0.34521,0.71017
72.016,-0.19548,86.698,1.6637,0.60986,0.35986,0.70528
72.024,-0.19487,91.729,1.6647,0.625,0.36523,0.70039
72.032,-0.19426,96.565,1.6628,0.64502,0.375,0.70528
72.04,-0.19365,101.01,1.6588,0.64502,0.38525,0.70528
72.048,-0.19304,104.72,1.6559,0.66504,0.3999,0.70528
72.056,-0.19304,107.55,1.653,0.65479,0.39502,0.71017
72.064,-0.19304,109.17,1.6481,0.6748,0.41016,0.70528
72.072,-0.19304,109.41,1.6432,0.66992,0.41016,0.71017
72.08,-0.19304,108.39,1.6383,0.68018,0.41992,0.70528
72.088,-0.19365,106.24,1.6325,0.6748,0.41504,0.70528
72.096,-0.19426,103.35,1.6276,0.66992,0.41016,0.70528
72.104,-0.19487,100.03,1.6207,0.66504,0.41016,0.70039
72.112,-0.19548,96.565,1.6119,0.66992,0.41992,0.70039
72.12,-0.19609,93.097,1.6031,0.65479,0.41016,0.70528
72.128,-0.1967,89.727,1.5963,0.66016,0.41016,0.70528
72.136,-0.19731,86.552,1.5904,0.6499,0.41016,0.71017
72.144,-0.19792,83.572,1.5865,0.65479,0.41016,0.71017
72.152,-0.19853,80.739,1.5826,0.6499,0.41504,0.70528
72.16,-0.19914,78.199,1.5777,0.64502,0.41016,0.71017
72.168,-0.20037,75.806,1.5738,0.63477,0.41016,0.71505
72.176,-0.20159,73.608,1.5709,0.62988,0.3999,0.71505
72.184,-0.20281,71.557,1.567,0.61475,0.38525,0.71994
72.192,-0.20342,69.749,1.5621,0.60498,0.38525,0.72532
72.2,-0.20464,67.991,1.5552,0.60498,0.375,0.73509
72.208,-0.20525,66.477,1.5464,0.6001,0.37988,0.73021
72.216,-0.20586,65.158,1.5367,0.60498,0.37012,0.73509
72.224,-0.20586,64.035,1.5269,0.60986,0.37012,0.73509
72.232,-0.20586,63.107,1.5171,0.62988,0.37012,0.73998
72.24,-0.20586,62.374,1.5122,0.625,0.35986,0.75024
72.248,-0.20586,61.934,1.5152,0.63477,0.37012,0.74536
72.256,-0.20586,61.592,1.5288,0.625,0.37012,0.73509
72.264,-0.20648,61.495,1.5591,0.63477,0.38525,0.71994
72.272,-0.20709,61.544,1.6109,0.66016,0.38525,0.69013
72.28,-0.2077,61.788,1.6843,0.68994,0.4248,0.67498
72.288,-0.20831,62.179,1.7742,0.66992,0.43506,0.66031
72.296,-0.20892,62.716,1.8778,0.66504,0.43506,0.64516
72.304,-0.20953,63.351,1.9863,0.65479,0.43506,0.65005
72.312,-0.21014,64.132,2.0909,0.66016,0.44482,0.65005
72.32,-0.21075,64.914,2.1848,0.64502,0.43506,0.65005
72.328,-0.21136,65.744,2.2659,0.6499,0.43506,0.65005
72.336,-0.21197,66.623,2.3294,0.63477,0.43994,0.66031
72.344,-0.21258,67.503,2.3695,0.62988,0.44482,0.6652
72.352,-0.21258,68.284,2.391,0.63477,0.44482,0.67009
72.36,-0.21258,69.066,2.3998,0.62988,0.44482,0.67009
72.368,-0.21258,69.652,2.3969,0.6499,0.4502,0.67009
72.376,-0.21197,70.238,2.3832,0.64014,0.44482,0.67009
72.384,-0.21136,70.629,2.3607,0.65479,0.4502,0.67498
72.392,-0.21075,70.873,2.3324,0.64014,0.43994,0.67498
72.4,-0.20953,70.97,2.2962,0.6499,0.44482,0.68035
72.408,-0.20709,70.97,2.2551,0.60498,0.43506,0.71505
72.416,-0.20464,70.873,2.2102,0.5752,0.40479,0.7654
72.424,-0.20098,70.677,2.1603,0.56982,0.31494,0.7654
72.432,-0.19731,70.384,2.1085,0.77002,0.30518,0.72532
72.44,-0.19304,69.945,2.0538,1.1147,0.48486,0.565
72.448,-0.18876,69.505,2.0039,1.2549,0.55518,0.38514
72.456,-0.18448,68.919,1.957,1.1348,0.66016,0.36999
72.464,-0.1796,68.431,1.9081,1.02,0.83008,0.34506
72.472,-0.1741,67.844,1.8583,0.8501,0.68994,0.41984
72.48,-0.16799,67.356,1.8065,0.73486,0.56006,0.55523
72.488,-0.16188,66.868,1.7546,0.66016,0.47998,0.66031
72.496,-0.15577,66.379,1.7058,0.64014,0.4502,0.70528
72.504,-0.14966,65.842,1.6598,0.60986,0.4248,0.71505
72.512,-0.14356,65.402,1.6168,0.60498,0.41992,0.72532
72.52,-0.13745,64.914,1.5777,0.59521,0.40479,0.73509
72.528,-0.13134,64.474,1.5445,0.58984,0.39502,0.73021
72.536,-0.12462,63.986,1.5181,0.58984,0.39502,0.73509
72.544,-0.11729,63.546,1.5015,0.60498,0.39014,0.73509
72.552,-0.10935,63.155,1.4917,0.60498,0.39502,0.73021
72.56,-0.10079,62.716,1.4848,0.6001,0.38525,0.73509
72.568,-0.092242,62.374,1.4829,0.60986,0.37012,0.73509
72.576,-0.08369,61.983,1.4858,0.60498,0.35986,0.73509
72.584,-0.075137,61.69,1.4927,0.60498,0.35498,0.73509
72.592,-0.065974,61.299,1.5044,0.6001,0.34521,0.73509
72.6,-0.057422,61.006,1.52,0.60498,0.33984,0.73509
72.608,-0.04887,60.616,1.5357,0.58984,0.33008,0.73509
72.616,-0.040318,60.322,1.5513,0.59521,0.31982,0.73021
72.624,-0.031765,59.981,1.5679,0.56494,0.31006,0.73021
72.632,-0.022602,59.736,1.5846,0.56494,0.30518,0.73021
72.64,-0.012828,59.492,1.6002,0.5498,0.29492,0.73509
72.648,-0.0024435,59.346,1.6149,0.54004,0.29004,0.73021
72.656,0.0079414,59.443,1.6276,0.5249,0.29004,0.73509
72.664,0.017715,59.932,1.6413,0.52002,0.28516,0.73509
72.672,0.0281,61.348,1.653,0.51514,0.29004,0.73509
72.68,0.037263,64.279,1.6618,0.51514,0.29492,0.73021
72.688,0.047037,68.821,1.6686,0.51514,0.29492,0.73509
72.696,0.058033,74.341,1.6755,0.5249,0.30029,0.73509
72.704,0.069029,80.251,1.6813,0.52979,0.30029,0.73509
72.712,0.081246,85.868,1.6872,0.55518,0.31494,0.72532
72.72,0.093464,91.241,1.6911,0.56494,0.3252,0.71994
72.728,0.10629,96.223,1.6921,0.59521,0.33496,0.71505
72.736,0.11912,100.86,1.6891,0.60498,0.34521,0.71505
72.744,0.13195,105.01,1.6872,0.62012,0.35498,0.71505
72.752,0.14478,108.19,1.6843,0.62988,0.36523,0.71505
72.76,0.15638,110.19,1.6784,0.64014,0.375,0.71505
72.768,0.1686,110.83,1.6696,0.64502,0.38525,0.71505
72.776,0.17899,110.19,1.6579,0.64014,0.38525,0.71505
72.784,0.18998,108.43,1.6461,0.65479,0.38525,0.71505
72.792,0.20037,105.8,1.6354,0.64014,0.39014,0.71017
72.8,0.21136,102.82,1.6256,0.65479,0.39502,0.70528
72.808,0.22175,99.447,1.6168,0.64502,0.39502,0.70039
72.816,0.23274,96.076,1.609,0.65479,0.3999,0.70039
72.824,0.24191,92.608,1.6022,0.64014,0.39502,0.70039
72.832,0.25168,89.385,1.5963,0.64014,0.3999,0.70528
72.84,0.25962,86.356,1.5904,0.62988,0.39502,0.70528
72.848,0.26817,83.621,1.5865,0.63477,0.3999,0.70528
72.856,0.2755,81.032,1.5846,0.625,0.39502,0.70528
72.864,0.28283,78.786,1.5816,0.62988,0.40479,0.70528
72.872,0.29016,76.734,1.5806,0.625,0.3999,0.71017
72.88,0.2975,74.731,1.5816,0.62988,0.3999,0.70528
72.888,0.3036,72.924,1.5806,0.61475,0.3999,0.71017
72.896,0.31032,71.166,1.5767,0.62012,0.3999,0.71017
72.904,0.31582,69.603,1.5718,0.60986,0.39502,0.71505
72.912,0.32193,68.235,1.566,0.62012,0.3999,0.71505
72.92,0.32743,67.063,1.5572,0.625,0.3999,0.71505
72.928,0.33293,66.037,1.5503,0.61475,0.39502,0.71505
72.936,0.33781,65.305,1.5474,0.62988,0.38525,0.71505
72.944,0.3427,64.67,1.5484,0.62012,0.38525,0.72532
72.952,0.34698,64.279,1.5582,0.62988,0.375,0.73998
72.96,0.35125,64.035,1.5836,0.62988,0.37012,0.74536
72.968,0.35492,63.986,1.6285,0.63477,0.375,0.73021
72.976,0.35858,64.132,1.695,0.62988,0.37988,0.70528
72.984,0.36164,64.377,1.783,0.65479,0.375,0.68524
72.992,0.36469,64.816,1.8847,0.65479,0.41016,0.6652
73,0.36713,65.353,1.9951,0.64502,0.41504,0.65494
73.008,0.36958,66.037,2.1056,0.62988,0.41016,0.65005
73.016,0.37202,66.868,2.2268,0.64014,0.41016,0.65494
73.024,0.37447,67.698,2.346,0.625,0.41016,0.65494
73.032,0.37691,68.479,2.437,0.62012,0.41504,0.65494
73.04,0.37935,69.359,2.4976,0.60498,0.41016,0.65494
73.048,0.38241,70.238,2.5337,0.60986,0.41992,0.6652
73.056,0.38546,70.97,2.5543,0.58984,0.41016,0.67498
73.064,0.38913,71.605,2.5572,0.60498,0.41504,0.67498
73.072,0.39279,72.24,2.5435,0.6001,0.41016,0.68035
73.08,0.39707,72.68,2.5191,0.61475,0.41504,0.68035
73.088,0.40134,72.973,2.4868,0.60498,0.41016,0.68524
73.096,0.40623,73.217,2.4487,0.60986,0.41016,0.68035
73.104,0.41173,73.315,2.4037,0.6001,0.40479,0.69013
73.112,0.41845,73.217,2.3548,0.58984,0.39502,0.69501
73.12,0.42517,73.071,2.305,0.54492,0.37988,0.77028
73.128,0.43311,72.729,2.2532,0.52002,0.3252,0.79521
73.136,0.44166,72.387,2.1975,0.58008,0.26025,0.79032
73.144,0.45021,71.947,2.1466,0.8501,0.35498,0.70039
73.152,0.45877,71.361,2.0987,1.1899,0.53516,0.51515
73.16,0.46732,70.873,2.045,1.2446,0.5752,0.36999
73.168,0.47648,70.238,1.9883,1.0801,0.7002,0.29472
73.176,0.48626,69.652,1.9296,0.94482,0.77979,0.32991
73.184,0.49664,69.066,1.871,0.79004,0.62012,0.47507
73.192,0.50764,68.479,1.8133,0.68994,0.51514,0.60997
73.2,0.51924,67.942,1.7595,0.63477,0.45996,0.69501
73.208,0.53085,67.405,1.7097,0.60498,0.4248,0.72532
73.216,0.54307,66.916,1.6637,0.6001,0.41016,0.73509
73.224,0.55467,66.477,1.6197,0.58496,0.40479,0.74536
73.232,0.56689,65.988,1.5816,0.58984,0.3999,0.73998
73.24,0.57666,65.549,1.5552,0.58496,0.39014,0.74536
73.248,0.58705,65.109,1.5376,0.58984,0.38525,0.74536
73.256,0.5956,64.67,1.5259,0.58496,0.37988,0.74536
73.264,0.60476,64.279,1.521,0.60498,0.38525,0.75024
73.272,0.61332,63.839,1.523,0.6001,0.375,0.75024
73.28,0.62187,63.546,1.5318,0.60498,0.37012,0.75024
73.288,0.62981,63.253,1.5455,0.6001,0.35986,0.75024
73.296,0.63836,62.862,1.5621,0.60498,0.35986,0.74536
73.304,0.64508,62.472,1.5846,0.60498,0.35498,0.73998
73.312,0.65241,62.179,1.6109,0.60986,0.35986,0.73509
73.32,0.65852,61.788,1.6373,0.60498,0.34521,0.73509
73.328,0.66524,61.495,1.6628,0.6001,0.33984,0.73509
73.336,0.67074,61.104,1.6872,0.58984,0.33008,0.73509
73.344,0.67624,60.811,1.7077,0.58496,0.3252,0.73509
73.352,0.68112,60.469,1.7243,0.58008,0.31982,0.73021
73.36,0.68601,60.371,1.74,0.56982,0.31494,0.73509
73.368,0.68968,60.469,1.7546,0.56006,0.31494,0.73021
73.376,0.69395,61.446,1.7683,0.5498,0.31006,0.73509
73.384,0.69701,63.742,1.781,0.54004,0.31494,0.73509
73.392,0.70067,67.747,1.7937,0.53516,0.30518,0.73509
73.4,0.70189,73.315,1.8045,0.54492,0.31494,0.73998
73.408,0.70373,79.421,1.8113,0.54004,0.31494,0.73998
73.416,0.70373,85.477,1.8152,0.56494,0.3252,0.73998
73.424,0.70373,91.192,1.8172,0.58008,0.33496,0.73509
73.432,0.70189,96.467,1.8162,0.60498,0.35498,0.73509
73.44,0.70006,101.35,1.8123,0.61475,0.36523,0.73021
73.448,0.6964,105.6,1.8065,0.64014,0.37988,0.72532
73.456,0.69334,109.07,1.7977,0.64502,0.37988,0.72532
73.464,0.68907,111.36,1.7869,0.66504,0.39014,0.72532
73.472,0.68479,112.29,1.7752,0.66016,0.3999,0.72532
73.48,0.67929,111.85,1.7634,0.68018,0.41016,0.71994
73.488,0.6744,110.29,1.7517,0.68018,0.41504,0.72532
73.496,0.66768,107.8,1.74,0.68018,0.41992,0.71505
73.504,0.66097,104.72,1.7302,0.68018,0.4248,0.71017
73.512,0.6518,101.35,1.7224,0.69482,0.43506,0.70528
73.52,0.64325,97.884,1.7155,0.68506,0.43994,0.71017
73.528,0.63348,94.416,1.7107,0.68018,0.43506,0.71017
73.536,0.62431,91.192,1.7097,0.6748,0.43506,0.71017
73.544,0.61393,88.164,1.7116,0.66992,0.43506,0.71017
73.552,0.60354,85.428,1.7146,0.68018,0.4248,0.71505
73.56,0.59316,82.937,1.7155,0.66992,0.43018,0.71505
73.568,0.58277,80.593,1.7165,0.66016,0.4248,0.71505
73.576,0.57239,78.444,1.7165,0.65479,0.4248,0.71505
73.584,0.562,76.343,1.7165,0.64014,0.41016,0.73021
73.592,0.5504,74.438,1.7165,0.62988,0.41016,0.72532
73.6,0.5394,72.631,1.7155,0.63477,0.41016,0.72532
73.608,0.52718,70.922,1.7116,0.62988,0.41016,0.71994
73.616,0.51497,69.505,1.7058,0.64502,0.4248,0.71505
73.624,0.50336,68.089,1.697,0.6499,0.43018,0.71017
73.632,0.49175,66.965,1.6882,0.66016,0.43506,0.71505
73.64,0.48015,65.988,1.6823,0.65479,0.43018,0.71505
73.648,0.46915,65.109,1.6794,0.66992,0.4248,0.71994
73.656,0.45632,64.474,1.6833,0.66016,0.41016,0.73509
73.664,0.44411,63.986,1.7048,0.68018,0.41504,0.73509
73.672,0.43005,63.742,1.7478,0.66992,0.41016,0.74536
73.68,0.41662,63.693,1.8162,0.6748,0.41504,0.73509
73.688,0.40134,63.742,1.9081,0.6748,0.41504,0.71994
73.696,0.38668,64.035,2.0205,0.69482,0.41992,0.69501
73.704,0.3708,64.474,2.1437,0.7002,0.43994,0.68035
73.712,0.35553,65.06,2.2678,0.68018,0.4502,0.6652
73.72,0.34148,65.695,2.3861,0.66016,0.44482,0.65494
73.728,0.32743,66.428,2.4897,0.66992,0.43994,0.65005
73.736,0.3146,67.258,2.5728,0.65479,0.4502,0.66031
73.744,0.30177,68.04,2.6266,0.65479,0.45508,0.66031
73.752,0.28894,68.87,2.6569,0.64014,0.44482,0.6652
73.76,0.27611,69.603,2.6735,0.63477,0.45508,0.67009
73.768,0.26329,70.287,2.6735,0.62988,0.4502,0.68524
73.776,0.25107,70.922,2.6608,0.63477,0.45508,0.68524
73.784,0.24068,71.41,2.6373,0.64502,0.45508,0.68035
73.792,0.2303,71.801,2.6051,0.64014,0.45508,0.68524
73.8,0.22114,72.045,2.563,0.6499,0.45508,0.68035
73.808,0.21258,72.192,2.5152,0.6499,0.45508,0.68524
73.816,0.20464,72.094,2.4633,0.65479,0.45996,0.69013
73.824,0.19731,71.996,2.4057,0.6499,0.44482,0.69013
73.832,0.19059,71.654,2.3451,0.62012,0.45508,0.73998
73.84,0.18448,71.312,2.2913,0.5752,0.41016,0.77517
73.848,0.17899,70.873,2.2385,0.62012,0.33496,0.7654
73.856,0.17349,70.287,2.1799,0.81982,0.36523,0.70528
73.864,0.1686,69.603,2.1173,1.1797,0.52002,0.54008
73.872,0.16371,68.968,2.0547,1.2598,0.5498,0.39003
73.88,0.15883,68.284,1.9932,1.1099,0.68506,0.3998
73.888,0.15455,67.698,1.9335,0.98486,0.82471,0.36999
73.896,0.15027,67.063,1.8759,0.8501,0.68506,0.45015
73.904,0.146,66.428,1.8201,0.73486,0.56006,0.58993
73.912,0.14172,65.842,1.7683,0.7002,0.50977,0.68524
73.92,0.13806,65.305,1.7185,0.66992,0.47998,0.71994
73.928,0.13439,64.718,1.6716,0.65479,0.46484,0.73021
73.936,0.13073,64.181,1.6266,0.64014,0.4502,0.73509
73.944,0.12706,63.693,1.5894,0.62988,0.4502,0.73509
73.952,0.1234,63.253,1.5601,0.63477,0.43994,0.73509
73.96,0.11973,62.862,1.5367,0.625,0.43506,0.73509
73.968,0.11607,62.472,1.521,0.64014,0.43506,0.73998
73.976,0.1124,62.13,1.5132,0.63477,0.43506,0.73509
73.984,0.10874,61.739,1.5132,0.65479,0.43018,0.73998
73.992,0.10446,61.348,1.5191,0.64014,0.41992,0.74536
74,0.10018,61.055,1.5298,0.65479,0.41504,0.73998
74.008,0.095907,60.713,1.5445,0.64014,0.40479,0.73998
74.016,0.091631,60.42,1.5591,0.6499,0.41016,0.73998
74.024,0.086744,60.127,1.5728,0.64014,0.38525,0.73509
74.032,0.082468,59.883,1.5865,0.63477,0.375,0.73509
74.04,0.078192,59.541,1.5992,0.625,0.37012,0.73509
74.048,0.073916,59.248,1.609,0.61475,0.35498,0.73509
74.056,0.06964,58.906,1.6188,0.60498,0.3501,0.73509
74.064,0.065363,58.662,1.6295,0.60498,0.35498,0.73021
74.072,0.060476,58.564,1.6393,0.58496,0.33496,0.73021
74.08,0.0562,58.564,1.6471,0.58008,0.33984,0.72532
74.088,0.050702,59.101,1.654,0.56494,0.33496,0.71994
74.096,0.045816,60.664,1.6618,0.56982,0.33496,0.71994
74.104,0.041539,63.742,1.6706,0.56494,0.33984,0.72532
74.112,0.037263,68.382,1.6774,0.58008,0.34521,0.71994
74.12,0.033598,73.999,1.6823,0.58496,0.34521,0.71994
74.128,0.029933,79.665,1.6833,0.6001,0.35498,0.71505
74.136,0.025046,85.184,1.6813,0.60498,0.35986,0.71505
74.144,0.02077,90.313,1.6784,0.62012,0.36523,0.71505
74.152,0.015272,95.197,1.6725,0.62988,0.36523,0.71994
74.16,0.010385,99.691,1.6608,0.62012,0.37012,0.72532
74.168,0.0042761,103.55,1.6461,0.62988,0.375,0.73021
74.176,-0.0012217,106.63,1.6295,0.625,0.36523,0.73509
74.184,-0.0073305,108.53,1.6149,0.64014,0.37988,0.73509
74.192,-0.013439,109.17,1.6022,0.65479,0.39502,0.72532
74.2,-0.019548,108.43,1.5875,0.68018,0.41504,0.71505
74.208,-0.025657,106.68,1.5748,0.68994,0.43018,0.70528
74.216,-0.031765,104.04,1.5611,0.69482,0.43994,0.70039
74.224,-0.037263,100.91,1.5464,0.69482,0.4502,0.69501
74.232,-0.043983,97.542,1.5367,0.7002,0.45508,0.69501
74.24,-0.050092,94.123,1.5318,0.7002,0.45508,0.69013
74.248,-0.057422,90.801,1.5269,0.7002,0.4502,0.69013
74.256,-0.064753,87.675,1.522,0.68994,0.4502,0.69013
74.264,-0.071472,84.793,1.5181,0.69482,0.45508,0.69013
74.272,-0.078192,82.107,1.5161,0.68018,0.45508,0.69013
74.28,-0.084911,79.616,1.5152,0.68994,0.45508,0.69013
74.288,-0.09102,77.223,1.5142,0.68018,0.4502,0.69501
74.296,-0.097129,74.976,1.5142,0.68994,0.45508,0.69501
74.304,-0.10324,72.875,1.5142,0.68018,0.4502,0.70039
74.312,-0.10874,70.922,1.5142,0.68506,0.45508,0.69501
74.32,-0.11423,69.163,1.5142,0.68018,0.45508,0.69501
74.328,-0.12034,67.6,1.5112,0.68018,0.45508,0.69501
74.336,-0.12584,66.184,1.5034,0.6748,0.44482,0.70039
74.344,-0.13195,64.914,1.4966,0.66992,0.43994,0.69501
74.352,-0.13745,63.839,1.4907,0.68018,0.43506,0.70039
74.36,-0.14233,63.058,1.4848,0.6748,0.43018,0.71017
74.368,-0.14722,62.374,1.4829,0.68506,0.4248,0.71505
74.376,-0.1515,61.934,1.4907,0.68018,0.41504,0.73021
74.384,-0.15577,61.592,1.5171,0.68994,0.4248,0.73509
74.392,-0.16066,61.495,1.566,0.6748,0.41992,0.71505
74.4,-0.16494,61.544,1.6364,0.68994,0.43506,0.69013
74.408,-0.16982,61.788,1.7283,0.70996,0.43018,0.67498
74.416,-0.17471,62.179,1.8387,0.7251,0.45508,0.6652
74.424,-0.1796,62.667,1.957,0.68994,0.4502,0.65494
74.432,-0.18387,63.351,2.0743,0.68506,0.45508,0.65005
74.44,-0.18815,64.132,2.1711,0.6748,0.44482,0.65005
74.448,-0.19243,64.914,2.2493,0.68018,0.45508,0.65005
74.456,-0.1967,65.744,2.3236,0.66016,0.4502,0.65494
74.464,-0.20037,66.526,2.3832,0.66016,0.45508,0.66031
74.472,-0.20403,67.356,2.4223,0.63477,0.4502,0.6652
