Time [s], RESP, PLETH, I, II, V, ABP
107.38,-0.31296,0.52004,0.32031,-0.10938,0.62891,42.047
107.38,-0.31296,0.51613,0.32031,-0.10352,0.62891,41.265
107.39,-0.31296,0.5132,0.32031,-0.10352,0.62891,40.482
107.4,-0.31051,0.51026,0.32422,-0.10352,0.62891,40.091
107.41,-0.31051,0.50733,0.32031,-0.11914,0.63477,39.7
107.42,-0.30807,0.50342,0.33008,-0.11523,0.63477,39.505
107.42,-0.30807,0.50049,0.33984,-0.099609,0.64453,39.309
107.43,-0.30562,0.49853,0.35938,-0.083984,0.6543,39.505
107.44,-0.30318,0.4956,0.37109,-0.070312,0.66406,39.505
107.45,-0.30073,0.49365,0.39453,-0.054688,0.67578,39.7
107.46,-0.29584,0.49071,0.41602,-0.039062,0.69531,39.896
107.46,-0.2934,0.48974,0.42578,-0.019531,0.69531,40.091
107.47,-0.29095,0.48876,0.43555,0,0.70508,40.287
107.48,-0.28851,0.48876,0.43555,0.0058594,0.69922,40.287
107.49,-0.28606,0.49071,0.43555,-0.013672,0.70898,40.482
107.5,-0.28362,0.49365,0.42969,0,0.7207,40.678
107.5,-0.28117,0.49853,0.41016,0.0097656,0.70508,40.874
107.51,-0.28117,0.5044,0.41016,0.035156,0.70508,41.069
107.52,-0.27873,0.51026,0.39453,0.044922,0.69922,41.069
107.53,-0.27873,0.51515,0.39062,0.019531,0.68555,41.265
107.54,-0.27628,0.51808,0.38086,0.019531,0.68555,41.069
107.54,-0.27628,0.52004,0.36523,0.019531,0.66992,41.069
107.55,-0.27628,0.52297,0.36523,0.0097656,0.66406,41.069
107.56,-0.27628,0.52493,0.36523,-0.019531,0.67578,40.874
107.57,-0.27628,0.52688,0.36523,-0.039062,0.67578,40.678
107.58,-0.27628,0.52786,0.35938,-0.058594,0.67969,40.287
107.58,-0.27628,0.52688,0.36523,-0.064453,0.67969,40.091
107.59,-0.27873,0.5259,0.35547,-0.074219,0.67578,39.7
107.6,-0.27873,0.52395,0.36523,-0.074219,0.67578,39.309
107.61,-0.27873,0.52199,0.35938,-0.074219,0.67969,39.113
107.62,-0.27873,0.51906,0.37109,-0.074219,0.67969,38.722
107.62,-0.28117,0.51515,0.375,-0.074219,0.68945,38.331
107.63,-0.28117,0.51222,0.42969,-0.0039062,0.73438,37.94
107.64,-0.28117,0.51026,0.46094,0.12109,0.55078,37.549
107.65,-0.28117,0.50831,0.19531,0.57031,-0.10938,37.158
107.66,-0.28117,0.50635,0.16016,1.25,-0.49805,36.962
107.66,-0.28117,0.50538,0.33008,1.4785,-0.49805,36.571
107.67,-0.28117,0.50244,0.37109,1.2285,-0.49805,36.18
107.68,-0.27873,0.49951,0.2207,0.76953,-0.33008,35.789
107.69,-0.27873,0.49658,0.3457,0.2793,0.30469,35.398
107.7,-0.27628,0.49365,0.49414,-0.013672,0.83984,35.202
107.7,-0.27628,0.48974,0.51953,-0.1543,0.99414,34.811
107.71,-0.27384,0.48583,0.50977,-0.18359,1.0039,34.615
107.72,-0.27384,0.48192,0.49414,-0.16992,1.0098,34.224
107.73,-0.27139,0.47801,0.48047,-0.18945,0.98438,34.029
107.74,-0.26895,0.47507,0.4707,-0.20508,0.97461,33.833
107.74,-0.26895,0.47116,0.44922,-0.21484,0.95508,33.833
107.75,-0.2665,0.46725,0.43945,-0.22461,0.93945,33.638
107.76,-0.26406,0.46237,0.43945,-0.25391,0.93945,33.638
107.77,-0.26161,0.45846,0.43945,-0.26953,0.94531,33.442
107.78,-0.26161,0.45552,0.43555,-0.28516,0.93945,33.442
107.78,-0.25917,0.45259,0.43945,-0.29492,0.93945,33.246
107.79,-0.25672,0.45064,0.42578,-0.30469,0.94922,33.051
107.8,-0.25428,0.44868,0.43555,-0.30859,0.94922,33.051
107.81,-0.25428,0.44673,0.43555,-0.30859,0.95508,32.855
107.82,-0.25183,0.44477,0.44531,-0.30469,0.95898,32.66
107.82,-0.24939,0.44379,0.44922,-0.30469,0.98047,32.66
107.83,-0.2445,0.44379,0.47461,-0.28516,0.99414,32.464
107.84,-0.24205,0.44477,0.49023,-0.27344,1.0137,32.269
107.85,-0.23961,0.44477,0.51953,-0.25977,1.0391,32.073
107.86,-0.23472,0.44575,0.54492,-0.23438,1.0703,32.073
107.86,-0.22983,0.44673,0.56445,-0.19336,1.0938,31.877
107.87,-0.22738,0.44673,0.57422,-0.17969,1.1191,31.682
107.88,-0.22249,0.44673,0.58398,-0.16992,1.1445,31.486
107.89,-0.2176,0.44575,0.5957,-0.17969,1.1699,31.291
107.9,-0.21516,0.44477,0.59961,-0.14844,1.1934,31.291
107.9,-0.21027,0.44379,0.61523,-0.11914,1.2148,31.682
107.91,-0.20538,0.44379,0.59961,-0.089844,1.2188,32.855
107.92,-0.20049,0.44379,0.60547,-0.025391,1.2188,35.789
107.93,-0.1956,0.44379,0.58008,0.0058594,1.1738,41.069
107.94,-0.19071,0.44379,0.57031,0.035156,1.1348,48.892
107.94,-0.18337,0.44184,0.5293,0.050781,1.0449,58.279
107.95,-0.17848,0.44086,0.49023,0.070312,0.94531,68.644
107.96,-0.17359,0.43891,0.44922,0.054688,0.84375,79.009
107.97,-0.1687,0.43695,0.41992,0.03125,0.76953,88.983
107.98,-0.16137,0.43597,0.38086,-0.0039062,0.71484,98.175
107.98,-0.15403,0.43402,0.35938,-0.035156,0.67578,105.8
107.99,-0.1467,0.43206,0.3457,-0.054688,0.6543,111.67
108,-0.13936,0.43011,0.3457,-0.070312,0.64453,114.99
108.01,-0.12958,0.42815,0.33008,-0.080078,0.64062,115.97
108.02,-0.12225,0.42717,0.33594,-0.080078,0.64062,114.21
108.02,-0.11247,0.42522,0.33984,-0.083984,0.64453,110.3
108.03,-0.10513,0.42326,0.35547,-0.089844,0.65039,104.63
108.04,-0.0978,0.42229,0.36523,-0.074219,0.66016,97.979
108.05,-0.090465,0.42131,0.38086,-0.070312,0.67578,91.134
108.06,-0.08313,0.41935,0.39453,-0.058594,0.68945,84.289
108.06,-0.075795,0.4174,0.41602,-0.039062,0.69922,78.031
108.07,-0.066015,0.41642,0.41602,-0.0097656,0.70508,72.36
108.08,-0.05868,0.41349,0.43945,0.0097656,0.72461,67.471
108.09,-0.0489,0.41153,0.51562,0.14453,0.78516,63.364
108.1,-0.041565,0.40958,0.38477,0.35547,0.32422,60.039
108.1,-0.031785,0.40762,0.26953,0.92969,-0.21875,57.301
108.11,-0.02445,0.40567,0.40039,1.3145,-0.35352,55.346
108.12,-0.01467,0.40371,0.58398,1.3594,-0.16016,53.977
108.13,-0.007335,0.40176,0.49414,0.96484,-0.10352,52.999
108.14,0.002445,0.40078,0.3457,0.61914,0.076172,52.216
108.14,0.01467,0.3998,0.38477,0.14062,0.60938,52.021
108.15,0.02445,0.39883,0.41016,-0.14844,0.875,51.825
108.16,0.036675,0.39785,0.40039,-0.25391,0.91406,51.825
108.17,0.051345,0.39589,0.39453,-0.28906,0.91992,51.825
108.18,0.066015,0.39492,0.38477,-0.32422,0.91406,51.825
108.18,0.080685,0.39394,0.39062,-0.33008,0.91406,51.825
108.19,0.0978,0.39394,0.38086,-0.33398,0.91992,52.021
108.2,0.11247,0.39394,0.39062,-0.33008,0.91406,52.216
108.21,0.12714,0.39492,0.39062,-0.32422,0.91406,52.216
108.22,0.14181,0.39785,0.39453,-0.33008,0.91992,52.412
108.22,0.15648,0.40176,0.40039,-0.33008,0.92383,52.412
108.23,0.17115,0.40762,0.41602,-0.30859,0.93555,52.412
108.24,0.18582,0.41447,0.42578,-0.30469,0.94922,52.216
108.25,0.20049,0.42522,0.44922,-0.28516,0.95898,52.021
108.26,0.2176,0.43793,0.4707,-0.26367,0.98438,51.63
108.26,0.23227,0.45357,0.49023,-0.22852,1.0039,51.239
108.27,0.24694,0.47019,0.50586,-0.20898,1.0293,50.652
108.28,0.25917,0.4868,0.51562,-0.18945,1.0488,50.261
108.29,0.27384,0.50342,0.5293,-0.17969,1.0742,49.479
108.3,0.28606,0.51711,0.53906,-0.19336,1.0938,48.892
108.3,0.30073,0.52884,0.55078,-0.16992,1.1289,48.11
108.31,0.3154,0.54057,0.53906,-0.16992,1.1484,47.523
108.32,0.33007,0.55034,0.55078,-0.1543,1.1797,46.741
108.33,0.34474,0.55621,0.55469,-0.14453,1.1992,45.958
108.34,0.35697,0.56109,0.54492,-0.13867,1.2051,45.176
108.34,0.37164,0.56403,0.55078,-0.14453,1.209,44.589
108.35,0.38631,0.565,0.52539,-0.13867,1.1934,44.003
108.36,0.39853,0.56403,0.51953,-0.12891,1.1641,43.612
108.37,0.41076,0.56207,0.50977,-0.11523,1.1152,43.22
108.38,0.42054,0.55914,0.48047,-0.11523,1.0352,43.22
108.38,0.43276,0.55718,0.44531,-0.09375,0.93945,43.22
108.39,0.44499,0.55523,0.40039,-0.080078,0.83008,43.807
108.4,0.45477,0.55327,0.375,-0.074219,0.74023,45.372
108.41,0.46699,0.54936,0.33984,-0.074219,0.66992,47.914
108.42,0.47922,0.54545,0.32422,-0.089844,0.62891,51.63
108.42,0.489,0.54057,0.30469,-0.099609,0.60938,56.128
108.43,0.50122,0.53568,0.32031,-0.09375,0.59961,61.017
108.44,0.511,0.53079,0.32031,-0.09375,0.60938,65.711
108.45,0.52078,0.5259,0.33984,-0.089844,0.60938,69.622
108.46,0.53056,0.52102,0.34961,-0.080078,0.62891,72.555
108.46,0.54279,0.51613,0.38086,-0.058594,0.64062,74.316
108.47,0.55257,0.51026,0.39062,-0.044922,0.6543,74.707
108.48,0.56479,0.50538,0.38477,-0.025391,0.66016,73.924
108.49,0.57946,0.50147,0.40039,-0.019531,0.66992,72.36
108.5,0.59169,0.49756,0.39453,-0.044922,0.67578,69.818
108.5,0.60636,0.49365,0.4043,-0.035156,0.69531,66.688
108.51,0.61858,0.48974,0.39453,-0.025391,0.69531,63.364
108.52,0.63081,0.4868,0.39062,-0.0039062,0.68945,60.039
108.53,0.64303,0.48289,0.39062,0.019531,0.69531,56.715
108.54,0.65526,0.47996,0.375,0.0058594,0.68555,53.585
108.54,0.66748,0.47801,0.38086,-0.0097656,0.67578,50.652
108.55,0.67971,0.47507,0.35938,-0.025391,0.66016,48.11
108.56,0.69193,0.47214,0.3457,-0.048828,0.65039,45.958
108.57,0.70416,0.46921,0.3457,-0.070312,0.64453,44.198
108.58,0.71638,0.46725,0.33594,-0.099609,0.64062,42.829
108.58,0.72861,0.46432,0.33594,-0.10938,0.64062,41.46
108.59,0.74083,0.46139,0.32422,-0.125,0.64453,40.482
108.6,0.75306,0.45943,0.32422,-0.125,0.62891,39.505
108.61,0.76284,0.45748,0.32031,-0.11914,0.63477,38.918
108.62,0.77506,0.45552,0.33008,-0.11914,0.63477,38.331
108.62,0.78729,0.45259,0.32031,-0.12891,0.64062,38.136
108.63,0.79951,0.45064,0.33594,-0.11523,0.64062,37.94
108.64,0.81174,0.44966,0.33984,-0.10352,0.65039,37.744
108.65,0.82396,0.4477,0.35547,-0.09375,0.6543,37.744
108.66,0.83619,0.44575,0.37109,-0.074219,0.66016,37.744
108.66,0.84597,0.44477,0.39062,-0.058594,0.67578,37.94
108.67,0.85575,0.44282,0.41016,-0.044922,0.69922,37.94
108.68,0.86553,0.44086,0.41602,-0.019531,0.69922,38.136
108.69,0.87531,0.43988,0.41992,-0.0039062,0.69922,38.136
108.7,0.88264,0.44086,0.41602,-0.025391,0.69922,38.136
108.7,0.88998,0.44282,0.41602,-0.025391,0.70898,38.331
108.71,0.89731,0.44575,0.41602,0,0.71484,38.527
108.72,0.9022,0.44966,0.39453,0.0058594,0.69922,38.527
108.73,0.90954,0.45259,0.39062,0.03125,0.69531,38.527
108.74,0.91687,0.4565,0.40039,0.041016,0.69922,38.722
108.74,0.92176,0.45943,0.38477,0.019531,0.68555,38.722
108.75,0.92665,0.46334,0.375,0.015625,0.67969,38.722
108.76,0.93154,0.46628,0.35547,0.0058594,0.66992,38.722
108.77,0.93643,0.47019,0.35938,0,0.66992,38.722
108.78,0.94132,0.4741,0.35547,-0.025391,0.67578,38.527
108.78,0.94621,0.47703,0.35938,-0.039062,0.67578,38.527
108.79,0.94866,0.48094,0.34961,-0.074219,0.67969,38.331
108.8,0.95355,0.48387,0.35938,-0.083984,0.67969,38.136
108.81,0.95844,0.48485,0.3457,-0.089844,0.67969,37.94
108.82,0.96333,0.48485,0.35938,-0.083984,0.67578,37.744
108.82,0.96577,0.48289,0.35938,-0.080078,0.67969,37.353
108.83,0.97066,0.48094,0.36523,-0.089844,0.68555,37.158
108.84,0.97311,0.47801,0.36523,-0.080078,0.68555,36.962
108.85,0.978,0.47507,0.42578,0.0058594,0.72461,36.571
108.86,0.98044,0.47214,0.42969,0.125,0.4707,36.18
108.86,0.98289,0.46823,0.18555,0.61914,-0.1543,35.789
108.87,0.98778,0.4653,0.16602,1.3301,-0.49805,35.398
108.88,0.99022,0.46237,0.33594,1.5,-0.49805,35.007
108.89,0.99267,0.45943,0.35547,1.209,-0.45312,34.615
108.9,0.99756,0.45552,0.20508,0.70508,-0.22461,34.42
108.9,1,0.45259,0.34961,0.24023,0.4043,34.029
108.91,1.0024,0.44966,0.48438,-0.048828,0.875,33.833
108.92,1.0049,0.44673,0.50977,-0.16016,0.98438,33.442
108.93,1.0073,0.44575,0.48438,-0.17969,0.99023,33.246
108.94,1.0098,0.44379,0.48438,-0.16992,0.99414,33.051
108.94,1.0122,0.44282,0.46484,-0.19336,0.97461,32.855
108.95,1.0171,0.44086,0.45508,-0.20898,0.95898,32.66
108.96,1.0196,0.43891,0.42969,-0.22461,0.93555,32.464
108.97,1.0244,0.43793,0.42578,-0.24023,0.93555,32.464
108.98,1.0269,0.43597,0.41992,-0.26953,0.93555,32.269
108.98,1.0318,0.43402,0.42969,-0.28516,0.93555,32.073
108.99,1.0342,0.43206,0.41992,-0.30469,0.94531,32.073
109,1.0391,0.43011,0.42578,-0.30469,0.94531,31.877
109.01,1.0416,0.42815,0.41602,-0.31836,0.93945,31.682
109.02,1.044,0.42717,0.42969,-0.31445,0.94922,31.682
109.02,1.0465,0.42522,0.43555,-0.30859,0.95508,31.486
109.03,1.0489,0.42424,0.44922,-0.30469,0.95898,31.291
109.04,1.0513,0.42229,0.44922,-0.30469,0.97461,31.095
109.05,1.0538,0.42131,0.48047,-0.28516,0.99414,30.9
109.06,1.0562,0.41935,0.48438,-0.2793,1.0098,30.9
109.06,1.0562,0.4174,0.51562,-0.25977,1.0352,30.704
109.07,1.0587,0.41642,0.53906,-0.23438,1.0703,30.704
109.08,1.0587,0.41544,0.55469,-0.21484,1.0938,30.508
109.09,1.0611,0.41447,0.56055,-0.19336,1.1191,30.508
109.1,1.0611,0.41349,0.58008,-0.18359,1.1387,30.313
109.1,1.0636,0.41153,0.57422,-0.19336,1.1543,30.117
109.11,1.066,0.41056,0.58984,-0.16992,1.1738,30.313
109.12,1.0685,0.4086,0.58008,-0.1543,1.1992,30.704
109.13,1.0709,0.40762,0.58008,-0.125,1.1934,32.073
109.14,1.0733,0.40665,0.58984,-0.058594,1.1934,35.202
109.14,1.0758,0.40469,0.57422,-0.029297,1.1543,40.678
109.15,1.0782,0.40371,0.55469,0.0058594,1.1035,48.305
109.16,1.0782,0.40371,0.51953,0.041016,1.0137,57.692
109.17,1.0807,0.40371,0.48047,0.060547,0.92383,67.862
109.18,1.0831,0.40274,0.43945,0.050781,0.83008,78.227
109.18,1.0831,0.40078,0.41016,0.035156,0.75977,88.005
109.19,1.0831,0.3998,0.375,0,0.70508,97.001
109.2,1.0831,0.3998,0.35547,-0.019531,0.67578,104.82
109.21,1.0831,0.3998,0.3457,-0.039062,0.6543,110.5
109.22,1.0831,0.39883,0.3457,-0.048828,0.64453,114.02
109.22,1.0831,0.39883,0.33594,-0.064453,0.64062,114.8
109.23,1.0831,0.39785,0.3457,-0.058594,0.64062,112.84
109.24,1.0807,0.39687,0.3457,-0.058594,0.64453,108.93
109.25,1.0807,0.39589,0.35938,-0.048828,0.6543,103.46
109.26,1.0758,0.39394,0.36523,-0.048828,0.66992,97.001
109.26,1.0733,0.39296,0.39062,-0.044922,0.67969,90.352
109.27,1.0709,0.39296,0.4043,-0.035156,0.69531,83.898
109.28,1.066,0.39198,0.41602,-0.0039062,0.69922,77.836
109.29,1.0636,0.39198,0.41992,0.015625,0.71484,72.36
109.3,1.0587,0.39198,0.43945,0.044922,0.72461,67.666
109.3,1.0562,0.39198,0.5,0.17578,0.76562,63.95
109.31,1.0513,0.39198,0.36523,0.39453,0.30078,60.821
109.32,1.0465,0.39198,0.25,1.0293,-0.25,58.279
109.33,1.0416,0.39198,0.39062,1.4531,-0.37891,56.323
109.34,1.0391,0.39198,0.58008,1.5,-0.14844,54.954
109.34,1.0342,0.39198,0.50586,1.0742,-0.070312,53.781
109.35,1.0293,0.39198,0.36523,0.70898,0.10547,53.194
109.36,1.0244,0.39198,0.40039,0.17578,0.61523,52.608
109.37,1.0196,0.39198,0.42578,-0.13867,0.87891,52.412
109.38,1.0171,0.39296,0.41602,-0.23438,0.91406,52.216
109.38,1.0122,0.39492,0.41016,-0.2793,0.91992,52.021
109.39,1.0073,0.39687,0.39453,-0.31836,0.91992,51.825
109.4,1.0049,0.39785,0.40039,-0.32422,0.91992,51.63
109.41,1,0.39883,0.39062,-0.33008,0.91406,51.434
109.42,0.99756,0.3998,0.40039,-0.31836,0.91406,51.239
109.42,0.99267,0.40078,0.39453,-0.32422,0.91406,51.239
109.43,0.99022,0.40176,0.41016,-0.32422,0.91992,51.239
109.44,0.98533,0.40371,0.4043,-0.32422,0.92969,51.239
109.45,0.98044,0.4086,0.41992,-0.30469,0.93555,51.239
109.46,0.97555,0.41544,0.43555,-0.29883,0.94922,51.239
109.46,0.97311,0.42717,0.44922,-0.2793,0.95898,51.043
109.47,0.96822,0.44184,0.4707,-0.26367,0.98438,50.847
109.48,0.96333,0.45846,0.49414,-0.22852,1.0039,50.652
109.49,0.95844,0.47605,0.50586,-0.19922,1.0254,50.261
109.5,0.95355,0.49462,0.51953,-0.17969,1.0449,49.674
109.5,0.9511,0.51124,0.5293,-0.16992,1.0645,49.283
109.51,0.94377,0.52786,0.52539,-0.18945,1.0898,48.696
109.52,0.93888,0.54252,0.54492,-0.16406,1.125,48.11
109.53,0.93154,0.55425,0.54492,-0.16406,1.1445,47.523
109.54,0.92665,0.56305,0.54492,-0.14453,1.1641,46.741
109.54,0.91932,0.56989,0.55469,-0.125,1.1895,45.958
109.55,0.91198,0.57478,0.54492,-0.13477,1.1934,45.372
109.56,0.90465,0.57771,0.54492,-0.13867,1.1934,44.589
109.57,0.89976,0.57869,0.53516,-0.11914,1.1895,44.198
109.58,0.88998,0.57674,0.51953,-0.11523,1.1641,43.612
109.58,0.88264,0.57478,0.52539,-0.09375,1.1191,43.22
109.59,0.87531,0.57185,0.49023,-0.089844,1.0391,43.22
109.6,0.86553,0.56794,0.46094,-0.074219,0.94531,43.416
109.61,0.85575,0.565,0.41992,-0.054688,0.83984,44.394
109.62,0.84597,0.56207,0.38477,-0.048828,0.75,46.349
109.62,0.83619,0.55914,0.34961,-0.058594,0.68555,49.479
109.63,0.82641,0.55718,0.3457,-0.064453,0.64453,53.977
109.64,0.81663,0.55425,0.32031,-0.083984,0.61914,59.257
109.65,0.80929,0.55034,0.32422,-0.080078,0.60938,64.733
109.66,0.79951,0.54643,0.33008,-0.083984,0.60938,69.622
109.66,0.78973,0.54154,0.3457,-0.080078,0.61523,73.729
109.67,0.77995,0.53763,0.34961,-0.074219,0.62891,76.467
109.68,0.77017,0.5347,0.38086,-0.044922,0.64453,78.031
109.69,0.76039,0.53079,0.38477,-0.025391,0.6543,78.031
109.7,0.75061,0.52786,0.39062,-0.013672,0.6543,76.858
109.7,0.74328,0.52395,0.39062,-0.0039062,0.66992,74.511
109.71,0.7335,0.52102,0.39062,-0.035156,0.67578,71.578
109.72,0.72372,0.51808,0.41016,-0.013672,0.68945,67.862
109.73,0.71638,0.51613,0.40039,-0.0039062,0.69531,64.146
109.74,0.70905,0.51417,0.39453,0.0058594,0.69531,60.43
109.74,0.69927,0.51222,0.39062,0.025391,0.69531,56.91
109.75,0.69193,0.50929,0.38477,0.03125,0.68555,53.585
109.76,0.6846,0.50635,0.375,0.0058594,0.66992,50.652
109.77,0.67726,0.50244,0.35938,-0.0039062,0.66016,48.11
109.78,0.66993,0.49853,0.3457,-0.029297,0.6543,46.154
109.78,0.66015,0.49658,0.33984,-0.048828,0.6543,44.394
109.79,0.65281,0.49462,0.33008,-0.074219,0.64453,43.025
109.8,0.64548,0.49462,0.33594,-0.09375,0.65039,41.851
109.81,0.63814,0.49365,0.32422,-0.10352,0.64453,41.069
109.82,0.63325,0.49365,0.33008,-0.10938,0.64453,40.287
109.82,0.62592,0.49365,0.33008,-0.10352,0.65039,39.7
109.83,0.61614,0.49169,0.33594,-0.099609,0.64062,39.309
109.84,0.6088,0.48974,0.32422,-0.10938,0.64062,39.309
109.85,0.59902,0.48778,0.33984,-0.10352,0.64062,39.113
109.86,0.59169,0.48387,0.3457,-0.09375,0.64453,39.309
109.86,0.58191,0.48094,0.35938,-0.080078,0.6543,39.309
109.87,0.57213,0.47898,0.37109,-0.074219,0.66406,39.505
109.88,0.56479,0.47703,0.39453,-0.054688,0.67578,39.505
109.89,0.55501,0.47507,0.41016,-0.025391,0.69531,39.7
109.9,0.54523,0.47312,0.41992,0,0.69922,39.7
109.9,0.53545,0.47312,0.42578,0.0058594,0.70898,39.896
109.91,0.52323,0.4741,0.42578,-0.0097656,0.70508,39.896
109.92,0.511,0.47801,0.42578,-0.013672,0.70898,40.091
109.93,0.49633,0.48192,0.42578,0.0097656,0.71484,40.091
109.94,0.48166,0.4868,0.40039,0.019531,0.69922,40.091
109.94,0.46699,0.49267,0.39453,0.041016,0.69922,40.091
109.95,0.45232,0.49853,0.4043,0.050781,0.69922,40.091
109.96,0.4401,0.50244,0.39062,0.044922,0.68945,40.091
109.97,0.42543,0.50733,0.40039,0.041016,0.68945,40.091
109.98,0.4132,0.51222,0.36523,0.019531,0.66992,40.091
109.98,0.40098,0.51711,0.37109,0.0058594,0.66992,40.091
109.99,0.38875,0.52102,0.36523,-0.013672,0.67578,39.896
110,0.37408,0.52395,0.37109,-0.025391,0.67578,39.7
110.01,0.36186,0.52493,0.36523,-0.048828,0.67969,39.505
110.02,0.34719,0.52493,0.36523,-0.058594,0.67969,39.113
110.02,0.33496,0.52395,0.35938,-0.070312,0.67969,38.918
110.03,0.32518,0.52199,0.36523,-0.064453,0.67969,38.527
110.04,0.31296,0.51906,0.36523,-0.074219,0.67969,38.331
110.05,0.30318,0.51515,0.36523,-0.058594,0.67969,37.94
110.06,0.2934,0.51222,0.36523,-0.054688,0.68555,37.549
110.06,0.28117,0.50831,0.42578,0.0058594,0.72461,37.158
110.07,0.27139,0.5044,0.45508,0.11133,0.57422,36.767
110.08,0.26161,0.50049,0.21484,0.50977,-0.048828,36.376
110.09,0.25183,0.49756,0.17969,1.2344,-0.49805,35.984
110.1,0.24205,0.49365,0.3457,1.5,-0.49805,35.593
110.1,0.23227,0.48876,0.39062,1.3301,-0.46484,35.398
110.11,0.22249,0.48387,0.23438,0.84375,-0.30859,35.007
110.12,0.21271,0.47996,0.33594,0.35547,0.25977,34.615
110.13,0.20293,0.47507,0.47461,0.041016,0.79492,34.224
110.14,0.1956,0.47214,0.50977,-0.13867,0.98047,34.029
110.14,0.18826,0.46823,0.5,-0.16992,0.99414,33.833
110.15,0.17848,0.4653,0.48438,-0.16406,1,33.638
110.16,0.17115,0.46432,0.4707,-0.18359,0.98047,33.442
110.17,0.16381,0.46334,0.46094,-0.19922,0.96875,33.246
110.18,0.15892,0.46334,0.42969,-0.21484,0.94531,33.246
110.18,0.15159,0.46139,0.42969,-0.22461,0.93555,33.051
110.19,0.14425,0.45846,0.41992,-0.24414,0.93555,33.051
110.2,0.13936,0.45552,0.42969,-0.25977,0.93555,32.855
110.21,0.13447,0.45259,0.42969,-0.28516,0.93945,32.855
110.22,0.12714,0.44966,0.43555,-0.28906,0.93945,32.66
110.22,0.12225,0.4477,0.41992,-0.30859,0.94531,32.66
110.23,0.11736,0.44575,0.42969,-0.30469,0.93945,32.464
110.24,0.11247,0.44477,0.42969,-0.30469,0.94922,32.269
110.25,0.10513,0.44282,0.43945,-0.29883,0.95898,32.269
110.26,0.10024,0.44086,0.44531,-0.29883,0.98047,32.073
110.26,0.095355,0.43988,0.4707,-0.28906,0.99414,31.877
110.27,0.08802,0.43891,0.49414,-0.27344,1.0137,31.877
110.28,0.08313,0.43891,0.50977,-0.25977,1.0352,31.682
110.29,0.07824,0.43988,0.53906,-0.22852,1.0645,31.682
110.3,0.07335,0.44184,0.56055,-0.19922,1.084,31.486
110.3,0.06846,0.44282,0.56445,-0.18945,1.1152,31.486
110.31,0.06357,0.44282,0.58008,-0.16992,1.1348,31.291
110.32,0.05868,0.44184,0.58398,-0.17969,1.1484,31.291
110.33,0.051345,0.44086,0.5957,-0.16016,1.1738,31.291
110.34,0.046455,0.43988,0.59961,-0.11914,1.1992,31.682
110.34,0.03912,0.44184,0.58984,-0.09375,1.1934,33.051
110.35,0.03423,0.44575,0.5957,-0.039062,1.209,35.984
110.36,0.02934,0.44673,0.58008,-0.0097656,1.1641,41.265
110.37,0.02445,0.44575,0.56445,0.015625,1.1152,48.892
110.38,0.01956,0.44575,0.5293,0.044922,1.0352,58.279
110.38,0.01467,0.44477,0.48438,0.070312,0.94531,68.84
110.39,0.007335,0.44477,0.44922,0.070312,0.84375,79.4
110.4,0.002445,0.44379,0.41992,0.054688,0.76562,89.374
110.41,-0.00489,0.44282,0.39062,0.019531,0.70898,98.761
110.42,-0.012225,0.44184,0.37109,-0.0039062,0.67578,106.58
110.42,-0.01956,0.44184,0.35547,-0.035156,0.65039,112.45
110.43,-0.02934,0.44086,0.34961,-0.044922,0.64453,115.97
110.44,-0.036675,0.43988,0.33984,-0.064453,0.63477,116.75
110.45,-0.04401,0.43891,0.3457,-0.070312,0.64062,115.19
110.46,-0.051345,0.43793,0.3457,-0.074219,0.64062,111.28
110.46,-0.061125,0.43793,0.35547,-0.064453,0.65039,105.61
110.47,-0.070905,0.43793,0.37109,-0.054688,0.66016,99.153
110.48,-0.080685,0.43891,0.38477,-0.058594,0.66992,92.308
110.49,-0.090465,0.44086,0.40039,-0.035156,0.68555,85.658
110.5,-0.10269,0.44184,0.41602,-0.025391,0.69922,79.205
110.5,-0.11247,0.44184,0.41602,0,0.69922,73.533
110.51,-0.12225,0.44184,0.43555,0.019531,0.70898,68.84
110.52,-0.13203,0.44184,0.50586,0.125,0.78906,64.733
110.53,-0.14181,0.44086,0.51562,0.29492,0.43945,61.604
110.54,-0.15159,0.43988,0.29492,0.84375,-0.11523,59.061
110.54,-0.16137,0.43793,0.29102,1.3848,-0.31445,57.106
110.55,-0.17115,0.43597,0.625,1.459,-0.11914,55.737
110.56,-0.18093,0.435,0.64062,1.1348,-0.070312,54.759
110.57,-0.18826,0.43304,0.375,0.76562,-0.083984,54.172
110.58,-0.1956,0.43206,0.35938,0.26562,0.47461,53.781
110.58,-0.20293,0.43109,0.4043,-0.099609,0.83398,53.781
110.59,-0.21027,0.43206,0.4043,-0.22461,0.89453,53.781
110.6,-0.21516,0.43304,0.40039,-0.27344,0.91016,53.585
110.61,-0.22005,0.435,0.39453,-0.30469,0.91016,53.585
110.62,-0.22249,0.43597,0.39453,-0.30859,0.91016,53.585
110.62,-0.22738,0.43597,0.38477,-0.33008,0.90039,53.585
110.63,-0.22983,0.43695,0.39062,-0.33008,0.9043,53.585
110.64,-0.22983,0.43891,0.39062,-0.33008,0.90039,53.781
110.65,-0.23227,0.44086,0.4043,-0.31836,0.9043,53.781
110.66,-0.23227,0.44379,0.40039,-0.31836,0.91406,53.781
