Time [s], RESP, PLETH, II, V, AVR, ABP
132.8,-0.27108,0.34311,-0.089844,0.97647,0.94706,34.224
132.81,-0.26807,0.34115,-0.10352,0.97647,0.96078,34.029
132.82,-0.26506,0.34115,-0.099609,0.98627,0.95686,33.833
132.82,-0.26205,0.34018,-0.11914,0.97647,0.97059,33.833
132.83,-0.25904,0.34018,-0.11523,0.98627,0.96667,33.638
132.84,-0.25602,0.34018,-0.11914,0.98235,0.97059,33.442
132.85,-0.25301,0.34115,-0.099609,0.97647,0.96078,33.442
132.86,-0.25,0.34115,-0.10938,0.98627,0.96667,33.246
132.86,-0.24699,0.34213,-0.10938,0.98235,0.96078,33.051
132.87,-0.24398,0.34213,-0.11914,0.99216,0.96667,32.855
132.88,-0.24096,0.34213,-0.10352,0.98235,0.96078,32.855
132.89,-0.23795,0.34213,-0.10938,0.99216,0.96078,32.66
132.9,-0.23494,0.34115,-0.09375,0.98235,0.95686,32.464
132.9,-0.23494,0.34018,-0.09375,0.98627,0.96078,32.269
132.91,-0.23193,0.3392,-0.080078,0.98235,0.94706,32.269
132.92,-0.23193,0.3392,-0.058594,0.99216,0.93137,32.073
132.93,-0.23193,0.33822,-0.035156,0.99216,0.91569,31.877
132.94,-0.22892,0.33724,-0.025391,1.002,0.91176,31.682
132.94,-0.22892,0.33627,-0.0097656,0.98235,0.90196,31.486
132.95,-0.22892,0.33431,-0.013672,0.97059,0.90196,31.486
132.96,-0.22892,0.33236,-0.0097656,0.95098,0.89608,31.291
132.97,-0.22892,0.3304,-0.013672,0.95098,0.89608,31.291
132.98,-0.2259,0.32845,0,0.95098,0.90196,31.095
132.98,-0.2259,0.32551,0.015625,0.97059,0.88039,30.9
132.99,-0.2259,0.32356,-0.0039062,0.97647,0.90196,30.9
133,-0.2259,0.3216,-0.058594,0.98235,0.93725,30.704
133.01,-0.2259,0.31965,-0.089844,0.97647,0.96078,30.704
133.02,-0.22892,0.31769,-0.083984,0.97059,0.96078,30.508
133.02,-0.22892,0.31769,-0.089844,0.96667,0.96078,30.313
133.03,-0.22892,0.31672,-0.080078,0.97647,0.96078,30.313
133.04,-0.22892,0.31574,-0.089844,0.97647,0.96078,30.117
133.05,-0.23193,0.31476,-0.083984,0.97647,0.96078,30.117
133.06,-0.23193,0.31378,-0.09375,0.97647,0.96078,29.922
133.06,-0.23494,0.31281,-0.074219,0.97059,0.95686,29.726
133.07,-0.23494,0.31183,-0.054688,0.95098,0.95098,29.726
133.08,-0.23795,0.31183,0.0097656,0.90588,0.91569,29.531
133.09,-0.23795,0.30987,0.095703,0.81176,0.85686,29.531
133.1,-0.24096,0.3089,0.025391,0.79608,0.8451,29.531
133.1,-0.24398,0.30694,-0.070312,0.60588,0.86078,29.335
133.11,-0.24699,0.30596,-0.13477,0.5451,0.87647,29.335
133.12,-0.25,0.30499,-0.25977,0.68627,1.002,29.335
133.13,-0.25301,0.30303,-0.31836,0.91176,1.0922,29.335
133.14,-0.25602,0.30108,-0.18359,1.0059,1.0314,29.14
133.14,-0.25602,0.3001,-0.080078,1.0373,0.98235,29.14
133.15,-0.25904,0.29814,-0.058594,1.051,0.96667,28.944
133.16,-0.26205,0.29717,-0.048828,1.0471,0.96078,28.944
133.17,-0.26506,0.29521,-0.048828,1.0725,0.96078,28.944
133.18,-0.26506,0.29423,-0.039062,1.0569,0.95686,28.944
133.18,-0.26807,0.29326,-0.029297,1.0608,0.95686,28.748
133.19,-0.27108,0.2913,-0.035156,1.0608,0.94118,28.748
133.2,-0.2741,0.29032,-0.019531,1.0608,0.93725,28.748
133.21,-0.27711,0.28935,-0.013672,1.0471,0.94118,28.748
133.22,-0.28012,0.28837,0,1.0569,0.93137,28.748
133.22,-0.28012,0.28837,-0.013672,1.0471,0.93725,28.553
133.23,-0.28313,0.28739,0,1.051,0.92549,28.553
133.24,-0.28313,0.28641,-0.0097656,1.0471,0.93725,28.357
133.25,-0.28313,0.28641,0.015625,1.0412,0.91569,28.357
133.26,-0.28313,0.28543,0.0097656,1.0471,0.91569,28.162
133.26,-0.28313,0.28446,0.019531,1.0412,0.90588,28.162
133.27,-0.28313,0.28348,0.015625,1.0471,0.91176,28.162
133.28,-0.28012,0.2825,0.015625,1.051,0.90588,27.966
133.29,-0.28012,0.28152,0.0058594,1.0608,0.91569,27.966
133.3,-0.27711,0.28055,0.035156,1.051,0.89608,27.966
133.3,-0.2741,0.27957,0.025391,1.0725,0.90588,27.771
133.31,-0.27108,0.27957,0.019531,1.0725,0.90588,27.771
133.32,-0.26807,0.27859,0.019531,1.0765,0.90588,27.575
133.33,-0.26506,0.27761,0.050781,1.0725,0.8902,27.379
133.34,-0.25904,0.27566,0.035156,1.0765,0.90196,27.379
133.34,-0.25602,0.27468,0.025391,1.0725,0.91176,27.184
133.35,-0.25,0.27273,0.035156,1.0608,0.90196,27.184
133.36,-0.24398,0.27175,0.041016,1.0471,0.89608,27.379
133.37,-0.23795,0.26979,0.03125,1.0373,0.8902,27.966
133.38,-0.22892,0.26784,0.025391,1.0118,0.89608,29.726
133.38,-0.21988,0.26686,0.041016,1.002,0.8902,33.246
133.39,-0.21386,0.26588,0.019531,0.97647,0.89608,38.527
133.4,-0.20482,0.26491,0.041016,0.97059,0.8902,44.98
133.41,-0.1988,0.26393,0.0058594,0.96078,0.90588,52.021
133.42,-0.18976,0.26393,0.0097656,0.95686,0.90196,58.475
133.42,-0.18373,0.26393,0.0097656,0.95098,0.90196,63.95
133.43,-0.17771,0.26393,0,0.95098,0.91176,68.449
133.44,-0.16867,0.26295,0.0097656,0.94706,0.90588,71.578
133.45,-0.16265,0.26197,0.019531,0.94118,0.90196,73.729
133.46,-0.15361,0.26197,-0.025391,0.95098,0.92157,75.098
133.46,-0.14759,0.261,-0.0097656,0.95098,0.91569,75.489
133.47,-0.14157,0.26002,-0.0039062,0.95098,0.91176,75.293
133.48,-0.13554,0.26002,-0.0097656,0.95098,0.91569,74.902
133.49,-0.12952,0.25904,-0.025391,0.95686,0.91569,73.729
133.5,-0.12349,0.25904,-0.019531,0.96078,0.92157,72.555
133.5,-0.11446,0.25904,-0.0097656,0.95686,0.91569,71.186
133.51,-0.10843,0.26002,0.0097656,0.95098,0.90588,69.622
133.52,-0.10241,0.261,-0.025391,0.96078,0.92157,67.862
133.53,-0.096386,0.261,-0.025391,0.96667,0.93137,66.102
133.54,-0.087349,0.261,-0.013672,0.97059,0.91569,64.146
133.54,-0.081325,0.261,0.015625,0.96078,0.89608,62.19
133.55,-0.075301,0.261,0.0097656,0.97647,0.8902,60.235
133.56,-0.069277,0.261,0.041016,0.98235,0.90196,58.083
133.57,-0.063253,0.261,0.054688,0.97059,0.87647,55.932
133.58,-0.057229,0.261,0.044922,0.95098,0.88039,53.977
133.58,-0.054217,0.261,0.050781,0.95098,0.86667,51.825
133.59,-0.048193,0.261,0.03125,0.94118,0.87647,49.87
133.6,-0.045181,0.261,0.041016,0.95098,0.87059,47.914
133.61,-0.039157,0.261,0.050781,0.95686,0.87059,46.154
133.62,-0.036145,0.26197,0.060547,0.96667,0.86667,44.589
133.62,-0.03012,0.26197,-0.013672,0.97059,0.92157,43.025
133.63,-0.027108,0.26197,-0.044922,0.96667,0.93725,41.656
133.64,-0.024096,0.26197,-0.048828,0.96667,0.94118,40.482
133.65,-0.018072,0.261,-0.054688,0.97059,0.94706,39.7
133.66,-0.01506,0.26197,-0.074219,0.97647,0.96078,38.918
133.66,-0.012048,0.26393,-0.064453,0.97647,0.94706,38.331
133.67,-0.0090361,0.26882,-0.074219,0.97647,0.95686,37.744
133.68,-0.0060241,0.27664,-0.074219,0.97647,0.95686,37.549
133.69,-0.0060241,0.2913,-0.080078,0.98235,0.96078,37.353
133.7,-0.0030121,0.31378,-0.044922,0.96667,0.94118,37.158
133.7,0,0.34213,-0.0097656,0.93725,0.92549,37.353
133.71,0.0030121,0.37048,0.070312,0.85098,0.88039,37.353
133.72,0.0060241,0.40078,0.099609,0.81569,0.85098,37.549
133.73,0.0090361,0.43695,-0.035156,0.71569,0.87059,37.744
133.74,0.012048,0.47801,-0.13477,0.6098,0.8902,37.94
133.74,0.01506,0.52004,-0.17969,0.6,0.94118,37.94
133.75,0.018072,0.56305,-0.2793,0.83137,1.0569,38.136
133.76,0.021084,0.60411,-0.20898,0.96667,1.0765,38.331
133.77,0.027108,0.64516,-0.089844,1.002,0.98235,38.527
133.78,0.03012,0.68231,-0.044922,1.0275,0.95686,38.527
133.78,0.036145,0.71652,-0.035156,1.0471,0.95098,38.722
133.79,0.042169,0.7478,-0.044922,1.0314,0.96078,38.918
133.8,0.045181,0.77419,-0.025391,1.0373,0.94706,39.113
133.81,0.051205,0.7957,-0.025391,1.0373,0.94118,39.113
133.82,0.060241,0.81036,-0.019531,1.0373,0.93725,39.113
133.82,0.066265,0.81916,-0.029297,1.0314,0.94118,39.113
133.83,0.075301,0.82502,-0.013672,1.0314,0.94118,39.113
133.84,0.084337,0.82893,-0.019531,1.0275,0.94118,39.113
133.85,0.093373,0.82893,-0.013672,1.0314,0.93725,39.113
133.86,0.10241,0.82502,-0.019531,1.0216,0.94118,39.113
133.86,0.11145,0.8172,-0.0039062,1.0216,0.93725,39.113
133.87,0.12048,0.80645,-0.013672,1.0275,0.94118,39.113
133.88,0.12651,0.79179,0,1.0216,0.93137,39.113
133.89,0.13554,0.77419,-0.0097656,1.0275,0.93725,38.918
133.9,0.14157,0.75367,0.0097656,1.0157,0.92157,38.918
133.9,0.1506,0.73216,0.0058594,1.0216,0.92549,38.722
133.91,0.15663,0.71065,0.015625,1.0275,0.91569,38.527
133.92,0.16265,0.69013,0,1.0373,0.92157,38.331
133.93,0.16566,0.66764,0.0097656,1.0314,0.92549,38.136
133.94,0.17169,0.64321,0.015625,1.0471,0.91569,37.94
133.94,0.1747,0.61877,0.025391,1.051,0.91176,37.549
133.95,0.18072,0.59531,0.035156,1.0569,0.91176,37.353
133.96,0.18072,0.57283,0.025391,1.0569,0.90588,37.353
133.97,0.18373,0.55132,0.044922,1.051,0.90196,37.158
133.98,0.18072,0.53079,0.035156,1.0373,0.90588,36.962
133.98,0.18072,0.51222,0.050781,1.0373,0.89608,36.962
133.99,0.1747,0.4956,0.035156,1.0157,0.90588,37.158
134,0.17169,0.48094,0.044922,1.002,0.8902,37.549
134.01,0.16265,0.46823,0.03125,0.98627,0.90196,38.527
134.02,0.15361,0.45943,0.019531,0.98235,0.89608,40.091
134.02,0.14157,0.45161,0.0097656,0.97059,0.90588,42.634
134.03,0.12952,0.44379,0.0058594,0.96667,0.90196,46.154
134.04,0.11747,0.43695,0,0.95098,0.91176,50.065
134.05,0.10542,0.43011,0,0.95686,0.91176,54.172
134.06,0.093373,0.4262,-0.019531,0.95098,0.92549,58.279
134.06,0.081325,0.42229,-0.019531,0.95686,0.92549,62.19
134.07,0.069277,0.41838,-0.029297,0.95098,0.94118,65.319
134.08,0.054217,0.41544,-0.025391,0.95686,0.93137,67.862
134.09,0.039157,0.41349,-0.035156,0.96078,0.93725,69.622
134.1,0.021084,0.41153,-0.025391,0.95686,0.92549,70.795
134.1,0.0060241,0.41056,-0.035156,0.96078,0.93725,71.186
134.11,-0.0060241,0.40958,-0.025391,0.95686,0.93725,71.186
134.12,-0.021084,0.4086,-0.035156,0.95098,0.94118,70.795
134.13,-0.036145,0.40665,-0.025391,0.95098,0.93137,70.013
134.14,-0.048193,0.40469,-0.035156,0.95098,0.93725,69.035
134.14,-0.060241,0.40274,-0.035156,0.95098,0.94118,67.666
134.15,-0.072289,0.3998,-0.029297,0.95686,0.93137,66.297
134.16,-0.084337,0.39785,-0.039062,0.95686,0.94118,64.928
134.17,-0.096386,0.39687,-0.025391,0.97059,0.92549,63.168
134.18,-0.10542,0.39589,-0.0039062,0.96078,0.91569,61.408
134.18,-0.11446,0.39394,0.0097656,0.97647,0.90588,59.452
134.19,-0.12349,0.39296,0.025391,0.97647,0.89608,57.497
134.2,-0.12952,0.39198,0.041016,0.97059,0.8902,55.541
134.21,-0.13554,0.39198,0.019531,0.95098,0.8902,53.585
134.22,-0.14157,0.39101,0.03125,0.95098,0.88039,51.63
134.22,-0.14458,0.39003,0,0.93725,0.8902,49.674
134.23,-0.1506,0.38807,0.0058594,0.93725,0.89608,47.914
134.24,-0.15361,0.38612,0.0097656,0.95098,0.8902,46.349
134.25,-0.15663,0.38416,0.019531,0.95686,0.89608,44.98
134.26,-0.15964,0.38123,-0.039062,0.96667,0.93725,43.807
134.26,-0.16265,0.37732,-0.070312,0.96667,0.95098,42.634
134.27,-0.16265,0.37537,-0.09375,0.96078,0.96078,41.656
134.28,-0.16566,0.37243,-0.080078,0.95686,0.96078,40.874
134.29,-0.16867,0.37146,-0.089844,0.96667,0.96667,40.287
134.3,-0.16867,0.37146,-0.080078,0.97059,0.96078,39.7
134.3,-0.17169,0.37634,-0.089844,0.97647,0.96667,39.309
134.31,-0.17169,0.38221,-0.074219,0.97059,0.95686,39.113
134.32,-0.1747,0.39101,-0.089844,0.97647,0.96078,38.918
134.33,-0.1747,0.40469,-0.064453,0.95686,0.95098,38.722
134.34,-0.1747,0.42229,-0.039062,0.93137,0.94118,38.722
134.34,-0.1747,0.44477,0.035156,0.8451,0.89608,38.722
134.35,-0.17771,0.47019,0.080078,0.8,0.85098,38.722
134.36,-0.17771,0.49853,-0.048828,0.70588,0.87647,38.722
134.37,-0.17771,0.52884,-0.16016,0.59608,0.87059,38.722
134.38,-0.17771,0.56012,-0.24023,0.58431,0.95686,38.918
134.38,-0.18072,0.5914,-0.34961,0.8451,1.0863,38.918
134.39,-0.18072,0.6217,-0.25977,1.002,1.1059,38.918
134.4,-0.18072,0.65103,-0.12891,1.0216,1.002,39.113
134.41,-0.18072,0.67742,-0.083984,1.0412,0.97647,39.113
134.42,-0.18072,0.69697,-0.064453,1.051,0.96078,39.113
134.42,-0.18373,0.71163,-0.070312,1.0471,0.96667,39.309
134.43,-0.18373,0.72532,-0.054688,1.051,0.96078,39.309
134.44,-0.18373,0.73705,-0.064453,1.0412,0.96667,39.309
134.45,-0.18675,0.74585,-0.044922,1.0471,0.95098,39.309
134.46,-0.18675,0.75171,-0.048828,1.0412,0.95686,39.505
134.46,-0.18675,0.75367,-0.035156,1.0471,0.94118,39.505
134.47,-0.18976,0.75171,-0.044922,1.0373,0.94706,39.309
134.48,-0.18976,0.74682,-0.025391,1.0412,0.94118,39.309
134.49,-0.19277,0.739,-0.035156,1.0412,0.94118,39.309
134.5,-0.19277,0.72825,-0.025391,1.0412,0.94118,39.309
134.5,-0.19578,0.71457,-0.029297,1.0412,0.94118,39.113
134.51,-0.1988,0.69892,-0.013672,1.0373,0.92549,38.918
134.52,-0.1988,0.68328,-0.013672,1.0471,0.92157,38.918
134.53,-0.20181,0.66471,0,1.0412,0.91569,38.722
134.54,-0.20482,0.64418,-0.0039062,1.0471,0.91569,38.527
134.54,-0.20482,0.62366,0.0058594,1.0471,0.92157,38.331
134.55,-0.20783,0.60313,0.0058594,1.0569,0.91569,38.136
134.56,-0.20783,0.58162,0.019531,1.051,0.90588,37.744
134.57,-0.20783,0.56109,0.025391,1.0725,0.91176,37.549
134.58,-0.21084,0.54252,0.015625,1.0725,0.91569,37.353
134.58,-0.21084,0.52297,0.025391,1.0765,0.91176,36.962
134.59,-0.21084,0.50635,0.041016,1.0725,0.90196,36.767
134.6,-0.21084,0.48974,0.044922,1.0725,0.89608,36.571
134.61,-0.21386,0.47605,0.035156,1.0569,0.8902,36.18
134.62,-0.21386,0.4653,0.044922,1.0471,0.8902,36.18
134.62,-0.21084,0.45552,0.041016,1.0216,0.8902,36.18
134.63,-0.21084,0.44673,0.044922,1.0157,0.8902,36.767
134.64,-0.20783,0.43793,0.03125,0.99608,0.8902,38.331
134.65,-0.20783,0.43011,0.041016,0.98235,0.8902,41.069
134.66,-0.20783,0.42424,0.019531,0.97059,0.89608,44.98
134.66,-0.20482,0.41935,0.019531,0.96667,0.8902,49.87
134.67,-0.20482,0.41544,0,0.95686,0.90588,55.15
134.68,-0.20482,0.41251,0.0058594,0.95686,0.90196,60.235
134.69,-0.20482,0.40958,-0.0097656,0.95098,0.91569,64.733
134.7,-0.20482,0.4086,-0.0039062,0.94706,0.91176,68.449
134.7,-0.20181,0.40665,-0.025391,0.95686,0.92549,71.186
134.71,-0.20482,0.40567,-0.0097656,0.95098,0.91569,73.142
134.72,-0.20482,0.40469,-0.025391,0.95686,0.92157,74.12
134.73,-0.20783,0.40371,-0.025391,0.95686,0.92157,74.511
134.74,-0.20783,0.40371,-0.029297,0.95686,0.92549,74.511
134.74,-0.21084,0.40274,-0.035156,0.95098,0.93137,74.12
134.75,-0.21386,0.40176,-0.044922,0.96078,0.92549,73.533
134.76,-0.21687,0.40078,-0.035156,0.95098,0.93725,72.555
134.77,-0.21988,0.3998,-0.029297,0.96078,0.92549,71.578
134.78,-0.2259,0.39883,-0.039062,0.95686,0.93137,70.209
134.78,-0.22892,0.39785,-0.025391,0.96667,0.92549,68.84
134.79,-0.23494,0.39687,-0.039062,0.96078,0.93137,67.275
134.8,-0.23795,0.39492,-0.019531,0.97059,0.91569,65.515
134.81,-0.24398,0.39394,0,0.96667,0.90196,63.559
134.82,-0.25,0.39296,0.019531,0.97647,0.8902,61.604
134.82,-0.25301,0.39296,0.041016,0.97059,0.89608,59.452
134.83,-0.25904,0.39198,0.044922,0.96667,0.87647,57.301
134.84,-0.26205,0.39101,0.025391,0.95098,0.88039,55.346
134.85,-0.26506,0.39003,0.03125,0.94706,0.87647,53.194
134.86,-0.27108,0.38807,0,0.95098,0.8902,51.239
134.86,-0.2741,0.38514,0.025391,0.96078,0.87647,49.283
134.87,-0.27711,0.38221,0.019531,0.96667,0.88627,47.523
134.88,-0.28012,0.3783,0,0.96078,0.90196,45.958
134.89,-0.28313,0.37439,-0.058594,0.97647,0.94118,44.394
134.9,-0.28614,0.3695,-0.074219,0.96667,0.95098,43.22
134.9,-0.28916,0.36559,-0.083984,0.97647,0.96078,42.047
134.91,-0.28916,0.36364,-0.074219,0.96667,0.95686,41.265
134.92,-0.29217,0.36364,-0.083984,0.97647,0.96078,40.482
134.93,-0.29217,0.36461,-0.074219,0.96667,0.95686,40.091
134.94,-0.29518,0.3695,-0.083984,0.97059,0.96078,39.7
134.94,-0.29518,0.37928,-0.089844,0.96667,0.95686,39.309
134.95,-0.29518,0.39492,-0.080078,0.97647,0.96078,39.113
134.96,-0.29819,0.41544,-0.048828,0.94118,0.94706,39.113
134.97,-0.29819,0.43988,-0.0039062,0.8902,0.92157,39.113
134.98,-0.29819,0.46921,0.085938,0.7902,0.85098,39.113
134.98,-0.29819,0.50244,-0.013672,0.77059,0.86667,39.113
134.99,-0.29819,0.53666,-0.13477,0.6,0.87647,39.309
135,-0.29819,0.57185,-0.20898,0.57451,0.91176,39.309
135.01,-0.29819,0.60117,-0.31836,0.73529,1.0412,39.505
135.02,-0.29819,0.62757,-0.34375,0.96667,1.0922,39.7
135.02,-0.29819,0.65689,-0.14453,1.0157,1.0059,39.896
135.03,-0.29819,0.68622,-0.080078,1.0412,0.97059,40.091
135.04,-0.29518,0.71359,-0.054688,1.0471,0.96078,40.091
135.05,-0.29518,0.739,-0.044922,1.051,0.95098,40.287
135.06,-0.29518,0.75953,-0.048828,1.0471,0.96078,40.287
135.06,-0.29518,0.77615,-0.035156,1.0471,0.95098,40.482
135.07,-0.29217,0.78983,-0.044922,1.051,0.95098,40.482
135.08,-0.29217,0.79863,-0.029297,1.0471,0.94118,40.482
135.09,-0.29217,0.80352,-0.039062,1.0412,0.94118,40.482
135.1,-0.29217,0.8045,-0.025391,1.0412,0.93725,40.482
135.1,-0.28916,0.80156,-0.035156,1.0471,0.94118,40.482
135.11,-0.28916,0.79374,-0.013672,1.0412,0.93137,40.482
135.12,-0.28916,0.78397,-0.025391,1.0471,0.94118,40.287
135.13,-0.28916,0.77224,-0.019531,1.0412,0.93725,40.091
135.14,-0.28916,0.75758,-0.025391,1.0471,0.94118,40.091
135.14,-0.28916,0.74096,-0.0097656,1.0412,0.92549,39.896
135.15,-0.28916,0.72141,0,1.0471,0.92157,39.7
135.16,-0.29217,0.6999,0,1.0412,0.91569,39.505
135.17,-0.29217,0.67644,0.0058594,1.051,0.91569,39.113
135.18,-0.29217,0.65103,0,1.051,0.92157,38.722
135.18,-0.29217,0.62561,0.015625,1.0608,0.91569,38.527
135.19,-0.29217,0.59922,0.0097656,1.0667,0.91176,38.136
135.2,-0.28916,0.5738,0.03125,1.0725,0.90588,37.94
135.21,-0.28916,0.5523,0.025391,1.0725,0.90196,37.549
135.22,-0.28916,0.53275,0.044922,1.0824,0.8902,37.158
135.22,-0.28614,0.5132,0.041016,1.0725,0.89608,36.962
135.23,-0.28614,0.49365,0.060547,1.0725,0.88039,36.767
135.24,-0.28313,0.47703,0.050781,1.0471,0.88627,36.571
135.25,-0.28313,0.46041,0.054688,1.0412,0.88039,36.376
135.26,-0.28012,0.44673,0.044922,1.0157,0.88627,36.376
135.26,-0.28012,0.43402,0.054688,1.002,0.87647,36.962
135.27,-0.27711,0.42326,0.041016,0.98627,0.88627,38.527
135.28,-0.27711,0.41349,0.041016,0.97647,0.88039,41.069
135.29,-0.2741,0.40567,0.019531,0.96667,0.8902,44.589
135.3,-0.2741,0.39883,0.019531,0.95686,0.8902,48.696
135.3,-0.2741,0.39296,-0.0039062,0.96078,0.90588,53.39
135.31,-0.27108,0.39003,0,0.95098,0.91176,57.888
135.32,-0.27108,0.38807,-0.025391,0.95686,0.92157,61.799
135.33,-0.27108,0.38612,-0.019531,0.95098,0.92157,65.319
135.34,-0.27108,0.38416,-0.029297,0.95686,0.92549,67.862
135.34,-0.27108,0.38319,-0.025391,0.95098,0.93137,69.818
135.35,-0.2741,0.38221,-0.035156,0.96667,0.92549,70.991
135.36,-0.2741,0.38123,-0.025391,0.95686,0.93137,71.578
135.37,-0.27711,0.38123,-0.044922,0.96667,0.92549,71.578
135.38,-0.28012,0.38123,-0.048828,0.96078,0.94118,71.186
135.38,-0.28012,0.38123,-0.035156,0.96667,0.93137,70.6
135.39,-0.28313,0.38123,-0.044922,0.96078,0.94706,69.622
135.4,-0.28313,0.38025,-0.035156,0.96667,0.94706,68.644
135.41,-0.28614,0.38025,-0.035156,0.96667,0.94706,67.275
135.42,-0.28916,0.37928,-0.025391,0.97059,0.92549,65.711
135.42,-0.28916,0.3783,-0.019531,0.96667,0.91176,63.95
135.43,-0.29217,0.37732,0,0.97647,0.89608,62.19
135.44,-0.29518,0.37537,-0.013672,0.97647,0.91569,60.235
135.45,-0.29518,0.37341,-0.019531,0.99608,0.91569,58.279
135.46,-0.29819,0.37048,-0.054688,1.002,0.94706,56.128
135.46,-0.3012,0.36657,-0.12891,0.98235,0.99216,54.172
135.47,-0.30422,0.36266,-0.25,0.98235,1.0667,52.216
135.48,-0.30422,0.35777,-0.41406,0.99608,1.1725,50.261
135.49,-0.30723,0.35386,-0.49805,0.98627,1.2569,48.305
135.5,-0.30723,0.34897,-0.49805,0.95686,1.3118,46.545
135.5,-0.31024,0.34409,-0.49805,0.88039,1.3333,44.98
135.51,-0.31024,0.34018,-0.49805,0.85686,1.3373,43.612
135.52,-0.31024,0.33627,-0.49805,0.86667,1.3216,42.438
135.53,-0.31024,0.33236,-0.49805,0.8902,1.3784,41.46
135.54,-0.31024,0.32845,-0.49805,1.0157,1.4431,40.482
135.54,-0.31024,0.32551,-0.49805,1.0863,1.398,39.7
135.55,-0.31024,0.32356,-0.49805,1.0961,1.2725,39.113
135.56,-0.31024,0.32356,-0.24023,1.0608,1.0725,38.722
135.57,-0.31024,0.32747,0.044922,1.0118,0.87647,38.527
135.58,-0.30723,0.33627,0.15039,0.98235,0.81569,38.331
135.58,-0.30723,0.34995,0.16992,0.98627,0.79608,38.136
135.59,-0.30422,0.36852,0.19531,0.97647,0.78627,38.136
135.6,-0.3012,0.39101,0.2207,0.97647,0.77647,38.136
135.61,-0.3012,0.41349,0.23047,0.96667,0.76667,38.136
135.62,-0.29819,0.43695,0.24023,0.97647,0.76078,38.331
135.62,-0.29819,0.46628,0.23047,0.97059,0.76667,38.527
135.63,-0.29518,0.49853,0.25586,0.97647,0.7549,38.527
135.64,-0.29518,0.53177,0.25586,0.97647,0.75098,38.722
135.65,-0.29217,0.56403,0.2793,0.97059,0.73529,38.722
135.66,-0.29217,0.59433,0.28516,0.96078,0.72549,38.918
135.66,-0.28916,0.62366,0.30469,0.96667,0.71569,39.113
135.67,-0.28614,0.65005,0.32422,0.96078,0.70588,39.309
135.68,-0.28614,0.67253,0.35547,0.96667,0.68039,39.505
135.69,-0.28614,0.69208,0.37109,0.96078,0.67647,39.7
135.7,-0.28313,0.70674,0.39453,0.95686,0.6549,39.7
135.7,-0.28313,0.7175,0.41602,0.96667,0.6451,39.896
135.71,-0.28313,0.72239,0.43945,0.95686,0.62941,39.896
135.72,-0.28012,0.72434,0.44922,0.96078,0.61961,39.896
135.73,-0.28012,0.72336,0.48047,0.95686,0.60588,39.896
135.74,-0.28012,0.69892,0.47461,0.96078,0.6098,39.896
135.74,-0.28012,0.66178,0.48047,0.96667,0.6098,39.7
135.75,-0.28012,0.63734,0.45508,0.97059,0.61961,39.7
135.76,-0.27711,0.61681,0.43555,0.97059,0.63529,39.505
135.77,-0.28012,0.59726,0.39062,0.97647,0.66471,39.309
135.78,-0.28012,0.57771,0.34961,0.97059,0.69608,39.309
135.78,-0.28012,0.55816,0.29102,0.97059,0.72549,39.113
135.79,-0.28012,0.53666,0.24023,0.96078,0.7549,38.722
135.8,-0.28012,0.51515,0.17969,0.96667,0.79608,38.527
135.81,-0.28313,0.49462,0.13086,0.95686,0.82549,38.331
135.82,-0.28313,0.47605,0.080078,0.96078,0.85098,38.136
135.82,-0.28313,0.4565,0.041016,0.95686,0.88039,37.94
135.83,-0.28313,0.43597,0.0058594,0.96078,0.90196,37.744
135.84,-0.28313,0.41642,-0.025391,0.96667,0.92157,37.744
135.85,-0.28313,0.39785,-0.044922,0.96078,0.93137,37.94
135.86,-0.28313,0.37928,-0.058594,0.96667,0.94706,38.331
135.86,-0.28313,0.36266,-0.054688,0.96078,0.94118,38.722
135.87,-0.28012,0.34604,-0.074219,0.96667,0.94706,39.505
135.88,-0.28012,0.33236,-0.080078,0.96078,0.94118,40.482
135.89,-0.28012,0.31965,-0.09375,0.97059,0.96078,41.46
135.9,-0.28012,0.30987,-0.089844,0.97059,0.95686,42.438
135.9,-0.27711,0.30108,-0.099609,0.97647,0.96667,43.22
135.91,-0.27711,0.29521,-0.09375,0.97647,0.96078,44.003
135.92,-0.27711,0.29032,-0.11523,0.98235,0.97059,44.589
135.93,-0.27711,0.28641,-0.099609,0.97647,0.96078,44.98
135.94,-0.27711,0.28348,-0.11914,0.98627,0.97647,44.98
135.94,-0.28012,0.28152,-0.11523,0.98235,0.97059,44.785
135.95,-0.28012,0.27957,-0.11914,0.99216,0.97647,44.394
135.96,-0.28012,0.27761,-0.11914,0.99216,0.98235,43.807
135.97,-0.28012,0.27664,-0.125,0.99608,0.97647,43.025
135.98,-0.28012,0.27664,-0.11914,0.98627,0.98235,42.243
135.98,-0.28012,0.27761,-0.12891,0.99608,0.97647,41.46
135.99,-0.28012,0.27761,-0.13477,0.99216,0.98627,40.482
136,-0.28012,0.27859,-0.11914,0.99608,0.98235,39.7
136.01,-0.28012,0.28055,-0.12891,0.99216,0.97647,38.918
136.02,-0.28012,0.28152,-0.11914,0.99608,0.97059,38.331
136.02,-0.28012,0.2825,-0.11914,0.99216,0.97647,37.549
136.03,-0.28012,0.28446,-0.11914,0.99608,0.97059,36.962
136.04,-0.28012,0.28543,-0.10938,0.98235,0.97647,36.18
136.05,-0.28012,0.28543,-0.099609,0.99216,0.96078,35.789
