Time [s], I, RESP, II, V, PLETH
135.53,0.81055,1,0.13333,0.72549,0.36755
135.54,0.79883,1,0.11373,0.72157,0.36266
135.54,0.79883,1,0.11961,0.71569,0.35679
135.55,0.79492,1,0.12941,0.71569,0.35288
135.56,0.78516,1,0.1098,0.71569,0.34995
135.57,0.7793,1,0.11373,0.71569,0.33333
135.58,0.76562,1,0.10392,0.7098,0.3089
135.58,0.75977,1,0.094118,0.7098,0.29521
135.59,0.75977,1,0.088235,0.70588,0.28543
135.6,0.76562,1,0.10392,0.70588,0.27957
135.61,0.75977,1,0.094118,0.70588,0.27468
135.62,0.75977,1,0.094118,0.70588,0.27077
135.62,0.75977,1,0.098039,0.70588,0.26686
135.63,0.75391,1,0.088235,0.70588,0.26197
135.64,0.75391,1,0.084314,0.70588,0.25806
135.65,0.75391,1,0.094118,0.7,0.25513
135.66,0.74414,1,0.098039,0.7,0.25318
135.66,0.75391,1,0.084314,0.69608,0.25024
135.67,0.75,1,0.10392,0.7,0.24829
135.68,0.74414,1,0.1098,0.69608,0.24633
135.69,0.75,1,0.098039,0.7,0.24731
135.7,0.74414,1,0.098039,0.70588,0.25122
135.7,0.75391,1,0.10392,0.7,0.25904
135.71,0.75391,1,0.098039,0.7,0.27077
135.72,0.75977,1,0.10392,0.7,0.28641
135.73,0.75977,1,0.10392,0.7,0.30499
135.74,0.75977,1,0.10392,0.7,0.32649
135.74,0.75391,1,0.1098,0.7,0.34604
135.75,0.75391,1,0.1098,0.70588,0.36559
135.76,0.76562,1,0.11373,0.70588,0.38807
135.77,0.75977,1,0.10392,0.70588,0.41056
135.78,0.76562,1,0.10392,0.70588,0.43402
135.78,0.75977,1,0.1098,0.71569,0.4565
135.79,0.75977,1,0.10392,0.7098,0.47996
135.8,0.75977,1,0.1098,0.7098,0.50244
135.81,0.75977,1,0.12353,0.7,0.52493
135.82,0.75977,1,0.12941,0.70588,0.54839
135.82,0.76562,1,0.12353,0.70588,0.56989
135.83,0.76562,1,0.12941,0.69608,0.59042
135.84,0.77539,1,0.11961,0.70588,0.60997
135.85,0.7793,1,0.11373,0.71569,0.62463
135.86,0.76953,1,0.11373,0.7098,0.63734
135.86,0.77539,1,0.088235,0.71569,0.65005
135.87,0.78516,1,0.098039,0.71569,0.6608
135.88,0.79492,1,0.10392,0.71569,0.67058
135.89,0.79883,1,0.10392,0.72157,0.67742
135.9,0.78906,1,0.10392,0.71569,0.68328
135.9,0.76953,1,0.094118,0.7098,0.68622
135.91,0.75977,1,0.098039,0.7098,0.68915
135.92,0.75977,1,0.078431,0.71569,0.69013
135.93,0.75391,1,0.07451,0.71569,0.69013
135.94,0.75,1,0.078431,0.71569,0.68719
135.94,0.75391,1,0.07451,0.7098,0.68328
135.95,0.75391,1,0.078431,0.71569,0.67742
135.96,0.75977,1,0.078431,0.71569,0.6696
135.97,0.75391,1,0.078431,0.71569,0.65982
135.98,0.75977,1,0.07451,0.71569,0.64907
135.98,0.75977,1,0.07451,0.71569,0.63636
135.99,0.72461,1,0.07451,0.7098,0.62463
136,0.69922,1,0.078431,0.70588,0.61095
136.01,0.87891,1,0.2098,0.76667,0.59726
136.02,1.2402,1,0.48431,0.78627,0.58358
136.02,1.375,1,0.55098,0.77059,0.57087
136.03,0.83984,1,0.017647,0.58431,0.55816
136.04,0.57031,1,-0.12745,0.51961,0.54545
136.05,0.66406,1,-0.027451,0.65098,0.53372
136.06,0.73438,1,0.043137,0.7098,0.52493
136.06,0.74023,1,0.058824,0.71569,0.51515
136.07,0.74414,1,0.068627,0.71569,0.5044
136.08,0.74414,1,0.062745,0.72157,0.49267
136.09,0.73438,1,0.058824,0.72549,0.48192
136.1,0.74023,1,0.078431,0.72157,0.47116
136.1,0.75391,1,0.068627,0.73137,0.46041
136.11,0.74414,1,0.062745,0.73137,0.44966
136.12,0.75391,1,0.07451,0.73137,0.43988
136.13,0.75977,1,0.078431,0.73137,0.43011
136.14,0.75,1,0.068627,0.73137,0.42033
136.14,0.75977,1,0.078431,0.73529,0.41251
136.15,0.75977,1,0.07451,0.73137,0.40469
136.16,0.75977,1,0.084314,0.73137,0.39492
136.17,0.76562,1,0.094118,0.73137,0.38612
136.18,0.75977,1,0.068627,0.73529,0.37634
136.18,0.76953,1,0.07451,0.73529,0.36852
136.19,0.77539,1,0.10392,0.72549,0.3607
136.2,0.78516,1,0.11961,0.73137,0.35386
136.21,0.78516,1,0.098039,0.74118,0.34604
136.22,0.78516,1,0.094118,0.74118,0.3392
136.22,0.79492,1,0.10392,0.74118,0.3304
136.23,0.80469,1,0.10392,0.74118,0.3216
136.24,0.81055,1,0.1098,0.74118,0.31281
136.25,0.82422,1,0.14314,0.74118,0.30694
136.26,0.83008,1,0.14902,0.74118,0.30205
136.26,0.83398,1,0.13922,0.74118,0.29619
136.27,0.83984,1,0.14902,0.74118,0.29032
136.28,0.84375,1,0.1549,0.74118,0.28543
136.29,0.83984,1,0.14314,0.74118,0.27957
136.3,0.83008,1,0.13333,0.7451,0.27468
136.3,0.83008,1,0.13922,0.74118,0.26979
136.31,0.82422,1,0.13333,0.73529,0.26393
136.32,0.82422,1,0.12941,0.73137,0.26002
136.33,0.82031,1,0.12353,0.73137,0.25513
136.34,0.81055,1,0.10392,0.73529,0.25122
136.34,0.79883,1,0.094118,0.73137,0.24927
136.35,0.79883,1,0.098039,0.73137,0.24731
136.36,0.79492,1,0.098039,0.72549,0.24536
136.37,0.78906,1,0.10392,0.72157,0.24242
136.38,0.7793,1,0.098039,0.71569,0.23949
136.38,0.77539,1,0.07451,0.72157,0.23558
136.39,0.76562,1,0.068627,0.71569,0.23265
136.4,0.75977,1,0.078431,0.72157,0.22874
136.41,0.75977,1,0.07451,0.71569,0.22581
136.42,0.75391,1,0.068627,0.71569,0.2219
136.42,0.75977,1,0.078431,0.71569,0.21896
136.43,0.75977,1,0.078431,0.71569,0.21505
136.44,0.75391,1,0.07451,0.71569,0.21017
136.45,0.75,1,0.062745,0.71569,0.20821
136.46,0.74414,1,0.052941,0.71569,0.20626
136.46,0.75391,1,0.078431,0.7098,0.2043
136.47,0.75,1,0.084314,0.71569,0.20235
136.48,0.75,1,0.094118,0.7098,0.20039
136.49,0.75391,1,0.078431,0.71569,0.19941
136.5,0.75977,1,0.084314,0.71569,0.19941
136.5,0.75977,1,0.068627,0.71569,0.20039
136.51,0.75977,1,0.078431,0.71569,0.20332
136.52,0.76562,1,0.094118,0.71569,0.21114
136.53,0.76562,1,0.078431,0.71569,0.22287
136.54,0.75977,1,0.07451,0.72549,0.23851
136.54,0.75977,1,0.078431,0.72157,0.25611
136.55,0.76562,1,0.088235,0.72157,0.27468
136.56,0.76953,1,0.088235,0.72157,0.29717
136.57,0.76953,1,0.098039,0.72157,0.32258
136.58,0.76953,1,0.098039,0.71569,0.34897
136.58,0.76953,1,0.10392,0.71569,0.37439
136.59,0.76953,1,0.10392,0.71569,0.3998
136.6,0.76562,1,0.10392,0.71569,0.42522
136.61,0.76953,1,0.10392,0.71569,0.44966
136.62,0.77539,1,0.11961,0.70588,0.47507
136.62,0.76953,1,0.12941,0.7,0.49951
136.63,0.77539,1,0.14314,0.7,0.52199
136.64,0.77539,1,0.14314,0.7,0.5435
136.65,0.77539,1,0.14902,0.7,0.56109
136.66,0.7793,1,0.13922,0.7098,0.57576
136.66,0.78516,1,0.13333,0.71569,0.59042
136.67,0.78516,1,0.12941,0.71569,0.60508
136.68,0.78906,1,0.12353,0.71569,0.61779
136.69,0.79492,1,0.11961,0.71569,0.62952
136.7,0.80469,1,0.12941,0.71569,0.63832
136.7,0.81055,1,0.13333,0.71569,0.64614
136.71,0.80469,1,0.14314,0.7098,0.65103
136.72,0.78516,1,0.12353,0.7098,0.65591
136.73,0.77539,1,0.11373,0.7098,0.65885
136.74,0.77539,1,0.1098,0.71569,0.65982
136.74,0.77539,1,0.1098,0.71569,0.65885
136.75,0.76953,1,0.1098,0.71569,0.65494
136.76,0.76953,1,0.10392,0.71569,0.64907
136.77,0.76953,1,0.10392,0.71569,0.64223
136.78,0.76953,1,0.10392,0.71569,0.63245
136.78,0.77539,1,0.10392,0.71569,0.6217
136.79,0.77539,1,0.10392,0.71569,0.60997
136.8,0.76953,1,0.10392,0.7098,0.59824
136.81,0.75391,1,0.1098,0.7098,0.58553
136.82,0.71484,1,0.11373,0.7,0.5738
136.82,0.78516,1,0.16471,0.73529,0.56207
136.83,1.0898,1,0.41569,0.78039,0.55034
136.84,1.375,1,0.60588,0.76078,0.53861
136.85,1.3848,1,0.26471,0.77059,0.52884
136.86,0.64062,1,-0.066667,0.52941,0.51906
136.86,0.60547,1,-0.082353,0.60588,0.51026
136.87,0.73047,1,0.043137,0.69608,0.50049
136.88,0.75391,1,0.088235,0.71569,0.49169
136.89,0.75,0.99902,0.10392,0.7098,0.48192
136.9,0.74414,0.99804,0.10392,0.7098,0.4741
136.9,0.75,0.98631,0.10392,0.71569,0.4653
136.91,0.75391,0.97556,0.1098,0.71569,0.4565
136.92,0.75391,0.96481,0.10392,0.71569,0.4477
136.93,0.75977,0.95406,0.10392,0.71569,0.43891
136.94,0.75977,0.9433,0.10392,0.72157,0.43109
136.94,0.75977,0.93353,0.098039,0.72157,0.42326
136.95,0.75977,0.9218,0.098039,0.72157,0.41838
136.96,0.75977,0.91105,0.10392,0.72549,0.41251
136.97,0.76562,0.89932,0.10392,0.72157,0.40762
136.98,0.76953,0.88759,0.10392,0.72549,0.40274
136.98,0.76953,0.87488,0.10392,0.72157,0.39785
136.99,0.77539,0.86217,0.10392,0.72549,0.39296
137,0.77539,0.85044,0.10392,0.72549,0.38905
137.01,0.77539,0.83773,0.1098,0.73137,0.38514
137.02,0.7793,0.82698,0.11373,0.72549,0.38025
137.02,0.78516,0.81623,0.11373,0.73137,0.37634
137.03,0.78906,0.8045,0.11373,0.73529,0.37146
137.04,0.79883,0.79374,0.12353,0.73529,0.36755
137.05,0.80469,0.78201,0.12941,0.74118,0.36461
137.06,0.81055,0.77126,0.12941,0.74118,0.36364
137.06,0.82422,0.7566,0.12941,0.74118,0.36266
137.07,0.82422,0.74194,0.13333,0.74118,0.36168
137.08,0.83008,0.72434,0.14902,0.74118,0.3607
137.09,0.83398,0.70772,0.14902,0.74118,0.35875
137.1,0.84375,0.68622,0.14902,0.74118,0.35679
137.1,0.84961,0.66569,0.14902,0.74118,0.35386
137.11,0.84375,0.64223,0.14902,0.7451,0.35093
137.12,0.83398,0.61877,0.13333,0.74118,0.348
137.13,0.83984,0.59335,0.12941,0.7451,0.34409
137.14,0.83008,0.56794,0.12941,0.74118,0.34115
137.14,0.82422,0.54057,0.12353,0.73529,0.33822
137.15,0.81445,0.5132,0.11961,0.73529,0.33627
137.16,0.80469,0.48485,0.1098,0.73137,0.33333
137.17,0.79492,0.4565,0.10392,0.72549,0.3304
137.18,0.78906,0.42815,0.098039,0.72549,0.32747
137.18,0.78516,0.3998,0.10392,0.72157,0.32356
137.19,0.78516,0.37243,0.098039,0.71569,0.32063
137.2,0.7793,0.34506,0.094118,0.71569,0.31672
137.21,0.76953,0.31769,0.088235,0.71569,0.31183
137.22,0.77539,0.29032,0.094118,0.71569,0.30792
137.22,0.75977,0.26393,0.088235,0.7098,0.30401
137.23,0.75977,0.23656,0.088235,0.71569,0.3001
137.24,0.75391,0.21017,0.088235,0.7098,0.29814
137.25,0.75977,0.18377,0.088235,0.70588,0.29619
137.26,0.75391,0.1564,0.078431,0.7098,0.29619
137.26,0.75,0.13001,0.088235,0.7098,0.29423
137.27,0.75,0.10362,0.088235,0.7098,0.29326
137.28,0.75,0.077224,0.094118,0.7,0.2913
137.29,0.75391,0.050831,0.094118,0.70588,0.28837
137.3,0.75391,0.025415,0.094118,0.70588,0.28543
137.3,0.75977,0.012708,0.098039,0.70588,0.28446
137.31,0.75977,0,0.098039,0.7,0.28446
137.32,0.75391,0,0.10392,0.7098,0.28739
137.33,0.75977,0,0.10392,0.7098,0.29423
137.34,0.76562,0,0.1098,0.70588,0.30596
137.34,0.76562,0,0.10392,0.70588,0.31867
137.35,0.76953,0,0.1098,0.71569,0.33333
137.36,0.76953,0,0.1098,0.71569,0.35288
137.37,0.76562,0,0.10392,0.71569,0.37537
137.38,0.77539,0,0.10392,0.71569,0.39883
137.38,0.76953,0,0.10392,0.71569,0.42424
137.39,0.76953,0,0.094118,0.72157,0.45064
137.4,0.76562,0,0.10392,0.71569,0.47605
137.41,0.77539,0,0.098039,0.71569,0.50147
137.42,0.76953,0,0.098039,0.71569,0.52688
137.42,0.76953,0,0.10392,0.71569,0.55132
137.43,0.76953,0,0.098039,0.71569,0.57478
137.44,0.76562,0,0.10392,0.7098,0.59726
137.45,0.76953,0,0.11961,0.70588,0.61584
137.46,0.76953,0,0.12941,0.7,0.63148
137.46,0.76562,0,0.12941,0.70588,0.65005
137.47,0.77539,0,0.13922,0.7,0.66862
137.48,0.78516,0,0.12941,0.69608,0.68524
137.49,0.78906,0,0.11961,0.71569,0.70088
137.5,0.78906,0,0.1098,0.71569,0.71554
137.5,0.78906,0,0.098039,0.71569,0.72825
137.51,0.79492,0,0.088235,0.71569,0.73998
137.52,0.81055,0,0.098039,0.72157,0.74878
137.53,0.81055,0,0.094118,0.73137,0.7566
137.54,0.81055,0,0.10392,0.72157,0.76246
137.54,0.78516,0,0.094118,0.72157,0.76442
137.55,0.76562,0,0.088235,0.71569,0.76344
137.56,0.76562,0,0.084314,0.71569,0.75953
137.57,0.76562,0,0.07451,0.71569,0.75464
137.58,0.76562,0,0.068627,0.72157,0.7478
137.58,0.75977,0,0.07451,0.71569,0.739
137.59,0.76562,0,0.068627,0.72157,0.72825
137.6,0.75977,0,0.068627,0.71569,0.7175
137.61,0.76562,0,0.068627,0.72549,0.70479
137.62,0.75977,0,0.062745,0.72549,0.69013
137.62,0.75977,0,0.058824,0.73137,0.67449
137.63,0.75391,0,0.07451,0.71569,0.6608
137.64,0.70898,0,0.088235,0.7098,0.64907
137.65,0.69922,0,0.12353,0.73137,0.63734
137.66,1.0586,0,0.31961,0.81569,0.62659
137.66,1.4082,0,0.50588,0.85098,0.61584
137.67,1.4785,0,0.20392,0.87647,0.60508
137.68,0.72461,0,-0.13137,0.57059,0.59531
137.69,0.64453,0,-0.15098,0.56471,0.58553
137.7,0.7207,0,-0.011765,0.69608,0.57674
137.7,0.74414,0,0.04902,0.72157,0.56794
137.71,0.74414,0,0.062745,0.72157,0.56012
137.72,0.74023,0,0.062745,0.72157,0.55132
137.73,0.73438,0,0.068627,0.72549,0.54252
137.74,0.74023,0,0.078431,0.72157,0.5347
137.74,0.74414,0,0.078431,0.72549,0.52786
137.75,0.74023,0,0.078431,0.72549,0.52004
137.76,0.74414,0,0.078431,0.73137,0.51222
137.77,0.75,0,0.078431,0.72549,0.50342
137.78,0.75391,0,0.078431,0.72549,0.49462
137.78,0.75,0,0.078431,0.73137,0.4868
137.79,0.75977,0,0.07451,0.73529,0.47996
137.8,0.75977,0,0.078431,0.73137,0.47312
137.81,0.75977,0,0.078431,0.73137,0.46725
137.82,0.75977,0,0.088235,0.73529,0.46139
137.82,0.76562,0,0.088235,0.73529,0.45455
137.83,0.7793,0,0.098039,0.73137,0.4477
137.84,0.7793,0,0.098039,0.73137,0.44184
137.85,0.78516,0,0.098039,0.73529,0.43597
137.86,0.78516,0,0.10392,0.73529,0.42913
137.86,0.79492,0,0.1098,0.73529,0.42229
137.87,0.80469,0,0.1098,0.74118,0.41447
137.88,0.81055,0,0.11961,0.74118,0.40762
137.89,0.82031,0,0.13333,0.74118,0.40078
137.9,0.82422,0,0.14314,0.7451,0.39589
137.9,0.83008,0,0.13922,0.75098,0.39101
137.91,0.83398,0,0.14314,0.75098,0.38612
137.92,0.84375,0,0.14314,0.75098,0.38025
137.93,0.83984,0,0.14314,0.7451,0.37439
137.94,0.83984,0,0.13333,0.7549,0.36852
137.94,0.83984,0,0.13922,0.7451,0.36364
137.95,0.83398,0,0.13333,0.7451,0.35973
137.96,0.83008,0,0.12941,0.74118,0.35484
137.97,0.82031,0,0.11961,0.73529,0.34897
137.98,0.81055,0,0.10392,0.73529,0.34506
137.98,0.80469,0,0.10392,0.73137,0.34115
137.99,0.79883,0,0.10392,0.72549,0.33724
138,0.80469,0,0.094118,0.72549,0.33333
138.01,0.78906,0,0.088235,0.72157,0.3304
138.02,0.78906,0,0.094118,0.72157,0.32747
138.02,0.77539,0,0.094118,0.71569,0.32454
138.03,0.76953,0,0.098039,0.71569,0.3216
138.04,0.75977,0,0.094118,0.7098,0.31965
138.05,0.75977,0,0.094118,0.7098,0.31769
138.06,0.75977,0,0.084314,0.70588,0.31476
138.06,0.75391,0,0.078431,0.7098,0.31183
138.07,0.75977,0,0.078431,0.71569,0.3089
138.08,0.75391,0,0.07451,0.7098,0.30694
138.09,0.75391,0,0.084314,0.70588,0.30401
138.1,0.75977,0,0.084314,0.70588,0.30108
138.1,0.75391,0,0.078431,0.70588,0.29814
138.11,0.75977,0,0.084314,0.7098,0.29619
138.12,0.75977,0,0.088235,0.70588,0.29521
138.13,0.75977,0,0.094118,0.7098,0.29423
138.14,0.76562,0,0.088235,0.7098,0.29619
138.14,0.75977,0,0.098039,0.7098,0.29912
138.15,0.76562,0,0.10392,0.7,0.30499
138.16,0.75977,0,0.10392,0.7,0.31574
138.17,0.76562,0,0.10392,0.70588,0.32845
138.18,0.76562,0,0.1098,0.70588,0.34409
138.18,0.76953,0,0.10392,0.71569,0.36168
138.19,0.77539,0,0.10392,0.71569,0.38221
138.2,0.76953,0,0.1098,0.71569,0.40469
138.21,0.76953,0,0.10392,0.71569,0.42815
138.22,0.77539,0,0.10392,0.71569,0.45259
138.22,0.7793,0,0.10392,0.71569,0.47703
138.23,0.77539,0,0.094118,0.71569,0.50049
138.24,0.76953,0,0.094118,0.71569,0.52004
138.25,0.77539,0,0.098039,0.71569,0.53763
138.26,0.76562,0,0.098039,0.71569,0.55718
138.26,0.77539,0,0.098039,0.71569,0.57674
138.27,0.75977,0,0.10392,0.70588,0.59726
138.28,0.77539,0,0.12941,0.69608,0.61681
138.29,0.77539,0,0.12941,0.7,0.63539
138.3,0.78516,0,0.13922,0.69608,0.65396
138.3,0.77539,0,0.13922,0.6902,0.67058
138.31,0.78516,0,0.12353,0.71569,0.68524
138.32,0.78516,0,0.11961,0.71569,0.6999
138.33,0.78906,0,0.11961,0.7098,0.71163
138.34,0.78516,0,0.10392,0.71569,0.72239
138.34,0.80469,0,0.10392,0.71569,0.72923
138.35,0.81055,0,0.10392,0.72549,0.73314
138.36,0.80469,0,0.1098,0.72157,0.73803
138.37,0.79492,0,0.11373,0.71569,0.74096
138.38,0.77539,0,0.094118,0.71569,0.74291
138.38,0.76562,0,0.088235,0.71569,0.74389
138.39,0.77539,0,0.084314,0.71569,0.74194
138.4,0.76562,0,0.084314,0.71569,0.73803
138.41,0.76562,0,0.078431,0.71569,0.73314
138.42,0.75977,0,0.078431,0.71569,0.72532
138.42,0.75977,0,0.078431,0.71569,0.71652
138.43,0.75977,0,0.078431,0.7098,0.70674
138.44,0.75977,0,0.078431,0.71569,0.69599
138.45,0.76562,0,0.078431,0.71569,0.68524
138.46,0.75977,0,0.078431,0.71569,0.67351
138.46,0.7207,0,0.088235,0.70588,0.66178
138.47,0.68945,0,0.098039,0.7,0.65005
138.48,0.94531,0,0.24902,0.7902,0.63832
138.49,1.3496,0,0.48431,0.86078,0.62757
138.5,1.4844,0,0.4902,0.90196,0.61584
138.5,0.89453,0,-0.096078,0.6451,0.60508
138.51,0.65039,0,-0.16275,0.56078,0.59433
138.52,0.70508,0,-0.027451,0.66471,0.58456
138.53,0.73438,0,0.043137,0.70588,0.57478
138.54,0.74414,0,0.078431,0.71569,0.56598
138.54,0.73438,0,0.07451,0.7098,0.55718
138.55,0.74023,0,0.07451,0.72157,0.54936
138.56,0.73438,0,0.078431,0.71569,0.54057
138.57,0.74023,0,0.084314,0.71569,0.53079
138.58,0.74414,0,0.078431,0.72157,0.52102
138.58,0.74023,0,0.084314,0.72157,0.51124
138.59,0.74414,0,0.084314,0.72549,0.50244
138.6,0.75,0,0.088235,0.72157,0.49365
138.61,0.75391,0,0.088235,0.72549,0.48485
138.62,0.74414,0,0.084314,0.72157,0.47703
138.62,0.75,0,0.098039,0.72157,0.46921
138.63,0.75977,0,0.094118,0.72549,0.46139
138.64,0.75391,0,0.084314,0.73137,0.45357
138.65,0.75977,0,0.088235,0.73137,0.4477
138.66,0.76562,0,0.098039,0.72549,0.44184
138.66,0.77539,0,0.10392,0.73137,0.43597
138.67,0.7793,0,0.10392,0.73137,0.42913
138.68,0.78516,0,0.10392,0.73529,0.42326
138.69,0.78906,0,0.11961,0.74118,0.41642
138.7,0.79492,0,0.12353,0.74118,0.40958
138.7,0.81055,0,0.12353,0.7451,0.40274
138.71,0.81055,0,0.12941,0.74118,0.39687
138.72,0.81445,0,0.13922,0.7451,0.39101
138.73,0.83008,0,0.14314,0.7451,0.38612
138.74,0.83008,0,0.14902,0.75098,0.38123
138.74,0.83398,0,0.14902,0.75098,0.37732
138.75,0.83984,0,0.14902,0.7549,0.37439
138.76,0.83984,0,0.14902,0.7549,0.3695
138.77,0.83398,0,0.14902,0.75098,0.36559
138.78,0.83398,0,0.14314,0.75098,0.3607
138.78,0.82422,0,0.13333,0.74118,0.35679
138.79,0.83008,0,0.12353,0.7451,0.35191
138.8,0.81055,0,0.11373,0.74118,0.34897
138.81,0.79883,0,0.10392,0.73529,0.34506
138.82,0.79883,0,0.10392,0.73137,0.34115
138.82,0.79492,0,0.098039,0.73529,0.33627
138.83,0.78516,0,0.10392,0.72549,0.33236
138.84,0.78516,0,0.10392,0.72157,0.32845
138.85,0.7793,0,0.10392,0.71569,0.32551
138.86,0.76562,0,0.088235,0.71569,0.32258
138.86,0.75977,0,0.084314,0.71569,0.31769
138.87,0.75977,0,0.084314,0.71569,0.31378
138.88,0.75977,0,0.088235,0.7098,0.3089
138.89,0.76562,0,0.088235,0.7098,0.30596
138.9,0.75977,0,0.084314,0.7098,0.30303
138.9,0.75977,0,0.078431,0.71569,0.3001
138.91,0.75977,0,0.088235,0.7098,0.29912
138.92,0.75391,0,0.094118,0.70588,0.29814
138.93,0.75391,0,0.088235,0.70588,0.29717
138.94,0.75391,0,0.088235,0.7,0.29619
138.94,0.75,0,0.094118,0.70588,0.29619
138.95,0.75977,0,0.088235,0.70588,0.29717
138.96,0.75391,0,0.10392,0.7,0.29814
138.97,0.75977,0,0.1098,0.70588,0.3001
138.98,0.75391,0,0.10392,0.70588,0.30401
138.98,0.75977,0,0.10392,0.7098,0.31183
138.99,0.75977,0,0.11373,0.7098,0.32356
139,0.75977,0,0.11373,0.7098,0.34018
139.01,0.75977,0,0.10392,0.71569,0.35875
139.02,0.76562,0,0.1098,0.7098,0.38025
139.02,0.76953,0,0.1098,0.71569,0.40274
139.03,0.76562,0,0.10392,0.7098,0.42717
139.04,0.75977,0,0.11373,0.70588,0.4477
139.05,0.76953,0,0.11961,0.7,0.46725
139.06,0.77539,0,0.11373,0.70588,0.48876
139.06,0.76562,0,0.10392,0.7098,0.51124
139.07,0.76562,0,0.10392,0.7098,0.5347
139.08,0.76953,0,0.10392,0.70588,0.55816
139.09,0.76562,0,0.1098,0.7098,0.58065
139.1,0.77539,0,0.12941,0.70588,0.60117
139.1,0.76953,0,0.12353,0.70588,0.61975
139.11,0.7793,0,0.12353,0.70588,0.6393
139.12,0.78516,0,0.12941,0.70588,0.65689
139.13,0.78906,0,0.12941,0.71569,0.67449
139.14,0.78516,0,0.1098,0.71569,0.69013
139.14,0.78906,0,0.1098,0.71569,0.70186
139.15,0.79492,0,0.098039,0.71569,0.71065
139.16,0.81055,0,0.098039,0.72157,0.72043
139.17,0.81445,0,0.10392,0.73137,0.72923
139.18,0.81445,0,0.10392,0.72549,0.73705
139.18,0.78906,0,0.1098,0.71569,0.74389
139.19,0.76953,0,0.084314,0.71569,0.74878
139.2,0.76562,0,0.078431,0.72157,0.75171
139.21,0.76953,0,0.07451,0.72157,0.75171
139.22,0.75977,0,0.07451,0.72157,0.75073
139.22,0.75977,0,0.07451,0.72157,0.74682
139.23,0.75977,0,0.07451,0.72157,0.74194
139.24,0.75977,0,0.07451,0.71569,0.73412
139.25,0.75977,0,0.07451,0.71569,0.7263
139.26,0.75977,0,0.07451,0.72157,0.71652
139.26,0.75977,0,0.078431,0.72157,0.70577
139.27,0.75,0,0.07451,0.71569,0.69404
139.28,0.69531,0,0.078431,0.7,0.68231
139.29,0.68945,0,0.11373,0.72549,0.6696
139.3,1.0801,0,0.3098,0.82549,0.65787
139.3,1.4492,0,0.47451,0.8902,0.64516
139.31,1.5,0,0.14314,0.92157,0.63441
139.32,0.74023,0,-0.16275,0.57451,0.62366
139.33,0.66016,0,-0.10196,0.56078,0.6129
139.34,0.72461,0,-0.0058823,0.6902,0.60313
139.34,0.73438,0,0.04902,0.71569,0.59433
139.35,0.73438,0,0.07451,0.72157,0.58456
139.36,0.73047,0,0.07451,0.71569,0.57478
139.37,0.72461,0,0.078431,0.71569,0.56403
139.38,0.74023,0,0.078431,0.72157,0.55425
139.38,0.74414,0,0.084314,0.72157,0.54545
139.39,0.74023,0,0.078431,0.71569,0.53666
139.4,0.74023,0,0.088235,0.72157,0.52786
139.41,0.73438,0,0.084314,0.72549,0.51906
139.42,0.75391,0,0.094118,0.72549,0.50929
139.42,0.75,0,0.094118,0.72157,0.50049
139.43,0.75391,0,0.088235,0.72549,0.49169
139.44,0.75977,0,0.088235,0.72549,0.48485
139.45,0.75977,0,0.098039,0.73137,0.47801
139.46,0.75391,0,0.098039,0.72157,0.47019
139.46,0.75977,0,0.10392,0.72549,0.46237
139.47,0.76953,0,0.098039,0.73529,0.45357
139.48,0.78516,0,0.10392,0.72549,0.44477
139.49,0.78516,0,0.10392,0.73529,0.43695
139.5,0.78906,0,0.10392,0.74118,0.43011
139.5,0.79883,0,0.11373,0.73137,0.42424
139.51,0.80469,0,0.12941,0.74118,0.4174
139.52,0.81055,0,0.12941,0.74118,0.41056
139.53,0.81445,0,0.14314,0.74118,0.40371
139.54,0.82422,0,0.14902,0.74118,0.39785
139.54,0.83008,0,0.1549,0.75098,0.39296
139.55,0.83984,0,0.14902,0.75098,0.38807
139.56,0.84375,0,0.1549,0.7451,0.38221
139.57,0.84961,0,0.1549,0.7451,0.37634
139.58,0.84375,0,0.14902,0.75098,0.37048
139.58,0.84375,0,0.14902,0.7451,0.36559
139.59,0.83008,0,0.14902,0.74118,0.35973
139.6,0.83008,0,0.13922,0.74118,0.35484
139.61,0.82422,0,0.12941,0.74118,0.34995
139.62,0.81445,0,0.12941,0.74118,0.34604
139.62,0.80469,0,0.1098,0.73529,0.34213
139.63,0.81055,0,0.10392,0.73529,0.3392
139.64,0.79883,0,0.10392,0.73529,0.33627
139.65,0.78906,0,0.098039,0.73137,0.33333
139.66,0.78516,0,0.098039,0.72549,0.32942
139.66,0.7793,0,0.094118,0.72549,0.31476
139.67,0.76953,0,0.088235,0.71569,0.29521
139.68,0.76562,0,0.094118,0.71569,0.2825
139.69,0.75977,0,0.078431,0.71569,0.2737
139.7,0.75977,0,0.078431,0.71569,0.26686
139.7,0.75977,0,0.078431,0.71569,0.26197
139.71,0.75977,0,0.07451,0.71569,0.25709
139.72,0.75391,0.0029325,0.068627,0.71569,0.25318
139.73,0.75977,0.0058651,0.068627,0.71569,0.25024
139.74,0.75391,0.024438,0.078431,0.71569,0.24731
139.74,0.75391,0.043988,0.078431,0.71569,0.24633
139.75,0.75977,0.067449,0.078431,0.71569,0.24438
139.76,0.75391,0.091887,0.078431,0.71569,0.2434
139.77,0.75,0.12121,0.094118,0.7098,0.24242
139.78,0.75391,0.15054,0.088235,0.70588,0.24438
