Time [s], RESP, PLETH, CVP, II, V, AVR
114.73,0.17302,0.33431,1.9557,0.43945,0.66016,0.72549
114.74,0.174,0.32942,2.073,0.43945,0.66016,0.72549
114.74,0.174,0.32356,2.1903,0.43945,0.6543,0.72549
114.75,0.174,0.31769,2.2686,0.43945,0.6543,0.72549
114.76,0.174,0.31183,2.3077,0.44531,0.6543,0.72157
114.77,0.17302,0.30694,2.3077,0.43945,0.6543,0.73529
114.78,0.17204,0.30108,2.1903,0.44922,0.6543,0.71569
114.78,0.17107,0.29619,2.1512,0.44922,0.66016,0.72157
114.79,0.17009,0.29228,1.9948,0.44531,0.66016,0.72157
114.8,0.16911,0.28739,1.9948,0.44531,0.66016,0.72549
114.81,0.16813,0.28446,1.9948,0.44531,0.6543,0.72549
114.82,0.16716,0.2825,2.073,0.43945,0.6543,0.72549
114.82,0.16618,0.28055,2.1512,0.43945,0.66016,0.72549
114.83,0.16618,0.27859,2.3077,0.43945,0.6543,0.73137
114.84,0.16618,0.27566,2.5033,0.43945,0.66016,0.72549
114.85,0.16618,0.27273,2.777,0.43555,0.66016,0.73137
114.86,0.16716,0.26882,3.0117,0.44531,0.66406,0.72549
114.86,0.16716,0.26393,3.2464,0.43555,0.67578,0.73137
114.87,0.16813,0.261,3.442,0.44531,0.67969,0.72549
114.88,0.16813,0.25806,3.5593,0.44922,0.69922,0.72549
114.89,0.16911,0.25709,3.6375,0.46094,0.70898,0.71569
114.9,0.17009,0.26002,3.7158,0.4707,0.66992,0.7098
114.9,0.17107,0.26882,3.7549,0.46094,0.6543,0.71569
114.91,0.17204,0.2825,3.7158,0.45508,0.64453,0.72157
114.92,0.17302,0.3001,3.6375,0.43945,0.64453,0.72549
114.93,0.174,0.32063,3.5202,0.42578,0.63477,0.73137
114.94,0.17498,0.34702,3.4029,0.42969,0.62891,0.72549
114.94,0.17595,0.37732,3.2073,0.43945,0.64062,0.72157
114.95,0.17595,0.41056,3.0117,0.43555,0.64062,0.72549
114.96,0.17693,0.44575,2.8162,0.43945,0.65039,0.72157
114.97,0.17791,0.47996,2.6988,0.43945,0.64453,0.72549
114.98,0.17791,0.5132,2.5033,0.43555,0.64062,0.72549
114.98,0.17889,0.5435,2.3859,0.42969,0.6543,0.73137
114.99,0.17889,0.56989,2.2686,0.42969,0.6543,0.73137
115,0.17889,0.58944,2.1903,0.41992,0.6543,0.74118
115.01,0.17889,0.60411,2.1512,0.41992,0.66016,0.74118
115.02,0.17986,0.61681,2.073,0.41992,0.67578,0.73529
115.02,0.17986,0.62659,1.9557,0.42578,0.68945,0.7451
115.03,0.17986,0.63636,1.8383,0.49414,0.66406,0.70588
115.04,0.18084,0.64516,1.8383,0.65039,0.58398,0.60588
115.05,0.17986,0.65298,1.9557,0.83984,0.48438,0.47451
115.06,0.17986,0.65787,2.3077,0.90039,0.40039,0.42549
115.06,0.17986,0.66178,2.777,0.67969,0.42578,0.56078
115.07,0.17986,0.66276,3.2073,0.48438,0.50977,0.6902
115.08,0.18084,0.66276,3.6375,0.35547,0.58984,0.76667
115.09,0.18084,0.65885,3.9505,0.30469,0.62891,0.80588
115.1,0.18182,0.652,4.2634,0.35547,0.6543,0.78039
115.1,0.18182,0.64418,4.4589,0.39453,0.66992,0.75098
115.11,0.1828,0.63343,4.6936,0.39453,0.67969,0.7549
115.12,0.1828,0.6217,4.8892,0.40039,0.67969,0.7451
115.13,0.18377,0.60899,5.0065,0.4043,0.69531,0.75098
115.14,0.18475,0.59531,5.2021,0.39453,0.69531,0.75098
115.14,0.18573,0.57967,5.2412,0.40039,0.68945,0.75098
115.15,0.18671,0.56403,5.3976,0.41016,0.69531,0.7451
115.16,0.18768,0.54741,5.3976,0.4043,0.68555,0.7451
115.17,0.18866,0.52981,5.3976,0.41602,0.68555,0.7451
115.18,0.19062,0.5132,5.3194,0.41016,0.68555,0.7451
115.18,0.19257,0.4956,5.2412,0.41992,0.68945,0.73529
115.19,0.19453,0.47898,5.2412,0.42969,0.68555,0.73529
115.2,0.19648,0.46237,5.2412,0.42578,0.68555,0.73529
115.21,0.19941,0.44575,5.4368,0.43555,0.67578,0.72549
115.22,0.20137,0.43304,5.6323,0.43945,0.67578,0.72549
115.22,0.20332,0.42131,5.9452,0.44531,0.67969,0.72549
115.23,0.20626,0.4086,6.3755,0.43945,0.67578,0.72549
115.24,0.20821,0.39589,6.7666,0.45508,0.67578,0.72157
115.25,0.21114,0.38416,7.0795,0.46484,0.66406,0.71569
115.26,0.2131,0.37341,7.1969,0.48438,0.66406,0.7
115.26,0.21505,0.36364,7.0795,0.49023,0.66992,0.69608
115.27,0.21603,0.35582,6.6884,0.5,0.66406,0.6902
115.28,0.21799,0.348,6.0235,0.51953,0.6543,0.67647
115.29,0.21896,0.34115,5.2021,0.53516,0.6543,0.66078
115.3,0.22092,0.33431,4.4589,0.56055,0.65039,0.6549
115.3,0.2219,0.32747,3.7549,0.58398,0.64062,0.63529
115.31,0.22287,0.32063,3.2073,0.58398,0.63477,0.62941
115.32,0.22385,0.31476,2.777,0.59961,0.62891,0.62549
115.33,0.22483,0.31085,2.3859,0.60547,0.61523,0.61961
115.34,0.22581,0.30596,2.073,0.60547,0.60938,0.61961
115.34,0.22678,0.30108,1.7601,0.58984,0.60938,0.62549
115.35,0.22678,0.29619,1.4472,0.57422,0.61523,0.63529
115.36,0.22776,0.29228,1.2125,0.55078,0.61914,0.65098
115.37,0.22874,0.28739,0.93872,0.51562,0.62891,0.67647
115.38,0.22874,0.28348,0.82138,0.49023,0.63477,0.68627
115.38,0.22874,0.28055,0.89961,0.46484,0.64453,0.70588
115.39,0.22874,0.27761,1.1343,0.43945,0.65039,0.72157
115.4,0.22776,0.2737,1.4472,0.43555,0.6543,0.72549
115.41,0.22776,0.26979,1.7601,0.42969,0.6543,0.72549
115.42,0.22776,0.26588,1.9948,0.42578,0.6543,0.72549
115.42,0.22874,0.26393,2.1512,0.42578,0.6543,0.73137
115.43,0.22874,0.261,2.2686,0.41992,0.6543,0.73529
115.44,0.22972,0.25806,2.3077,0.42969,0.6543,0.72157
115.45,0.23167,0.25415,2.5033,0.42578,0.6543,0.73137
115.46,0.23265,0.25024,2.8162,0.43945,0.6543,0.72549
115.46,0.23363,0.24633,3.2073,0.43555,0.6543,0.72549
115.47,0.23558,0.24145,3.5593,0.43945,0.6543,0.7098
115.48,0.23754,0.23754,3.8722,0.44531,0.6543,0.7098
115.49,0.23851,0.23265,4.1851,0.43945,0.6543,0.71569
115.5,0.24047,0.22874,4.498,0.44531,0.6543,0.7098
115.5,0.24242,0.22483,4.8109,0.44531,0.6543,0.7098
115.51,0.24438,0.22092,5.1239,0.43945,0.6543,0.72157
115.52,0.24633,0.21896,5.4368,0.44922,0.6543,0.7098
115.53,0.24829,0.21896,5.7497,0.45508,0.6543,0.7
115.54,0.25024,0.21799,6.1408,0.46484,0.66406,0.69608
115.54,0.2522,0.21603,6.4537,0.46484,0.68555,0.6902
115.55,0.25318,0.21408,6.7666,0.46484,0.69922,0.70588
115.56,0.25513,0.21114,7.0013,0.4707,0.68555,0.69608
115.57,0.25611,0.20821,7.3142,0.47461,0.65039,0.68627
115.58,0.25709,0.20626,7.588,0.46484,0.63477,0.68627
115.58,0.25806,0.20528,7.7444,0.45508,0.62891,0.69608
115.59,0.25806,0.20528,7.94,0.43945,0.62891,0.70588
115.6,0.25904,0.20821,8.1356,0.42969,0.625,0.7098
115.61,0.26002,0.21603,8.3311,0.43555,0.625,0.70588
115.62,0.26002,0.22776,8.4485,0.42969,0.62891,0.70588
115.62,0.26002,0.24242,8.6441,0.43945,0.62891,0.70588
115.63,0.261,0.26393,8.7614,0.43945,0.62891,0.70588
115.64,0.261,0.29032,8.8787,0.44531,0.62891,0.69608
115.65,0.261,0.32063,8.8787,0.44922,0.64062,0.7
115.66,0.26197,0.35386,8.957,0.43555,0.65039,0.7098
115.66,0.26197,0.39003,9.1525,0.42969,0.64453,0.71569
115.67,0.26197,0.42522,9.5046,0.42578,0.65039,0.71569
115.68,0.26295,0.45943,9.6219,0.41992,0.6543,0.72157
115.69,0.26393,0.49071,9.309,0.41992,0.65039,0.71569
115.7,0.26491,0.51906,8.5658,0.41016,0.67578,0.73137
115.7,0.26588,0.54545,7.94,0.47461,0.64453,0.69608
115.71,0.26686,0.56794,7.588,0.66016,0.55078,0.57451
115.72,0.26784,0.58456,7.6271,0.88477,0.43555,0.41961
115.73,0.26882,0.59726,8.0182,0.93555,0.375,0.38039
115.74,0.26979,0.61095,8.4485,0.64453,0.4043,0.5451
115.74,0.27175,0.6217,8.8787,0.46094,0.5,0.66471
115.75,0.2737,0.6305,9.1525,0.33984,0.58008,0.7451
115.76,0.27664,0.63636,9.309,0.32031,0.61914,0.77059
115.77,0.27859,0.64027,9.3872,0.375,0.63477,0.74118
115.78,0.28152,0.64125,9.5046,0.4043,0.66406,0.72549
115.78,0.28348,0.6393,9.6219,0.39453,0.67578,0.74118
115.79,0.28543,0.63539,9.7001,0.41016,0.67969,0.72549
115.8,0.28837,0.62952,9.8175,0.40039,0.67969,0.73137
115.81,0.29032,0.6217,9.8957,0.41016,0.67578,0.72157
115.82,0.29228,0.6129,9.9348,0.41602,0.67578,0.72549
115.82,0.29521,0.60313,9.9348,0.4043,0.67578,0.72549
115.83,0.29717,0.5914,9.9348,0.41992,0.66992,0.72549
115.84,0.3001,0.57869,9.9348,0.42578,0.67578,0.71569
115.85,0.30205,0.56403,9.9348,0.42578,0.67578,0.72157
115.86,0.30401,0.55034,9.8957,0.42969,0.67578,0.72157
115.86,0.30694,0.53568,9.9348,0.41992,0.66992,0.72549
115.87,0.30987,0.52004,9.9348,0.43555,0.66992,0.7098
115.88,0.31378,0.50342,9.8957,0.43945,0.66992,0.70588
115.89,0.31672,0.48778,9.8957,0.44531,0.66406,0.70588
115.9,0.32063,0.47312,9.9348,0.44922,0.66406,0.70588
115.9,0.32551,0.45846,10.091,0.46094,0.66406,0.7
115.91,0.3304,0.44477,10.248,0.46484,0.66406,0.6902
115.92,0.33529,0.43402,10.443,0.4707,0.66992,0.6902
115.93,0.34018,0.42424,10.756,0.49023,0.6543,0.67059
115.94,0.34506,0.41544,11.03,0.51562,0.6543,0.6549
115.94,0.34995,0.40665,11.186,0.53516,0.6543,0.6549
115.95,0.35484,0.39883,11.265,0.55469,0.64453,0.63529
115.96,0.35973,0.39101,11.265,0.57422,0.65039,0.62549
115.97,0.36461,0.38416,11.147,0.58398,0.64453,0.6098
115.98,0.37048,0.37732,10.952,0.59961,0.62891,0.6098
115.98,0.37634,0.37048,10.756,0.60938,0.625,0.6
115.99,0.38123,0.36461,10.717,0.625,0.61523,0.5902
116,0.3871,0.35973,10.639,0.62891,0.60938,0.58431
116.01,0.39296,0.35582,10.717,0.625,0.60547,0.59608
116.02,0.39785,0.35288,10.756,0.61914,0.59961,0.5902
116.02,0.40274,0.35093,10.756,0.60547,0.60547,0.60588
116.03,0.4086,0.348,10.717,0.57422,0.60547,0.62549
116.04,0.41349,0.34506,10.717,0.55469,0.61523,0.62941
116.05,0.41838,0.34311,10.717,0.51953,0.625,0.6549
116.06,0.42229,0.34115,10.717,0.50977,0.625,0.66471
116.06,0.42717,0.34018,10.639,0.49023,0.62891,0.68039
116.07,0.43011,0.33822,10.717,0.49023,0.62891,0.68039
116.08,0.43402,0.33529,10.756,0.48438,0.62891,0.68039
116.09,0.43695,0.33236,10.834,0.48438,0.62891,0.68039
116.1,0.43988,0.32942,10.874,0.4707,0.63477,0.6902
116.1,0.44184,0.32747,10.874,0.47461,0.63477,0.68627
116.11,0.44379,0.32551,10.952,0.46484,0.64062,0.6902
116.12,0.44477,0.32454,10.952,0.49414,0.63477,0.67647
116.13,0.44673,0.32356,11.03,0.49023,0.64062,0.68039
116.14,0.4477,0.3216,11.069,0.49023,0.63477,0.67059
116.14,0.44868,0.31769,11.186,0.49414,0.62891,0.67059
116.15,0.44966,0.31476,11.265,0.49023,0.63477,0.68039
116.16,0.44966,0.30987,11.343,0.5,0.64062,0.67059
116.17,0.45064,0.30596,11.46,0.49414,0.63477,0.67647
116.18,0.45064,0.30205,11.656,0.50586,0.63477,0.67059
116.18,0.45161,0.29814,11.812,0.5,0.64453,0.67647
116.19,0.45259,0.29423,11.969,0.50977,0.6543,0.66471
116.2,0.45357,0.29032,12.086,0.51953,0.67578,0.66078
116.21,0.45455,0.28641,12.203,0.53906,0.67578,0.6549
116.22,0.45552,0.2825,12.282,0.56445,0.65039,0.64118
116.22,0.45748,0.28055,12.399,0.58984,0.63477,0.62549
116.23,0.45846,0.27761,12.595,0.625,0.63477,0.6098
116.24,0.45943,0.27566,12.712,0.67578,0.64062,0.58431
116.25,0.46041,0.2737,12.907,0.7207,0.63477,0.56471
116.26,0.46237,0.27273,13.025,0.72461,0.65039,0.57059
116.26,0.46237,0.27468,13.142,0.75391,0.66016,0.5549
116.27,0.46334,0.27957,13.259,0.81055,0.67578,0.52941
116.28,0.46334,0.29032,13.338,0.85938,0.69922,0.5098
116.29,0.46432,0.30499,13.377,0.93555,0.74414,0.48431
116.3,0.46432,0.32454,13.455,1.0293,0.76562,0.43922
116.3,0.46432,0.34897,13.494,1.0488,0.79883,0.42941
116.31,0.46432,0.37341,13.572,0.86523,0.83398,0.53922
116.32,0.46432,0.39785,13.651,0.58984,0.86523,0.66471
116.33,0.46432,0.4262,13.651,0.4707,0.84375,0.72157
116.34,0.46432,0.4565,13.69,0.46094,0.74414,0.7098
116.34,0.46432,0.48583,13.69,0.45508,0.61523,0.7
116.35,0.46432,0.51515,13.768,0.41992,0.56055,0.7098
116.36,0.46432,0.54252,13.768,0.41016,0.54492,0.70588
116.37,0.46334,0.56794,13.69,0.35938,0.56055,0.73137
116.38,0.46334,0.5914,13.651,0.33008,0.56445,0.7451
116.38,0.46334,0.6129,13.572,0.32031,0.58008,0.76078
116.39,0.46334,0.63245,13.572,0.32031,0.58398,0.7549
116.4,0.46237,0.64907,13.494,0.31445,0.58008,0.75098
116.41,0.46237,0.66373,13.494,0.32031,0.58008,0.75098
116.42,0.46237,0.67351,13.494,0.31445,0.58398,0.76078
116.42,0.46139,0.67937,13.494,0.31055,0.58398,0.76078
116.43,0.46139,0.68426,13.455,0.29492,0.58008,0.77647
116.44,0.46041,0.68817,13.494,0.28516,0.58008,0.77059
116.45,0.46041,0.68915,13.572,0.2793,0.58398,0.77647
116.46,0.46041,0.68817,13.572,0.27539,0.58008,0.77647
116.46,0.45943,0.68524,13.651,0.25586,0.58008,0.78039
116.47,0.45943,0.68035,13.69,0.24609,0.56445,0.78627
116.48,0.46041,0.67351,13.768,0.23047,0.56055,0.78627
116.49,0.46041,0.66373,13.69,0.22461,0.56055,0.79608
116.5,0.46139,0.65103,13.651,0.21484,0.55078,0.79608
116.5,0.46237,0.63734,13.494,0.2207,0.54492,0.7902
116.51,0.46334,0.62366,13.455,0.21094,0.53516,0.79608
116.52,0.46432,0.60899,13.338,0.21094,0.5293,0.79608
116.53,0.4653,0.59433,13.181,0.23047,0.52539,0.78039
116.54,0.46725,0.57771,13.181,0.25,0.52539,0.77059
116.54,0.46823,0.56207,13.181,0.26562,0.51562,0.7549
116.55,0.47019,0.54545,13.338,0.29492,0.5293,0.75098
116.56,0.47116,0.52884,13.455,0.31445,0.5293,0.73529
116.57,0.47214,0.5132,13.572,0.3457,0.53906,0.72549
116.58,0.47312,0.49853,13.69,0.375,0.54492,0.71569
116.58,0.4741,0.48485,13.807,0.40039,0.56055,0.7098
116.59,0.47507,0.47116,13.885,0.44531,0.57422,0.6902
116.6,0.47507,0.45748,13.963,0.49414,0.58008,0.66078
116.61,0.47507,0.44477,13.963,0.53516,0.58984,0.6451
116.62,0.47605,0.435,13.963,0.55078,0.60547,0.64118
116.62,0.47605,0.42522,13.885,0.57422,0.60547,0.62941
116.63,0.47605,0.41642,13.807,0.58008,0.61523,0.62941
116.64,0.47605,0.40665,13.807,0.5957,0.61914,0.62549
116.65,0.47605,0.39883,13.885,0.58984,0.61914,0.61569
116.66,0.47605,0.39198,13.885,0.59961,0.62891,0.62549
116.66,0.47507,0.38514,13.885,0.59961,0.625,0.62549
116.67,0.4741,0.3783,13.807,0.58398,0.625,0.62941
116.68,0.47312,0.37243,13.807,0.58008,0.625,0.63529
116.69,0.47116,0.36559,13.807,0.58984,0.62891,0.62941
116.7,0.47019,0.35973,13.885,0.58398,0.62891,0.63529
116.7,0.46823,0.35484,13.885,0.57422,0.62891,0.62941
116.71,0.46628,0.35093,13.885,0.58398,0.62891,0.62941
116.72,0.46432,0.348,13.963,0.58398,0.62891,0.63529
116.73,0.46334,0.34506,14.003,0.57031,0.62891,0.64118
116.74,0.46139,0.34115,14.081,0.57422,0.62891,0.6451
116.74,0.46041,0.33822,14.12,0.56055,0.62891,0.65098
116.75,0.45846,0.33431,14.198,0.57031,0.63477,0.6451
116.76,0.4565,0.3304,14.276,0.56055,0.62891,0.64118
116.77,0.45552,0.32747,14.394,0.55469,0.63477,0.6549
116.78,0.45357,0.32356,14.511,0.56055,0.63477,0.6549
116.78,0.45161,0.32063,14.628,0.55078,0.63477,0.6549
116.79,0.44966,0.31769,14.902,0.56055,0.62891,0.65098
116.8,0.44868,0.31476,15.137,0.53906,0.63477,0.66078
116.81,0.44673,0.31085,15.332,0.55469,0.62891,0.65098
116.82,0.44575,0.3089,15.45,0.53906,0.62891,0.6549
116.82,0.44477,0.30694,15.645,0.53516,0.63477,0.66078
116.83,0.44379,0.30596,15.841,0.53516,0.62891,0.66471
116.84,0.44282,0.30499,15.997,0.54492,0.62891,0.6549
116.85,0.44184,0.30499,16.271,0.55469,0.63477,0.65098
116.86,0.44086,0.30792,16.467,0.56445,0.6543,0.64118
116.86,0.43988,0.31476,16.506,0.56055,0.67578,0.65098
116.87,0.43891,0.32356,16.506,0.56055,0.66406,0.6451
116.88,0.43891,0.33627,16.467,0.55078,0.62891,0.65098
116.89,0.43793,0.35093,16.389,0.55469,0.61523,0.6451
116.9,0.43695,0.36852,16.193,0.55078,0.625,0.65098
116.9,0.43695,0.3871,15.997,0.53516,0.60547,0.65098
116.91,0.43597,0.40371,15.763,0.52539,0.60938,0.6549
116.92,0.43597,0.41935,15.528,0.52539,0.60547,0.6549
116.93,0.435,0.43695,15.254,0.51953,0.60547,0.6549
116.94,0.435,0.45357,14.941,0.5293,0.61523,0.6549
116.94,0.43402,0.46921,14.589,0.53516,0.61523,0.6549
116.95,0.43402,0.48289,14.276,0.53516,0.60938,0.66078
116.96,0.43304,0.49365,14.003,0.51562,0.61523,0.66471
116.97,0.43304,0.50147,13.768,0.51562,0.62891,0.67647
116.98,0.43304,0.50538,13.494,0.51953,0.625,0.67059
116.98,0.43304,0.50635,13.259,0.49414,0.62891,0.68627
116.99,0.43304,0.50342,13.142,0.50977,0.62891,0.68039
117,0.43304,0.49853,13.025,0.51562,0.63477,0.67647
117.01,0.43402,0.49071,13.025,0.50586,0.6543,0.68039
117.02,0.435,0.48289,12.947,0.53906,0.64453,0.66471
117.02,0.43597,0.4741,12.947,0.65039,0.58008,0.5902
117.03,0.43695,0.46334,12.907,0.85938,0.47461,0.44902
117.04,0.43793,0.45259,12.907,0.99414,0.35547,0.34902
117.05,0.43988,0.45259,12.947,0.79492,0.33594,0.4549
117.06,0.44086,0.45943,12.947,0.55078,0.41602,0.6098
117.06,0.44282,0.45552,13.025,0.41992,0.5,0.69608
117.07,0.44379,0.4477,13.064,0.41016,0.54492,0.7
117.08,0.44575,0.43695,13.181,0.45508,0.58984,0.68627
117.09,0.4477,0.42522,13.338,0.4707,0.62891,0.68627
117.1,0.44868,0.41349,13.455,0.48047,0.65039,0.6902
117.1,0.45064,0.40371,13.572,0.48047,0.6543,0.69608
117.11,0.45259,0.39589,13.69,0.4707,0.6543,0.7
117.12,0.45455,0.38905,13.885,0.47461,0.6543,0.7
117.13,0.45552,0.38123,14.003,0.48047,0.66016,0.7
117.14,0.45748,0.37439,14.081,0.46484,0.6543,0.70588
117.14,0.45846,0.36657,14.12,0.4707,0.66016,0.70588
117.15,0.46041,0.35973,14.12,0.49023,0.6543,0.68627
117.16,0.46139,0.35191,14.12,0.48438,0.6543,0.69608
117.17,0.46237,0.34506,14.12,0.49023,0.6543,0.7
117.18,0.46237,0.34018,14.081,0.49023,0.6543,0.69608
117.18,0.46334,0.33529,14.003,0.49023,0.6543,0.6902
117.19,0.46334,0.33138,13.963,0.49023,0.6543,0.68627
117.2,0.46334,0.32845,13.807,0.49414,0.65039,0.68039
117.21,0.46432,0.32747,13.807,0.5,0.6543,0.68039
117.22,0.46432,0.32747,13.768,0.51562,0.65039,0.67647
117.22,0.46432,0.32747,13.69,0.5293,0.65039,0.66471
117.23,0.46432,0.32649,13.651,0.53516,0.65039,0.66471
117.24,0.46432,0.32551,13.651,0.53906,0.64062,0.6549
117.25,0.4653,0.32258,13.69,0.55078,0.63477,0.6549
117.26,0.46628,0.31965,13.885,0.56055,0.64453,0.6451
117.26,0.46628,0.31769,14.003,0.58008,0.64062,0.63529
117.27,0.46725,0.31476,14.081,0.60547,0.62891,0.62549
117.28,0.46725,0.31183,14.081,0.61523,0.62891,0.61569
117.29,0.46823,0.3089,14.003,0.62891,0.625,0.6
117.3,0.46823,0.30596,13.885,0.65039,0.61523,0.59608
117.3,0.46823,0.30303,13.807,0.66016,0.61523,0.58431
117.31,0.46823,0.30108,13.69,0.6543,0.60547,0.58431
117.32,0.46823,0.3001,13.651,0.6543,0.59961,0.58431
117.33,0.46823,0.29717,13.572,0.66016,0.58984,0.58431
117.34,0.46823,0.29521,13.494,0.65039,0.58984,0.5902
117.34,0.46823,0.29228,13.494,0.61914,0.58398,0.60588
117.35,0.46823,0.28935,13.494,0.58984,0.5957,0.62549
117.36,0.46725,0.28641,13.494,0.56445,0.59961,0.64118
117.37,0.46725,0.28446,13.455,0.53516,0.60547,0.6549
117.38,0.46725,0.2825,13.455,0.51562,0.60938,0.67059
117.38,0.46725,0.28055,13.494,0.49414,0.61523,0.68039
117.39,0.46628,0.27859,13.572,0.48438,0.61523,0.68627
117.4,0.46628,0.27664,13.572,0.49023,0.60938,0.68039
117.41,0.46628,0.27468,13.651,0.48438,0.61914,0.68039
117.42,0.4653,0.2737,13.651,0.49023,0.61914,0.68039
117.42,0.4653,0.2737,13.69,0.48438,0.625,0.68627
117.43,0.46432,0.27273,13.69,0.4707,0.61914,0.7
117.44,0.46432,0.27175,13.69,0.47461,0.61914,0.7
117.45,0.46432,0.27077,13.69,0.48438,0.61914,0.68627
117.46,0.46334,0.26979,13.768,0.49023,0.625,0.68039
117.46,0.46237,0.26882,13.807,0.49023,0.625,0.6902
117.47,0.46139,0.26784,13.807,0.49023,0.61914,0.69608
117.48,0.46041,0.26588,13.885,0.49023,0.625,0.6902
117.49,0.45846,0.26491,14.003,0.49023,0.625,0.68627
117.5,0.45748,0.26393,14.081,0.48438,0.62891,0.6902
117.5,0.4565,0.26197,14.12,0.49023,0.625,0.68627
117.51,0.45552,0.26197,14.198,0.5,0.63477,0.67647
117.52,0.45455,0.26197,14.276,0.49023,0.6543,0.68627
117.53,0.45357,0.26197,14.315,0.50586,0.66406,0.68627
117.54,0.45259,0.261,14.394,0.50977,0.66992,0.67647
117.54,0.45161,0.261,14.511,0.51562,0.62891,0.67059
117.55,0.45161,0.26197,14.628,0.5,0.625,0.68039
117.56,0.45064,0.26295,14.746,0.48047,0.61914,0.67647
117.57,0.44966,0.26784,14.824,0.4707,0.60938,0.6902
117.58,0.44868,0.27468,14.824,0.45508,0.60547,0.69608
117.58,0.44868,0.28641,14.824,0.44531,0.60547,0.70588
117.59,0.4477,0.30303,14.824,0.46094,0.60547,0.69608
117.6,0.44673,0.32356,14.902,0.47461,0.61523,0.68627
117.61,0.44575,0.35093,14.824,0.48047,0.60938,0.68627
117.62,0.44575,0.37732,14.824,0.4707,0.60938,0.6902
117.62,0.44477,0.40469,14.746,0.46094,0.61914,0.7
117.63,0.44379,0.43793,14.707,0.44531,0.62891,0.71569
117.64,0.44282,0.47312,14.628,0.45508,0.62891,0.70588
117.65,0.44282,0.50831,14.589,0.44531,0.625,0.7098
117.66,0.44184,0.5435,14.511,0.43945,0.62891,0.7098
117.66,0.44086,0.57674,14.394,0.43945,0.63477,0.71569
117.67,0.43988,0.60899,14.315,0.42578,0.66406,0.72549
117.68,0.43988,0.63832,14.276,0.45508,0.67578,0.73137
117.69,0.43891,0.66471,14.198,0.58008,0.58984,0.63529
117.7,0.43793,0.68915,14.12,0.79492,0.4707,0.4902
117.7,0.43695,0.71163,14.003,0.92969,0.35547,0.38431
117.71,0.43695,0.72727,13.963,0.70898,0.3457,0.50588
117.72,0.43597,0.739,13.885,0.47461,0.42578,0.6549
117.73,0.435,0.75073,13.807,0.36523,0.5,0.73137
117.74,0.43402,0.76051,13.69,0.35547,0.55078,0.7451
117.74,0.43402,0.76931,13.572,0.40039,0.59961,0.73137
117.75,0.43402,0.77419,13.455,0.41602,0.64062,0.73137
117.76,0.43402,0.77713,13.338,0.41602,0.66016,0.73529
117.77,0.43402,0.77713,13.142,0.41602,0.66406,0.73529
117.78,0.43402,0.77419,12.947,0.41016,0.66992,0.74118
117.78,0.43402,0.76931,12.751,0.41992,0.67578,0.73137
117.79,0.43402,0.76246,12.595,0.41992,0.67578,0.73529
117.8,0.43402,0.75269,12.321,0.41602,0.67578,0.73529
117.81,0.43402,0.74096,12.086,0.41992,0.67578,0.74118
117.82,0.43402,0.72825,11.812,0.41602,0.67578,0.73529
117.82,0.43402,0.71554,11.578,0.41992,0.67969,0.73137
117.83,0.435,0.70088,11.343,0.41992,0.67969,0.73137
117.84,0.435,0.68524,11.03,0.41992,0.67969,0.74118
117.85,0.435,0.66862,10.717,0.41992,0.67969,0.73137
117.86,0.435,0.652,10.404,0.43555,0.67578,0.72549
117.86,0.43402,0.63636,10.13,0.43945,0.67969,0.72157
117.87,0.43304,0.61975,9.8957,0.43555,0.67969,0.72549
117.88,0.43109,0.60508,9.7001,0.43555,0.67969,0.72549
117.89,0.43011,0.58944,9.5828,0.44531,0.67969,0.7098
117.9,0.42815,0.57576,9.3872,0.45508,0.67578,0.70588
117.9,0.4262,0.56305,9.1525,0.46484,0.67969,0.70588
117.91,0.42326,0.5523,8.8396,0.48047,0.67578,0.69608
117.92,0.42033,0.54252,8.5658,0.49023,0.67578,0.68039
117.93,0.4174,0.53275,8.3703,0.50977,0.67578,0.67647
117.94,0.41349,0.52297,8.2138,0.53516,0.66992,0.66078
117.94,0.40958,0.5132,8.0182,0.54492,0.67578,0.6549
117.95,0.40469,0.50538,7.8227,0.55469,0.66992,0.65098
117.96,0.3998,0.49756,7.588,0.56055,0.66406,0.65098
117.97,0.39394,0.49071,7.3142,0.57031,0.66992,0.6451
117.98,0.3871,0.48289,7.0795,0.57031,0.66016,0.6451
117.98,0.38025,0.47703,6.8057,0.56445,0.6543,0.6451
117.99,0.37146,0.47116,6.6493,0.55469,0.64453,0.6451
118,0.36364,0.46432,6.4537,0.53516,0.64062,0.6549
118.01,0.35582,0.45846,6.3364,0.51562,0.64453,0.66471
118.02,0.34702,0.45357,6.1799,0.48047,0.64453,0.68627
118.02,0.3392,0.44966,6.0626,0.46094,0.65039,0.70588
118.03,0.33138,0.44477,5.9452,0.44531,0.6543,0.71569
118.04,0.3216,0.44086,5.8279,0.43555,0.6543,0.72157
118.05,0.31281,0.43597,5.6323,0.41992,0.6543,0.73137
118.06,0.30303,0.43206,5.4368,0.42578,0.66016,0.73137
118.06,0.29423,0.42717,5.2412,0.41992,0.66016,0.73529
118.07,0.28446,0.42326,5.0847,0.41992,0.6543,0.73137
118.08,0.27566,0.41838,4.8892,0.41992,0.6543,0.73529
118.09,0.26686,0.41349,4.6936,0.41992,0.6543,0.73137
