Time [s], II, PLETH, RESP, V, AVR
89.488,0.19531,0.65005,0.48954,0.87647,0.7207
89.496,0.31445,0.65298,0.49815,0.92157,0.6543
89.504,0.42969,0.65396,0.508,0.87059,0.53516
89.512,0.54492,0.65298,0.51784,0.7902,0.39062
89.52,0.45508,0.65005,0.52768,0.60588,0.30469
89.528,0.11133,0.64712,0.53629,0.50588,0.52539
89.536,0.080078,0.64223,0.54613,0.81569,0.77539
89.544,0.17969,0.63636,0.55474,0.89608,0.7793
89.552,0.16992,0.62952,0.56458,0.88627,0.74023
89.56,0.17969,0.62072,0.57319,0.8902,0.72461
89.568,0.17969,0.61095,0.58303,0.88627,0.73047
89.576,0.17969,0.59922,0.59287,0.88627,0.72461
89.584,0.17578,0.58651,0.60271,0.88627,0.72461
89.592,0.18555,0.57283,0.61378,0.8902,0.7207
89.6,0.18945,0.55816,0.62485,0.8902,0.7207
89.608,0.20508,0.54545,0.63592,0.8902,0.71484
89.616,0.20117,0.53275,0.64699,0.8902,0.70898
89.624,0.21094,0.52004,0.65683,0.8902,0.69922
89.632,0.20508,0.50733,0.6679,0.8902,0.70508
89.64,0.2207,0.49462,0.67651,0.8902,0.69922
89.648,0.22461,0.48387,0.68635,0.8902,0.69922
89.656,0.23438,0.4741,0.69742,0.89608,0.68555
89.664,0.23438,0.46628,0.70849,0.89608,0.67969
89.672,0.24609,0.46139,0.72079,0.89608,0.67578
89.68,0.25586,0.45943,0.73186,0.89608,0.67578
89.688,0.25586,0.46041,0.74293,0.89608,0.67578
89.696,0.25977,0.46432,0.754,0.90196,0.66992
89.704,0.26953,0.47116,0.76384,0.90588,0.66016
89.712,0.27539,0.47703,0.77368,0.90196,0.66016
89.72,0.26953,0.48387,0.78352,0.91569,0.66406
89.728,0.25977,0.49169,0.79459,0.91569,0.67578
89.736,0.25586,0.49853,0.80566,0.92157,0.67969
89.744,0.23438,0.5044,0.81673,0.93137,0.69531
89.752,0.21094,0.50831,0.82903,0.92549,0.71484
89.76,0.18945,0.51026,0.84133,0.93137,0.73047
89.768,0.16602,0.51124,0.8524,0.92157,0.75
89.776,0.15625,0.51026,0.8647,0.91569,0.75
89.784,0.14062,0.50929,0.87577,0.90196,0.75391
89.792,0.14453,0.50831,0.88561,0.8902,0.74414
89.8,0.16016,0.50538,0.89545,0.87647,0.73438
89.808,0.17578,0.50147,0.90529,0.86667,0.7207
89.816,0.19531,0.49756,0.91513,0.86078,0.70508
89.824,0.21484,0.49267,0.92497,0.85098,0.69922
89.832,0.22461,0.48778,0.93481,0.85098,0.68945
89.84,0.23047,0.48387,0.94465,0.85098,0.68555
89.848,0.23047,0.47898,0.95326,0.85686,0.68945
89.856,0.23047,0.47507,0.96187,0.8451,0.68555
89.864,0.23047,0.47214,0.96925,0.85098,0.68945
89.872,0.23047,0.46921,0.97663,0.85686,0.68555
89.88,0.23047,0.46725,0.98155,0.8451,0.67969
89.888,0.23047,0.46628,0.9877,0.8451,0.68555
89.896,0.23047,0.46432,0.99262,0.85098,0.68555
89.904,0.23438,0.46334,0.99754,0.85686,0.67969
89.912,0.23047,0.46139,1,0.86078,0.68555
89.92,0.23047,0.45943,1.0037,0.86078,0.68945
89.928,0.23047,0.45748,1.0049,0.85686,0.67969
89.936,0.23047,0.45455,1.0074,0.86078,0.68945
89.944,0.23438,0.45161,1.0086,0.86078,0.67969
89.952,0.24609,0.4477,1.0098,0.86667,0.67578
89.96,0.27539,0.44282,1.0098,0.88627,0.6543
89.968,0.30078,0.43695,1.0111,0.90196,0.64062
89.976,0.30078,0.43109,1.0111,0.90196,0.63477
89.984,0.32031,0.42522,1.0123,0.91176,0.625
89.992,0.35938,0.42033,1.0123,0.93725,0.60547
90,0.375,0.4174,1.0135,0.94118,0.5957
90.008,0.35547,0.41544,1.0135,0.91176,0.60547
90.016,0.33008,0.4174,1.0148,0.8902,0.61523
90.024,0.29492,0.42229,1.0148,0.85686,0.63477
90.032,0.2793,0.43304,1.016,0.8451,0.64062
90.04,0.30469,0.44673,1.0172,0.86078,0.61914
90.048,0.26562,0.46334,1.0197,0.85686,0.64453
90.056,0.22461,0.48192,1.0221,0.8451,0.67578
90.064,0.19531,0.50147,1.0246,0.83137,0.69922
90.072,0.18945,0.52004,1.0283,0.83529,0.69922
90.08,0.19531,0.53666,1.032,0.83529,0.70898
90.088,0.18555,0.55034,1.0357,0.83137,0.71484
90.096,0.17578,0.56109,1.0394,0.83529,0.7207
90.104,0.17578,0.56794,1.0431,0.83529,0.7207
90.112,0.17969,0.57087,1.0467,0.83529,0.7207
90.12,0.17969,0.57283,1.0504,0.84118,0.71484
90.128,0.17969,0.5738,1.0554,0.8451,0.70898
90.136,0.18945,0.57185,1.059,0.8451,0.70508
90.144,0.19531,0.56891,1.064,0.84118,0.70508
90.152,0.23438,0.565,1.0689,0.87647,0.69531
90.16,0.35547,0.56012,1.075,0.91176,0.61914
90.168,0.48438,0.55425,1.0787,0.85686,0.49023
90.176,0.61914,0.54741,1.0836,0.78627,0.33984
90.184,0.47461,0.53959,1.0873,0.58039,0.29102
90.192,0.14453,0.52981,1.091,0.49412,0.53906
90.2,0.13086,0.52004,1.0959,0.84118,0.75
90.208,0.22461,0.51026,1.0996,0.8902,0.72461
90.216,0.20117,0.49951,1.1058,0.88039,0.71484
90.224,0.20508,0.48778,1.1107,0.87647,0.70898
90.232,0.20117,0.4741,1.1156,0.88039,0.71484
90.24,0.20117,0.46041,1.1218,0.88627,0.71484
90.248,0.20117,0.44477,1.1255,0.88627,0.71484
90.256,0.20508,0.42913,1.1292,0.88627,0.70508
90.264,0.20508,0.41251,1.1292,0.88627,0.69922
90.272,0.21484,0.39687,1.1292,0.88627,0.69531
90.28,0.21484,0.38123,1.1292,0.88627,0.69922
90.288,0.21484,0.36657,1.1292,0.88627,0.69922
90.296,0.2207,0.35288,1.1292,0.88627,0.69922
90.304,0.22461,0.34311,1.1292,0.89608,0.68945
90.312,0.23047,0.33431,1.1292,0.89608,0.67969
90.32,0.23438,0.32649,1.1292,0.8902,0.67578
90.328,0.24609,0.31867,1.1292,0.89608,0.66992
90.336,0.25586,0.31085,1.1292,0.89608,0.66016
90.344,0.25977,0.30499,1.1292,0.89608,0.66016
90.352,0.25977,0.29912,1.1292,0.89608,0.66016
90.36,0.26953,0.29521,1.1292,0.89608,0.6543
90.368,0.26953,0.2913,1.1292,0.90196,0.6543
90.376,0.27539,0.28739,1.1292,0.90196,0.66406
90.384,0.26562,0.28446,1.1292,0.90588,0.67578
90.392,0.25977,0.28055,1.1292,0.90588,0.67578
90.4,0.24609,0.27761,1.1292,0.91176,0.68555
90.408,0.23047,0.27468,1.1292,0.91569,0.69922
90.416,0.20508,0.27273,1.1292,0.91569,0.71484
90.424,0.17969,0.27077,1.1292,0.91569,0.73047
90.432,0.15625,0.26882,1.1292,0.91569,0.75
90.44,0.14453,0.26588,1.1292,0.90588,0.75977
90.448,0.13477,0.26393,1.1292,0.89608,0.76562
90.456,0.14062,0.261,1.1292,0.88627,0.75391
90.464,0.15625,0.25904,1.1292,0.87059,0.74023
90.472,0.17969,0.25611,1.1292,0.86667,0.7207
90.48,0.19531,0.25415,1.1292,0.85686,0.71484
90.488,0.20508,0.2522,1.1292,0.85098,0.70508
90.496,0.21484,0.25024,1.1292,0.8451,0.69922
90.504,0.22461,0.24927,1.1292,0.8451,0.69531
90.512,0.23047,0.24927,1.1292,0.8451,0.68945
90.52,0.23047,0.24731,1.1292,0.8451,0.68555
90.528,0.23047,0.24536,1.1292,0.8451,0.68555
90.536,0.23047,0.24438,1.1292,0.8451,0.67969
90.544,0.23047,0.2434,1.1292,0.8451,0.67969
90.552,0.23438,0.24242,1.1292,0.8451,0.68555
90.56,0.24023,0.24242,1.1292,0.8451,0.67969
90.568,0.24609,0.24145,1.1292,0.8451,0.67969
90.576,0.25,0.24047,1.1292,0.8451,0.67578
90.584,0.25,0.23949,1.1292,0.8451,0.67578
90.592,0.25586,0.23851,1.1292,0.8451,0.67578
90.6,0.25586,0.23656,1.1292,0.85098,0.67578
90.608,0.25586,0.23558,1.1292,0.85686,0.67578
90.616,0.25586,0.2346,1.1292,0.85686,0.66992
90.624,0.28516,0.23363,1.1292,0.87059,0.64453
90.632,0.31055,0.23167,1.1292,0.89608,0.62891
90.64,0.32031,0.23069,1.1292,0.89608,0.625
90.648,0.33008,0.22972,1.1181,0.90196,0.61914
90.656,0.37109,0.23167,1.107,0.92157,0.5957
90.664,0.38477,0.23754,1.0935,0.92549,0.58398
90.672,0.375,0.24731,1.08,0.90196,0.58984
90.68,0.3457,0.26295,1.0652,0.87647,0.60547
90.688,0.31055,0.28348,1.0504,0.85098,0.61914
90.696,0.29492,0.3089,1.0344,0.8451,0.63477
90.704,0.31445,0.33431,1.0185,0.85098,0.61914
90.712,0.28516,0.3607,1.0025,0.85098,0.64453
90.72,0.24609,0.39003,0.98647,0.84118,0.67578
90.728,0.21094,0.42131,0.97048,0.83529,0.69922
90.736,0.20117,0.45161,0.95449,0.83529,0.70898
90.744,0.18945,0.47996,0.93973,0.83529,0.71484
90.752,0.18555,0.50635,0.9262,0.83529,0.7207
90.76,0.18945,0.53079,0.91267,0.84118,0.7207
90.768,0.17969,0.5523,0.90037,0.84118,0.7207
90.776,0.18555,0.57283,0.88684,0.84118,0.71484
90.784,0.18945,0.59238,0.87331,0.8451,0.7207
90.792,0.19531,0.61095,0.85978,0.8451,0.7207
90.8,0.18555,0.62952,0.84748,0.8451,0.7207
90.808,0.19531,0.64321,0.83518,0.8451,0.71484
90.816,0.2207,0.65494,0.82288,0.87059,0.70508
90.824,0.33984,0.66764,0.81181,0.92157,0.64453
90.832,0.46094,0.68035,0.79951,0.88039,0.51953
90.84,0.55078,0.6911,0.78844,0.78627,0.39453
90.848,0.45508,0.70088,0.77614,0.58039,0.31055
90.856,0.11523,0.70968,0.76384,0.46078,0.49023
90.864,0.060547,0.71554,0.75277,0.76667,0.76953
90.872,0.16016,0.72043,0.74047,0.87059,0.78516
90.88,0.17969,0.72239,0.72817,0.87647,0.74023
90.888,0.20508,0.72336,0.7171,0.8902,0.7207
90.896,0.20508,0.72141,0.7048,0.89608,0.7207
90.904,0.20508,0.71652,0.69496,0.89608,0.7207
90.912,0.20508,0.70968,0.68389,0.90196,0.7207
90.92,0.21484,0.69892,0.67528,0.90196,0.71484
90.928,0.2207,0.68524,0.66544,0.90196,0.70898
90.936,0.23047,0.66862,0.6556,0.90196,0.70508
90.944,0.23047,0.65005,0.64699,0.90588,0.69922
90.952,0.23047,0.6305,0.63715,0.91176,0.70508
90.96,0.23438,0.60899,0.62731,0.91569,0.69922
90.968,0.24609,0.58847,0.6187,0.91569,0.69531
90.976,0.25,0.56696,0.60886,0.91569,0.68945
90.984,0.25,0.54741,0.60148,0.91176,0.68555
90.992,0.25586,0.52884,0.59287,0.91569,0.67578
91,0.26562,0.51124,0.58426,0.91569,0.67578
91.008,0.27539,0.49756,0.57565,0.92157,0.66406
91.016,0.27539,0.48583,0.56581,0.92549,0.66406
91.024,0.2793,0.47507,0.5572,0.92157,0.66406
91.032,0.27539,0.4653,0.54736,0.93137,0.66406
91.04,0.2793,0.4565,0.53752,0.93725,0.66406
91.048,0.2793,0.44966,0.52768,0.93725,0.66406
91.056,0.2793,0.44184,0.51784,0.94118,0.66992
91.064,0.26953,0.435,0.50923,0.94118,0.67578
91.072,0.25977,0.42913,0.50062,0.95098,0.67969
91.08,0.24609,0.42229,0.492,0.95098,0.69922
91.088,0.22461,0.41447,0.48462,0.95098,0.71484
91.096,0.20508,0.40665,0.47478,0.94118,0.73047
91.104,0.17969,0.40078,0.46617,0.93137,0.74414
91.112,0.16992,0.39394,0.4551,0.91569,0.74414
91.12,0.16602,0.3871,0.44526,0.90196,0.74023
91.128,0.17969,0.37928,0.43542,0.89608,0.72461
91.136,0.19531,0.37146,0.42681,0.88039,0.71484
91.144,0.20508,0.36364,0.41697,0.87059,0.69922
91.152,0.21484,0.36168,0.40713,0.87059,0.69922
91.16,0.22461,0.3607,0.39729,0.86667,0.68945
91.168,0.23047,0.35679,0.38745,0.86078,0.68555
91.176,0.23047,0.34995,0.37638,0.86078,0.68555
91.184,0.23438,0.34311,0.36531,0.86078,0.67969
91.192,0.24023,0.33627,0.35301,0.86078,0.67969
91.2,0.23047,0.32845,0.34071,0.86667,0.67969
91.208,0.23438,0.32258,0.32718,0.86078,0.67969
91.216,0.24023,0.31672,0.31365,0.86078,0.67969
91.224,0.24609,0.30987,0.30012,0.86667,0.67578
91.232,0.24609,0.30303,0.28782,0.86667,0.67578
91.24,0.25586,0.29521,0.27552,0.86667,0.66992
91.248,0.25586,0.28837,0.26322,0.86667,0.67578
91.256,0.25586,0.2825,0.24846,0.87059,0.66992
91.264,0.24609,0.27566,0.23493,0.87059,0.67578
91.272,0.25,0.26979,0.22017,0.87059,0.67578
91.28,0.25586,0.26393,0.20541,0.87647,0.66992
91.288,0.26953,0.25709,0.19188,0.8902,0.6543
91.296,0.31445,0.2522,0.17835,0.91569,0.625
91.304,0.32422,0.24829,0.16605,0.92549,0.61914
91.312,0.33008,0.24536,0.15375,0.92157,0.61914
91.32,0.36523,0.2434,0.14145,0.93725,0.59961
91.328,0.39062,0.24438,0.12915,0.94706,0.58008
91.336,0.39062,0.24927,0.11685,0.93725,0.58008
91.344,0.35547,0.26002,0.10455,0.90588,0.58984
91.352,0.33008,0.27664,0.094711,0.88039,0.60938
91.36,0.29102,0.3001,0.083641,0.86078,0.62891
91.368,0.31445,0.32747,0.075031,0.87059,0.60938
91.376,0.29492,0.35875,0.065191,0.86667,0.625
91.384,0.25586,0.39101,0.059041,0.86078,0.66992
91.392,0.21484,0.42326,0.051661,0.85098,0.69531
91.4,0.18945,0.45455,0.04674,0.8451,0.70508
91.408,0.17969,0.47996,0.04182,0.8451,0.71484
91.416,0.17578,0.50147,0.0369,0.8451,0.7207
91.424,0.17969,0.52199,0.03198,0.85098,0.72461
91.432,0.17578,0.54154,0.02829,0.85098,0.7207
91.44,0.17578,0.55816,0.0246,0.8451,0.7207
91.448,0.16992,0.57283,0.02214,0.8451,0.7207
91.456,0.17578,0.58456,0.01968,0.8451,0.7207
91.464,0.17578,0.59531,0.01722,0.8451,0.7207
91.472,0.17969,0.60313,0.01599,0.85098,0.7207
91.48,0.19531,0.60899,0.01353,0.86667,0.71484
91.488,0.2793,0.61388,0.0123,0.92157,0.67969
91.496,0.42578,0.61681,0.0123,0.94118,0.57031
91.504,0.5,0.61779,0.01107,0.83529,0.45508
91.512,0.53906,0.61779,0.0098401,0.67647,0.33008
91.52,0.22461,0.61584,0.0086101,0.4451,0.31055
91.528,0.044922,0.61388,0.0073801,0.61569,0.67969
91.536,0.14062,0.61095,0.0061501,0.85098,0.77539
91.544,0.16602,0.60606,0.00492,0.87647,0.74414
91.552,0.20117,0.59922,0.00492,0.89608,0.7207
91.56,0.20508,0.5914,0.00369,0.89608,0.70898
91.568,0.21484,0.58162,0.00369,0.89608,0.70898
91.576,0.2207,0.57087,0.00369,0.90196,0.69922
91.584,0.22461,0.55816,0.00369,0.90588,0.69922
91.592,0.23047,0.54545,0.00369,0.90588,0.69922
91.6,0.23047,0.53372,0.00369,0.90588,0.69922
91.608,0.23047,0.52199,0.00369,0.91176,0.68945
91.616,0.23047,0.51124,0.00492,0.90588,0.69531
91.624,0.23438,0.49951,0.0061501,0.91176,0.68945
91.632,0.23047,0.48876,0.0073801,0.90588,0.69531
91.64,0.24023,0.47801,0.0086101,0.90588,0.68555
91.648,0.25,0.46921,0.01107,0.90588,0.67969
91.656,0.25586,0.46041,0.01353,0.91569,0.67578
91.664,0.25586,0.45357,0.01599,0.91569,0.67578
91.672,0.25977,0.4477,0.01845,0.91569,0.66992
91.68,0.25977,0.44184,0.02214,0.91569,0.66992
91.688,0.27539,0.43695,0.0246,0.91569,0.66016
91.696,0.2793,0.43206,0.02706,0.91176,0.6543
91.704,0.28516,0.42913,0.02952,0.91569,0.65039
91.712,0.2793,0.4262,0.03321,0.92157,0.65039
91.72,0.29102,0.42229,0.03567,0.92157,0.6543
91.728,0.2793,0.41935,0.03936,0.93137,0.66406
91.736,0.26953,0.41544,0.04305,0.93725,0.67578
91.744,0.25,0.41153,0.04551,0.93725,0.69531
91.752,0.23047,0.40762,0.04797,0.94118,0.70508
91.76,0.21094,0.40371,0.051661,0.94118,0.7207
91.768,0.18555,0.40078,0.054121,0.93725,0.74023
91.776,0.16602,0.39687,0.056581,0.91569,0.74414
91.784,0.16016,0.39296,0.059041,0.90196,0.74414
91.792,0.16602,0.39003,0.061501,0.8902,0.74023
91.8,0.17578,0.3871,0.062731,0.88039,0.73047
91.808,0.18945,0.38416,0.063961,0.87059,0.71484
91.816,0.19531,0.38123,0.065191,0.86667,0.70508
91.824,0.21094,0.3783,0.066421,0.86078,0.69922
91.832,0.21094,0.37439,0.066421,0.85686,0.69531
91.84,0.2207,0.37048,0.066421,0.86078,0.68555
91.848,0.21484,0.36755,0.066421,0.86078,0.68945
91.856,0.2207,0.36364,0.066421,0.86078,0.68555
91.864,0.2207,0.36168,0.065191,0.86078,0.68945
91.872,0.23047,0.35973,0.065191,0.85686,0.68555
91.88,0.22461,0.35973,0.063961,0.86078,0.68555
91.888,0.23047,0.3607,0.063961,0.85686,0.68555
91.896,0.22461,0.36364,0.061501,0.85686,0.68555
91.904,0.23047,0.36755,0.059041,0.86078,0.68555
91.912,0.23047,0.37243,0.056581,0.86078,0.67969
91.92,0.23047,0.37928,0.052891,0.86667,0.67578
91.928,0.23438,0.38905,0.0492,0.86667,0.67578
91.936,0.23047,0.40176,0.04551,0.86667,0.67969
91.944,0.23047,0.4174,0.04182,0.86667,0.67969
91.952,0.24609,0.435,0.03813,0.87059,0.67578
91.96,0.26562,0.45259,0.03321,0.88627,0.6543
91.968,0.30078,0.46921,0.02952,0.91176,0.63477
91.976,0.30469,0.48289,0.0246,0.91569,0.625
91.984,0.32031,0.49365,0.01968,0.91569,0.62891
91.992,0.35938,0.50147,0.01599,0.94118,0.5957
92,0.38477,0.50538,0.0123,0.94706,0.58008
92.008,0.39062,0.50929,0.0098401,0.93137,0.58008
92.016,0.34961,0.51417,0.0073801,0.90588,0.5957
92.024,0.31445,0.52102,0.00492,0.87059,0.61523
92.032,0.2793,0.53079,0.00369,0.85686,0.62891
92.04,0.29492,0.54252,0.00246,0.87059,0.61914
92.048,0.26953,0.55718,0.00123,0.86667,0.63477
92.056,0.22461,0.57283,0.00123,0.85098,0.67578
92.064,0.18555,0.58847,0.00123,0.8451,0.69922
92.072,0.17969,0.60313,0.00246,0.83529,0.70898
92.08,0.16602,0.61681,0.00492,0.83529,0.7207
92.088,0.16602,0.62854,0.0061501,0.83529,0.7207
92.096,0.16016,0.63832,0.0073801,0.84118,0.73047
92.104,0.16016,0.64516,0.0098401,0.84118,0.72461
92.112,0.15625,0.65103,0.0123,0.84118,0.73047
92.12,0.16016,0.65787,0.01476,0.84118,0.73438
92.128,0.16016,0.66373,0.01722,0.84118,0.73047
92.136,0.16602,0.6696,0.01968,0.84118,0.72461
92.144,0.16992,0.67546,0.02337,0.8451,0.72461
92.152,0.19531,0.68035,0.02583,0.86667,0.71484
92.16,0.30078,0.68426,0.02952,0.92157,0.66992
92.168,0.42969,0.68719,0.03198,0.88627,0.53906
92.176,0.5,0.68817,0.03444,0.8,0.43555
92.184,0.51562,0.68817,0.0369,0.61569,0.31445
92.192,0.12109,0.68622,0.04059,0.42941,0.44531
92.2,0.025391,0.68231,0.04305,0.7,0.75391
92.208,0.14062,0.67644,0.04551,0.86078,0.78906
92.216,0.16602,0.66862,0.04797,0.87059,0.74414
92.224,0.19531,0.65885,0.050431,0.8902,0.71484
92.232,0.20508,0.64712,0.054121,0.8902,0.71484
92.24,0.20508,0.63441,0.057811,0.89608,0.71484
92.248,0.20117,0.61975,0.060271,0.89608,0.71484
92.256,0.20508,0.60411,0.063961,0.89608,0.70508
92.264,0.20508,0.58749,0.067651,0.89608,0.70508
92.272,0.21484,0.56989,0.071341,0.89608,0.69922
92.28,0.21484,0.55327,0.075031,0.89608,0.69922
92.288,0.2207,0.53763,0.078721,0.89608,0.69531
92.296,0.22461,0.52199,0.082411,0.89608,0.69531
92.304,0.23047,0.50831,0.086101,0.90196,0.68555
92.312,0.23438,0.49658,0.089791,0.90196,0.68555
92.32,0.24023,0.48485,0.094711,0.90588,0.67969
92.328,0.24609,0.4741,0.098401,0.90588,0.67969
92.336,0.24609,0.46334,0.10332,0.90588,0.67578
92.344,0.25586,0.45455,0.10701,0.90588,0.66992
92.352,0.25977,0.44575,0.11193,0.91176,0.66992
92.36,0.26562,0.43793,0.11562,0.91569,0.66406
92.368,0.27539,0.43011,0.11931,0.91569,0.66016
92.376,0.2793,0.42229,0.123,0.91569,0.6543
92.384,0.2793,0.41544,0.12669,0.92157,0.66016
92.392,0.29102,0.4086,0.13038,0.92157,0.66016
92.4,0.27539,0.40371,0.13407,0.92549,0.66992
92.408,0.25977,0.39883,0.13653,0.93137,0.67578
92.416,0.24023,0.39296,0.14022,0.93137,0.69531
92.424,0.2207,0.38807,0.14268,0.92549,0.70898
92.432,0.19531,0.38221,0.14514,0.92549,0.72461
92.44,0.17578,0.37634,0.14637,0.91569,0.74414
92.448,0.15625,0.37048,0.14883,0.90196,0.75391
92.456,0.15625,0.36559,0.15129,0.89608,0.74414
92.464,0.16016,0.3607,0.15375,0.88627,0.74023
92.472,0.17969,0.35679,0.15498,0.87059,0.72461
92.48,0.18555,0.35288,0.15621,0.87059,0.71484
92.488,0.20117,0.34897,0.15744,0.86078,0.69922
92.496,0.21094,0.34604,0.15744,0.86078,0.69531
92.504,0.21484,0.34409,0.15744,0.85686,0.68945
92.512,0.2207,0.34311,0.15744,0.85686,0.68945
92.52,0.21484,0.34115,0.15744,0.8451,0.68555
92.528,0.21484,0.33822,0.15744,0.8451,0.68945
92.536,0.21484,0.33627,0.15498,0.8451,0.68945
92.544,0.2207,0.33333,0.15375,0.8451,0.68555
92.552,0.23047,0.33138,0.15252,0.85098,0.68555
92.56,0.23047,0.32845,0.15006,0.85686,0.67969
92.568,0.22461,0.32551,0.14883,0.85686,0.68555
92.576,0.22461,0.32356,0.14637,0.85686,0.68555
92.584,0.2207,0.32063,0.14514,0.86078,0.68945
92.592,0.22461,0.31867,0.14268,0.86078,0.68555
92.6,0.22461,0.31769,0.14022,0.86667,0.68555
92.608,0.23047,0.31769,0.13776,0.86667,0.68555
92.616,0.22461,0.31672,0.13407,0.86667,0.68555
92.624,0.24609,0.31476,0.13038,0.87647,0.66992
92.632,0.29102,0.31281,0.12546,0.90196,0.64453
92.64,0.30078,0.31183,0.12177,0.91569,0.64062
92.648,0.30469,0.31085,0.11808,0.91569,0.62891
92.656,0.34961,0.31183,0.11316,0.93725,0.60547
92.664,0.37109,0.31574,0.10947,0.94118,0.58984
92.672,0.38086,0.32258,0.10578,0.92157,0.58398
92.68,0.3457,0.33529,0.10332,0.90588,0.60547
92.688,0.31055,0.35386,0.10086,0.87059,0.61914
92.696,0.26562,0.3783,0.098401,0.8451,0.64453
92.704,0.29492,0.40274,0.097171,0.86667,0.625
92.712,0.26562,0.42913,0.095941,0.86078,0.64453
92.72,0.22461,0.46041,0.094711,0.8451,0.67969
92.728,0.19531,0.49365,0.093481,0.84118,0.70508
92.736,0.17969,0.52786,0.093481,0.83529,0.7207
92.744,0.16602,0.55914,0.093481,0.83137,0.72461
92.752,0.16016,0.58847,0.093481,0.83529,0.73438
92.76,0.15039,0.61388,0.094711,0.83529,0.73438
92.768,0.15625,0.63636,0.095941,0.83529,0.74023
92.776,0.15039,0.65494,0.097171,0.84118,0.74414
92.784,0.15039,0.67058,0.098401,0.84118,0.74023
92.792,0.15625,0.68231,0.10086,0.8451,0.73438
92.8,0.16016,0.69013,0.10332,0.8451,0.73438
92.808,0.16602,0.69501,0.10701,0.8451,0.73047
92.816,0.17578,0.6999,0.10947,0.86667,0.72461
92.824,0.25977,0.70283,0.11316,0.92157,0.69531
92.832,0.38477,0.70577,0.11562,0.93137,0.58398
92.84,0.48047,0.70577,0.11808,0.82549,0.4707
92.848,0.51562,0.70479,0.12054,0.67059,0.34961
92.856,0.18945,0.70283,0.123,0.46471,0.33594
92.864,0.03125,0.69795,0.12669,0.67647,0.73438
92.872,0.125,0.69306,0.13038,0.87059,0.80469
92.88,0.14453,0.68524,0.13407,0.88039,0.76562
92.888,0.16992,0.67644,0.13653,0.89608,0.73438
92.896,0.17578,0.66569,0.14022,0.89608,0.73047
92.904,0.17969,0.65494,0.14391,0.90196,0.73047
92.912,0.17969,0.64321,0.1476,0.90196,0.72461
92.92,0.18945,0.6305,0.15129,0.91176,0.7207
92.928,0.19531,0.61584,0.15498,0.90588,0.7207
92.936,0.20117,0.60117,0.1599,0.90588,0.71484
92.944,0.20508,0.58553,0.16605,0.90588,0.70898
92.952,0.21094,0.57087,0.1722,0.90588,0.69922
92.96,0.21484,0.55621,0.17835,0.90588,0.69922
92.968,0.2207,0.5435,0.1845,0.90588,0.69922
92.976,0.22461,0.53079,0.19188,0.91176,0.69531
92.984,0.23047,0.52004,0.19926,0.91569,0.68945
92.992,0.23438,0.51026,0.20541,0.91176,0.67969
93,0.23438,0.50244,0.21279,0.91569,0.67969
93.008,0.24023,0.4956,0.22017,0.91569,0.67969
93.016,0.25,0.48876,0.22878,0.91569,0.67578
93.024,0.25586,0.48192,0.23616,0.92157,0.67578
93.032,0.25586,0.47507,0.246,0.91569,0.67578
93.04,0.25977,0.46823,0.25461,0.92157,0.66406
93.048,0.26562,0.46237,0.26322,0.92549,0.66406
93.056,0.26953,0.4565,0.27183,0.93137,0.66406
93.064,0.25586,0.45161,0.28044,0.93725,0.67969
93.072,0.24609,0.44575,0.28905,0.93725,0.68945
93.08,0.23047,0.43988,0.29766,0.94118,0.69922
93.088,0.2207,0.43402,0.30627,0.94706,0.70898
93.096,0.20117,0.42815,0.31488,0.94118,0.72461
93.104,0.16992,0.42424,0.32349,0.93137,0.74414
93.112,0.15039,0.42131,0.33333,0.91569,0.75
93.12,0.15625,0.41642,0.34194,0.91176,0.75391
93.128,0.15625,0.41251,0.35178,0.8902,0.74023
93.136,0.16992,0.40762,0.36285,0.87647,0.72461
93.144,0.17969,0.40274,0.37146,0.87059,0.71484
93.152,0.18945,0.39883,0.38007,0.86667,0.69922
93.16,0.20117,0.39492,0.38745,0.86667,0.69922
93.168,0.20508,0.39101,0.39606,0.86667,0.69922
93.176,0.20508,0.38612,0.40344,0.87059,0.69922
93.184,0.20508,0.38221,0.41082,0.86667,0.69922
93.192,0.21094,0.3783,0.4182,0.86078,0.69531
93.2,0.20508,0.37928,0.42558,0.86078,0.69531
93.208,0.21094,0.38416,0.43173,0.85686,0.68945
93.216,0.21484,0.38416,0.43788,0.85686,0.68555
93.224,0.22461,0.38221,0.44403,0.86078,0.67969
93.232,0.21484,0.38025,0.45018,0.86078,0.68945
93.24,0.2207,0.37634,0.4551,0.86078,0.67969
93.248,0.2207,0.37341,0.46002,0.86078,0.67969
93.256,0.23047,0.3695,0.46371,0.86078,0.67969
93.264,0.23047,0.36657,0.4674,0.87059,0.67578
93.272,0.23047,0.36364,0.46986,0.86667,0.67578
93.28,0.22461,0.35973,0.47232,0.86667,0.67578
93.288,0.23047,0.35679,0.47601,0.87059,0.67578
93.296,0.25977,0.35191,0.47847,0.88627,0.65039
93.304,0.29492,0.34897,0.48093,0.90588,0.62891
93.312,0.30078,0.348,0.48339,0.91176,0.63477
93.32,0.32031,0.34604,0.48585,0.92157,0.61914
93.328,0.34961,0.34702,0.48831,0.94118,0.5957
93.336,0.36523,0.35191,0.492,0.93137,0.58984
93.344,0.3457,0.36168,0.49446,0.91176,0.59961
