Time [s], RESP, PLETH, II, MCL, AVR
107.67,0.30303,0.35679,0.5549,0.7793,0.48438
107.68,0.30303,0.36168,0.59608,0.79883,0.46094
107.69,0.30303,0.36755,0.63529,0.79492,0.42578
107.7,0.30401,0.37243,0.6549,0.80469,0.41016
107.7,0.30401,0.37732,0.66471,0.79492,0.40039
107.71,0.30401,0.38123,0.68627,0.79492,0.39062
107.72,0.30401,0.38416,0.67647,0.77539,0.39062
107.73,0.30401,0.38612,0.66471,0.75977,0.39453
107.74,0.30303,0.3871,0.61961,0.74023,0.42578
107.74,0.30205,0.38905,0.56471,0.73047,0.46484
107.75,0.30108,0.39003,0.5,0.70508,0.50977
107.76,0.3001,0.39101,0.4549,0.68945,0.53516
107.77,0.29912,0.39003,0.41961,0.67969,0.56445
107.78,0.29717,0.38807,0.39412,0.67969,0.58398
107.78,0.29521,0.38612,0.39412,0.66406,0.5957
107.79,0.29423,0.38416,0.38431,0.66406,0.5957
107.8,0.2913,0.38319,0.37059,0.66016,0.60547
107.81,0.28935,0.38319,0.35882,0.6543,0.60547
107.82,0.28543,0.38319,0.35882,0.66016,0.60938
107.82,0.2825,0.38319,0.35882,0.6543,0.61523
107.83,0.27859,0.38221,0.3549,0.66016,0.60938
107.84,0.27468,0.38221,0.37059,0.64453,0.60547
107.85,0.26979,0.38123,0.38039,0.66016,0.60547
107.86,0.26491,0.37928,0.38431,0.64062,0.5957
107.86,0.261,0.37634,0.38431,0.64453,0.5957
107.87,0.25806,0.37341,0.37059,0.64062,0.60547
107.88,0.25513,0.37048,0.37059,0.65039,0.60547
107.89,0.2522,0.36755,0.38039,0.66016,0.59961
107.9,0.24829,0.36461,0.39412,0.66016,0.58984
107.9,0.24536,0.36168,0.37451,0.6543,0.60547
107.91,0.24242,0.35875,0.37059,0.66016,0.59961
107.92,0.23851,0.35679,0.38039,0.66016,0.60547
107.93,0.23558,0.35386,0.38039,0.66016,0.59961
107.94,0.23265,0.34995,0.3902,0.6543,0.58984
107.94,0.22972,0.34506,0.4098,0.67969,0.58398
107.95,0.22776,0.34115,0.4,0.68945,0.58398
107.96,0.22483,0.3392,0.4098,0.7207,0.58008
107.97,0.22287,0.34115,0.43922,0.73047,0.56055
107.98,0.21994,0.34897,0.4451,0.7207,0.55078
107.98,0.21799,0.36266,0.46471,0.71484,0.53516
107.99,0.21505,0.38514,0.46078,0.69531,0.54492
108,0.21212,0.41642,0.4451,0.64062,0.53516
108.01,0.20919,0.45357,0.42549,0.61914,0.55469
108.02,0.20626,0.48974,0.41961,0.60938,0.55469
108.02,0.2043,0.5259,0.41961,0.60938,0.55469
108.03,0.20137,0.56598,0.42549,0.63477,0.56445
108.04,0.19941,0.60802,0.3902,0.64453,0.58398
108.05,0.19648,0.64809,0.38431,0.65039,0.5957
108.06,0.19453,0.68524,0.37451,0.64062,0.60547
108.06,0.19159,0.71848,0.38039,0.66016,0.59961
108.07,0.18866,0.74585,0.37451,0.6543,0.60547
108.08,0.18671,0.76833,0.37059,0.66406,0.60547
108.09,0.18377,0.78495,0.37059,0.66992,0.60547
108.1,0.18182,0.7957,0.3549,0.66406,0.59961
108.1,0.17986,0.80156,0.37059,0.68555,0.60938
108.11,0.17693,0.80352,0.41961,0.71484,0.58984
108.12,0.174,0.80156,0.4902,0.68555,0.53516
108.13,0.17107,0.7957,0.62549,0.6543,0.41016
108.14,0.16813,0.78886,0.72549,0.66406,0.30078
108.14,0.16422,0.78006,0.57059,0.58398,0.29492
108.15,0.16129,0.76931,0.3,0.37109,0.49414
108.16,0.15738,0.7566,0.039216,0.31055,0.7207
108.17,0.15445,0.74389,-0.021569,0.38086,0.83398
108.18,0.15152,0.72923,0.052941,0.40039,0.83984
108.18,0.14858,0.71457,0.19412,0.51562,0.74023
108.19,0.14663,0.69795,0.3098,0.62891,0.6543
108.2,0.1437,0.68035,0.34902,0.67578,0.62891
108.21,0.14174,0.6608,0.37451,0.69922,0.60938
108.22,0.13978,0.64321,0.38431,0.70898,0.60547
108.22,0.13783,0.62463,0.3902,0.72461,0.60938
108.23,0.1349,0.60411,0.36471,0.73047,0.61523
108.24,0.13294,0.58358,0.37451,0.7207,0.60547
108.25,0.13099,0.56403,0.39412,0.73047,0.5957
108.26,0.13001,0.54643,0.40392,0.73438,0.58984
108.26,0.12903,0.52981,0.3902,0.73047,0.5957
108.27,0.12903,0.51515,0.39412,0.73047,0.58984
108.28,0.12805,0.50244,0.4,0.74023,0.58984
108.29,0.12805,0.49169,0.4098,0.75,0.58398
108.3,0.12708,0.48289,0.39412,0.75391,0.58984
108.3,0.12708,0.47605,0.3902,0.75391,0.59961
108.31,0.12708,0.47214,0.4098,0.76562,0.58398
108.32,0.12708,0.46921,0.41961,0.75391,0.58008
108.33,0.12805,0.46823,0.42941,0.77539,0.57031
108.34,0.12805,0.46823,0.42941,0.77539,0.56445
108.34,0.12903,0.46921,0.4451,0.7793,0.56055
108.35,0.13001,0.47116,0.47451,0.79492,0.53516
108.36,0.13099,0.47312,0.51569,0.80469,0.50586
108.37,0.13196,0.4741,0.52941,0.81445,0.49023
108.38,0.13294,0.47605,0.58039,0.83398,0.46484
108.38,0.13392,0.47898,0.61569,0.83008,0.43555
108.39,0.13392,0.48192,0.64118,0.83398,0.41602
108.4,0.1349,0.48485,0.65098,0.83008,0.4043
108.41,0.1349,0.48778,0.67059,0.83984,0.39453
108.42,0.13587,0.48974,0.67647,0.82422,0.39453
108.42,0.13685,0.49071,0.64118,0.80469,0.41016
108.43,0.13783,0.49169,0.5902,0.7793,0.44531
108.44,0.13685,0.49169,0.5451,0.75391,0.47461
108.45,0.13685,0.48974,0.48431,0.74414,0.51562
108.46,0.1349,0.48778,0.43529,0.73047,0.55469
108.46,0.13294,0.48485,0.40392,0.70898,0.57422
108.47,0.13099,0.48192,0.3902,0.68555,0.58398
108.48,0.12805,0.47898,0.36471,0.68945,0.5957
108.49,0.12512,0.47605,0.34902,0.69531,0.60938
108.5,0.12219,0.4741,0.34902,0.68555,0.61523
108.5,0.12023,0.47312,0.3451,0.68945,0.61914
108.51,0.11828,0.47116,0.3451,0.68555,0.61914
108.52,0.11632,0.47019,0.3451,0.68555,0.61914
108.53,0.11437,0.46725,0.34902,0.69531,0.61914
108.54,0.11241,0.46432,0.34902,0.68945,0.61914
108.54,0.11046,0.46237,0.34902,0.69531,0.60938
108.55,0.1085,0.45943,0.36471,0.69531,0.60547
108.56,0.10655,0.4565,0.36471,0.69531,0.60547
108.57,0.10557,0.45357,0.37059,0.69922,0.60547
108.58,0.10459,0.45064,0.37059,0.69531,0.59961
108.58,0.10459,0.44673,0.37059,0.68555,0.60547
108.59,0.10459,0.44379,0.37451,0.69531,0.59961
108.6,0.10459,0.43988,0.37451,0.68945,0.59961
108.61,0.10557,0.43597,0.38039,0.69922,0.5957
108.62,0.10557,0.43304,0.37059,0.68945,0.60547
108.62,0.10655,0.43011,0.37059,0.69531,0.60547
108.63,0.10753,0.42717,0.37059,0.68555,0.60547
108.64,0.10948,0.42424,0.37059,0.70508,0.59961
108.65,0.11046,0.42131,0.37451,0.72461,0.5957
108.66,0.11241,0.42033,0.39412,0.73438,0.58398
108.66,0.11437,0.42229,0.40392,0.75391,0.58398
108.67,0.11632,0.42913,0.41961,0.75977,0.57031
108.68,0.11828,0.44282,0.42941,0.75,0.56055
108.69,0.12121,0.46432,0.42941,0.73438,0.56055
108.7,0.12317,0.49267,0.42549,0.70898,0.56055
108.7,0.12512,0.52884,0.41569,0.66406,0.56055
108.71,0.1261,0.56305,0.4098,0.64453,0.56445
108.72,0.12805,0.59726,0.4,0.62891,0.56445
108.73,0.12903,0.63832,0.39412,0.625,0.57422
108.74,0.13099,0.68035,0.39412,0.66992,0.58398
108.74,0.13196,0.72141,0.37059,0.67969,0.59961
108.75,0.13392,0.75953,0.35882,0.67578,0.60547
108.76,0.1349,0.79277,0.34902,0.67969,0.60938
108.77,0.13587,0.82014,0.33922,0.66992,0.61523
108.78,0.13587,0.84164,0.3451,0.67578,0.61523
108.78,0.13685,0.85728,0.3451,0.66992,0.60938
108.79,0.13685,0.86804,0.34902,0.67969,0.60547
108.8,0.13783,0.8739,0.3451,0.68555,0.61523
108.81,0.13783,0.87586,0.35882,0.7207,0.61914
108.82,0.13783,0.87488,0.38431,0.73047,0.59961
108.82,0.13783,0.86901,0.4451,0.69531,0.54492
108.83,0.13783,0.86119,0.58431,0.625,0.41016
108.84,0.13783,0.85239,0.6451,0.61914,0.32031
108.85,0.13783,0.83969,0.4098,0.53516,0.41016
108.86,0.13685,0.826,0.15882,0.37109,0.57422
108.86,0.13685,0.80938,-0.066667,0.35938,0.81055
108.87,0.13685,0.79179,-0.092157,0.5,0.88477
108.88,0.13685,0.77224,0.029412,0.5,0.85547
108.89,0.13685,0.75171,0.18431,0.58984,0.74023
108.9,0.13685,0.72923,0.2902,0.67969,0.66016
108.9,0.13685,0.70577,0.32353,0.7207,0.62891
108.91,0.13783,0.68426,0.33529,0.74023,0.62891
108.92,0.13783,0.66373,0.34902,0.75,0.61523
108.93,0.13881,0.64223,0.37059,0.75977,0.60547
108.94,0.13881,0.62072,0.35882,0.75977,0.60547
108.94,0.13881,0.59824,0.36471,0.77539,0.60938
108.95,0.13881,0.57771,0.3549,0.78906,0.60938
108.96,0.13881,0.55914,0.35882,0.78906,0.60938
108.97,0.13881,0.54252,0.35882,0.7793,0.60547
108.98,0.13783,0.52884,0.37059,0.78516,0.5957
108.98,0.13783,0.51808,0.37451,0.7793,0.59961
108.99,0.13783,0.50929,0.37059,0.79492,0.5957
109,0.13685,0.50244,0.37451,0.79492,0.5957
109.01,0.13685,0.49853,0.37451,0.80469,0.5957
109.02,0.1349,0.4956,0.37059,0.79883,0.59961
109.02,0.13392,0.49365,0.38039,0.80469,0.58398
109.03,0.13196,0.49267,0.3902,0.79883,0.58008
109.04,0.12903,0.49365,0.41569,0.81055,0.56055
109.05,0.12708,0.47312,0.43529,0.81445,0.54492
109.06,0.1261,0.44184,0.4549,0.81055,0.5293
109.06,0.12414,0.42717,0.48431,0.82422,0.50977
109.07,0.12317,0.42131,0.51961,0.83398,0.48438
109.08,0.12219,0.41838,0.5549,0.84375,0.46094
109.09,0.12121,0.41838,0.58039,0.84375,0.43555
109.1,0.12023,0.41838,0.6098,0.84961,0.41016
109.1,0.11926,0.41935,0.63529,0.83008,0.39062
109.11,0.1173,0.41935,0.65098,0.83398,0.38477
109.12,0.11632,0.42033,0.62941,0.82031,0.39453
109.13,0.11437,0.42033,0.59608,0.81055,0.41602
109.14,0.11339,0.42033,0.56078,0.77539,0.44531
109.14,0.11241,0.42033,0.5098,0.76562,0.48047
109.15,0.11046,0.41935,0.46078,0.74414,0.51953
109.16,0.10948,0.41838,0.41569,0.74414,0.55469
109.17,0.10948,0.41642,0.36471,0.73047,0.58984
109.18,0.1085,0.41349,0.34902,0.72461,0.60547
109.18,0.10753,0.41056,0.33529,0.72461,0.61914
109.19,0.10753,0.40665,0.33529,0.7207,0.625
109.2,0.10655,0.40274,0.32353,0.72461,0.62891
109.21,0.10655,0.39883,0.32353,0.7207,0.62891
109.22,0.10557,0.39492,0.33922,0.72461,0.61914
109.22,0.10557,0.39198,0.34902,0.73438,0.60938
109.23,0.10557,0.38807,0.3549,0.74023,0.60547
109.24,0.10459,0.38319,0.37059,0.73438,0.60547
109.25,0.10459,0.3783,0.36471,0.74023,0.59961
109.26,0.10459,0.37341,0.37059,0.73047,0.5957
109.26,0.10459,0.36657,0.38039,0.74414,0.5957
109.27,0.10459,0.35973,0.38431,0.75391,0.58398
109.28,0.10557,0.35386,0.37451,0.75391,0.5957
109.29,0.10557,0.34702,0.37059,0.75391,0.59961
109.3,0.10655,0.34018,0.38039,0.75,0.58984
109.3,0.10753,0.33431,0.37059,0.74414,0.5957
109.31,0.10948,0.32845,0.37059,0.75391,0.59961
109.32,0.11046,0.32258,0.37059,0.75,0.59961
109.33,0.11241,0.31672,0.37059,0.75391,0.5957
109.34,0.11437,0.30987,0.37059,0.75977,0.58984
109.34,0.1173,0.30303,0.38431,0.76953,0.58398
109.35,0.12121,0.29619,0.38039,0.78516,0.5957
109.36,0.12414,0.2913,0.38431,0.79492,0.58398
109.37,0.12805,0.28739,0.40392,0.82031,0.57422
109.38,0.13196,0.28543,0.40392,0.84375,0.57031
109.38,0.13587,0.28837,0.42941,0.86914,0.56055
109.39,0.13978,0.29814,0.46471,0.86523,0.53516
109.4,0.1437,0.31476,0.46078,0.85938,0.53516
109.41,0.14761,0.33822,0.4549,0.86523,0.53516
109.42,0.15249,0.36168,0.44902,0.82031,0.53516
109.42,0.15738,0.38807,0.42941,0.79883,0.55469
109.43,0.16227,0.41935,0.42941,0.76562,0.55078
109.44,0.16716,0.45455,0.43529,0.77539,0.54492
109.45,0.17204,0.48974,0.41961,0.79883,0.56055
109.46,0.17693,0.52199,0.41569,0.82422,0.57422
109.46,0.18084,0.54936,0.4,0.81055,0.58398
109.47,0.18573,0.57185,0.38431,0.80469,0.5957
109.48,0.18964,0.58847,0.3549,0.82031,0.60547
109.49,0.19453,0.6002,0.37059,0.81445,0.60547
109.5,0.19844,0.60606,0.37059,0.83008,0.60547
109.5,0.20332,0.60704,0.37059,0.82422,0.59961
109.51,0.20723,0.60411,0.37059,0.82422,0.60547
109.52,0.21212,0.59824,0.37451,0.83008,0.59961
109.53,0.21603,0.59042,0.4098,0.85547,0.58008
109.54,0.21994,0.57967,0.4451,0.82422,0.55078
109.54,0.22385,0.56794,0.56078,0.73438,0.44922
109.55,0.22776,0.55523,0.7098,0.6543,0.30078
109.56,0.23265,0.54057,0.62549,0.67969,0.2793
109.57,0.23754,0.52493,0.36471,0.64062,0.44922
109.58,0.24438,0.50733,0.13922,0.63477,0.65039
109.58,0.25024,0.48876,0.013725,0.74414,0.82422
109.59,0.25709,0.46823,0.0078431,0.81445,0.875
109.6,0.26393,0.44575,0.078431,0.73047,0.83984
109.61,0.27175,0.42326,0.24902,0.71484,0.70898
109.62,0.27957,0.40274,0.34902,0.79492,0.63477
109.62,0.28641,0.38319,0.37059,0.83008,0.60938
109.63,0.29326,0.36266,0.37451,0.84375,0.60547
109.64,0.3001,0.34115,0.38039,0.875,0.60547
109.65,0.30694,0.32063,0.37059,0.86914,0.60938
109.66,0.31281,0.30205,0.3902,0.86914,0.5957
109.66,0.31965,0.28446,0.39412,0.86523,0.58398
109.67,0.32649,0.26882,0.39412,0.85938,0.5957
109.68,0.33333,0.25415,0.4,0.84375,0.58398
109.69,0.3392,0.24145,0.40392,0.85547,0.58398
109.7,0.34506,0.23167,0.4098,0.85938,0.58398
109.7,0.35093,0.2219,0.4,0.84375,0.58984
109.71,0.35777,0.21603,0.40392,0.85547,0.58398
109.72,0.36364,0.21114,0.4,0.84375,0.58008
109.73,0.37048,0.20626,0.41569,0.84961,0.57422
109.74,0.3783,0.20137,0.4098,0.84961,0.58008
109.74,0.38514,0.19648,0.43529,0.84375,0.56445
109.75,0.39296,0.19257,0.4451,0.85547,0.56055
109.76,0.3998,0.19062,0.47059,0.84961,0.53516
109.77,0.40762,0.18866,0.47451,0.83398,0.53906
109.78,0.41447,0.18768,0.46471,0.84375,0.54492
109.78,0.42131,0.18768,0.49412,0.83398,0.51562
109.79,0.42815,0.18768,0.53922,0.83984,0.48047
109.8,0.43402,0.18768,0.57451,0.84375,0.45508
109.81,0.44086,0.18768,0.6098,0.84961,0.42578
109.82,0.4477,0.18866,0.63529,0.84375,0.4043
109.82,0.45455,0.18866,0.6549,0.84375,0.39062
109.83,0.46139,0.18768,0.66078,0.84375,0.39062
109.84,0.46921,0.18671,0.64118,0.83984,0.39453
109.85,0.47507,0.18573,0.6098,0.82031,0.41992
109.86,0.48192,0.18475,0.5902,0.81055,0.43945
109.86,0.48876,0.18182,0.53529,0.81445,0.48438
109.87,0.49462,0.17889,0.47451,0.79883,0.5293
109.88,0.50049,0.17595,0.42941,0.78516,0.56055
109.89,0.50635,0.17204,0.41569,0.7793,0.58008
109.9,0.51124,0.16716,0.37451,0.77539,0.59961
109.9,0.51711,0.16227,0.3549,0.76953,0.61523
109.91,0.52199,0.15934,0.35882,0.75977,0.61914
109.92,0.52688,0.15738,0.3451,0.75977,0.625
109.93,0.53177,0.15445,0.33529,0.75391,0.625
109.94,0.53666,0.15249,0.34902,0.74414,0.625
109.94,0.54057,0.15152,0.34902,0.75,0.61914
109.95,0.54545,0.14956,0.3451,0.73438,0.625
109.96,0.54936,0.14858,0.34902,0.74023,0.61914
109.97,0.5523,0.14761,0.3451,0.73047,0.61914
109.98,0.55621,0.14761,0.3451,0.74023,0.625
109.98,0.56012,0.14663,0.37059,0.70508,0.60938
109.99,0.56403,0.14663,0.37451,0.71484,0.60547
110,0.56794,0.14663,0.3549,0.70508,0.60938
110.01,0.57087,0.14663,0.34902,0.70508,0.61523
110.02,0.57478,0.14663,0.36471,0.70508,0.60547
110.02,0.57771,0.14761,0.37059,0.70898,0.60547
110.03,0.58065,0.14761,0.35882,0.71484,0.60547
110.04,0.58358,0.14761,0.36471,0.70508,0.60547
110.05,0.58749,0.14761,0.35882,0.71484,0.61523
110.06,0.59042,0.14761,0.37451,0.70898,0.59961
110.06,0.59433,0.14663,0.38039,0.71484,0.59961
110.07,0.59824,0.14467,0.3902,0.73047,0.5957
110.08,0.60313,0.1437,0.39412,0.74414,0.58984
110.09,0.60802,0.1437,0.4,0.75391,0.58398
110.1,0.61193,0.14761,0.41569,0.75977,0.57422
110.1,0.61681,0.1564,0.44902,0.75391,0.54492
110.11,0.6217,0.16911,0.44902,0.77539,0.55469
110.12,0.62659,0.18573,0.4549,0.75,0.53906
110.13,0.6305,0.21017,0.4451,0.71484,0.55078
110.14,0.63539,0.24145,0.43529,0.69531,0.56055
110.14,0.64125,0.27761,0.42549,0.67969,0.56055
110.15,0.64614,0.31769,0.41961,0.66992,0.56445
110.16,0.65103,0.35973,0.4098,0.69922,0.57422
110.17,0.65591,0.40176,0.4,0.70508,0.58398
110.18,0.65982,0.44184,0.38431,0.69531,0.58984
110.18,0.66373,0.47801,0.37059,0.69531,0.60547
110.19,0.66764,0.51026,0.35882,0.69531,0.61523
110.2,0.67155,0.53568,0.36471,0.69922,0.60938
110.21,0.67546,0.55523,0.35882,0.70508,0.61523
110.22,0.67937,0.56891,0.35882,0.70508,0.61523
110.22,0.68328,0.57576,0.3549,0.71484,0.60547
110.23,0.68719,0.57967,0.3549,0.73047,0.60938
110.24,0.6911,0.58065,0.39412,0.75,0.5957
110.25,0.69501,0.57576,0.4549,0.70508,0.54492
110.26,0.69892,0.56794,0.58039,0.61523,0.43555
110.26,0.70186,0.55621,0.7,0.58008,0.30469
110.27,0.70577,0.54154,0.57059,0.60938,0.30078
110.28,0.7087,0.52493,0.30392,0.55469,0.51953
110.29,0.71163,0.50733,0.062745,0.53906,0.73438
110.3,0.71554,0.48778,-0.011765,0.64453,0.85547
110.3,0.71848,0.46823,0.033333,0.66406,0.86914
110.31,0.72336,0.45064,0.11373,0.58398,0.80469
110.32,0.72727,0.43402,0.2549,0.66406,0.69531
110.33,0.73118,0.41642,0.32941,0.73047,0.63477
110.34,0.73607,0.39883,0.34902,0.75977,0.625
110.34,0.73998,0.38221,0.3549,0.7793,0.61914
110.35,0.74487,0.36657,0.37059,0.78516,0.60547
110.36,0.74878,0.35191,0.38431,0.79492,0.60547
110.37,0.75367,0.33724,0.38039,0.79492,0.60547
110.38,0.75855,0.32356,0.3902,0.80469,0.5957
110.38,0.76442,0.31183,0.4,0.79883,0.58984
110.39,0.76931,0.30108,0.4098,0.82031,0.58984
110.4,0.77419,0.29326,0.40392,0.81445,0.58398
110.41,0.78006,0.28641,0.4098,0.81055,0.58398
110.42,0.78592,0.2825,0.40392,0.82422,0.58398
110.42,0.79081,0.27859,0.4098,0.83008,0.58398
110.43,0.7957,0.27566,0.41961,0.82422,0.57422
110.44,0.80059,0.27468,0.42941,0.83398,0.57031
110.45,0.80547,0.2737,0.43922,0.83398,0.56445
110.46,0.81036,0.27468,0.44902,0.83984,0.55469
110.46,0.81623,0.27664,0.4549,0.84375,0.55078
110.47,0.82111,0.27957,0.48431,0.86523,0.5293
110.48,0.826,0.2825,0.49412,0.875,0.52539
110.49,0.83089,0.28739,0.51569,0.87891,0.50977
110.5,0.8348,0.2913,0.5451,0.88477,0.48438
110.5,0.83871,0.29619,0.57451,0.89453,0.46484
110.51,0.84262,0.29912,0.60588,0.90039,0.43555
110.52,0.84653,0.30303,0.64118,0.91016,0.41016
110.53,0.85044,0.30499,0.66471,0.91406,0.39453
110.54,0.85337,0.30596,0.67647,0.91406,0.38086
110.54,0.85728,0.30596,0.68627,0.91406,0.37109
110.55,0.85924,0.30499,0.66471,0.91016,0.39062
110.56,0.86217,0.30401,0.62941,0.89453,0.41602
110.57,0.86413,0.30108,0.57451,0.875,0.44922
110.58,0.86608,0.29912,0.52941,0.86914,0.49023
110.58,0.86706,0.29619,0.49412,0.84961,0.50977
110.59,0.86804,0.29423,0.46078,0.84375,0.53516
110.6,0.86804,0.29326,0.42941,0.83984,0.56055
110.61,0.86804,0.29228,0.4098,0.83398,0.57422
110.62,0.86608,0.29228,0.39412,0.82422,0.58008
110.62,0.86413,0.2913,0.39412,0.83008,0.58398
110.63,0.86119,0.2913,0.39412,0.82422,0.58398
110.64,0.85826,0.29032,0.4,0.83398,0.58984
110.65,0.85435,0.28837,0.39412,0.82422,0.58398
110.66,0.85044,0.28543,0.4098,0.83008,0.57031
110.66,0.84555,0.28348,0.4,0.82031,0.58008
110.67,0.84066,0.28055,0.4,0.82422,0.58398
110.68,0.83578,0.27566,0.4,0.82031,0.58008
110.69,0.82991,0.27175,0.39412,0.81445,0.58008
110.7,0.82405,0.26686,0.39412,0.82031,0.58008
110.7,0.81818,0.26197,0.39412,0.81055,0.58398
110.71,0.81329,0.25806,0.4,0.82031,0.57422
110.72,0.80743,0.25513,0.3902,0.80469,0.58984
110.73,0.80254,0.25318,0.40392,0.80469,0.57422
110.74,0.79765,0.25024,0.4,0.79883,0.58398
110.74,0.79277,0.24829,0.38431,0.82031,0.58398
110.75,0.78788,0.24536,0.38039,0.81055,0.58984
110.76,0.78397,0.24145,0.4098,0.82031,0.57031
110.77,0.77908,0.23754,0.42549,0.83398,0.56445
110.78,0.77615,0.23363,0.42941,0.85938,0.56055
110.78,0.77224,0.22972,0.43529,0.86914,0.56055
110.79,0.76931,0.22678,0.43922,0.88867,0.55078
110.8,0.76637,0.22678,0.4549,0.87891,0.53516
110.81,0.76344,0.22972,0.46471,0.875,0.53516
110.82,0.76051,0.23558,0.4549,0.84961,0.53516
110.82,0.75855,0.24829,0.44902,0.82031,0.53906
110.83,0.7566,0.26784,0.4549,0.79492,0.53516
110.84,0.75367,0.29521,0.4451,0.78906,0.54492
110.85,0.75171,0.32747,0.4451,0.78516,0.53906
110.86,0.74878,0.36364,0.42941,0.82031,0.55469
110.86,0.74585,0.40274,0.42549,0.83008,0.56055
110.87,0.74291,0.44086,0.41569,0.83398,0.57031
110.88,0.739,0.47801,0.39412,0.84375,0.58398
110.89,0.73509,0.51222,0.40392,0.84961,0.58008
110.9,0.73118,0.54154,0.4098,0.85547,0.57422
110.9,0.72727,0.56598,0.39412,0.85938,0.58398
110.91,0.72336,0.58358,0.3902,0.84961,0.58398
110.92,0.71945,0.59531,0.4,0.85547,0.58398
110.93,0.71554,0.60411,0.41569,0.85938,0.58398
110.94,0.71163,0.60899,0.43922,0.88867,0.56445
110.94,0.70772,0.61095,0.48039,0.89453,0.53906
110.95,0.70283,0.60899,0.6,0.84375,0.44531
110.96,0.69892,0.60411,0.77647,0.86523,0.28516
110.97,0.69501,0.59629,0.78039,0.875,0.25586
110.98,0.6911,0.58651,0.42549,0.66016,0.41992
110.98,0.68817,0.5738,0.13922,0.52539,0.64062
110.99,0.68524,0.56012,0.017647,0.58398,0.79492
111,0.68231,0.5435,0.052941,0.60547,0.82422
111.01,0.68035,0.52786,0.16471,0.66406,0.76562
111.02,0.67742,0.51222,0.32353,0.78516,0.65039
111.02,0.67546,0.49267,0.3902,0.86914,0.60547
111.03,0.67351,0.47116,0.4098,0.89453,0.58984
111.04,0.67253,0.44868,0.41961,0.91406,0.58398
111.05,0.67058,0.42424,0.42941,0.91406,0.57422
111.06,0.66862,0.3998,0.43922,0.92383,0.57031
111.06,0.66764,0.37634,0.43529,0.92969,0.57422
111.07,0.66764,0.35288,0.4451,0.93945,0.57031
111.08,0.66667,0.32063,0.4451,0.92969,0.56445
111.09,0.66667,0.31672,0.44902,0.93555,0.56445
111.1,0.66667,0.33627,0.4451,0.91992,0.56445
111.1,0.66667,0.3607,0.4451,0.91992,0.57031
111.11,0.66764,0.36364,0.44902,0.92969,0.56445
111.12,0.66764,0.36168,0.46078,0.93555,0.56055
111.13,0.66862,0.35875,0.46471,0.92969,0.56055
111.14,0.6696,0.35582,0.47451,0.92383,0.54492
111.14,0.67058,0.35484,0.48039,0.92383,0.53516
111.15,0.67155,0.35582,0.48431,0.92969,0.53906
111.16,0.67253,0.35679,0.48431,0.93555,0.53516
111.17,0.67449,0.35875,0.50588,0.92969,0.51953
111.18,0.67644,0.35973,0.51569,0.93945,0.50977
111.18,0.67937,0.3607,0.5451,0.93945,0.49023
111.19,0.68133,0.36266,0.57451,0.95898,0.4707
111.2,0.68328,0.36461,0.6098,0.95898,0.44531
111.21,0.68524,0.36755,0.65098,0.96484,0.41992
111.22,0.68719,0.37146,0.68039,0.95898,0.39062
111.22,0.68915,0.37537,0.7,0.95508,0.37109
111.23,0.6911,0.3783,0.72157,0.93945,0.35938
111.24,0.69208,0.38221,0.71569,0.93555,0.36523
111.25,0.69404,0.38514,0.72157,0.91406,0.35547
111.26,0.69404,0.3871,0.66471,0.89453,0.40039
111.26,0.69501,0.38807,0.6,0.86523,0.43945
111.27,0.69501,0.38807,0.5549,0.84375,0.4707
111.28,0.69404,0.38612,0.5,0.82031,0.50977
111.29,0.69306,0.38123,0.46078,0.80469,0.53516
111.3,0.69208,0.37732,0.42941,0.78516,0.56055
111.3,0.69013,0.37243,0.3902,0.7793,0.58984
111.31,0.68915,0.36559,0.37059,0.77539,0.59961
111.32,0.68719,0.35679,0.4,0.77539,0.58398
111.33,0.68524,0.348,0.4,0.76562,0.58398
111.34,0.68231,0.34018,0.3902,0.75977,0.5957
111.34,0.68035,0.33138,0.38431,0.75,0.59961
111.35,0.67742,0.32356,0.37451,0.74023,0.60547
111.36,0.67449,0.31476,0.39412,0.75,0.58984
111.37,0.67058,0.30694,0.40392,0.73047,0.58398
111.38,0.66667,0.29912,0.3902,0.73047,0.58984
111.38,0.66373,0.29228,0.38431,0.72461,0.58398
111.39,0.65982,0.28837,0.39412,0.73047,0.58398
111.4,0.65591,0.28543,0.39412,0.73047,0.58398
111.41,0.65298,0.28152,0.4,0.73047,0.58398
111.42,0.65005,0.27761,0.38431,0.71484,0.5957
111.42,0.64712,0.27273,0.38039,0.71484,0.59961
111.43,0.64516,0.26686,0.39412,0.70898,0.58008
111.44,0.64223,0.261,0.40392,0.70508,0.58008
111.45,0.64027,0.25513,0.3902,0.70508,0.58398
111.46,0.63832,0.25024,0.38431,0.70508,0.58984
111.46,0.63636,0.24633,0.40392,0.71484,0.58398
111.47,0.63539,0.24438,0.41961,0.73047,0.56445
111.48,0.63441,0.24829,0.42941,0.74023,0.56445
111.49,0.63343,0.25709,0.4451,0.75391,0.56055
111.5,0.63245,0.27175,0.4549,0.75391,0.54492
111.5,0.63245,0.2913,0.46471,0.74414,0.53516
111.51,0.63148,0.31965,0.46471,0.7207,0.53516
111.52,0.63148,0.35582,0.4549,0.67969,0.53516
111.53,0.6305,0.39687,0.43922,0.64453,0.54492
111.54,0.6305,0.44184,0.42941,0.63477,0.56055
