Time [s], RESP, PLETH, II, V, AVR, CVP, ART
123.77,0.26686,0.38319,0.47537,0.66016,0.69608,12.947,114.02
123.78,0.27664,0.3783,0.45443,0.65039,0.7098,12.712,116.56
123.78,0.28543,0.37243,0.44458,0.64062,0.72157,12.321,117.93
123.79,0.29619,0.36657,0.43473,0.64062,0.73137,11.969,118.12
123.8,0.30596,0.35973,0.42488,0.63477,0.73529,11.695,117.73
123.81,0.31672,0.35386,0.42488,0.63477,0.74118,11.499,116.56
123.82,0.32747,0.34897,0.41995,0.62891,0.73529,11.46,115.19
123.82,0.33724,0.34409,0.41995,0.62891,0.73529,11.46,113.23
123.83,0.34702,0.3392,0.41995,0.62891,0.73529,11.499,111.47
123.84,0.35679,0.33333,0.4298,0.63477,0.73529,11.578,109.32
123.85,0.36559,0.32649,0.4298,0.63477,0.73137,11.656,107.17
123.86,0.37537,0.32063,0.4298,0.63477,0.72549,11.695,105.02
123.86,0.38514,0.31476,0.43473,0.64062,0.72549,11.695,102.87
123.87,0.39589,0.30987,0.43966,0.64453,0.72549,11.695,100.91
123.88,0.40567,0.30401,0.43966,0.64453,0.72157,11.695,98.957
123.89,0.41544,0.29912,0.43966,0.64453,0.72157,11.695,97.393
123.9,0.42522,0.29423,0.44951,0.64453,0.71569,11.773,95.632
123.9,0.43402,0.28935,0.45443,0.64453,0.71569,11.812,93.872
123.91,0.44379,0.28641,0.45443,0.65039,0.71569,11.969,91.917
123.92,0.45455,0.28348,0.45443,0.64453,0.71569,12.321,89.961
123.93,0.46628,0.27957,0.46059,0.64453,0.7098,12.829,87.614
123.94,0.47996,0.27468,0.46552,0.64062,0.70588,13.377,85.267
123.94,0.49267,0.26882,0.4803,0.63477,0.69608,13.651,82.725
123.95,0.50831,0.26393,0.48522,0.63477,0.69608,13.651,80.574
123.96,0.52493,0.261,0.5,0.63477,0.68627,13.377,78.422
123.97,0.54154,0.26393,0.5197,0.64453,0.67647,13.142,76.662
123.98,0.55914,0.27468,0.53448,0.66016,0.66471,13.025,75.293
123.98,0.57674,0.29619,0.53941,0.66406,0.66471,12.947,74.12
123.99,0.59335,0.32942,0.56527,0.67578,0.65098,12.947,73.533
124,0.60997,0.37243,0.59975,0.68555,0.62549,13.025,72.947
124.01,0.62659,0.42229,0.60961,0.67578,0.6098,13.025,72.555
124.02,0.64614,0.46823,0.60468,0.66016,0.6098,13.064,72.555
124.02,0.66569,0.51124,0.59483,0.64453,0.61961,13.142,72.555
124.03,0.68817,0.55621,0.58005,0.64062,0.62941,13.181,72.555
124.04,0.70968,0.59922,0.55049,0.625,0.65098,13.259,72.751
124.05,0.73021,0.63539,0.5197,0.61523,0.67647,13.338,72.947
124.06,0.75073,0.66667,0.49015,0.60938,0.7,13.338,73.142
124.06,0.76931,0.6911,0.47044,0.60547,0.7098,13.377,73.142
124.07,0.78886,0.70968,0.46552,0.60547,0.71569,13.377,73.338
124.08,0.80938,0.72434,0.46059,0.60547,0.72157,13.377,73.338
124.09,0.83089,0.73509,0.46059,0.59961,0.72157,13.377,73.142
124.1,0.85337,0.74291,0.46059,0.59961,0.71569,13.455,72.947
124.1,0.87683,0.74682,0.46059,0.5957,0.71569,13.651,72.751
124.11,0.90029,0.74682,0.46059,0.59961,0.71569,13.963,72.36
124.12,0.92473,0.74487,0.46552,0.60938,0.71569,14.276,71.578
124.13,0.94917,0.74096,0.49015,0.61914,0.69608,14.511,70.991
124.14,0.97361,0.73607,0.5702,0.60938,0.62549,14.589,70.404
124.14,0.98729,0.72923,0.7303,0.59961,0.48039,14.511,70.209
124.15,1,0.72141,0.96552,0.55469,0.27843,14.394,69.818
124.16,1,0.71261,1.0948,0.45508,0.1549,14.276,69.426
124.17,1,0.70186,0.94951,0.34961,0.24902,14.276,68.84
124.18,1,0.69013,0.66502,0.33594,0.49412,14.315,68.253
124.18,1,0.67742,0.47044,0.44922,0.68039,14.433,67.666
124.19,1,0.66373,0.40517,0.54492,0.7451,14.628,67.275
124.2,1,0.64809,0.40025,0.60938,0.7549,14.941,66.688
124.21,1,0.63148,0.4101,0.62891,0.76078,15.332,66.102
124.22,1,0.61486,0.41502,0.64453,0.7549,15.684,65.711
124.22,1,0.59824,0.41995,0.65039,0.75098,15.958,65.319
124.23,1,0.58065,0.4298,0.6543,0.74118,15.958,64.928
124.24,1,0.56109,0.43473,0.6543,0.74118,15.841,64.537
124.25,1,0.54154,0.43966,0.6543,0.73529,15.645,64.146
124.26,1,0.52297,0.44951,0.6543,0.73137,15.45,63.755
124.26,1,0.50538,0.45443,0.66016,0.72157,15.372,63.364
124.27,1,0.48974,0.46059,0.66406,0.72157,15.372,62.973
124.28,1,0.47605,0.46552,0.66406,0.71569,15.372,62.582
124.29,1,0.4653,0.47044,0.66992,0.71569,15.372,62.19
124.3,1,0.45552,0.4803,0.66992,0.7098,15.372,61.604
124.3,1,0.44868,0.48522,0.66992,0.70588,15.372,61.408
124.31,1,0.44379,0.5,0.67969,0.69608,15.332,60.821
124.32,1,0.43988,0.50985,0.68555,0.6902,15.254,60.43
124.33,1,0.43597,0.52463,0.68945,0.67647,15.137,60.039
124.34,1,0.43304,0.55049,0.69922,0.66078,15.02,59.648
124.34,1,0.43011,0.58005,0.70508,0.64118,14.902,59.452
124.35,1,0.42815,0.60961,0.70898,0.61569,14.824,59.844
124.36,1,0.4262,0.64039,0.70898,0.58431,14.746,61.604
124.37,1,0.42326,0.66502,0.71484,0.56471,14.628,65.515
124.38,1,0.42131,0.6798,0.71484,0.5549,14.589,71.578
124.38,1,0.41838,0.6798,0.70898,0.5549,14.433,79.596
124.39,1,0.41447,0.66995,0.69922,0.5549,14.433,88.201
124.4,1,0.41153,0.65025,0.68945,0.57059,14.589,96.806
124.41,1,0.40665,0.61453,0.67969,0.6,14.902,104.82
124.42,1,0.40371,0.57512,0.66992,0.62549,15.137,111.86
124.42,1,0.3998,0.53448,0.66016,0.6549,15.254,117.14
124.43,1,0.39492,0.5,0.6543,0.68039,15.137,120.47
124.44,1,0.39003,0.47044,0.64062,0.7,14.941,122.03
124.45,1,0.38416,0.44951,0.63477,0.71569,14.707,122.23
124.46,1,0.3783,0.43473,0.625,0.73137,14.433,121.45
124.46,1,0.37243,0.42488,0.61914,0.73529,14.276,119.88
124.47,1,0.36657,0.41995,0.61523,0.74118,14.12,117.93
124.48,1,0.3607,0.41502,0.61523,0.74118,14.081,115.78
124.49,1,0.35484,0.41502,0.61523,0.74118,14.003,113.82
124.5,1,0.34897,0.41502,0.61523,0.74118,14.003,111.67
124.5,1,0.34409,0.41995,0.61523,0.74118,14.198,109.52
124.51,1,0.34018,0.41995,0.61523,0.74118,14.511,107.37
124.52,1,0.33627,0.41995,0.61523,0.74118,14.824,105.41
124.53,1,0.33236,0.4298,0.61914,0.73529,15.059,103.26
124.54,1,0.32845,0.43473,0.61914,0.73137,15.02,101.3
124.54,1,0.32356,0.43473,0.61914,0.73137,14.746,99.544
124.55,1,0.31965,0.43966,0.625,0.72549,14.433,97.979
124.56,1,0.31476,0.43966,0.62891,0.72549,14.315,96.415
124.57,1,0.31085,0.43966,0.62891,0.72549,14.276,94.655
124.58,1,0.30694,0.43473,0.63477,0.73137,14.315,92.894
124.58,1,0.30303,0.43473,0.63477,0.73137,14.315,90.939
124.59,1,0.29814,0.43473,0.62891,0.73137,14.12,88.788
124.6,1,0.29228,0.43473,0.625,0.73137,13.885,86.441
124.61,1,0.28543,0.43473,0.625,0.73137,13.651,83.898
124.62,1,0.28152,0.43473,0.625,0.73137,13.455,81.356
124.62,1,0.27957,0.43473,0.625,0.73137,13.338,79.205
124.63,1,0.28152,0.44951,0.62891,0.72157,13.338,77.249
124.64,0.98534,0.29032,0.46059,0.64062,0.70588,13.338,75.685
124.65,0.9697,0.31085,0.47537,0.6543,0.7,13.377,74.511
124.66,0.94917,0.34213,0.49015,0.66406,0.6902,13.338,73.533
124.66,0.92766,0.38514,0.5197,0.67969,0.67059,13.259,72.751
124.67,0.90714,0.43597,0.54557,0.68555,0.65098,13.181,72.36
124.68,0.88563,0.49071,0.56034,0.66992,0.64118,13.064,72.164
124.69,0.86706,0.54545,0.55049,0.6543,0.64118,12.947,72.164
124.7,0.84751,0.59531,0.53448,0.64062,0.65098,12.829,72.164
124.7,0.82991,0.63832,0.51478,0.62891,0.66471,12.712,72.36
124.71,0.81232,0.6696,0.4803,0.61914,0.68627,12.634,72.36
124.72,0.79374,0.69208,0.44458,0.60938,0.71569,12.634,72.555
124.73,0.77517,0.71261,0.41502,0.60547,0.73529,12.907,72.751
124.74,0.75562,0.72825,0.40517,0.59961,0.7451,13.181,72.751
124.74,0.73607,0.73998,0.40025,0.5957,0.75098,13.494,72.751
124.75,0.71554,0.74878,0.39532,0.5957,0.75098,13.69,72.555
124.76,0.69501,0.75367,0.39532,0.5957,0.75098,13.651,72.164
124.77,0.67449,0.75562,0.39532,0.5957,0.75098,13.377,71.578
124.78,0.65396,0.75562,0.39532,0.5957,0.75098,13.142,70.991
124.78,0.63441,0.75269,0.39532,0.5957,0.75098,12.947,70.404
124.79,0.61584,0.7478,0.4101,0.60547,0.74118,12.829,70.209
124.8,0.59726,0.74096,0.44458,0.60938,0.7098,12.907,70.013
124.81,0.57967,0.73314,0.53941,0.5957,0.61569,12.947,69.622
124.82,0.56012,0.72336,0.72537,0.57031,0.4451,13.064,69.231
124.82,0.54057,0.71359,0.94458,0.50586,0.23922,13.142,68.644
124.83,0.52004,0.70283,1.0049,0.39453,0.16471,13.259,68.057
124.84,0.49951,0.6911,0.78941,0.32422,0.32941,13.338,67.471
124.85,0.48192,0.6784,0.52463,0.37109,0.5902,13.377,66.884
124.86,0.46334,0.66471,0.38547,0.46484,0.74118,13.455,66.493
124.86,0.44673,0.64907,0.35468,0.55078,0.78039,13.494,65.906
124.87,0.43011,0.63245,0.35961,0.59961,0.78627,13.572,65.515
124.88,0.41251,0.61388,0.36453,0.61914,0.78039,13.572,65.124
124.89,0.39492,0.59531,0.36946,0.62891,0.78039,13.572,64.537
124.9,0.37732,0.57478,0.37562,0.64062,0.77647,13.494,64.146
124.9,0.35973,0.55327,0.38547,0.64062,0.76667,13.494,63.755
124.91,0.34213,0.5347,0.39532,0.64062,0.76078,13.494,63.364
124.92,0.32454,0.51808,0.40025,0.64062,0.76078,13.455,62.973
124.93,0.30792,0.50147,0.40517,0.64453,0.7549,13.494,62.386
124.94,0.2913,0.48485,0.4101,0.64453,0.75098,13.69,61.995
124.94,0.27664,0.46921,0.41995,0.6543,0.7451,14.081,61.408
124.95,0.26197,0.4565,0.42488,0.6543,0.74118,14.433,61.213
124.96,0.24927,0.44575,0.43473,0.66016,0.73529,14.628,60.626
124.97,0.23656,0.43695,0.43966,0.66016,0.73137,14.394,60.235
124.98,0.22385,0.42913,0.45443,0.66406,0.72157,14.003,59.844
124.98,0.21114,0.42424,0.46552,0.66406,0.7098,13.651,59.452
124.99,0.19941,0.41935,0.4803,0.66992,0.69608,13.377,59.061
125,0.18671,0.41642,0.5,0.67578,0.68039,13.181,58.67
125.01,0.17693,0.41349,0.52463,0.68555,0.66078,13.064,58.279
125.02,0.16716,0.41056,0.56034,0.68945,0.63529,12.907,58.279
125.02,0.15836,0.4086,0.58498,0.69531,0.61569,12.751,58.866
125.03,0.14956,0.40665,0.60961,0.69922,0.5902,12.634,60.821
125.04,0.14272,0.40371,0.63054,0.69922,0.57451,12.438,64.537
125.05,0.13587,0.3998,0.64532,0.69531,0.56078,12.321,70.209
125.06,0.13001,0.39589,0.65025,0.69531,0.56078,12.125,77.054
125.06,0.12414,0.39198,0.63547,0.68945,0.56471,11.969,84.681
125.07,0.11828,0.3871,0.60961,0.68555,0.58431,11.812,92.308
125.08,0.11339,0.38221,0.58005,0.67969,0.6098,11.695,99.739
125.09,0.1085,0.37634,0.53941,0.66992,0.64118,11.578,106.39
125.1,0.10362,0.37048,0.50985,0.66016,0.67059,11.46,111.67
125.1,0.099707,0.36461,0.47537,0.6543,0.69608,11.343,115.38
125.11,0.095797,0.35973,0.44951,0.64062,0.71569,11.186,117.73
125.12,0.091887,0.35582,0.4298,0.63477,0.73137,11.069,118.9
125.13,0.088954,0.34995,0.41502,0.625,0.73529,10.952,118.9
125.14,0.085044,0.34409,0.4101,0.61914,0.74118,10.874,117.93
125.14,0.081134,0.33822,0.4101,0.61523,0.7451,10.952,116.56
125.15,0.075269,0.33236,0.4101,0.61523,0.7451,11.186,114.8
125.16,0.070381,0.32747,0.4101,0.61523,0.7451,11.499,113.04
125.17,0.064516,0.3216,0.4101,0.61523,0.7451,11.773,110.89
125.18,0.059629,0.31672,0.41502,0.61523,0.7451,11.812,108.74
125.18,0.053763,0.31183,0.41995,0.61914,0.74118,11.656,106.78
125.19,0.047898,0.30694,0.41995,0.61914,0.73529,11.343,104.63
125.2,0.041056,0.30205,0.4298,0.625,0.73137,11.069,102.67
125.21,0.035191,0.29717,0.43473,0.625,0.73137,10.952,100.72
125.22,0.02737,0.29326,0.43473,0.625,0.73137,10.952,98.957
125.22,0.01955,0.29032,0.43473,0.625,0.73137,11.03,97.197
125.23,0.01173,0.28641,0.43966,0.625,0.72549,11.069,95.437
125.24,0.0039101,0.2825,0.43473,0.625,0.72549,11.147,93.677
125.25,0.001955,0.27859,0.43473,0.625,0.73137,11.265,91.917
125.26,0,0.27468,0.43473,0.625,0.73137,11.499,89.765
125.26,0,0.26979,0.43473,0.62891,0.72549,11.89,87.419
125.27,0,0.26393,0.43473,0.625,0.72549,12.125,85.072
125.28,0,0.25806,0.43473,0.625,0.72549,12.321,82.529
125.29,0,0.25318,0.43473,0.625,0.72549,12.321,80.183
125.3,0,0.25024,0.44458,0.63477,0.72157,12.282,78.031
125.3,0,0.25318,0.46059,0.64453,0.70588,12.203,76.076
125.31,0,0.26197,0.47537,0.6543,0.69608,12.125,74.707
125.32,0,0.27957,0.48522,0.66016,0.6902,12.086,73.338
125.33,0,0.30792,0.50985,0.67578,0.67059,12.086,72.164
125.34,0,0.348,0.53941,0.68945,0.65098,12.086,71.186
125.34,0,0.39589,0.55542,0.67969,0.64118,12.086,70.6
125.35,0,0.44966,0.55049,0.66016,0.63529,12.125,70.209
125.36,0,0.50342,0.54557,0.64453,0.64118,12.282,70.209
125.37,0,0.55425,0.52463,0.63477,0.65098,12.595,70.209
125.38,0,0.59922,0.49507,0.625,0.67647,13.064,70.209
125.38,0,0.63636,0.45443,0.61523,0.70588,13.455,70.209
125.39,0,0.66667,0.42488,0.60547,0.73137,13.494,70.209
125.4,0,0.6911,0.4101,0.59961,0.74118,13.259,70.209
125.41,0,0.70674,0.40025,0.59961,0.75098,12.829,70.209
125.42,0,0.7175,0.39532,0.5957,0.75098,12.438,70.209
125.42,0,0.7263,0.39532,0.5957,0.7549,12.282,70.209
125.43,0,0.73216,0.39532,0.5957,0.7549,12.125,70.209
125.44,0,0.73607,0.39532,0.5957,0.75098,12.125,70.209
125.45,0,0.73803,0.39532,0.5957,0.75098,12.203,70.209
125.46,0,0.73705,0.39532,0.59961,0.7549,12.282,70.209
125.46,0,0.73412,0.41995,0.60938,0.73137,12.399,70.209
125.47,0,0.72923,0.48522,0.60547,0.67059,12.516,70.013
125.48,0,0.72239,0.62438,0.58984,0.53529,12.634,69.622
125.49,0,0.71457,0.8399,0.55078,0.32941,12.751,69.231
125.5,0,0.70479,0.99015,0.45508,0.16863,12.829,68.84
125.5,0,0.69501,0.90025,0.35547,0.16471,12.947,68.253
125.51,0,0.68426,0.63547,0.33594,0.47451,13.064,67.666
125.52,0,0.67253,0.4298,0.42969,0.68627,13.142,67.275
125.53,0,0.65982,0.35961,0.51953,0.77059,13.142,66.688
125.54,0,0.64516,0.34975,0.58398,0.78627,13.181,66.102
125.54,0,0.62757,0.36453,0.61523,0.78627,13.259,65.711
125.55,0,0.60802,0.36946,0.62891,0.78039,13.338,65.124
125.56,0,0.58847,0.36946,0.64062,0.78039,13.377,64.537
125.57,0,0.56794,0.38054,0.64453,0.77647,13.455,64.146
125.58,0,0.54741,0.38547,0.65039,0.77647,13.69,63.559
125.58,0,0.52786,0.39039,0.6543,0.76667,14.003,63.168
125.59,0,0.50831,0.40025,0.6543,0.76078,14.315,62.777
125.6,0,0.49071,0.4101,0.6543,0.7549,14.394,62.19
125.61,0,0.47605,0.41502,0.6543,0.75098,14.12,61.799
125.62,0,0.46432,0.42488,0.66016,0.74118,13.69,61.408
125.62,0,0.45357,0.43473,0.66016,0.73529,13.338,60.821
125.63,0,0.44379,0.44458,0.66406,0.73137,13.064,60.43
125.64,0,0.435,0.44951,0.66406,0.72157,12.947,60.039
125.65,0,0.42815,0.46059,0.66406,0.7098,13.025,59.648
125.66,0.00097752,0.42326,0.47537,0.66992,0.7,13.025,59.061
125.66,0.0039101,0.41838,0.49507,0.67969,0.6902,13.025,58.67
125.67,0.0068426,0.41544,0.5197,0.67969,0.67059,13.025,58.279
125.68,0.0087977,0.41251,0.54557,0.68945,0.6451,13.064,58.083
125.69,0.01173,0.40958,0.58005,0.69531,0.61961,13.259,58.279
125.7,0.014663,0.40762,0.60468,0.69922,0.6,13.455,59.452
125.7,0.018573,0.40469,0.62438,0.70508,0.58039,13.377,61.995
125.71,0.022483,0.40274,0.64039,0.70508,0.56471,13.064,66.493
125.72,0.026393,0.40176,0.65025,0.69922,0.5549,12.634,72.555
125.73,0.031281,0.39883,0.64532,0.69531,0.5549,12.282,79.596
125.74,0.036168,0.39589,0.62438,0.68945,0.57059,11.969,86.832
125.74,0.041056,0.39296,0.59483,0.68555,0.59608,11.773,93.872
125.75,0.044966,0.38905,0.56034,0.67969,0.62549,11.656,100.72
125.76,0.048876,0.38514,0.5197,0.66992,0.66078,11.499,106.98
125.77,0.053763,0.38123,0.4803,0.66016,0.68627,11.343,111.86
125.78,0.056696,0.37634,0.44951,0.65039,0.7098,11.186,115.19
125.78,0.059629,0.37146,0.4298,0.64062,0.73137,11.147,117.14
125.79,0.062561,0.36559,0.41502,0.63477,0.74118,11.069,117.93
125.8,0.064516,0.3607,0.4101,0.62891,0.7451,11.069,117.73
125.81,0.066471,0.35582,0.40025,0.625,0.75098,11.069,116.75
125.82,0.069404,0.35191,0.40025,0.61914,0.75098,11.03,115.38
125.82,0.070381,0.34702,0.40025,0.61914,0.75098,10.874,113.62
125.83,0.072336,0.34213,0.40025,0.61914,0.75098,10.756,111.67
125.84,0.071359,0.33627,0.40517,0.61914,0.75098,10.756,109.71
125.85,0.071359,0.33138,0.40517,0.61914,0.7451,10.717,107.56
125.86,0.069404,0.32551,0.4101,0.625,0.74118,10.717,105.41
125.86,0.067449,0.31965,0.41502,0.625,0.73529,10.756,103.26
125.87,0.064516,0.31476,0.41995,0.625,0.73529,10.756,101.3
125.88,0.062561,0.3089,0.41995,0.62891,0.74118,10.874,99.544
125.89,0.058651,0.30401,0.41995,0.62891,0.73529,11.069,97.979
125.9,0.055718,0.29912,0.42488,0.63477,0.73529,11.499,96.219
125.9,0.051808,0.29423,0.4298,0.63477,0.73529,12.008,94.459
125.91,0.048876,0.2913,0.42488,0.63477,0.73529,12.399,92.503
125.92,0.046921,0.28935,0.41995,0.63477,0.73529,12.516,90.548
125.93,0.043988,0.28543,0.41995,0.64062,0.73529,12.399,88.396
125.94,0.041056,0.28055,0.42488,0.64062,0.73529,12.125,86.05
125.94,0.038123,0.27468,0.4298,0.63477,0.73529,11.969,83.703
125.95,0.035191,0.26882,0.4298,0.63477,0.73137,11.89,81.16
125.96,0.032258,0.26393,0.4298,0.64062,0.72549,11.969,79.009
125.97,0.030303,0.26295,0.44458,0.64453,0.71569,12.008,77.054
125.98,0.028348,0.26686,0.46059,0.66016,0.70588,12.125,75.489
125.98,0.02737,0.28055,0.47537,0.66406,0.69608,12.203,74.12
125.99,0.026393,0.30499,0.49507,0.67578,0.68039,12.282,73.142
126,0.026393,0.34018,0.52956,0.68945,0.6549,12.399,72.36
126.01,0.026393,0.3783,0.55049,0.69531,0.64118,12.634,71.578
126.02,0.026393,0.41838,0.55049,0.67578,0.64118,12.829,70.795
126.02,0.02737,0.46628,0.53941,0.6543,0.64118,12.907,70.404
126.03,0.028348,0.51515,0.52463,0.64453,0.65098,12.751,70.404
126.04,0.030303,0.56109,0.49507,0.63477,0.67059,12.516,70.795
126.05,0.032258,0.60215,0.46059,0.61914,0.7,12.321,71.382
126.06,0.034213,0.63734,0.4298,0.61523,0.72549,12.203,71.969
126.06,0.036168,0.66471,0.40517,0.61523,0.74118,12.203,72.164
126.07,0.038123,0.68622,0.39532,0.60547,0.75098,12.203,72.36
126.08,0.041056,0.70283,0.39039,0.60547,0.75098,12.203,72.555
126.09,0.043011,0.71554,0.39039,0.59961,0.75098,12.203,72.36
126.1,0.045943,0.72434,0.39039,0.5957,0.75098,12.125,72.164
126.1,0.049853,0.73021,0.39039,0.5957,0.75098,12.125,71.578
126.11,0.052786,0.73216,0.39532,0.5957,0.7549,12.203,70.795
126.12,0.056696,0.73118,0.39532,0.59961,0.7549,12.282,70.404
126.13,0.059629,0.72825,0.40517,0.61523,0.7451,12.321,70.209
126.14,0.063539,0.72434,0.44951,0.61914,0.7,12.438,70.013
126.14,0.066471,0.71945,0.56034,0.59961,0.5902,12.516,69.818
126.15,0.069404,0.71261,0.75985,0.57031,0.40392,12.634,69.426
126.16,0.072336,0.70381,0.95936,0.49414,0.20392,12.751,69.035
126.17,0.076246,0.69501,0.99507,0.38477,0.15882,12.907,68.449
126.18,0.079179,0.68426,0.72044,0.33594,0.38039,13.025,67.862
126.18,0.082111,0.67253,0.4803,0.39062,0.62549,13.064,67.275
126.19,0.085044,0.65982,0.36946,0.49023,0.7549,13.181,66.688
126.2,0.087977,0.64614,0.34975,0.56445,0.78039,13.181,66.102
126.21,0.091887,0.63245,0.35961,0.60938,0.78627,13.259,65.711
126.22,0.095797,0.61779,0.36453,0.625,0.78627,13.259,65.124
126.22,0.098729,0.60117,0.36946,0.63477,0.78039,13.338,64.537
126.23,0.10264,0.5826,0.37562,0.64062,0.78039,13.338,64.146
126.24,0.10557,0.56305,0.38547,0.64062,0.77647,13.377,63.559
126.25,0.1085,0.5435,0.39039,0.64453,0.76667,13.494,62.973
126.26,0.11144,0.52395,0.39532,0.64453,0.76078,13.885,62.582
126.26,0.11339,0.50538,0.4101,0.65039,0.7549,14.394,61.995
126.27,0.11632,0.48876,0.41502,0.65039,0.75098,14.902,61.604
126.28,0.11926,0.4741,0.42488,0.6543,0.7451,14.941,61.213
126.29,0.12121,0.46139,0.43473,0.6543,0.73529,14.589,60.821
126.3,0.12317,0.45064,0.43966,0.66016,0.73137,14.003,60.43
126.3,0.1261,0.44184,0.44951,0.66016,0.72549,13.572,60.039
126.31,0.12805,0.43597,0.46059,0.66406,0.71569,13.338,59.648
126.32,0.13099,0.43206,0.47044,0.66992,0.70588,13.181,59.257
126.33,0.13294,0.42815,0.48522,0.67578,0.69608,13.142,58.67
126.34,0.13587,0.42522,0.50493,0.67969,0.67647,13.064,58.279
126.34,0.13978,0.42229,0.53448,0.68555,0.6549,12.947,58.083
126.35,0.14272,0.42033,0.56527,0.68945,0.62941,12.829,58.083
126.36,0.14663,0.41838,0.59975,0.69531,0.6,12.595,58.866
126.37,0.15054,0.41544,0.62438,0.69922,0.58039,12.399,60.821
126.38,0.15543,0.41349,0.64039,0.69922,0.56471,12.203,64.733
126.38,0.15934,0.41056,0.65517,0.69922,0.5549,12.008,70.209
126.39,0.16325,0.40762,0.65025,0.69531,0.5549,11.812,76.858
126.4,0.16716,0.40371,0.63547,0.68945,0.57059,11.656,84.094
126.41,0.17107,0.40078,0.60468,0.68555,0.5902,11.499,91.33
126.42,0.17498,0.39785,0.57512,0.67969,0.61961,11.382,98.37
126.42,0.17791,0.39394,0.53448,0.66992,0.65098,11.265,104.63
126.43,0.18182,0.38905,0.5,0.66016,0.68627,11.147,109.71
126.44,0.18573,0.38416,0.47044,0.6543,0.70588,11.03,113.62
126.45,0.18768,0.3783,0.44458,0.64453,0.72157,10.874,116.36
126.46,0.19062,0.37243,0.4298,0.63477,0.73529,10.717,117.73
126.46,0.19355,0.36657,0.41995,0.62891,0.74118,10.561,118.12
126.47,0.1955,0.3607,0.41502,0.625,0.7451,10.521,117.73
126.48,0.19648,0.35484,0.41502,0.625,0.7451,10.443,116.75
126.49,0.19746,0.34897,0.41502,0.61914,0.7451,10.404,115.19
126.5,0.19648,0.34311,0.41502,0.61914,0.74118,10.521,113.43
126.5,0.19648,0.33724,0.41995,0.61914,0.74118,10.717,111.47
126.51,0.19453,0.33236,0.41995,0.61914,0.73529,11.069,109.52
126.52,0.19159,0.32845,0.41995,0.61914,0.73529,11.499,107.37
126.53,0.18866,0.32356,0.41995,0.625,0.74118,11.773,105.22
126.54,0.18475,0.31867,0.4298,0.625,0.73529,11.773,103.06
126.54,0.18084,0.31281,0.43473,0.62891,0.73137,11.578,100.91
126.55,0.17791,0.30792,0.43966,0.62891,0.73137,11.343,99.153
126.56,0.174,0.30205,0.43966,0.62891,0.73137,11.186,97.393
126.57,0.17107,0.29717,0.43966,0.62891,0.73137,11.147,95.632
126.58,0.16716,0.29326,0.43966,0.63477,0.73137,11.147,93.677
126.58,0.16325,0.28837,0.43966,0.63477,0.73137,11.265,91.721
126.59,0.15836,0.28348,0.43966,0.63477,0.73137,11.382,89.57
126.6,0.15445,0.27859,0.43966,0.63477,0.73137,11.578,87.223
126.61,0.15054,0.27468,0.43966,0.63477,0.73137,11.695,84.681
126.62,0.14663,0.27077,0.43966,0.63477,0.73137,11.773,82.334
126.62,0.1437,0.26686,0.44458,0.64062,0.72157,11.969,79.791
126.63,0.13978,0.26393,0.45443,0.65039,0.71569,12.203,77.836
126.64,0.13783,0.26491,0.47044,0.66406,0.70588,12.595,76.076
126.65,0.1349,0.2737,0.4803,0.66992,0.69608,12.947,74.707
126.66,0.13392,0.29228,0.49507,0.66992,0.68627,13.064,73.729
126.66,0.13294,0.3216,0.52463,0.68555,0.66471,13.025,72.947
126.67,0.13196,0.36168,0.55542,0.69922,0.6451,12.751,72.36
126.68,0.13196,0.4086,0.56527,0.67969,0.64118,12.438,72.164
126.69,0.13196,0.45943,0.55542,0.66406,0.64118,12.321,72.164
126.7,0.13196,0.51026,0.54557,0.6543,0.6451,12.282,72.164
126.7,0.13392,0.55718,0.52463,0.64453,0.6549,12.282,72.164
126.71,0.13587,0.59433,0.49507,0.63477,0.68039,12.282,72.36
126.72,0.13783,0.62366,0.45443,0.625,0.7098,12.321,72.36
126.73,0.14076,0.65103,0.4298,0.61914,0.73137,12.282,72.555
126.74,0.14565,0.67449,0.41995,0.61914,0.74118,12.282,72.751
126.74,0.15054,0.69306,0.4101,0.61914,0.7451,12.282,72.751
126.75,0.1564,0.7087,0.4101,0.61523,0.7451,12.282,72.751
126.76,0.16227,0.72043,0.4101,0.60938,0.7451,12.438,72.751
126.77,0.16813,0.72825,0.4101,0.60547,0.7451,12.829,72.555
126.78,0.17498,0.73314,0.4101,0.60547,0.7451,13.259,72.164
126.78,0.18182,0.73509,0.4101,0.60938,0.7451,13.494,71.578
126.79,0.18866,0.73509,0.41995,0.625,0.74118,13.572,70.795
126.8,0.19941,0.73216,0.45443,0.625,0.7098,13.377,70.404
126.81,0.20919,0.72727,0.54557,0.60547,0.62549,13.259,70.209
126.82,0.2219,0.72043,0.72537,0.58008,0.4549,13.181,70.013
126.82,0.23558,0.71261,0.94951,0.52539,0.24902,13.181,69.622
126.83,0.25122,0.70381,1.0148,0.41602,0.16863,13.338,69.035
126.84,0.26784,0.69404,0.81527,0.33984,0.32353,13.455,68.449
126.85,0.28543,0.68328,0.55049,0.375,0.57451,13.572,67.862
126.86,0.30401,0.67155,0.40517,0.47461,0.72549,13.651,67.275
126.86,0.32063,0.65787,0.37562,0.57031,0.77059,13.69,66.688
