Time [s], RESP, PLETH, I, MCL, II
8.44,0.24205,0.73998,0.4549,0.49412,0.51562
8.448,0.2445,0.75269,0.4451,0.5451,0.53906
8.456,0.2445,0.76246,0.43922,0.6451,0.56445
8.464,0.24694,0.76931,0.51569,0.7,0.66992
8.472,0.24939,0.77419,0.71569,0.76078,0.73438
8.48,0.25183,0.77615,0.97059,0.89608,0.5957
8.488,0.25428,0.77419,1.0608,0.90588,0.044922
8.496,0.25672,0.76931,0.66078,0.77059,-0.34375
8.504,0.25917,0.76246,0.18431,0.76667,-0.375
8.512,0.26406,0.75269,0.029412,0.61569,-0.30859
8.52,0.2665,0.73998,0.04902,0.3451,-0.22852
8.528,0.26895,0.72532,0.13922,0.18824,0.025391
8.536,0.27139,0.7087,0.26863,0.17843,0.35547
8.544,0.27628,0.6911,0.37451,0.3098,0.58008
8.552,0.27873,0.67351,0.42549,0.38431,0.6543
8.56,0.28362,0.65494,0.44902,0.39412,0.66992
8.568,0.28606,0.63636,0.46078,0.40392,0.68555
8.576,0.28851,0.61975,0.47059,0.4098,0.68945
8.584,0.28851,0.60411,0.47059,0.40392,0.69531
8.592,0.29095,0.58944,0.47059,0.40392,0.69922
8.6,0.29095,0.57576,0.47451,0.4,0.70898
8.608,0.29095,0.56403,0.47451,0.3902,0.70898
8.616,0.29095,0.55327,0.48039,0.3902,0.71484
8.624,0.29095,0.54252,0.48039,0.3902,0.70898
8.632,0.29095,0.53177,0.48039,0.3902,0.7207
8.64,0.29095,0.52004,0.47451,0.3902,0.72461
8.648,0.28851,0.50831,0.47451,0.3902,0.73047
8.656,0.28851,0.49658,0.47451,0.38431,0.73438
8.664,0.28606,0.48485,0.47451,0.38431,0.75
8.672,0.28606,0.4741,0.47451,0.37451,0.75977
8.68,0.28362,0.46237,0.47451,0.37451,0.77539
8.688,0.28117,0.45064,0.47451,0.36471,0.79883
8.696,0.27628,0.43793,0.5,0.36471,0.84375
8.704,0.27384,0.4262,0.51961,0.35882,0.87891
8.712,0.27139,0.41642,0.5451,0.34902,0.91992
8.72,0.26895,0.4086,0.56078,0.3451,0.95508
8.728,0.2665,0.39883,0.58431,0.3451,0.98438
8.736,0.26406,0.38807,0.6,0.3451,1.0039
8.744,0.26406,0.3783,0.61569,0.34902,1.0137
8.752,0.26161,0.36852,0.61961,0.36471,0.99414
8.76,0.26161,0.35875,0.62549,0.3902,0.95898
8.768,0.26406,0.34897,0.6098,0.41569,0.91016
8.776,0.26406,0.34018,0.59608,0.43529,0.84961
8.784,0.26406,0.33138,0.57451,0.46078,0.78906
8.792,0.26406,0.32258,0.56078,0.47451,0.74023
8.8,0.26406,0.31281,0.5451,0.48431,0.69922
8.808,0.26406,0.30401,0.53529,0.4902,0.66406
8.816,0.26406,0.29423,0.53529,0.49412,0.65039
8.824,0.26406,0.28739,0.5451,0.50588,0.66016
8.832,0.26161,0.28152,0.55098,0.52941,0.67969
8.84,0.26161,0.27566,0.5451,0.56078,0.70508
8.848,0.26161,0.27273,0.5549,0.57059,0.70898
8.856,0.26161,0.27273,0.5549,0.56078,0.7207
8.864,0.25917,0.27957,0.5549,0.53922,0.75
8.872,0.25917,0.29228,0.55098,0.47451,0.76562
8.88,0.25917,0.31281,0.55098,0.43529,0.77539
8.888,0.25917,0.34018,0.55098,0.43529,0.78516
8.896,0.25917,0.37341,0.5451,0.43529,0.7793
8.904,0.25917,0.41056,0.53529,0.43529,0.75391
8.912,0.26161,0.44868,0.51961,0.4451,0.71484
8.92,0.26161,0.4868,0.50588,0.47059,0.65039
8.928,0.26161,0.52004,0.49412,0.48431,0.5957
8.936,0.26161,0.54839,0.4902,0.48431,0.56055
8.944,0.26161,0.57869,0.48431,0.48431,0.55078
8.952,0.26161,0.60704,0.48431,0.47451,0.53516
8.96,0.26161,0.63343,0.48431,0.47451,0.5293
8.968,0.26406,0.65787,0.4902,0.47059,0.52539
8.976,0.2665,0.67937,0.48431,0.47059,0.52539
8.984,0.26895,0.6999,0.49412,0.47451,0.5293
8.992,0.26895,0.7175,0.4902,0.46078,0.52539
9,0.27139,0.73314,0.5,0.47059,0.5293
9.008,0.27139,0.74682,0.47451,0.56078,0.55078
9.016,0.27384,0.75855,0.4902,0.64118,0.58984
9.024,0.27384,0.76735,0.61569,0.68627,0.69922
9.032,0.27628,0.77224,0.8451,0.78627,0.70898
9.04,0.27628,0.77322,1.0765,0.8902,0.3457
9.048,0.27873,0.77224,1.0961,0.7902,-0.17383
9.056,0.28117,0.76833,0.46078,0.7098,-0.38477
9.064,0.28362,0.76149,0.10392,0.67647,-0.31836
9.072,0.28362,0.75171,0.04902,0.46078,-0.28516
9.08,0.28606,0.739,0.098039,0.21961,-0.12891
9.088,0.28851,0.72434,0.23333,0.14902,0.19531
9.096,0.29095,0.7087,0.35882,0.2098,0.49023
9.104,0.2934,0.6911,0.43529,0.32353,0.62891
9.112,0.29584,0.67449,0.47451,0.35882,0.66992
9.12,0.29584,0.65787,0.48431,0.37451,0.68555
9.128,0.29829,0.64125,0.4902,0.38039,0.69531
9.136,0.29829,0.62659,0.49412,0.38431,0.69922
9.144,0.29829,0.6129,0.5,0.38039,0.71484
9.152,0.29829,0.59824,0.5,0.38431,0.70898
9.16,0.29829,0.58456,0.5,0.38039,0.71484
9.168,0.29829,0.57087,0.5098,0.38039,0.72461
9.176,0.29584,0.55914,0.50588,0.37451,0.72461
9.184,0.2934,0.54741,0.5098,0.37451,0.73438
9.192,0.29095,0.53568,0.51569,0.37059,0.73438
9.2,0.28851,0.52395,0.50588,0.37059,0.73438
9.208,0.28362,0.51124,0.5,0.36471,0.74414
9.216,0.28117,0.49951,0.50588,0.36471,0.75
9.224,0.27628,0.48778,0.50588,0.36471,0.76562
9.232,0.27139,0.47605,0.51961,0.34902,0.7793
9.24,0.26895,0.46628,0.51569,0.3451,0.80469
9.248,0.26406,0.4565,0.52941,0.33922,0.83398
9.256,0.25917,0.44086,0.53922,0.33922,0.86914
9.264,0.25428,0.42131,0.56471,0.32941,0.91406
9.272,0.25183,0.40665,0.58431,0.32353,0.95508
9.28,0.24939,0.39296,0.6098,0.32353,0.98438
9.288,0.24694,0.38123,0.61961,0.32353,1.0098
9.296,0.2445,0.37048,0.64118,0.33922,1.0195
9.304,0.24205,0.35973,0.64118,0.34902,1.0137
9.312,0.24205,0.34995,0.65098,0.36471,0.98438
9.32,0.24205,0.34018,0.64118,0.38431,0.93945
9.328,0.24205,0.3304,0.62549,0.40392,0.88477
9.336,0.24205,0.3216,0.6098,0.42941,0.82422
9.344,0.24205,0.31378,0.5902,0.4451,0.76953
9.352,0.24205,0.30792,0.57451,0.46078,0.7207
9.36,0.23961,0.3001,0.56471,0.46471,0.68555
9.368,0.23716,0.29228,0.5549,0.47451,0.66406
9.376,0.23472,0.28348,0.56471,0.47451,0.6543
9.384,0.23227,0.27566,0.57059,0.48431,0.66992
9.392,0.22738,0.26784,0.57451,0.51569,0.69531
9.4,0.22494,0.26197,0.57059,0.55098,0.71484
9.408,0.22249,0.25904,0.57451,0.5549,0.7207
9.416,0.22005,0.26002,0.57059,0.53922,0.73438
9.424,0.22005,0.26686,0.57451,0.5098,0.77539
9.432,0.2176,0.27957,0.57059,0.4451,0.7793
9.44,0.2176,0.29912,0.57059,0.41569,0.78906
9.448,0.21516,0.3216,0.57059,0.41569,0.79492
9.456,0.21516,0.34604,0.56078,0.4098,0.77539
9.464,0.21516,0.37732,0.55098,0.41569,0.75
9.472,0.21516,0.41153,0.53529,0.42941,0.69922
9.48,0.21516,0.4477,0.51569,0.44902,0.63477
9.488,0.21516,0.48289,0.50588,0.46078,0.58398
9.496,0.21516,0.51613,0.50588,0.44902,0.55469
9.504,0.21516,0.54643,0.5,0.4549,0.54492
9.512,0.21516,0.5738,0.5,0.4549,0.53516
9.52,0.2176,0.59922,0.5,0.44902,0.5293
9.528,0.2176,0.62072,0.5,0.44902,0.5293
9.536,0.2176,0.64027,0.5,0.43922,0.52539
9.544,0.2176,0.65689,0.5,0.44902,0.5293
9.552,0.22005,0.6696,0.5,0.4451,0.5293
9.56,0.22005,0.67937,0.49412,0.47451,0.53906
9.568,0.22005,0.68817,0.47451,0.57059,0.56055
9.576,0.22005,0.69697,0.5098,0.64118,0.625
9.584,0.22249,0.70283,0.67059,0.7,0.70898
9.592,0.22249,0.70674,0.91176,0.82157,0.66016
9.6,0.22249,0.70772,1.0961,0.87647,0.18555
9.608,0.22249,0.70577,0.84118,0.77059,-0.2793
9.616,0.22494,0.70088,0.33529,0.72549,-0.38477
9.624,0.22494,0.69306,0.062745,0.6451,-0.30859
9.632,0.22738,0.68328,0.04902,0.39412,-0.25
9.64,0.22983,0.6696,0.12941,0.18431,-0.054688
9.648,0.23227,0.65494,0.26471,0.14314,0.29102
9.656,0.23227,0.64027,0.38039,0.23922,0.55078
9.664,0.23472,0.62659,0.4451,0.32941,0.66016
9.672,0.23716,0.61193,0.47059,0.36471,0.68555
9.68,0.23716,0.59629,0.48431,0.36471,0.69531
9.688,0.23716,0.58162,0.48431,0.37059,0.70898
9.696,0.23716,0.56598,0.49412,0.37451,0.72461
9.704,0.23716,0.5523,0.4902,0.38039,0.7207
9.712,0.23716,0.53959,0.5,0.37451,0.7207
9.72,0.23227,0.52688,0.5,0.37059,0.72461
9.728,0.22983,0.51515,0.5,0.37059,0.73047
9.736,0.22494,0.5044,0.5,0.37451,0.73438
9.744,0.22005,0.49365,0.5,0.37059,0.74023
9.752,0.21271,0.48289,0.5,0.36471,0.74414
9.76,0.20782,0.4741,0.49412,0.36471,0.74023
9.768,0.20049,0.4653,0.5,0.36471,0.75391
9.776,0.1956,0.45455,0.5,0.35882,0.77539
9.784,0.18826,0.44477,0.5,0.3549,0.78516
9.792,0.18093,0.43402,0.5,0.35882,0.79883
9.8,0.17359,0.42326,0.50588,0.3549,0.82422
9.808,0.16626,0.41251,0.51569,0.3451,0.85938
9.816,0.15892,0.40274,0.53529,0.33922,0.90039
9.824,0.15159,0.39198,0.56078,0.33529,0.93945
9.832,0.14425,0.38221,0.57451,0.33529,0.98047
9.84,0.13936,0.37243,0.5902,0.32941,1.0039
9.848,0.13203,0.36266,0.6098,0.33922,1.0254
9.856,0.12714,0.35288,0.62549,0.34902,1.0391
9.864,0.1198,0.34409,0.63529,0.35882,1.0293
9.872,0.11491,0.33627,0.62941,0.38039,0.99414
9.88,0.11247,0.32942,0.61961,0.40392,0.94922
9.888,0.10758,0.3216,0.6,0.43529,0.88477
9.896,0.10269,0.31378,0.58431,0.4549,0.82422
9.904,0.10024,0.30596,0.56471,0.47451,0.76953
9.912,0.095355,0.29717,0.55098,0.48431,0.72461
9.92,0.090465,0.28935,0.53922,0.48431,0.68945
9.928,0.085575,0.28055,0.53529,0.48431,0.66992
9.936,0.07824,0.27273,0.53529,0.4902,0.66406
9.944,0.07335,0.26393,0.5451,0.51569,0.67969
9.952,0.066015,0.25709,0.5451,0.55098,0.69922
9.96,0.05868,0.25122,0.5451,0.57451,0.72461
9.968,0.051345,0.25024,0.55098,0.57059,0.73438
9.976,0.04401,0.25318,0.5451,0.56078,0.74414
9.984,0.036675,0.261,0.53922,0.51961,0.7793
9.992,0.031785,0.27566,0.5451,0.4549,0.78516
10,0.02445,0.29619,0.5451,0.43529,0.79883
10.008,0.017115,0.32258,0.5451,0.43529,0.79492
10.016,0.012225,0.35386,0.53922,0.42549,0.79883
10.024,0.007335,0.38905,0.51961,0.43529,0.74414
10.032,0.002445,0.42522,0.5098,0.4549,0.69922
10.04,-0.002445,0.46041,0.4902,0.47451,0.62891
10.048,-0.00489,0.49365,0.48431,0.48039,0.58008
10.056,-0.00978,0.5259,0.47451,0.47451,0.56445
10.064,-0.012225,0.55523,0.48039,0.47059,0.55469
10.072,-0.017115,0.58065,0.47451,0.47059,0.54492
10.08,-0.01956,0.60117,0.48039,0.47059,0.53906
10.088,-0.02445,0.61877,0.47451,0.47059,0.53906
10.096,-0.026895,0.63539,0.48039,0.46471,0.53906
10.104,-0.031785,0.65103,0.48039,0.47451,0.54492
10.112,-0.03423,0.66471,0.48431,0.46471,0.54492
10.12,-0.03912,0.67742,0.46471,0.5098,0.55078
10.128,-0.041565,0.68719,0.4549,0.6098,0.57031
10.136,-0.046455,0.69501,0.5098,0.66471,0.66406
10.144,-0.0489,0.70088,0.6902,0.72157,0.74023
10.152,-0.05379,0.70283,0.93137,0.85098,0.63477
10.16,-0.05868,0.70186,1.0471,0.87647,0.089844
10.168,-0.061125,0.69795,0.7,0.77647,-0.375
10.176,-0.06357,0.6911,0.22941,0.76078,-0.43945
10.184,-0.066015,0.68231,0.033333,0.65098,-0.29492
10.192,-0.066015,0.67155,0.029412,0.4,-0.20898
10.2,-0.06846,0.65885,0.12353,0.21373,0.019531
10.208,-0.06846,0.64516,0.26471,0.18431,0.3457
10.216,-0.06846,0.62952,0.38431,0.28431,0.58008
10.224,-0.06846,0.61388,0.43922,0.36471,0.66016
10.232,-0.070905,0.59922,0.4549,0.38431,0.67969
10.24,-0.070905,0.58456,0.46078,0.4,0.69531
10.248,-0.07335,0.57087,0.47059,0.39412,0.70898
10.256,-0.075795,0.55718,0.47451,0.4,0.70898
10.264,-0.07824,0.54545,0.47059,0.39412,0.70898
10.272,-0.08313,0.53372,0.46471,0.39412,0.70898
10.28,-0.08802,0.52199,0.47059,0.4,0.71484
10.288,-0.09291,0.51222,0.46471,0.39412,0.7207
10.296,-0.10024,0.50342,0.47451,0.3902,0.73438
10.304,-0.10513,0.49365,0.47451,0.3902,0.73438
10.312,-0.11247,0.48387,0.47451,0.3902,0.74023
10.32,-0.1198,0.47312,0.47451,0.3902,0.75
10.328,-0.12714,0.46237,0.47451,0.38431,0.75977
10.336,-0.13447,0.45064,0.48039,0.38431,0.77539
10.344,-0.14181,0.43988,0.47451,0.37059,0.78906
10.352,-0.14914,0.42913,0.48431,0.36471,0.81445
10.36,-0.15648,0.41935,0.49412,0.3549,0.83398
10.368,-0.16137,0.4086,0.5,0.34902,0.875
10.376,-0.16626,0.39883,0.52549,0.33922,0.91406
10.384,-0.17115,0.38905,0.55098,0.33529,0.95508
10.392,-0.17604,0.38123,0.58039,0.31961,1
10.4,-0.18093,0.37341,0.5902,0.31961,1.0391
10.408,-0.18582,0.36559,0.6098,0.33922,1.0586
10.416,-0.19071,0.35582,0.62549,0.35882,1.0645
10.424,-0.19315,0.34702,0.62549,0.37059,1.0449
10.432,-0.1956,0.33822,0.61569,0.4098,1.0039
10.44,-0.20049,0.32942,0.59608,0.43529,0.94531
10.448,-0.20293,0.32063,0.58039,0.46078,0.88867
10.456,-0.20538,0.31281,0.5549,0.48431,0.83008
10.464,-0.20782,0.30401,0.5451,0.5098,0.76953
10.472,-0.21271,0.29619,0.51961,0.52549,0.73047
10.48,-0.21516,0.28739,0.52549,0.53922,0.70898
10.488,-0.2176,0.27957,0.51961,0.5549,0.70898
10.496,-0.22005,0.2737,0.52941,0.58039,0.7207
10.504,-0.22249,0.26784,0.52941,0.6098,0.74023
10.512,-0.22494,0.26197,0.52549,0.61961,0.74414
10.52,-0.22738,0.25709,0.52941,0.6,0.75
10.528,-0.22983,0.25415,0.52549,0.57059,0.77539
10.536,-0.23227,0.25513,0.53529,0.5,0.78516
10.544,-0.23472,0.26197,0.52549,0.48039,0.80469
10.552,-0.23472,0.27566,0.51961,0.47451,0.80469
10.56,-0.23716,0.29619,0.51961,0.47451,0.79492
10.568,-0.23716,0.32258,0.5098,0.48039,0.76562
10.576,-0.23961,0.35386,0.49412,0.4902,0.71484
10.584,-0.23961,0.38807,0.47451,0.51569,0.6543
10.592,-0.24205,0.42424,0.47059,0.51961,0.60547
10.6,-0.24205,0.45455,0.47451,0.51961,0.58398
10.608,-0.24205,0.48289,0.47059,0.51569,0.57031
10.616,-0.2445,0.51124,0.46471,0.5098,0.56055
10.624,-0.2445,0.53861,0.46078,0.5098,0.55078
10.632,-0.2445,0.56403,0.46471,0.5098,0.56055
10.64,-0.2445,0.58749,0.46078,0.51569,0.55469
10.648,-0.2445,0.60704,0.46078,0.51569,0.55078
10.656,-0.2445,0.62366,0.4549,0.51569,0.55078
10.664,-0.24694,0.63832,0.44902,0.52941,0.54492
10.672,-0.24939,0.65103,0.42941,0.62549,0.56445
10.68,-0.25183,0.66178,0.46078,0.69608,0.62891
10.688,-0.25428,0.6696,0.60588,0.73529,0.74023
10.696,-0.25672,0.67449,0.83137,0.82549,0.75391
10.704,-0.26161,0.67742,1.0118,0.88627,0.27539
10.712,-0.26406,0.6784,0.81569,0.83137,-0.26953
10.72,-0.2665,0.67546,0.33922,0.8,-0.43359
10.728,-0.2665,0.67155,0.058824,0.80588,-0.30859
10.736,-0.26895,0.66471,0.029412,0.5549,-0.21484
10.744,-0.26895,0.65494,0.084314,0.31961,-0.054688
10.752,-0.27139,0.64321,0.2,0.23333,0.25586
10.76,-0.27139,0.6305,0.32941,0.28431,0.51953
10.768,-0.27139,0.61584,0.39412,0.37451,0.62891
10.776,-0.27384,0.60117,0.42549,0.41961,0.66992
10.784,-0.27628,0.58651,0.43922,0.43529,0.68555
10.792,-0.27873,0.57283,0.44902,0.43529,0.68555
10.8,-0.28362,0.55914,0.44902,0.43529,0.69531
10.808,-0.29095,0.54839,0.44902,0.43922,0.70508
10.816,-0.29829,0.53861,0.44902,0.4451,0.70898
10.824,-0.30562,0.52786,0.4451,0.4451,0.71484
10.832,-0.3154,0.51711,0.44902,0.4451,0.7207
10.84,-0.32518,0.50733,0.4549,0.43922,0.71484
10.848,-0.33496,0.49756,0.46078,0.4451,0.73438
10.856,-0.34719,0.48778,0.46471,0.43922,0.74414
10.864,-0.35697,0.47801,0.46078,0.4451,0.75391
10.872,-0.36675,0.46921,0.4549,0.43922,0.75391
10.88,-0.37653,0.45943,0.46078,0.43529,0.76953
10.888,-0.38631,0.44966,0.46078,0.42549,0.78516
10.896,-0.39609,0.43891,0.46471,0.41569,0.79883
10.904,-0.40342,0.42913,0.46078,0.41569,0.82422
10.912,-0.41076,0.41838,0.47451,0.39412,0.875
10.92,-0.41809,0.41056,0.4902,0.38431,0.91406
10.928,-0.42543,0.40274,0.51569,0.37059,0.95898
10.936,-0.43032,0.39492,0.53922,0.36471,1
10.944,-0.43276,0.38612,0.5549,0.35882,1.0449
10.952,-0.43765,0.37732,0.58039,0.35882,1.084
10.96,-0.4401,0.36755,0.58431,0.36471,1.084
10.968,-0.44254,0.35777,0.5902,0.38431,1.0703
10.976,-0.44499,0.34897,0.5902,0.40392,1.0352
10.984,-0.44499,0.34018,0.57059,0.42941,0.96875
10.992,-0.44499,0.3304,0.56078,0.46471,0.91016
11,-0.44499,0.32258,0.5451,0.4902,0.84375
11.008,-0.44499,0.31378,0.52549,0.5098,0.78906
11.016,-0.44254,0.30596,0.51569,0.52941,0.75391
11.024,-0.4401,0.3001,0.49412,0.55098,0.70508
11.032,-0.43765,0.29423,0.49412,0.56078,0.68555
11.04,-0.43276,0.28837,0.5,0.58039,0.68555
11.048,-0.42787,0.28152,0.5,0.59608,0.69922
11.056,-0.42054,0.27468,0.5,0.62941,0.7207
11.064,-0.4132,0.26979,0.5,0.6451,0.73438
11.072,-0.40587,0.26588,0.5,0.62549,0.73438
11.08,-0.39853,0.26686,0.5,0.6,0.77539
11.088,-0.38875,0.27175,0.5,0.5451,0.78516
11.096,-0.37897,0.2825,0.5,0.5098,0.79883
11.104,-0.37164,0.30108,0.5,0.5,0.80469
11.112,-0.36186,0.32454,0.5,0.5,0.81445
11.12,-0.35452,0.35386,0.48431,0.50588,0.78516
11.128,-0.34719,0.38319,0.47451,0.51569,0.74023
11.136,-0.33741,0.41153,0.46078,0.53529,0.67969
11.144,-0.33007,0.44379,0.44902,0.5451,0.625
11.152,-0.32029,0.47703,0.44902,0.5451,0.59961
11.16,-0.31296,0.50831,0.43922,0.55098,0.57422
11.168,-0.30318,0.53763,0.43529,0.55098,0.56445
11.176,-0.29095,0.56403,0.42941,0.5451,0.56055
11.184,-0.28117,0.58847,0.43529,0.55098,0.55469
11.192,-0.27139,0.60899,0.43922,0.5451,0.54492
11.2,-0.26161,0.62659,0.43922,0.5451,0.54492
11.208,-0.24939,0.64223,0.4451,0.53529,0.54492
11.216,-0.23961,0.65494,0.43922,0.5451,0.54492
11.224,-0.22738,0.66569,0.42549,0.62549,0.56445
11.232,-0.21516,0.67253,0.43922,0.70588,0.61523
11.24,-0.20049,0.67546,0.55098,0.7451,0.75391
11.248,-0.18582,0.6784,0.7549,0.82157,0.78906
11.256,-0.1687,0.68035,0.96667,0.92549,0.49023
11.264,-0.15403,0.67937,0.99216,0.85686,-0.10938
11.272,-0.13692,0.67546,0.46078,0.80588,-0.44922
11.28,-0.11736,0.67058,0.11961,0.81569,-0.34961
11.288,-0.10024,0.66276,0.043137,0.64118,-0.25391
11.296,-0.08313,0.652,0.068627,0.4,-0.12891
11.304,-0.06357,0.64809,0.16863,0.27451,0.15625
11.312,-0.046455,0.64614,0.29412,0.29412,0.44531
11.32,-0.02934,0.63636,0.38431,0.4,0.60938
11.328,-0.012225,0.62366,0.41961,0.4451,0.65039
11.336,0.002445,0.61095,0.43922,0.46078,0.66406
11.344,0.017115,0.59922,0.4451,0.47059,0.68555
11.352,0.031785,0.58651,0.4451,0.47451,0.68555
11.36,0.04401,0.57478,0.44902,0.47451,0.68945
11.368,0.05379,0.56403,0.44902,0.47451,0.68945
11.376,0.066015,0.55327,0.44902,0.47059,0.69922
11.384,0.07335,0.54252,0.44902,0.47451,0.69922
11.392,0.08313,0.53275,0.4549,0.47059,0.70898
11.4,0.08802,0.52297,0.4549,0.47059,0.70898
11.408,0.095355,0.51222,0.4549,0.46471,0.72461
11.416,0.10024,0.50244,0.44902,0.46078,0.73438
11.424,0.10513,0.49169,0.44902,0.44902,0.73438
11.432,0.11002,0.48094,0.4549,0.4451,0.75
11.44,0.11491,0.47116,0.44902,0.43529,0.75391
11.448,0.11736,0.46237,0.4549,0.43529,0.77539
11.456,0.12225,0.45259,0.46078,0.41961,0.79492
11.464,0.12469,0.44184,0.47059,0.41569,0.82422
11.472,0.12958,0.43109,0.48431,0.4,0.875
11.48,0.13203,0.42131,0.5,0.3902,0.92383
11.488,0.13692,0.41056,0.51961,0.38431,0.96875
11.496,0.14425,0.40078,0.5451,0.38039,1.0039
11.504,0.14914,0.39101,0.56471,0.38039,1.0254
11.512,0.15403,0.38123,0.58431,0.38431,1.0449
11.52,0.15892,0.37146,0.59608,0.3902,1.0547
11.528,0.16137,0.3607,0.5902,0.4098,1.0195
11.536,0.16626,0.35191,0.58431,0.43922,0.96875
11.544,0.17115,0.34409,0.56078,0.47451,0.90039
11.552,0.17604,0.33724,0.5451,0.50588,0.83984
11.56,0.18337,0.32942,0.52549,0.52941,0.78516
11.568,0.19071,0.3216,0.50588,0.55098,0.72461
11.576,0.19804,0.31378,0.4902,0.57059,0.67578
11.584,0.20538,0.30596,0.48431,0.57451,0.64062
11.592,0.21271,0.29717,0.48039,0.58431,0.64062
11.6,0.22249,0.28935,0.49412,0.60588,0.6543
11.608,0.23227,0.2825,0.50588,0.63529,0.67578
11.616,0.24205,0.27664,0.5,0.65098,0.68555
11.624,0.25428,0.2737,0.5,0.64118,0.68555
11.632,0.26406,0.27468,0.51569,0.61961,0.7207
11.64,0.27628,0.28152,0.5098,0.57059,0.74414
11.648,0.28851,0.29326,0.5,0.52549,0.74023
11.656,0.30073,0.31085,0.5,0.51569,0.75
11.664,0.3154,0.33627,0.5,0.51569,0.75391
11.672,0.32518,0.36755,0.4902,0.5098,0.73438
11.68,0.33741,0.40469,0.47451,0.52941,0.69922
11.688,0.34719,0.44379,0.47059,0.5451,0.64453
11.696,0.35941,0.48387,0.44902,0.56471,0.58398
11.704,0.36919,0.52199,0.4451,0.56078,0.55078
11.712,0.37897,0.55816,0.4451,0.56471,0.53516
11.72,0.38631,0.5914,0.43922,0.56078,0.51953
11.728,0.39364,0.61975,0.4451,0.5549,0.50977
11.736,0.40342,0.64614,0.43922,0.56078,0.50586
11.744,0.41076,0.6696,0.4451,0.56078,0.51562
11.752,0.41809,0.68719,0.43922,0.5549,0.50586
11.76,0.42787,0.70088,0.44902,0.56078,0.50977
11.768,0.43765,0.71554,0.44902,0.5549,0.50586
11.776,0.44743,0.72825,0.42941,0.6098,0.5293
11.784,0.45721,0.739,0.42549,0.7098,0.55469
11.792,0.46699,0.74878,0.50588,0.76078,0.67578
11.8,0.47922,0.75562,0.71569,0.82157,0.73438
11.808,0.49144,0.75953,0.95686,0.94706,0.56445
11.816,0.50367,0.76051,1.0314,0.89608,0.0058594
11.824,0.51589,0.75855,0.58431,0.79608,-0.4043
11.832,0.52812,0.75367,0.14314,0.78627,-0.42969
11.84,0.54034,0.74585,0.017647,0.62941,-0.33984
11.848,0.55257,0.73509,0.04902,0.37059,-0.24023
11.856,0.56479,0.72239,0.13922,0.2451,0.03125
11.864,0.57457,0.7087,0.26863,0.23922,0.35547
11.872,0.5868,0.69501,0.35882,0.38039,0.55469
11.88,0.59658,0.67937,0.40392,0.44902,0.625
11.888,0.60636,0.66276,0.42549,0.46078,0.64453
11.896,0.61614,0.64614,0.42941,0.47059,0.6543
11.904,0.62592,0.6305,0.42941,0.47451,0.66406
11.912,0.63325,0.61584,0.43922,0.47451,0.66992
11.92,0.64303,0.60215,0.43922,0.47059,0.66406
11.928,0.65037,0.58944,0.43529,0.47451,0.66992
11.936,0.65526,0.57674,0.43529,0.47059,0.66406
11.944,0.66259,0.56598,0.43922,0.47451,0.68555
11.952,0.66748,0.55523,0.43922,0.47059,0.68555
11.96,0.67237,0.5435,0.43529,0.47451,0.68555
11.968,0.67971,0.53372,0.4451,0.46471,0.69531
11.976,0.6846,0.52395,0.44902,0.46078,0.70508
11.984,0.69193,0.5132,0.43922,0.46078,0.70898
11.992,0.69682,0.50244,0.43529,0.4549,0.71484
12,0.70416,0.49169,0.43922,0.44902,0.73438
12.008,0.70905,0.47996,0.43922,0.44902,0.75391
12.016,0.71638,0.46725,0.44902,0.43529,0.78516
12.024,0.72372,0.45552,0.4549,0.42941,0.81445
12.032,0.73105,0.44477,0.48039,0.41961,0.86523
12.04,0.73839,0.43304,0.5,0.41569,0.91016
12.048,0.74572,0.42229,0.51961,0.4098,0.94922
12.056,0.75306,0.41153,0.53922,0.41569,0.97461
12.064,0.76039,0.40176,0.5549,0.4098,0.99023
12.072,0.76773,0.39296,0.57059,0.41569,0.99023
12.08,0.77506,0.38612,0.58039,0.42941,0.97461
12.088,0.77995,0.3783,0.57059,0.44902,0.93555
12.096,0.78729,0.3695,0.56078,0.47059,0.87891
12.104,0.79218,0.3607,0.53922,0.49412,0.82031
12.112,0.79707,0.35191,0.51961,0.51961,0.75977
12.12,0.79951,0.34311,0.5,0.53922,0.71484
12.128,0.8044,0.33333,0.4902,0.53922,0.66992
12.136,0.8044,0.32356,0.48431,0.5451,0.64062
12.144,0.80685,0.31476,0.4902,0.5549,0.64062
12.152,0.80685,0.30596,0.49412,0.57451,0.65039
12.16,0.80685,0.29814,0.5,0.6,0.66992
12.168,0.80685,0.2913,0.5,0.62549,0.68555
12.176,0.80685,0.28837,0.50588,0.61569,0.68555
12.184,0.80685,0.29032,0.5,0.6,0.71484
12.192,0.8044,0.29717,0.49412,0.55098,0.73438
12.2,0.80196,0.30987,0.5,0.49412,0.74414
12.208,0.80196,0.3304,0.5,0.48431,0.75391
12.216,0.79707,0.35777,0.50588,0.47451,0.75977
12.224,0.79462,0.39101,0.5,0.47451,0.74023
12.232,0.78973,0.42717,0.47451,0.48431,0.70508
12.24,0.78484,0.46725,0.46471,0.49412,0.6543
12.248,0.77751,0.50733,0.4549,0.5098,0.59961
12.256,0.77017,0.54643,0.44902,0.5098,0.55469
