Time [s], RESP, PLETH, I, MCL, II
129.6,1,0.53861,0.81055,0.31961,0.078431
129.61,1,0.55425,0.80469,0.32353,0.088235
129.62,1,0.56989,0.78906,0.32353,0.094118
129.62,1,0.5826,0.75977,0.32941,0.052941
129.63,1,0.59335,0.75391,0.33922,0.07451
129.64,1,0.60215,0.75977,0.33922,0.078431
129.65,1,0.61095,0.75,0.33922,0.04902
129.66,1,0.61877,0.74414,0.33922,0.033333
129.66,1,0.62463,0.75391,0.33922,0.052941
129.67,1,0.62854,0.75,0.3451,0.058824
129.68,1,0.63148,0.74414,0.33922,0.052941
129.69,1,0.63343,0.75,0.3451,0.07451
129.7,1,0.63343,0.75,0.34902,0.068627
129.7,1,0.63245,0.75391,0.33922,0.058824
129.71,1,0.63148,0.72461,0.3549,0.052941
129.72,1,0.62854,0.66406,0.39412,0.052941
129.73,1,0.62366,0.81445,0.4,0.12941
129.74,1,0.61877,1.2441,0.16471,0.36471
129.74,1,0.61193,1.498,-0.027451,0.46078
129.75,1,0.60313,1.0586,-0.041176,0.07451
129.76,1,0.59238,0.625,0.14314,-0.086275
129.77,1,0.58162,0.68945,0.25882,-0.021569
129.78,1,0.57087,0.73047,0.32353,0.029412
129.78,1,0.56012,0.73438,0.34902,0.058824
129.79,1,0.54839,0.74023,0.3451,0.068627
129.8,1,0.53666,0.73438,0.34902,0.07451
129.81,1,0.52688,0.73438,0.3549,0.068627
129.82,1,0.51613,0.73438,0.35882,0.052941
129.82,1,0.50733,0.73438,0.35882,0.052941
129.83,1,0.49951,0.73438,0.34902,0.068627
129.84,1,0.49365,0.74023,0.3549,0.078431
129.85,1,0.4868,0.74023,0.3549,0.084314
129.86,1,0.48094,0.75,0.3549,0.068627
129.86,1,0.47507,0.75,0.35882,0.068627
129.87,1,0.46823,0.75391,0.34902,0.068627
129.88,1,0.46041,0.75,0.34902,0.07451
129.89,1,0.45259,0.75391,0.34902,0.078431
129.9,1,0.44575,0.75977,0.34902,0.088235
129.9,1,0.43988,0.75391,0.3451,0.084314
129.91,1,0.43304,0.76953,0.33922,0.094118
129.92,1,0.42717,0.77539,0.3451,0.094118
129.93,1,0.42131,0.7793,0.33922,0.088235
129.94,1,0.4174,0.78516,0.33922,0.098039
129.94,1,0.41447,0.78906,0.33922,0.10392
129.95,1,0.41153,0.79492,0.32941,0.088235
129.96,1,0.40762,0.81055,0.32353,0.11373
129.97,1,0.40274,0.80469,0.33529,0.12941
129.98,1,0.39883,0.81055,0.32941,0.12353
129.98,1,0.39492,0.81055,0.32941,0.12353
129.99,1,0.39003,0.81055,0.33529,0.12941
130,1,0.38514,0.81055,0.32353,0.11961
130.01,1,0.38123,0.82031,0.32353,0.12941
130.02,1,0.3783,0.82031,0.31373,0.12353
130.02,1,0.37537,0.81445,0.31961,0.11961
130.03,1,0.37341,0.81055,0.31373,0.098039
130.04,1,0.37243,0.81055,0.31373,0.094118
130.05,1,0.3695,0.79883,0.31373,0.088235
130.06,1,0.36559,0.80469,0.31373,0.10392
130.06,1,0.36266,0.79492,0.3098,0.098039
130.07,1,0.35875,0.78516,0.30392,0.088235
130.08,1,0.35582,0.79492,0.31373,0.078431
130.09,1,0.35386,0.78906,0.30392,0.078431
130.1,1,0.35191,0.78516,0.3,0.084314
130.1,1,0.35191,0.78906,0.30392,0.098039
130.11,1,0.35093,0.78516,0.3098,0.078431
130.12,1,0.34995,0.7793,0.30392,0.068627
130.13,1,0.34897,0.78516,0.31373,0.098039
130.14,1,0.34702,0.76953,0.31961,0.084314
130.14,1,0.34506,0.76562,0.31961,0.078431
130.15,1,0.34213,0.75977,0.31961,0.084314
130.16,1,0.33724,0.76562,0.31961,0.078431
130.17,1,0.33236,0.75391,0.32353,0.07451
130.18,1,0.32747,0.76953,0.33529,0.078431
130.18,1,0.32258,0.75977,0.32941,0.068627
130.19,1,0.31965,0.75977,0.32353,0.068627
130.2,1,0.31769,0.75977,0.32941,0.078431
130.21,1,0.31672,0.75977,0.32941,0.078431
130.22,1,0.31672,0.76953,0.33529,0.084314
130.22,1,0.31672,0.77539,0.33529,0.078431
130.23,1,0.31672,0.7793,0.33529,0.084314
130.24,1,0.31867,0.77539,0.33529,0.078431
130.25,1,0.3216,0.76953,0.33529,0.078431
130.26,1,0.32551,0.7793,0.32941,0.078431
130.26,1,0.33236,0.77539,0.33529,0.088235
130.27,1,0.34311,0.7793,0.33529,0.10392
130.28,1,0.35582,0.78516,0.32941,0.12353
130.29,1,0.37048,0.78516,0.33529,0.13922
130.3,1,0.38807,0.78516,0.32941,0.14314
130.3,1,0.40762,0.7793,0.32941,0.14902
130.31,1,0.42815,0.78516,0.32941,0.14902
130.32,1,0.45064,0.79492,0.32353,0.14902
130.33,1,0.47116,0.78906,0.32941,0.13333
130.34,1,0.48876,0.78906,0.33529,0.12941
130.34,1,0.50342,0.79883,0.32353,0.12941
130.35,1,0.51906,0.81055,0.32353,0.12941
130.36,1,0.53568,0.82031,0.32353,0.12353
130.37,1,0.55132,0.82422,0.32941,0.12941
130.38,1,0.565,0.80469,0.32941,0.12353
130.38,1,0.57771,0.78516,0.33922,0.1098
130.39,1,0.58944,0.77539,0.33922,0.10392
130.4,1,0.59922,0.77539,0.33922,0.10392
130.41,1,0.60802,0.76953,0.33922,0.10392
130.42,1,0.61388,0.76953,0.33529,0.10392
130.42,1,0.61877,0.77539,0.33529,0.10392
130.43,1,0.62072,0.76562,0.33529,0.098039
130.44,1,0.6217,0.76953,0.33529,0.098039
130.45,1,0.62268,0.77539,0.32941,0.098039
130.46,1,0.62268,0.77539,0.33529,0.098039
130.46,1,0.62072,0.76953,0.32941,0.098039
130.47,1,0.61681,0.74023,0.34902,0.10392
130.48,1,0.61193,0.69922,0.38431,0.088235
130.49,1,0.60606,0.9043,0.32941,0.21373
130.5,1,0.59922,1.3086,0.11961,0.47451
130.5,1,0.5914,1.4941,-0.037255,0.52549
130.51,1,0.5826,0.96875,0.023529,0.023529
130.52,1,0.57185,0.66406,0.16471,-0.082353
130.53,1,0.56109,0.72461,0.26863,0.013725
130.54,1,0.5523,0.75977,0.32353,0.068627
130.54,1,0.5435,0.75977,0.33922,0.098039
130.55,1,0.5347,0.75391,0.33922,0.098039
130.56,0.97654,0.5259,0.75977,0.3451,0.094118
130.57,0.9521,0.51613,0.75,0.34902,0.094118
130.58,0.92278,0.50635,0.75977,0.3451,0.098039
130.58,0.89345,0.49853,0.75977,0.34902,0.10392
130.59,0.86413,0.49071,0.75977,0.3549,0.10392
130.6,0.83382,0.48289,0.75977,0.34902,0.10392
130.61,0.8045,0.47605,0.76562,0.34902,0.10392
130.62,0.77517,0.46921,0.76953,0.33922,0.10392
130.62,0.74585,0.46334,0.76953,0.33922,0.10392
130.63,0.71652,0.45846,0.77539,0.33922,0.10392
130.64,0.68817,0.45357,0.77539,0.33529,0.10392
130.65,0.65982,0.4477,0.7793,0.33529,0.1098
130.66,0.63245,0.44282,0.7793,0.33529,0.11373
130.66,0.60411,0.43891,0.7793,0.32941,0.11961
130.67,0.57771,0.43597,0.78516,0.33529,0.11961
130.68,0.55132,0.43304,0.78516,0.32941,0.11961
130.69,0.5259,0.43011,0.78906,0.33529,0.11961
130.7,0.50049,0.42717,0.78906,0.33529,0.12353
130.7,0.47507,0.42326,0.79883,0.32941,0.13333
130.71,0.45064,0.41935,0.80469,0.33529,0.14902
130.72,0.4262,0.41544,0.81055,0.32941,0.14314
130.73,0.40176,0.41251,0.81445,0.33529,0.14314
130.74,0.37732,0.40958,0.82031,0.32353,0.14902
130.74,0.35288,0.40762,0.83008,0.31961,0.14902
130.75,0.32845,0.40469,0.83008,0.32353,0.1549
130.76,0.30401,0.40274,0.83008,0.32941,0.15882
130.77,0.28055,0.40078,0.82422,0.32353,0.14902
130.78,0.25709,0.39785,0.83008,0.32941,0.1549
130.78,0.23558,0.39492,0.82422,0.32353,0.14314
130.79,0.21408,0.39198,0.81445,0.32353,0.13333
130.8,0.19257,0.3871,0.81055,0.32941,0.12941
130.81,0.17107,0.38319,0.80469,0.33529,0.12941
130.82,0.14956,0.3783,0.81055,0.32941,0.12353
130.82,0.12903,0.37439,0.79883,0.32941,0.12353
130.83,0.10753,0.37146,0.78906,0.32353,0.12353
130.84,0.086022,0.3695,0.80469,0.31961,0.12941
130.85,0.064516,0.36852,0.79492,0.32353,0.12353
130.86,0.043011,0.36657,0.80469,0.32353,0.12941
130.86,0.021505,0.36559,0.79492,0.31961,0.12941
130.87,0,0.36461,0.79883,0.32353,0.12353
130.88,0,0.36364,0.78906,0.31961,0.11961
130.89,0,0.36266,0.78516,0.32941,0.12353
130.9,0,0.3607,0.78906,0.31961,0.12353
130.9,0,0.35777,0.78516,0.32353,0.11961
130.91,0,0.35288,0.7793,0.31961,0.11373
130.92,0,0.34897,0.7793,0.32353,0.12353
130.93,0,0.34604,0.7793,0.31961,0.12941
130.94,0,0.34409,0.7793,0.31961,0.12941
130.94,0,0.34213,0.7793,0.31961,0.12941
130.95,0,0.33822,0.7793,0.31373,0.12941
130.96,0,0.33529,0.77539,0.31961,0.12941
130.97,0,0.33236,0.7793,0.31961,0.14314
130.98,0,0.33138,0.78516,0.31373,0.13333
130.98,0,0.3304,0.78516,0.31373,0.13922
130.99,0,0.33138,0.78906,0.31373,0.13922
131,0,0.33431,0.78516,0.31373,0.13333
131.01,0,0.34115,0.78906,0.31961,0.14314
131.02,0,0.35191,0.78516,0.31373,0.14902
131.02,0,0.36559,0.78516,0.31961,0.14314
131.03,0,0.37928,0.78516,0.31961,0.14902
131.04,0,0.39785,0.78906,0.31373,0.1549
131.05,0,0.41838,0.78906,0.31373,0.18431
131.06,0,0.43304,0.78906,0.31373,0.19412
131.06,0,0.4565,0.78516,0.31373,0.18431
131.07,0,0.48387,0.79492,0.31373,0.17451
131.08,0,0.50831,0.80469,0.31373,0.16863
131.09,0,0.53079,0.79883,0.31373,0.14902
131.1,0,0.55132,0.80469,0.30392,0.14902
131.1,0,0.56989,0.81055,0.30392,0.13922
131.11,0,0.58749,0.83008,0.3,0.14902
131.12,0,0.60508,0.83398,0.29412,0.1549
131.13,0,0.61877,0.83984,0.3,0.15882
131.14,0,0.63148,0.82031,0.31373,0.14314
131.14,0,0.64516,0.78516,0.31373,0.12941
131.15,0,0.65787,0.7793,0.31961,0.11373
131.16,0,0.66862,0.77539,0.32353,0.11373
131.17,0,0.67644,0.76953,0.32941,0.10392
131.18,0,0.68328,0.76562,0.32941,0.10392
131.18,0,0.68719,0.77539,0.32353,0.098039
131.19,0,0.69013,0.76953,0.32353,0.10392
131.2,0,0.69208,0.76953,0.33529,0.1098
131.21,0,0.69208,0.77539,0.32941,0.10392
131.22,0,0.69013,0.76953,0.33529,0.10392
131.22,0,0.68817,0.76953,0.33922,0.098039
131.23,0,0.68426,0.7207,0.3549,0.11373
131.24,0,0.67937,0.69531,0.38431,0.11373
131.25,0,0.67351,0.93945,0.32941,0.2451
131.26,0,0.66471,1.3887,0.11961,0.47059
131.26,0,0.65494,1.5,-0.027451,0.48431
131.27,0,0.64516,1.0293,-0.037255,-0.021569
131.28,0,0.63343,0.73438,0.12353,-0.076471
131.29,0,0.6217,0.73047,0.27843,0.04902
131.3,0,0.60704,0.75391,0.33922,0.078431
131.3,0,0.59335,0.74414,0.3451,0.098039
131.31,0,0.58456,0.73438,0.34902,0.1098
131.32,0,0.57576,0.74414,0.35882,0.10392
131.33,0,0.56794,0.74023,0.35882,0.098039
131.34,0,0.56012,0.74023,0.35882,0.10392
131.34,0,0.55132,0.74414,0.35882,0.10392
131.35,0,0.54252,0.74023,0.36471,0.1098
131.36,0,0.5347,0.74414,0.36471,0.1098
131.37,0,0.52688,0.75,0.35882,0.10392
131.38,0,0.52004,0.75,0.35882,0.1098
131.38,0,0.5132,0.74414,0.35882,0.10392
131.39,0,0.50538,0.75,0.35882,0.11373
131.4,0,0.49853,0.75391,0.34902,0.10392
131.41,0,0.49169,0.75977,0.3549,0.10392
131.42,0,0.48583,0.76562,0.3451,0.11373
131.42,0,0.47898,0.7793,0.33922,0.11961
131.43,0,0.4741,0.78516,0.33922,0.11961
131.44,0,0.47019,0.7793,0.3451,0.11961
131.45,0,0.46628,0.7793,0.34902,0.12353
131.46,0,0.46139,0.78516,0.34902,0.13922
131.46,0,0.45748,0.78516,0.3549,0.1549
131.47,0,0.45357,0.79492,0.34902,0.16471
131.48,0,0.44868,0.80469,0.33922,0.1549
131.49,0,0.44575,0.81055,0.33922,0.14902
131.5,0,0.44184,0.81055,0.33922,0.14902
131.5,0,0.43793,0.81445,0.33529,0.15882
131.51,0,0.43402,0.82031,0.33922,0.17451
131.52,0,0.43011,0.82422,0.33922,0.16471
131.53,0,0.4262,0.82422,0.33529,0.1549
131.54,0,0.42326,0.81445,0.33922,0.1549
131.54,0,0.41838,0.82031,0.33529,0.16471
131.55,0,0.41153,0.81445,0.33922,0.14902
131.56,0,0.40469,0.82031,0.32353,0.13333
131.57,0,0.40078,0.81055,0.32941,0.12941
131.58,0,0.39785,0.79883,0.31961,0.12353
131.58,0,0.39589,0.79492,0.32353,0.13333
131.59,0,0.39492,0.80469,0.31961,0.14314
131.6,0,0.39492,0.79883,0.31961,0.11373
131.61,0,0.39296,0.80469,0.31373,0.10392
131.62,0,0.39101,0.79492,0.31961,0.11961
131.62,0,0.38807,0.79883,0.31373,0.1098
131.63,0,0.38612,0.78906,0.31961,0.098039
131.64,0,0.38319,0.79492,0.32353,0.11373
131.65,0,0.38025,0.78906,0.31373,0.11961
131.66,0,0.37732,0.78516,0.31373,0.11373
131.66,0,0.37634,0.78516,0.31961,0.10392
131.67,0,0.37634,0.78516,0.31373,0.1098
131.68,0,0.37634,0.7793,0.32353,0.11961
131.69,0,0.37537,0.77539,0.31961,0.1098
131.7,0,0.37341,0.76953,0.31961,0.11373
131.7,0,0.37243,0.77539,0.31373,0.098039
131.71,0,0.37048,0.76953,0.32353,0.098039
131.72,0,0.37048,0.77539,0.31961,0.10392
131.73,0,0.37146,0.76562,0.31961,0.11961
131.74,0,0.37146,0.77539,0.32353,0.13333
131.74,0,0.37439,0.77539,0.31961,0.12941
131.75,0,0.37928,0.78516,0.31961,0.12941
131.76,0,0.38807,0.7793,0.31961,0.13333
131.77,0,0.3998,0.76953,0.32941,0.10392
131.78,0,0.41447,0.78516,0.32353,0.12941
131.78,0,0.43206,0.77539,0.32941,0.12941
131.79,0,0.45259,0.7793,0.33529,0.14314
131.8,0,0.49462,0.78516,0.31373,0.14902
131.81,0,0.51808,0.78516,0.31961,0.15882
131.82,0,0.5347,0.78516,0.31961,0.17451
131.82,0,0.55523,0.78906,0.31373,0.16471
131.83,0,0.57674,0.78906,0.31961,0.14902
131.84,0,0.59726,0.79492,0.32353,0.14314
131.85,0,0.6129,0.79492,0.31373,0.12941
131.86,0,0.6305,0.80469,0.3098,0.13333
131.86,0,0.64712,0.82422,0.3098,0.11961
131.87,0,0.66276,0.83008,0.31373,0.12353
131.88,0,0.68133,0.83398,0.3,0.13333
131.89,0,0.69599,0.82031,0.31373,0.14902
131.9,0,0.70577,0.78906,0.31961,0.11373
131.9,0,0.71457,0.7793,0.31373,0.088235
131.91,0,0.72141,0.76562,0.32353,0.078431
131.92,0,0.72825,0.75977,0.32941,0.078431
131.93,0,0.73118,0.75977,0.32353,0.088235
131.94,0,0.73314,0.75977,0.33529,0.094118
131.94,0,0.73118,0.75977,0.33922,0.084314
131.95,0,0.72727,0.75977,0.32941,0.07451
131.96,0,0.72336,0.75977,0.33529,0.078431
131.97,0,0.71848,0.75977,0.33922,0.078431
131.98,0,0.71065,0.75977,0.32941,0.07451
131.98,0,0.70283,0.73047,0.3451,0.084314
131.99,0,0.69599,0.67969,0.36471,0.07451
132,0,0.68915,0.83398,0.37451,0.14314
132.01,0,0.67742,1.2949,0.17843,0.3549
132.02,0,0.66667,1.5,0.0039216,0.42549
132.02,0,0.65689,1.2188,-0.037255,0.017647
132.03,0,0.64712,0.75,0.068627,-0.082353
132.04,0,0.63148,0.74414,0.21373,0.029412
132.05,0,0.62072,0.75977,0.30392,0.07451
132.06,0,0.60997,0.74414,0.33529,0.084314
132.06,0,0.59531,0.73438,0.3451,0.088235
132.07,0,0.58651,0.73047,0.3549,0.068627
132.08,0,0.57869,0.73438,0.3451,0.062745
132.09,0,0.57283,0.73438,0.35882,0.078431
132.1,0,0.56696,0.73438,0.36471,0.07451
132.1,0,0.56109,0.74023,0.35882,0.062745
132.11,0,0.55425,0.74414,0.35882,0.062745
132.12,0,0.54839,0.73438,0.35882,0.088235
132.13,0,0.54252,0.75,0.35882,0.094118
132.14,0,0.53568,0.75,0.3549,0.088235
132.14,0,0.52981,0.75,0.35882,0.094118
132.15,0,0.52493,0.74414,0.34902,0.098039
132.16,0,0.52004,0.75977,0.3451,0.094118
132.17,0,0.51417,0.75977,0.34902,0.098039
132.18,0,0.50831,0.75977,0.33922,0.10392
132.18,0,0.50049,0.75977,0.34902,0.094118
132.19,0,0.49462,0.76953,0.34902,0.10392
132.2,0,0.48974,0.76953,0.34902,0.10392
132.21,0,0.48583,0.77539,0.35882,0.10392
132.22,0,0.48094,0.78516,0.34902,0.1098
132.22,0,0.47703,0.78516,0.3451,0.11961
132.23,0,0.47312,0.79492,0.3451,0.13333
132.24,0,0.46823,0.81055,0.33922,0.13922
132.25,0,0.46432,0.80469,0.3451,0.13922
132.26,0,0.46041,0.79492,0.34902,0.14314
132.26,0,0.45552,0.80469,0.3451,0.14902
132.27,0,0.45064,0.81055,0.33529,0.13922
132.28,0,0.44575,0.80469,0.33922,0.13333
132.29,0,0.44184,0.81055,0.33529,0.14314
132.3,0,0.43988,0.80469,0.33529,0.14902
132.3,0,0.43695,0.81055,0.32941,0.12941
132.31,0,0.435,0.78906,0.33529,0.12353
132.32,0,0.43304,0.79492,0.31961,0.11373
132.33,0,0.43011,0.78906,0.31961,0.10392
132.34,0,0.42815,0.78516,0.32941,0.10392
132.34,0,0.42424,0.7793,0.32941,0.10392
132.35,0,0.42033,0.78516,0.33922,0.10392
132.36,0,0.41642,0.78516,0.32353,0.10392
132.37,0,0.41349,0.7793,0.31373,0.10392
132.38,0,0.40958,0.79883,0.31373,0.10392
132.38,0,0.40665,0.79492,0.31373,0.1098
132.39,0,0.40469,0.78906,0.31373,0.11961
132.4,0,0.40274,0.79492,0.31961,0.10392
132.41,0,0.40176,0.7793,0.32353,0.11373
132.42,0,0.3998,0.77539,0.31961,0.11961
132.42,0,0.39785,0.77539,0.32353,0.1098
132.43,0,0.39492,0.7793,0.31961,0.11373
132.44,0,0.39394,0.77539,0.31373,0.1098
132.45,0,0.39296,0.75977,0.31961,0.11373
132.46,0,0.39296,0.76953,0.31373,0.11373
132.46,0,0.39492,0.75977,0.31961,0.10392
132.47,0,0.39883,0.76953,0.32353,0.10392
132.48,0,0.4086,0.76562,0.31961,0.12353
132.49,0,0.41935,0.75977,0.33529,0.12353
132.5,0,0.43304,0.76562,0.32353,0.12941
132.5,0,0.45064,0.77539,0.31961,0.13333
132.51,0,0.47116,0.76953,0.32353,0.12941
132.52,0,0.49365,0.76953,0.32941,0.11961
132.53,0,0.51613,0.77539,0.32353,0.11373
132.54,0,0.53861,0.76953,0.31961,0.12353
132.54,0,0.56012,0.76953,0.31961,0.13333
132.55,0,0.58162,0.77539,0.32353,0.14902
132.56,0.001955,0.60313,0.7793,0.31961,0.14902
132.57,0.0048876,0.62366,0.76953,0.31961,0.14902
132.58,0.0078201,0.64321,0.78516,0.31961,0.1549
132.58,0.010753,0.6608,0.79492,0.31961,0.14902
132.59,0.013685,0.67449,0.78516,0.32353,0.13333
132.6,0.017595,0.68622,0.78906,0.31373,0.13922
132.61,0.021505,0.69795,0.80469,0.3098,0.12941
132.62,0.025415,0.7087,0.81445,0.30392,0.13333
132.62,0.029326,0.71848,0.83008,0.30392,0.12941
132.63,0.033236,0.7263,0.82422,0.3098,0.12941
132.64,0.036168,0.73314,0.80469,0.31373,0.13333
132.65,0.040078,0.739,0.76953,0.32353,0.10392
132.66,0.043988,0.74291,0.76562,0.32941,0.088235
132.66,0.047898,0.74487,0.75977,0.33529,0.07451
132.67,0.052786,0.74585,0.75391,0.33529,0.07451
132.68,0.056696,0.74487,0.75977,0.33529,0.078431
132.69,0.060606,0.74194,0.75391,0.33922,0.07451
132.7,0.064516,0.73803,0.75977,0.33529,0.078431
132.7,0.068426,0.73314,0.75391,0.33529,0.07451
132.71,0.071359,0.7263,0.75391,0.33922,0.068627
132.72,0.075269,0.71848,0.75977,0.33529,0.07451
132.73,0.079179,0.7087,0.75,0.33922,0.078431
132.74,0.083089,0.69892,0.69922,0.35882,0.078431
132.74,0.086999,0.68915,0.66992,0.38039,0.07451
132.75,0.088954,0.6784,0.95508,0.32353,0.2
132.76,0.091887,0.66862,1.4336,0.11961,0.40392
132.77,0.092864,0.65885,1.5,-0.011765,0.23333
132.78,0.094819,0.64907,0.96484,-0.031373,-0.082353
132.78,0.094819,0.64027,0.73438,0.12941,-0.096078
132.79,0.094819,0.63245,0.74414,0.2549,0.033333
132.8,0.093842,0.62366,0.73438,0.32941,0.062745
132.81,0.092864,0.61486,0.73047,0.3451,0.07451
132.82,0.090909,0.60508,0.71484,0.35882,0.068627
132.82,0.089932,0.59531,0.7207,0.35882,0.07451
132.83,0.088954,0.58651,0.72461,0.35882,0.062745
132.84,0.086999,0.57771,0.7207,0.36471,0.058824
132.85,0.085044,0.57087,0.72461,0.37451,0.068627
132.86,0.084066,0.56403,0.72461,0.37059,0.058824
132.86,0.082111,0.55718,0.7207,0.37451,0.052941
132.87,0.080156,0.55034,0.73047,0.37059,0.068627
132.88,0.078201,0.54448,0.73047,0.37451,0.078431
132.89,0.077224,0.53861,0.73438,0.35882,0.084314
132.9,0.076246,0.53275,0.73047,0.36471,0.088235
132.9,0.076246,0.52688,0.73438,0.35882,0.094118
132.91,0.075269,0.52004,0.73047,0.36471,0.094118
132.92,0.075269,0.51417,0.74023,0.35882,0.094118
132.93,0.075269,0.50733,0.74414,0.35882,0.098039
132.94,0.076246,0.50049,0.74023,0.35882,0.10392
132.94,0.077224,0.49462,0.75,0.3549,0.10392
132.95,0.079179,0.48876,0.75977,0.35882,0.1098
132.96,0.083089,0.48387,0.75977,0.34902,0.12353
132.97,0.086022,0.47801,0.76562,0.34902,0.12941
132.98,0.090909,0.47312,0.76953,0.3451,0.12941
132.98,0.095797,0.46921,0.77539,0.3451,0.13333
132.99,0.10264,0.46628,0.7793,0.3451,0.14902
133,0.1085,0.46237,0.7793,0.3451,0.14902
133.01,0.11437,0.46041,0.7793,0.34902,0.15882
133.02,0.12121,0.45748,0.78516,0.3451,0.15882
133.02,0.1261,0.45552,0.78516,0.33922,0.1549
133.03,0.13196,0.45357,0.78516,0.33922,0.14314
133.04,0.13685,0.45064,0.78516,0.33922,0.13333
133.05,0.14076,0.44575,0.7793,0.33922,0.12941
133.06,0.1437,0.44086,0.7793,0.33922,0.12353
133.06,0.14663,0.43597,0.7793,0.33529,0.12353
133.07,0.14858,0.41935,0.77539,0.32941,0.1098
133.08,0.15054,0.39785,0.76953,0.33529,0.10392
133.09,0.15249,0.38612,0.76562,0.33529,0.10392
133.1,0.15543,0.37928,0.75977,0.33529,0.098039
133.1,0.15934,0.37341,0.76562,0.33529,0.10392
133.11,0.16422,0.3695,0.75977,0.33529,0.10392
133.12,0.17107,0.36559,0.75977,0.33529,0.094118
133.13,0.17791,0.36266,0.75391,0.33922,0.094118
133.14,0.18866,0.35973,0.75391,0.33922,0.088235
133.14,0.19941,0.35777,0.74414,0.3451,0.094118
133.15,0.21408,0.35484,0.74023,0.34902,0.088235
133.16,0.22874,0.35191,0.73438,0.34902,0.098039
133.17,0.24731,0.348,0.73047,0.3549,0.10392
133.18,0.26686,0.34409,0.71484,0.3549,0.098039
133.18,0.28935,0.34115,0.70898,0.35882,0.098039
133.19,0.31281,0.33724,0.70508,0.3549,0.10392
133.2,0.34213,0.33236,0.69922,0.35882,0.094118
133.21,0.37146,0.32845,0.69531,0.35882,0.094118
133.22,0.40665,0.32649,0.68945,0.36471,0.10392
133.22,0.44184,0.32747,0.69531,0.36471,0.10392
133.23,0.48485,0.33138,0.68945,0.36471,0.094118
133.24,0.52786,0.33822,0.68945,0.36471,0.098039
133.25,0.57771,0.348,0.68945,0.36471,0.10392
133.26,0.62757,0.35973,0.69531,0.35882,0.098039
133.26,0.68328,0.37537,0.68945,0.36471,0.10392
133.27,0.739,0.39198,0.69922,0.35882,0.10392
133.28,0.79668,0.41056,0.69922,0.36471,0.098039
133.29,0.85435,0.42717,0.70508,0.35882,0.1098
133.3,0.90029,0.44282,0.70898,0.3549,0.11961
133.3,0.94721,0.46041,0.71484,0.3549,0.11373
133.31,0.97361,0.47898,0.70508,0.35882,0.11961
133.32,1,0.49853,0.71484,0.3549,0.12353
133.33,1,0.51711,0.7207,0.3549,0.11373
133.34,1,0.53372,0.72461,0.3549,0.10392
133.34,1,0.55034,0.73438,0.35882,0.1098
133.35,1,0.565,0.73438,0.33922,0.088235
133.36,1,0.57869,0.74023,0.33922,0.084314
133.37,1,0.58944,0.75391,0.33922,0.078431
133.38,1,0.6002,0.75977,0.33922,0.078431
133.38,1,0.60704,0.75,0.33922,0.084314
133.39,1,0.6129,0.71484,0.34902,0.068627
133.4,1,0.61779,0.70508,0.35882,0.062745
133.41,1,0.62268,0.69531,0.35882,0.052941
133.42,1,0.62561,0.69922,0.35882,0.043137
133.42,1,0.62757,0.70508,0.35882,0.04902
133.43,1,0.62659,0.70508,0.35882,0.052941
133.44,1,0.62463,0.69922,0.3549,0.033333
133.45,1,0.61975,0.69922,0.37451,0.033333
133.46,1,0.61388,0.70508,0.3549,0.043137
133.46,1,0.60704,0.70508,0.35882,0.043137
133.47,1,0.59824,0.70508,0.3549,0.039216
133.48,1,0.58847,0.67969,0.37059,0.052941
133.49,1,0.57869,0.61914,0.4098,0.033333
133.5,1,0.56989,0.76953,0.38039,0.10392
133.5,1,0.55914,1.2188,0.17843,0.32941
133.51,1,0.54643,1.4941,-0.011765,0.4098
133.52,1,0.5347,1.0488,-0.031373,-0.015686
133.53,1,0.52199,0.61523,0.14314,-0.15098
133.54,1,0.51026,0.66016,0.26863,-0.060784
133.54,1,0.49853,0.69922,0.3451,0.017647
133.55,1,0.48778,0.70508,0.35882,0.033333
133.56,1,0.47703,0.69531,0.37059,0.039216
133.57,1,0.46823,0.68945,0.38039,0.033333
133.58,1,0.45943,0.70508,0.38431,0.039216
133.58,1,0.45161,0.69531,0.38431,0.043137
133.59,1,0.44379,0.69922,0.37451,0.039216
133.6,1,0.43695,0.69922,0.38039,0.04902
133.61,1,0.42913,0.71484,0.38431,0.058824
133.62,1,0.42229,0.70898,0.38039,0.043137
133.62,1,0.41544,0.71484,0.37451,0.039216
133.63,1,0.4086,0.71484,0.38039,0.058824
133.64,1,0.40274,0.71484,0.38039,0.062745
133.65,1,0.39687,0.71484,0.37451,0.039216
133.66,1,0.39101,0.7207,0.37059,0.033333
133.66,1,0.38416,0.7207,0.37451,0.068627
133.67,1,0.37732,0.72461,0.38039,0.078431
133.68,1,0.37146,0.73438,0.36471,0.062745
133.69,1,0.36559,0.74414,0.36471,0.07451
133.7,1,0.36168,0.73438,0.35882,0.058824
133.7,1,0.35679,0.75,0.3549,0.07451
133.71,1,0.35288,0.75391,0.35882,0.1098
133.72,1,0.34897,0.75977,0.3549,0.088235
133.73,1,0.34702,0.76953,0.33922,0.078431
133.74,1,0.34604,0.77539,0.34902,0.12353
133.74,1,0.34506,0.76953,0.33922,0.10392
133.75,1,0.34311,0.78516,0.3451,0.10392
133.76,1,0.34115,0.7793,0.33922,0.11373
133.77,1,0.33822,0.78516,0.3451,0.1098
