Time [s], RESP, ABP, PLETH, II, V, AVR, CVP
108.91,0.17986,54.954,0.44086,0.31961,0.46471,0.57451,20.574
108.92,0.17791,54.759,0.43695,0.31961,0.46078,0.57059,20.769
108.93,0.17693,54.563,0.43304,0.32353,0.46078,0.56471,20.652
108.94,0.17595,54.172,0.43109,0.32353,0.4549,0.56078,20.026
108.94,0.17595,53.977,0.43011,0.32941,0.4549,0.56471,19.126
108.95,0.17595,53.585,0.43011,0.33922,0.44902,0.5549,18.07
108.96,0.17595,53.194,0.42913,0.3451,0.4451,0.5549,17.132
108.97,0.17693,52.999,0.42717,0.34902,0.4451,0.55098,16.389
108.98,0.17791,52.803,0.42522,0.34902,0.4451,0.55098,15.88
108.98,0.17986,53.39,0.42326,0.35882,0.43922,0.53529,15.567
108.99,0.18182,55.737,0.42229,0.37059,0.44902,0.52941,15.332
109,0.18377,61.213,0.42229,0.38431,0.43529,0.52549,15.137
109.01,0.18573,70.209,0.42229,0.39412,0.43529,0.51569,14.824
109.02,0.18768,81.747,0.42229,0.40392,0.42941,0.50588,14.433
109.02,0.18964,94.263,0.42326,0.41961,0.42549,0.5,14.12
109.03,0.19257,105.61,0.42326,0.42549,0.4098,0.48431,13.807
109.04,0.19453,114.8,0.42229,0.43922,0.4098,0.48431,13.651
109.05,0.19746,121.64,0.42131,0.44902,0.40392,0.48039,13.572
109.06,0.20039,126.34,0.41935,0.4451,0.4098,0.48039,13.572
109.06,0.20235,128.68,0.4174,0.4451,0.4098,0.4902,13.572
109.07,0.20528,128.68,0.41642,0.43529,0.4098,0.49412,13.572
109.08,0.20723,126.73,0.41447,0.41961,0.4098,0.50588,13.572
109.09,0.20919,123.6,0.41251,0.41569,0.4098,0.5098,13.651
109.1,0.20919,119.69,0.40958,0.4,0.40392,0.51569,13.768
109.1,0.21017,115.78,0.40665,0.3902,0.40392,0.52941,13.963
109.11,0.21017,112.06,0.40371,0.38431,0.39412,0.52941,14.276
109.12,0.20919,108.74,0.40176,0.38039,0.38431,0.53529,14.628
109.13,0.20821,106,0.40078,0.38431,0.38431,0.53529,15.215
109.14,0.20723,104.04,0.3998,0.38039,0.38039,0.53529,15.841
109.14,0.20528,102.67,0.3998,0.37451,0.37451,0.53922,16.467
109.15,0.20332,101.69,0.40078,0.37451,0.37059,0.53922,17.093
109.16,0.20137,101.11,0.40078,0.37451,0.37451,0.53922,17.523
109.17,0.19844,100.91,0.40078,0.37451,0.37059,0.5451,17.875
109.18,0.19648,100.52,0.40274,0.37059,0.37451,0.5451,18.266
109.18,0.19355,100.13,0.40371,0.37451,0.37451,0.53922,18.579
109.19,0.19062,99.739,0.40176,0.37451,0.38039,0.5451,18.892
109.2,0.18768,99.348,0.3998,0.37059,0.38039,0.5451,19.087
109.21,0.18573,98.761,0.39785,0.36471,0.38431,0.55098,19.283
109.22,0.18377,97.979,0.39492,0.36471,0.38431,0.53922,19.283
109.22,0.1828,96.806,0.39296,0.37059,0.3902,0.5451,19.322
109.23,0.18182,95.632,0.39394,0.35882,0.3902,0.5451,19.4
109.24,0.1828,94.263,0.39589,0.35882,0.3902,0.5451,19.635
109.25,0.1828,92.503,0.39883,0.36471,0.3902,0.53922,19.948
109.26,0.18475,90.548,0.40274,0.36471,0.3902,0.53922,20.143
109.26,0.18671,88.201,0.4086,0.37059,0.38431,0.53922,20.222
109.27,0.19062,85.658,0.41642,0.36471,0.38431,0.53922,20.143
109.28,0.1955,82.725,0.4262,0.36471,0.3902,0.53922,20.026
109.29,0.20137,79.596,0.43988,0.36471,0.38431,0.5451,19.909
109.3,0.20723,76.271,0.45748,0.36471,0.3902,0.53922,19.635
109.3,0.21408,73.142,0.47801,0.37059,0.39412,0.53922,19.322
109.31,0.2219,70.209,0.49853,0.37451,0.40392,0.52941,18.892
109.32,0.22972,67.862,0.51808,0.39412,0.40392,0.52549,18.383
109.33,0.23754,65.906,0.53568,0.40392,0.41961,0.51569,17.836
109.34,0.24731,64.733,0.5523,0.41569,0.40392,0.51569,17.249
109.34,0.25806,63.95,0.56598,0.41961,0.35882,0.50588,16.701
109.35,0.27077,63.364,0.57771,0.42549,0.33529,0.50588,16.271
109.36,0.28348,62.973,0.58651,0.41961,0.32353,0.50588,15.88
109.37,0.29814,62.973,0.59238,0.40392,0.32353,0.5098,15.567
109.38,0.31281,63.168,0.59531,0.4,0.33529,0.5098,15.332
109.38,0.32845,63.559,0.59726,0.38039,0.33922,0.51569,15.137
109.39,0.34409,64.342,0.59629,0.37451,0.36471,0.52941,14.902
109.4,0.35875,65.124,0.59433,0.36471,0.38039,0.53529,14.707
109.41,0.37341,66.102,0.59335,0.34902,0.3902,0.5549,14.511
109.42,0.38612,67.08,0.59335,0.33529,0.39412,0.5549,14.394
109.42,0.39883,67.862,0.59335,0.32941,0.4,0.56078,14.276
109.43,0.41251,68.644,0.59335,0.33529,0.39412,0.5549,14.198
109.44,0.42717,69.035,0.5914,0.32941,0.3902,0.5549,14.198
109.45,0.44184,69.426,0.58944,0.3098,0.4451,0.56471,14.315
109.46,0.45748,69.426,0.58651,0.27451,0.56078,0.5902,14.589
109.46,0.47116,69.231,0.58358,0.34902,0.56471,0.52549,14.941
109.47,0.48485,69.035,0.58065,0.64118,0.17843,0.3451,15.528
109.48,0.49853,68.449,0.57771,0.8902,-0.33333,0.17843,16.31
109.49,0.51124,67.862,0.57478,1.0216,-0.50196,0.13333,17.249
109.5,0.5259,67.08,0.57185,0.76667,-0.49216,0.34902,18.149
109.5,0.53959,66.297,0.56891,0.50588,-0.16275,0.51569,18.814
109.51,0.55523,65.515,0.56598,0.4,0.12941,0.55098,19.205
109.52,0.57087,64.733,0.56207,0.34902,0.32941,0.56078,19.283
109.53,0.58749,63.95,0.55621,0.31961,0.42941,0.57059,19.126
109.54,0.60411,62.973,0.54936,0.3098,0.46078,0.57059,18.892
109.54,0.6217,62.19,0.54154,0.30392,0.48039,0.57451,18.657
109.55,0.6393,61.408,0.5347,0.30392,0.48039,0.57059,18.501
109.56,0.65689,60.821,0.52688,0.30392,0.48431,0.56471,18.501
109.57,0.67351,60.039,0.52102,0.30392,0.48039,0.56471,18.579
109.58,0.69013,59.452,0.51515,0.30392,0.48431,0.57059,18.657
109.58,0.70674,58.866,0.50831,0.3098,0.48039,0.56471,18.774
109.59,0.7263,58.279,0.50049,0.31373,0.48431,0.56471,18.892
109.6,0.74682,57.888,0.49267,0.31961,0.48039,0.56078,19.009
109.61,0.76833,57.301,0.48485,0.32353,0.48039,0.5549,19.205
109.62,0.78983,56.91,0.47801,0.32941,0.47451,0.5549,19.4
109.62,0.81036,56.519,0.47214,0.33529,0.47059,0.5549,19.635
109.63,0.83089,56.128,0.46725,0.33529,0.46471,0.5549,19.948
109.64,0.85044,55.932,0.46237,0.33529,0.47059,0.5549,20.339
109.65,0.86901,55.541,0.45846,0.33922,0.46078,0.55098,20.769
109.66,0.89052,55.346,0.45455,0.34902,0.46078,0.55098,21.278
109.66,0.913,54.954,0.45064,0.34902,0.46078,0.5451,21.591
109.67,0.93646,54.759,0.44966,0.35882,0.4549,0.5451,21.591
109.68,0.95992,54.563,0.44868,0.35882,0.44902,0.53922,21.199
109.69,0.98045,54.172,0.4477,0.36471,0.44902,0.53922,20.574
109.7,1,53.977,0.4477,0.37059,0.4451,0.52941,19.752
109.7,1,53.585,0.4477,0.37451,0.44902,0.52941,18.97
109.71,1,53.39,0.44673,0.37451,0.4451,0.52549,18.188
109.72,1,53.585,0.44379,0.38431,0.43922,0.52549,17.562
109.73,1,54.759,0.43988,0.39412,0.43529,0.51569,17.014
109.74,1,58.475,0.435,0.4,0.43529,0.50588,16.584
109.74,1,65.906,0.43206,0.41569,0.43529,0.5,16.271
109.75,1,76.662,0.43109,0.42549,0.42549,0.48431,16.076
109.76,1,88.983,0.43011,0.43529,0.41961,0.48039,15.841
109.77,1,101.3,0.43011,0.4451,0.4098,0.47451,15.645
109.78,1,112.06,0.42913,0.46078,0.40392,0.47451,15.372
109.78,1,120.47,0.42913,0.47059,0.39412,0.46078,15.137
109.79,1,126.53,0.42913,0.47059,0.4,0.46078,14.941
109.8,1,130.05,0.42913,0.47059,0.4,0.46078,14.824
109.81,1,131.23,0.42717,0.46471,0.40392,0.46471,14.707
109.82,1,130.05,0.42424,0.44902,0.40392,0.47451,14.628
109.82,1,127.12,0.42131,0.43529,0.4098,0.48431,14.589
109.83,1,123.21,0.41935,0.42941,0.40392,0.4902,14.511
109.84,1,118.9,0.41642,0.41961,0.4,0.49412,14.394
109.85,1,114.8,0.41544,0.41569,0.4,0.50588,14.394
109.86,1,111.08,0.41544,0.40392,0.39412,0.5098,14.511
109.86,1,108.15,0.41544,0.4,0.3902,0.51569,14.746
109.87,1,105.61,0.41447,0.4,0.3902,0.51961,15.215
109.88,1,103.85,0.41349,0.4,0.3902,0.51961,15.763
109.89,1,102.48,0.41153,0.4,0.38431,0.52549,16.467
109.9,1,101.69,0.41056,0.3902,0.3902,0.52549,17.21
109.9,1,101.11,0.40958,0.38431,0.38431,0.52941,17.836
109.91,1,100.91,0.4086,0.38431,0.3902,0.52941,18.344
109.92,1,100.52,0.40762,0.3902,0.3902,0.52941,18.696
109.93,1,100.33,0.40762,0.3902,0.3902,0.52941,18.97
109.94,1,99.935,0.40762,0.38431,0.3902,0.52941,19.126
109.94,1,99.348,0.40762,0.38431,0.3902,0.52941,19.283
109.95,1,98.566,0.4086,0.38431,0.3902,0.52941,19.4
109.96,1,97.784,0.40762,0.38039,0.3902,0.52941,19.596
109.97,1,96.61,0.40762,0.38039,0.3902,0.52941,19.713
109.98,1,95.437,0.40762,0.38039,0.3902,0.52941,19.83
109.98,1,93.872,0.40762,0.38039,0.3902,0.52941,20.065
109.99,1,92.112,0.4086,0.37451,0.3902,0.52941,20.261
110,1,90.157,0.41251,0.37451,0.38039,0.52941,20.378
110.01,1,87.81,0.41838,0.37451,0.38039,0.53529,20.378
110.02,1,85.072,0.42815,0.37059,0.37451,0.53529,20.222
110.02,1,82.138,0.44086,0.37059,0.38039,0.53922,19.948
110.03,1,78.814,0.45943,0.36471,0.38039,0.53922,19.713
110.04,1,75.685,0.48094,0.36471,0.38039,0.5451,19.439
110.05,1,72.555,0.5044,0.36471,0.38431,0.5451,19.126
110.06,1,69.818,0.52786,0.37451,0.3902,0.53529,18.814
110.06,1,67.471,0.54643,0.39412,0.39412,0.52549,18.383
110.07,1,65.906,0.56403,0.40392,0.4098,0.52549,18.07
110.08,1,64.733,0.58162,0.4098,0.39412,0.51961,17.757
110.09,1,63.95,0.59726,0.41569,0.34902,0.51961,17.523
110.1,1,63.559,0.60704,0.41961,0.32941,0.5098,17.21
110.1,1,63.168,0.6129,0.41569,0.32353,0.5098,16.819
110.11,1,63.168,0.61388,0.39412,0.32353,0.51961,16.467
110.12,1,63.364,0.61193,0.38039,0.32353,0.51569,16.076
110.13,1,63.95,0.60997,0.37059,0.33922,0.52941,15.645
110.14,1,64.537,0.60704,0.35882,0.3549,0.53922,15.332
110.14,1,65.515,0.60508,0.34902,0.37451,0.55098,15.02
110.15,1,66.493,0.60215,0.33922,0.38431,0.56078,14.746
110.16,1,67.275,0.6002,0.32353,0.3902,0.57451,14.628
110.17,1,68.057,0.6002,0.31961,0.38431,0.57451,14.511
110.18,1,68.644,0.60117,0.31373,0.38431,0.57451,14.394
110.18,1,69.035,0.60215,0.31961,0.38039,0.57451,14.315
110.19,1,69.231,0.60313,0.28431,0.44902,0.59608,14.276
110.2,1,69.035,0.60411,0.24902,0.5549,0.6098,14.394
110.21,1,68.84,0.60313,0.3451,0.52941,0.53922,14.707
110.22,1,68.253,0.60117,0.6451,0.094118,0.34902,15.215
110.22,1,67.471,0.59824,0.87647,-0.38824,0.2,15.841
110.23,1,66.884,0.59531,0.97647,-0.50196,0.16471,16.623
110.24,1,66.102,0.59238,0.6902,-0.46863,0.41569,17.523
110.25,1,65.124,0.58944,0.46078,-0.14118,0.5549,18.188
110.26,1,64.342,0.58651,0.35882,0.14902,0.58431,18.657
110.26,1,63.364,0.58358,0.31373,0.33529,0.59608,18.774
110.27,1,62.582,0.57967,0.28431,0.41961,0.6,18.657
110.28,1,61.799,0.57283,0.28431,0.4549,0.6,18.462
110.29,1,61.213,0.56305,0.27843,0.46078,0.60588,18.266
110.3,1,60.43,0.5523,0.27843,0.47451,0.6,18.149
110.3,1,59.648,0.54252,0.27451,0.47451,0.6,18.031
110.31,0.99413,59.061,0.53372,0.27451,0.48039,0.60588,18.031
110.32,0.98827,58.475,0.52395,0.26863,0.47451,0.6,18.031
110.33,0.96676,57.888,0.51613,0.27451,0.47451,0.6,18.031
110.34,0.94624,57.497,0.50929,0.27843,0.46471,0.6,18.07
110.34,0.92669,57.106,0.50342,0.27843,0.47059,0.59608,18.149
110.35,0.90714,56.715,0.49658,0.2902,0.46078,0.59608,18.266
110.36,0.88954,56.323,0.49071,0.29412,0.46471,0.59608,18.462
110.37,0.87292,55.932,0.48583,0.3,0.46078,0.5902,18.696
110.38,0.85826,55.737,0.48192,0.30392,0.46078,0.5902,18.97
110.38,0.84457,55.346,0.47898,0.3098,0.46078,0.58039,19.322
110.39,0.83089,55.15,0.47507,0.31373,0.4549,0.58039,19.752
110.4,0.81818,54.954,0.47214,0.31373,0.44902,0.57451,20.222
110.41,0.80645,54.759,0.46921,0.31373,0.44902,0.57451,20.339
110.42,0.79472,54.368,0.46628,0.31961,0.4451,0.57451,20.065
110.42,0.78397,54.172,0.46237,0.31961,0.4451,0.57451,19.4
110.43,0.77322,53.977,0.45748,0.32353,0.43922,0.57059,18.383
110.44,0.76442,53.781,0.45455,0.32353,0.43529,0.56471,17.249
110.45,0.75464,53.39,0.45259,0.33922,0.43922,0.56078,16.389
110.46,0.74585,52.999,0.45161,0.33922,0.43529,0.5549,15.88
110.46,0.73705,53.194,0.45161,0.34902,0.43922,0.55098,15.684
110.47,0.72923,54.563,0.45259,0.34902,0.43529,0.5451,15.684
110.48,0.72141,58.279,0.45455,0.36471,0.42549,0.52941,15.684
110.49,0.71359,65.906,0.45748,0.37451,0.41961,0.52941,15.567
110.5,0.70479,76.662,0.45846,0.38431,0.41569,0.51569,15.372
110.5,0.69697,89.374,0.45748,0.39412,0.41569,0.51961,15.059
110.51,0.68915,101.5,0.45357,0.4098,0.4098,0.50588,14.707
110.52,0.68133,111.86,0.45064,0.42549,0.4,0.50588,14.433
110.53,0.67449,119.88,0.44673,0.43922,0.3902,0.4902,14.198
110.54,0.66667,125.55,0.44379,0.4451,0.3902,0.48431,14.081
110.54,0.65982,128.88,0.43988,0.43922,0.3902,0.4902,14.003
110.55,0.65005,129.66,0.435,0.42941,0.39412,0.5,13.963
110.56,0.64027,128.29,0.43011,0.41961,0.4,0.5098,13.885
110.57,0.62854,124.97,0.4262,0.40392,0.40392,0.51961,13.768
110.58,0.61681,121.06,0.42326,0.39412,0.40392,0.52941,13.768
110.58,0.60508,116.75,0.42033,0.3902,0.4,0.53529,13.69
110.59,0.59335,112.84,0.4174,0.37451,0.39412,0.5451,13.768
110.6,0.58065,109.32,0.41544,0.37451,0.3902,0.53922,13.885
110.61,0.56794,106.39,0.41544,0.37059,0.3902,0.5549,14.12
110.62,0.5523,104.04,0.41544,0.35882,0.38039,0.5549,14.589
110.62,0.53666,102.28,0.41544,0.35882,0.38431,0.5549,15.215
110.63,0.51808,100.91,0.41544,0.3549,0.38039,0.5549,15.958
110.64,0.49951,100.13,0.41447,0.36471,0.38039,0.5549,16.701
110.65,0.47801,99.739,0.41349,0.36471,0.38431,0.5549,17.405
110.66,0.45748,99.544,0.41153,0.35882,0.3902,0.5549,17.875
110.66,0.43597,99.544,0.40958,0.3549,0.38431,0.5549,18.344
110.67,0.41447,99.544,0.40762,0.34902,0.38039,0.5549,18.657
110.68,0.39492,99.348,0.40567,0.3549,0.3902,0.5549,18.814
110.69,0.37537,98.957,0.40371,0.34902,0.38431,0.5549,18.97
110.7,0.35777,98.175,0.40176,0.34902,0.3902,0.5549,19.087
110.7,0.34115,97.393,0.40078,0.34902,0.3902,0.5549,19.126
110.71,0.32356,96.415,0.3998,0.34902,0.3902,0.5549,19.283
110.72,0.30694,95.046,0.3998,0.34902,0.3902,0.5549,19.439
110.73,0.29032,93.481,0.3998,0.34902,0.3902,0.5549,19.713
110.74,0.27468,91.525,0.40274,0.34902,0.3902,0.5549,19.948
110.74,0.261,89.179,0.40762,0.34902,0.3902,0.5549,20.026
110.75,0.24829,86.636,0.4174,0.34902,0.38431,0.55098,19.909
110.76,0.23754,83.898,0.43011,0.3549,0.3902,0.5549,19.713
110.77,0.22776,80.769,0.44477,0.3549,0.3902,0.55098,19.518
110.78,0.21799,77.445,0.46041,0.34902,0.3902,0.55098,19.205
110.78,0.20919,74.12,0.47996,0.34902,0.3902,0.55098,18.814
110.79,0.20137,71.186,0.50049,0.3549,0.3902,0.5451,18.188
110.8,0.19257,68.644,0.52004,0.37059,0.39412,0.53529,17.523
110.81,0.18671,66.493,0.53763,0.37451,0.4,0.53529,16.897
110.82,0.17986,64.928,0.55327,0.3902,0.4098,0.52941,16.389
110.82,0.17498,63.95,0.56598,0.4,0.4,0.52549,16.076
110.83,0.17009,63.364,0.57674,0.4,0.3549,0.51961,15.88
110.84,0.16618,62.973,0.58553,0.40392,0.32941,0.51961,15.645
110.85,0.16325,62.777,0.59042,0.4098,0.31961,0.51569,15.332
110.86,0.16031,62.777,0.59531,0.39412,0.31961,0.51961,15.02
110.86,0.15836,62.973,0.59726,0.38431,0.32353,0.51961,14.707
110.87,0.1564,63.364,0.59629,0.37451,0.31961,0.52549,14.394
110.88,0.15445,64.146,0.59531,0.36471,0.34902,0.52941,14.12
110.89,0.15249,64.928,0.59238,0.3549,0.36471,0.55098,13.963
110.9,0.15152,65.711,0.59042,0.33922,0.38039,0.56078,13.768
110.9,0.14956,66.493,0.58847,0.32353,0.38431,0.56471,13.651
110.91,0.14858,67.275,0.58749,0.31961,0.38431,0.57059,13.494
110.92,0.14761,67.666,0.58651,0.31961,0.38039,0.57451,13.494
110.93,0.14663,68.057,0.58651,0.31961,0.3902,0.57451,13.494
110.94,0.14467,68.253,0.58553,0.3,0.42941,0.58431,13.69
110.94,0.14272,68.057,0.58456,0.2549,0.5549,0.60588,13.963
110.95,0.14076,67.666,0.58456,0.32353,0.5451,0.5451,14.394
110.96,0.13978,67.275,0.58358,0.6,0.20392,0.37059,14.941
110.97,0.13685,66.688,0.58065,0.85098,-0.34314,0.20392,15.645
110.98,0.13392,66.102,0.57869,0.99216,-0.50196,0.15882,16.389
110.98,0.13099,65.319,0.57576,0.77059,-0.50196,0.3549,17.132
110.99,0.12805,64.537,0.57283,0.48431,-0.20784,0.53922,17.757
111,0.12512,63.755,0.56989,0.37451,0.094118,0.57451,18.188
111.01,0.12219,62.973,0.56403,0.32353,0.3,0.58431,18.266
111.02,0.11926,62.386,0.55718,0.30392,0.40392,0.5902,18.149
111.02,0.11632,61.604,0.54936,0.2902,0.44902,0.6,17.953
111.03,0.11241,61.017,0.54057,0.27843,0.46078,0.6,17.757
111.04,0.10948,60.235,0.53275,0.27843,0.47059,0.6,17.718
111.05,0.10655,59.648,0.52493,0.27843,0.48039,0.59608,17.718
111.06,0.10264,58.866,0.51808,0.27843,0.48039,0.6,17.757
111.06,0.099707,58.279,0.51222,0.28431,0.47451,0.59608,17.875
111.07,0.095797,57.888,0.50733,0.28431,0.47451,0.59608,18.031
111.08,0.092864,57.301,0.50244,0.29412,0.47451,0.58431,18.07
111.09,0.089932,56.91,0.49658,0.29412,0.46471,0.5902,18.188
111.1,0.087977,56.519,0.48974,0.29412,0.47059,0.58039,18.383
111.1,0.085044,55.932,0.48289,0.3,0.46078,0.58039,18.657
111.11,0.082111,55.541,0.47703,0.3,0.46078,0.57451,18.97
111.12,0.080156,55.346,0.47116,0.3098,0.46078,0.57451,19.283
111.13,0.077224,54.954,0.4653,0.3098,0.46078,0.57451,19.713
111.14,0.075269,54.759,0.45943,0.31373,0.4549,0.57059,20.143
111.14,0.073314,54.368,0.45455,0.31373,0.44902,0.57451,20.535
111.15,0.071359,54.172,0.45064,0.32353,0.43922,0.57059,20.652
111.16,0.070381,53.781,0.44673,0.32353,0.44902,0.56471,20.339
111.17,0.069404,53.585,0.44477,0.32941,0.43529,0.56471,19.596
111.18,0.069404,53.39,0.44282,0.33529,0.43922,0.56078,18.579
111.18,0.069404,52.999,0.44282,0.3451,0.43922,0.5549,17.523
111.19,0.070381,52.608,0.44282,0.3451,0.43529,0.5549,16.623
111.2,0.070381,52.216,0.44184,0.3549,0.43529,0.5451,16.076
111.21,0.071359,52.412,0.44086,0.3549,0.43529,0.53922,15.841
111.22,0.073314,53.39,0.43891,0.37059,0.43529,0.52941,15.645
111.22,0.074291,56.519,0.43597,0.37451,0.43529,0.52941,15.45
111.23,0.076246,62.973,0.43206,0.3902,0.42941,0.51569,15.215
111.24,0.077224,73.142,0.42717,0.40392,0.42549,0.5098,14.824
111.25,0.079179,85.463,0.42424,0.41569,0.41569,0.50588,14.511
111.26,0.081134,97.784,0.42131,0.42549,0.4098,0.5,14.12
111.26,0.083089,108.54,0.42033,0.43529,0.40392,0.48431,13.885
111.27,0.085044,116.95,0.42033,0.4451,0.40392,0.48039,13.651
111.28,0.086999,123.01,0.41935,0.44902,0.4,0.48039,13.455
111.29,0.087977,126.73,0.41935,0.4549,0.4,0.48039,13.377
111.3,0.088954,128.1,0.41935,0.4451,0.4,0.4902,13.338
111.3,0.089932,127.12,0.41935,0.42941,0.40392,0.5,13.338
111.31,0.089932,124.58,0.41838,0.41569,0.4,0.50588,13.338
111.32,0.089932,120.86,0.4174,0.40392,0.4,0.5098,13.338
111.33,0.090909,116.95,0.41642,0.4,0.39412,0.51961,13.338
111.34,0.090909,113.04,0.41447,0.39412,0.3902,0.52549,13.455
111.34,0.090909,109.52,0.41153,0.38431,0.3902,0.52941,13.768
111.35,0.088954,106.78,0.4086,0.38039,0.38431,0.52941,14.12
111.36,0.087977,104.43,0.40665,0.37451,0.38039,0.52941,14.628
111.37,0.085044,102.67,0.40567,0.37451,0.37059,0.53529,15.254
111.38,0.083089,101.5,0.40371,0.37059,0.37451,0.5451,15.88
111.38,0.079179,100.52,0.40274,0.37059,0.37059,0.5451,16.506
111.39,0.076246,99.935,0.40176,0.36471,0.37451,0.55098,17.132
111.4,0.073314,99.544,0.3998,0.36471,0.38039,0.55098,17.64
111.41,0.070381,99.153,0.39785,0.36471,0.37451,0.5549,18.07
111.42,0.065494,98.566,0.39589,0.35882,0.37451,0.5549,18.383
111.42,0.061584,97.979,0.39394,0.37059,0.38431,0.5549,18.657
111.43,0.057674,97.197,0.39198,0.37059,0.37451,0.55098,18.814
111.44,0.052786,96.61,0.38905,0.36471,0.38039,0.55098,18.97
111.45,0.047898,95.828,0.38612,0.35882,0.38039,0.55098,18.97
111.46,0.043011,94.85,0.38416,0.35882,0.38431,0.55098,18.97
111.46,0.038123,93.677,0.38319,0.35882,0.38431,0.55098,19.087
111.47,0.034213,92.308,0.38514,0.3549,0.38039,0.55098,19.322
111.48,0.030303,90.743,0.3871,0.35882,0.38431,0.5451,19.596
111.49,0.026393,88.788,0.39101,0.3549,0.38039,0.55098,19.713
111.5,0.024438,86.441,0.39883,0.35882,0.38431,0.5451,19.713
111.5,0.022483,83.898,0.40958,0.36471,0.38431,0.55098,19.518
111.51,0.020528,80.769,0.42326,0.36471,0.38431,0.5451,19.322
111.52,0.018573,77.445,0.43891,0.35882,0.38431,0.55098,19.009
111.53,0.016618,74.316,0.45748,0.35882,0.38431,0.55098,18.579
111.54,0.014663,71.186,0.47898,0.35882,0.38431,0.55098,17.953
111.54,0.014663,68.449,0.50049,0.36471,0.3902,0.53922,17.327
111.55,0.014663,66.297,0.51906,0.38039,0.3902,0.53529,16.78
111.56,0.014663,64.733,0.53372,0.3902,0.4098,0.52941,16.389
111.57,0.01564,63.755,0.54545,0.4,0.4098,0.52549,16.076
111.58,0.016618,62.973,0.55621,0.4098,0.37059,0.51961,15.841
111.58,0.016618,62.582,0.565,0.41569,0.33529,0.51569,15.567
111.59,0.017595,62.386,0.57087,0.41961,0.32353,0.51569,15.254
111.6,0.018573,62.386,0.57478,0.4098,0.32353,0.5098,14.941
111.61,0.020528,62.582,0.57771,0.39412,0.32941,0.51961,14.589
111.62,0.022483,63.168,0.57869,0.37451,0.32941,0.51569,14.315
111.62,0.024438,63.95,0.57967,0.37059,0.33922,0.52941,14.081
111.63,0.026393,64.733,0.57967,0.36471,0.35882,0.53922,13.807
111.64,0.028348,65.711,0.57771,0.34902,0.37059,0.5549,13.651
111.65,0.030303,66.493,0.57576,0.33529,0.37451,0.56471,13.494
111.66,0.033236,67.275,0.57283,0.32353,0.37451,0.57451,13.377
111.66,0.036168,67.862,0.56989,0.32353,0.37451,0.57451,13.377
111.67,0.039101,68.253,0.56794,0.32353,0.37451,0.57451,13.377
111.68,0.042033,68.449,0.56696,0.31961,0.4,0.57451,13.572
111.69,0.045943,68.253,0.56696,0.27451,0.51569,0.6,13.807
111.7,0.049853,68.057,0.56598,0.25882,0.56078,0.57451,14.198
111.7,0.053763,67.471,0.565,0.48431,0.39412,0.4451,14.746
111.71,0.057674,66.884,0.56305,0.78039,-0.19608,0.24902,15.45
111.72,0.061584,66.297,0.56109,0.97647,-0.50196,0.14902,16.193
111.73,0.066471,65.515,0.55816,0.99216,-0.50196,0.25882,16.936
111.74,0.070381,64.537,0.55425,0.55098,-0.34314,0.5,17.523
111.74,0.075269,63.755,0.55034,0.39412,-0.021569,0.57451,17.836
111.75,0.079179,62.973,0.54545,0.3451,0.22941,0.58039,17.953
111.76,0.084066,62.19,0.54057,0.31961,0.37451,0.58431,17.875
111.77,0.087977,61.408,0.53568,0.3,0.43529,0.5902,17.757
111.78,0.092864,60.626,0.52786,0.29412,0.4549,0.6,17.64
111.78,0.096774,59.844,0.52102,0.29412,0.46078,0.59608,17.562
111.79,0.10166,59.061,0.51515,0.2902,0.47059,0.59608,17.523
111.8,0.10459,58.475,0.50831,0.29412,0.46471,0.5902,17.523
111.81,0.1085,57.888,0.50244,0.3,0.47059,0.59608,17.562
111.82,0.11241,57.301,0.49658,0.3,0.46078,0.58431,17.64
111.82,0.11632,56.715,0.49071,0.30392,0.46471,0.58431,17.718
111.83,0.11926,56.128,0.48485,0.30392,0.46078,0.58039,17.875
111.84,0.12219,55.737,0.47898,0.3098,0.46078,0.58039,18.07
111.85,0.12414,55.346,0.4741,0.31373,0.4549,0.57451,18.383
111.86,0.12708,54.954,0.46823,0.3098,0.4549,0.57451,18.657
111.86,0.12903,54.563,0.46334,0.31373,0.44902,0.57059,19.009
111.87,0.13099,54.172,0.45846,0.31961,0.4549,0.57451,19.4
111.88,0.13196,53.781,0.45259,0.32353,0.44902,0.56471,19.83
111.89,0.13392,53.585,0.44575,0.32941,0.44902,0.56471,20.222
111.9,0.1349,53.194,0.43988,0.33529,0.4451,0.5549,20.378
111.9,0.13587,52.999,0.43402,0.3451,0.43922,0.5549,20.065
111.91,0.13587,52.803,0.42815,0.34902,0.43922,0.55098,19.322
111.92,0.13685,52.608,0.42522,0.34902,0.43529,0.55098,18.266
111.93,0.13587,52.412,0.42326,0.34902,0.43529,0.5451,17.093
111.94,0.13587,51.825,0.42229,0.35882,0.43529,0.53922,16.154
111.94,0.1349,51.239,0.42033,0.36471,0.43529,0.53529,15.528
111.95,0.13392,51.239,0.42033,0.37451,0.42941,0.52941,15.137
111.96,0.13392,52.021,0.42033,0.38039,0.43529,0.52549,14.902
111.97,0.13294,54.172,0.42131,0.3902,0.42549,0.51569,14.824
111.98,0.13196,59.257,0.42131,0.39412,0.42549,0.5098,14.628
111.98,0.13099,68.057,0.42229,0.4098,0.41569,0.5,14.394
