Time [s], PLETH, RESP, II, V, AVR, CVP
14.816,1.8338,0.39873,0.625,0.26491,0.34521,6.6232
14.824,1.825,0.40264,0.58984,0.25464,0.37988,6.8088
14.832,1.8172,0.40679,0.58984,0.26491,0.3999,6.8674
14.84,1.8113,0.41095,0.58496,0.26002,0.40479,6.8674
14.848,1.8065,0.4151,0.68506,0.32991,0.31494,7.0628
14.856,1.8016,0.4195,0.62012,0.29472,0.37012,7.3754
14.864,1.7967,0.42389,0.54492,0.2346,0.43018,7.8052
14.872,1.7918,0.42878,0.54492,0.21457,0.4248,8.1862
14.88,1.7889,0.43391,0.55518,0.22483,0.3999,8.5574
14.888,1.7869,0.43953,0.58984,0.22972,0.36523,8.997
14.896,1.7859,0.44515,0.6001,0.24487,0.35498,9.4952
14.904,1.7859,0.45199,0.58496,0.26491,0.41992,9.9935
14.912,1.7869,0.45883,0.6499,0.26979,0.33496,10.247
14.92,1.7879,0.46665,0.625,0.22972,0.3252,10.062
14.928,1.7889,0.47471,0.58496,0.20968,0.37988,9.6809
14.936,1.7898,0.48253,0.56494,0.21457,0.3999,9.4366
14.944,1.7918,0.49035,0.59521,0.20968,0.35498,9.6809
14.952,1.7937,0.49792,0.59521,0.21457,0.34521,10.374
14.96,1.7977,0.50574,0.66016,0.26979,0.30518,11.127
14.968,1.8025,0.51429,0.66992,0.31476,0.3252,11.498
14.976,1.8104,0.52284,0.64014,0.32991,0.36523,11.371
14.984,1.8221,0.53188,0.64502,0.3348,0.37988,10.931
14.992,1.8387,0.54092,0.65479,0.31476,0.35986,10.619
15,1.8573,0.54899,0.66504,0.28983,0.33496,10.501
15.008,1.8788,0.55705,0.63477,0.23998,0.33496,10.687
15.016,1.9062,0.56438,0.60986,0.1999,0.33008,10.873
15.024,1.9374,0.57171,0.58984,0.20479,0.35986,10.931
15.032,1.9707,0.57928,0.56494,0.1999,0.38525,10.931
15.04,2.0049,0.5871,0.56006,0.21457,0.40479,10.873
15.048,2.0371,0.59492,0.58008,0.2346,0.39502,10.931
15.056,2.0694,0.60298,0.59521,0.24976,0.39014,11.244
15.064,2.1017,0.61104,0.63477,0.28983,0.36523,11.752
15.072,2.131,0.61935,0.61475,0.31476,0.43018,12.182
15.08,2.1564,0.62766,0.58008,0.31965,0.43994,12.621
15.088,2.1799,0.63596,0.54004,0.20968,0.3999,13.119
15.096,2.1994,0.64378,0.54492,0.19501,0.375,13.745
15.104,2.2131,0.65184,0.53516,0.21457,0.39502,14.311
15.112,2.2219,0.65966,0.50977,0.34995,0.41992,14.809
15.12,2.2307,0.66748,0.375,0.56989,0.49023,15.122
15.128,2.2385,0.6753,0.27002,0.69013,0.50977,15.181
15.136,2.2434,0.68336,0.46484,0.50489,0.30029,14.995
15.144,2.2463,0.69118,0.62012,0.26491,0.33984,14.751
15.152,2.2473,0.69924,0.7002,0.069892,0.31494,14.497
15.16,2.2454,0.70584,0.71484,0.28495,0.47021,14.057
15.168,2.2405,0.71244,0.47021,0.69501,0.72998,13.5
15.176,2.2326,0.71806,0.14502,0.90029,1.0498,12.934
15.184,2.2248,0.72367,-0.089844,0.97556,1.1948,12.621
15.192,2.2141,0.72978,0.15527,0.71505,0.88477,12.563
15.2,2.2014,0.73589,0.46484,0.37977,0.52979,12.621
15.208,2.1896,0.74249,0.60498,0.24487,0.35986,12.621
15.216,2.1769,0.74933,0.63477,0.17986,0.31006,12.436
15.224,2.1642,0.75592,0.62988,0.15982,0.31494,11.996
15.232,2.1515,0.76252,0.66016,0.18475,0.31982,11.498
15.24,2.1378,0.76887,0.7002,0.1696,0.25,11.058
15.248,2.1232,0.77547,0.68018,0.18964,0.2749,10.931
15.256,2.1065,0.78085,0.6748,0.19501,0.28516,11.058
15.264,2.0899,0.78622,0.69482,0.1999,0.29492,11.244
15.272,2.0743,0.79062,0.70996,0.20479,0.24023,11.312
15.28,2.0606,0.79526,0.6748,0.17498,0.26514,11.312
15.288,2.0489,0.79941,0.6499,0.1696,0.29004,11.439
15.296,2.0381,0.80357,0.63477,0.17498,0.31006,11.869
15.304,2.0293,0.80748,0.65479,0.18475,0.29004,12.377
15.312,2.0215,0.81163,0.66992,0.17498,0.26025,12.748
15.32,2.0127,0.81456,0.68994,0.18964,0.22998,12.436
15.328,2.0039,0.81749,0.7002,0.17498,0.22998,11.498
15.336,1.9961,0.81945,0.70508,0.18475,0.23486,10.433
15.344,1.9892,0.8214,0.69482,0.20968,0.25,9.9935
15.352,1.9814,0.82262,0.66992,0.25464,0.33984,10.374
15.36,1.9726,0.82385,0.63477,0.21994,0.37988,11.244
15.368,1.9638,0.82433,0.62988,0.12463,0.2749,11.869
15.376,1.955,0.82482,0.6748,0.099707,0.2002,11.752
15.384,1.9462,0.82385,0.70508,0.099707,0.14014,11
15.392,1.9374,0.82311,0.72998,0.11486,0.11523,10.062
15.4,1.9296,0.82116,0.75,0.15982,0.1001,9.6222
15.408,1.9238,0.8192,0.75977,0.19501,0.12988,9.8762
15.416,1.9189,0.81725,0.6748,0.21457,0.22021,10.433
15.424,1.914,0.81554,0.70508,0.25464,0.2251,10.931
15.432,1.9091,0.81358,0.71484,0.28983,0.2749,10.814
15.44,1.9042,0.81187,0.64502,0.29472,0.3252,10.247
15.448,1.8993,0.80919,0.64014,0.28983,0.33984,9.7492
15.456,1.8954,0.8065,0.65479,0.25464,0.31006,9.7492
15.464,1.8905,0.80308,0.64014,0.22483,0.27002,10.306
15.472,1.8866,0.79966,0.66992,0.26491,0.26514,11.127
15.48,1.8817,0.79624,0.625,0.23998,0.34521,11.81
15.488,1.8387,0.79282,0.58984,0.23998,0.37988,12.123
15.496,1.7771,0.78915,0.62012,0.26979,0.35498,11.996
15.504,1.7439,0.78573,0.60986,0.28983,0.39502,11.625
15.512,1.7224,0.78158,0.625,0.28495,0.36523,11.371
15.52,1.7077,0.77767,0.66016,0.28983,0.3252,11.439
15.528,1.695,0.77303,0.63477,0.26002,0.33496,11.683
15.536,1.6843,0.76863,0.60498,0.23998,0.3501,12.064
15.544,1.6745,0.76374,0.60498,0.22972,0.35986,12.309
15.552,1.6647,0.75886,0.62012,0.24976,0.3501,12.377
15.56,1.65,0.75373,0.62012,0.26491,0.35498,12.436
15.568,1.6334,0.74884,0.65479,0.28983,0.33496,12.494
15.576,1.6207,0.74469,0.6748,0.28983,0.30518,12.748
15.584,1.61,0.74053,0.64014,0.26491,0.30029,12.934
15.592,1.5992,0.73711,0.64014,0.25464,0.3252,12.934
15.6,1.5924,0.73369,0.64502,0.24976,0.31006,12.563
15.608,1.5885,0.73076,0.625,0.27468,0.33496,12.064
15.616,1.5885,0.72807,0.6499,0.30987,0.31982,11.81
15.624,1.5963,0.72563,0.66504,0.32991,0.33496,11.81
15.632,1.6139,0.72343,0.70508,0.35484,0.29004,11.869
15.64,1.6461,0.72148,0.7002,0.3348,0.31006,11.996
15.648,1.6921,0.71952,0.66504,0.31476,0.33496,11.996
15.656,1.7507,0.71781,0.66504,0.29472,0.31982,12.064
15.664,1.8211,0.7161,0.62012,0.22483,0.33984,12.123
15.672,1.9032,0.71561,0.58496,0.20479,0.35986,12.25
15.68,1.9844,0.71512,0.60498,0.21994,0.33496,12.377
15.688,2.0577,0.71586,0.62988,0.24487,0.33008,12.563
15.696,2.1173,0.71659,0.66992,0.29472,0.31006,12.621
15.704,2.1711,0.71854,0.625,0.30499,0.38525,12.621
15.712,2.2307,0.7205,0.58008,0.24976,0.3999,12.621
15.72,2.2903,0.72319,0.5498,0.2346,0.41504,12.563
15.728,2.3441,0.72587,0.56982,0.23998,0.37988,12.69
15.736,2.39,0.72807,0.58984,0.24976,0.35498,13.002
15.744,2.4311,0.73027,0.64014,0.23998,0.30518,13.5
15.752,2.4702,0.73174,0.66016,0.27468,0.28516,13.999
15.76,2.5083,0.7332,0.5752,0.30987,0.38525,14.438
15.768,2.5415,0.73442,0.43506,0.47507,0.4751,14.751
15.776,2.5679,0.73589,0.25488,0.67009,0.55518,14.995
15.784,2.5904,0.73711,0.2251,0.70039,0.41504,15.063
15.792,2.609,0.73833,0.54492,0.39492,0.3501,15.063
15.8,2.6207,0.73858,0.66504,0.17498,0.33008,15.063
15.808,2.6285,0.73882,0.73486,0.10948,0.3252,14.995
15.816,2.6344,0.73833,0.62012,0.56989,0.56982,14.809
15.824,2.6373,0.73785,0.34521,0.90518,0.83984,14.37
15.832,2.6393,0.73711,-0.029785,1.0103,1.1499,13.813
15.84,2.6373,0.73638,-0.080078,1.0205,1.165,13.373
15.848,2.6295,0.7354,0.33984,0.44477,0.68018,13.119
15.856,2.6119,0.73467,0.52002,0.24487,0.45996,12.934
15.864,2.5846,0.7332,0.62988,0.17498,0.3252,12.807
15.872,2.5494,0.73198,0.66016,0.15494,0.27002,12.436
15.88,2.5064,0.73027,0.68506,0.15494,0.24512,11.996
15.888,2.4594,0.72856,0.68994,0.1696,0.25488,11.625
15.896,2.4164,0.72685,0.68994,0.18964,0.27002,11.498
15.904,2.3812,0.72538,0.72998,0.20968,0.24512,11.625
15.912,2.35,0.72392,0.74512,0.22483,0.2251,11.869
15.92,2.3196,0.72245,0.66016,0.19501,0.31982,11.996
15.928,2.2903,0.72099,0.61475,0.18475,0.38525,12.064
15.936,2.262,0.71977,0.60498,0.1696,0.31982,11.996
15.944,2.2336,0.71854,0.66992,0.14956,0.25,11.996
15.952,2.2053,0.71757,0.68994,0.14467,0.22021,12.123
15.96,2.1769,0.71683,0.70996,0.16471,0.20996,12.377
15.968,2.1466,0.71634,0.68506,0.17498,0.25,12.494
15.976,2.1153,0.7161,0.70508,0.18964,0.24023,12.182
15.984,2.088,0.7161,0.72998,0.2346,0.24023,11.498
15.992,2.0606,0.71634,0.71484,0.23998,0.26025,10.873
16,2.0323,0.71659,0.64502,0.17498,0.31006,10.746
16.008,2.0068,0.71708,0.62012,0.14467,0.3252,11.244
16.016,1.9795,0.71757,0.65479,0.1349,0.24512,12.064
16.024,1.9521,0.7183,0.70508,0.12463,0.18018,12.621
16.032,1.9247,0.71903,0.72998,0.14467,0.1499,12.563
16.04,1.8993,0.72001,0.71973,0.1349,0.15527,11.937
16.048,1.8768,0.72099,0.7251,0.15982,0.1499,11.185
16.056,1.8563,0.72196,0.70508,0.18475,0.18506,10.746
16.064,1.8368,0.72294,0.68994,0.18475,0.18018,10.873
16.072,1.8201,0.72392,0.6748,0.22972,0.23486,11.244
16.08,1.8074,0.72514,0.70996,0.26979,0.22998,11.625
16.088,1.7967,0.72563,0.7002,0.28006,0.25,11.625
16.096,1.7889,0.72636,0.66504,0.26491,0.29004,11.371
16.104,1.783,0.72636,0.62988,0.21994,0.30029,11.185
16.112,1.7752,0.72661,0.62012,0.23998,0.31006,11.244
16.12,1.7664,0.72587,0.60498,0.2346,0.34521,11.556
16.128,1.7576,0.72538,0.64014,0.24976,0.31494,12.123
16.136,1.7488,0.72416,0.64014,0.23998,0.31982,12.69
16.144,1.737,0.72294,0.66992,0.28983,0.33008,13.119
16.152,1.7195,0.72123,0.66016,0.31965,0.35498,13.246
16.16,1.7009,0.71952,0.60986,0.26979,0.38525,13.188
16.168,1.6823,0.71732,0.6001,0.22972,0.36523,13.061
16.176,1.6637,0.71512,0.62012,0.25464,0.34521,12.934
16.184,1.65,0.71219,0.62988,0.26491,0.33984,13.002
16.192,1.6383,0.70926,0.625,0.24976,0.3252,13.188
16.2,1.6305,0.70559,0.64014,0.23998,0.31494,13.559
16.208,1.6266,0.70217,0.65479,0.26002,0.30029,13.93
16.216,1.6217,0.69827,0.66504,0.26979,0.29004,14.311
16.224,1.6149,0.6946,0.66016,0.29472,0.29492,14.555
16.232,1.607,0.69069,0.68506,0.30987,0.33496,14.624
16.24,1.5982,0.68678,0.61475,0.28983,0.38525,14.37
16.248,1.5894,0.68287,0.60986,0.29472,0.375,13.93
16.256,1.5797,0.67896,0.64014,0.30987,0.38525,13.432
16.264,1.5709,0.67505,0.65479,0.31476,0.35498,13.119
16.272,1.566,0.67139,0.63477,0.28495,0.3252,13.119
16.28,1.5728,0.66797,0.69482,0.30499,0.27002,13.373
16.288,1.5953,0.66479,0.71973,0.31965,0.25,13.618
16.296,1.6276,0.66186,0.7251,0.3001,0.27002,13.686
16.304,1.6696,0.65893,0.65479,0.28006,0.33496,13.686
16.312,1.7253,0.65673,0.60986,0.2346,0.375,13.559
16.32,1.7898,0.65478,0.60498,0.22972,0.37988,13.432
16.328,1.8641,0.65331,0.60986,0.19501,0.33984,13.432
16.336,1.9482,0.65209,0.59521,0.20479,0.35498,13.432
16.344,2.0303,0.65111,0.58496,0.21457,0.37012,13.5
16.352,2.1036,0.65038,0.625,0.2346,0.33496,13.5
16.36,2.173,0.64989,0.62012,0.22972,0.33984,13.432
16.368,2.2405,0.6494,0.6499,0.28495,0.375,13.5
16.376,2.305,0.64867,0.60986,0.28983,0.39502,13.686
16.384,2.3656,0.64794,0.60498,0.26979,0.37012,14.057
16.392,2.4233,0.64696,0.62012,0.22972,0.33008,14.555
16.4,2.4692,0.64623,0.56982,0.18964,0.37012,15.063
16.408,2.5034,0.64623,0.54004,0.22972,0.3999,15.493
16.416,2.5396,0.64623,0.44482,0.39492,0.46484,15.689
16.424,2.5718,0.64696,0.30518,0.62512,0.51514,15.806
16.432,2.5973,0.64769,0.28516,0.68524,0.37988,15.874
16.44,2.6168,0.64794,0.58008,0.47019,0.3252,15.933
16.448,2.6285,0.64842,0.70508,0.25464,0.35986,15.933
16.456,2.6344,0.64818,0.79004,0.16471,0.31494,15.933
16.464,2.6373,0.64818,0.64014,0.47996,0.54004,15.806
16.472,2.6393,0.64818,0.31006,0.78006,0.84473,15.562
16.48,2.6354,0.64818,-0.034668,0.93548,1.1348,15.122
16.488,2.6237,0.64842,-0.089844,0.97556,1.1597,14.751
16.496,2.609,0.64867,0.37012,0.49511,0.64014,14.497
16.504,2.5924,0.64891,0.53516,0.24487,0.43506,14.37
16.512,2.5699,0.6494,0.62012,0.16471,0.33496,14.243
16.52,2.5396,0.64965,0.66504,0.15982,0.30518,13.999
16.528,2.5064,0.65013,0.70996,0.19501,0.26514,13.618
16.536,2.4712,0.65013,0.71484,0.17986,0.27002,13.188
16.544,2.437,0.65013,0.68018,0.15982,0.28027,12.934
16.552,2.4037,0.64989,0.6748,0.14956,0.26514,12.934
16.56,2.3656,0.64965,0.69482,0.17986,0.26025,13.002
16.568,2.3275,0.6494,0.68506,0.18475,0.29004,13.119
16.576,2.2903,0.6494,0.7002,0.1696,0.26025,13.119
16.584,2.2502,0.6494,0.68994,0.18475,0.26514,13.002
16.592,2.2121,0.6494,0.68994,0.1696,0.26025,12.934
16.6,2.1789,0.64891,0.68506,0.18475,0.28027,13.061
16.608,2.1505,0.64867,0.68994,0.1696,0.24512,13.305
16.616,2.1241,0.64818,0.66992,0.17986,0.2749,13.5
16.624,2.1017,0.64769,0.66016,0.1696,0.28516,13.246
16.632,2.0811,0.6472,0.65479,0.16471,0.29004,12.621
16.64,2.0616,0.64696,0.66504,0.15982,0.25,11.752
16.648,2.042,0.64696,0.68994,0.17498,0.22998,11.185
16.656,2.0235,0.64696,0.70996,0.17986,0.22021,11.244
16.664,2.0068,0.64647,0.68994,0.14956,0.22021,11.752
16.672,1.9941,0.64623,0.69482,0.13978,0.19531,12.182
16.68,1.9804,0.64549,0.66504,0.13978,0.22021,12.182
16.688,1.9648,0.645,0.65479,0.14467,0.2251,11.498
16.696,1.9492,0.64403,0.68018,0.15494,0.18994,10.433
16.704,1.9345,0.64329,0.69482,0.1696,0.18018,9.5636
16.712,1.9179,0.64207,0.64502,0.17986,0.22998,9.124
16.72,1.8983,0.64109,0.64014,0.1999,0.23486,9.0557
16.728,1.8739,0.63938,0.6748,0.23998,0.22021,9.1826
16.736,1.8504,0.63767,0.68506,0.27468,0.25,9.1826
16.744,1.8319,0.63523,0.625,0.28983,0.34521,9.0557
16.752,1.8182,0.63303,0.58984,0.28495,0.39014,8.87
16.76,1.8065,0.63034,0.60986,0.25464,0.33984,8.7431
16.768,1.7957,0.6279,0.64014,0.22972,0.30518,8.7431
16.776,1.7859,0.62448,0.65479,0.24487,0.29004,8.9384
16.784,1.7742,0.6213,0.69482,0.28495,0.25,9.3096
16.792,1.7615,0.6152,0.7002,0.26002,0.31982,9.6222
16.8,1.7527,0.60933,0.53516,0.25464,0.45996,9.7492
16.808,1.7458,0.60078,0.51514,0.27468,0.4751,9.7492
16.816,1.738,0.59223,0.55518,0.27468,0.43506,9.5636
16.824,1.7263,0.58075,0.58008,0.25464,0.39014,9.3683
16.832,1.7116,0.56951,0.59521,0.23998,0.36523,9.1826
16.84,1.697,0.55632,0.60986,0.23998,0.34521,9.124
16.848,1.6833,0.54312,0.65479,0.26979,0.29492,9.1826
16.856,1.6667,0.52968,0.66504,0.28983,0.28027,9.251
16.864,1.651,0.51625,0.56982,0.24976,0.41504,9.4366
16.872,1.6393,0.50232,0.54492,0.26491,0.43994,9.4952
16.88,1.6256,0.48864,0.58496,0.28495,0.38525,9.4366
16.888,1.6119,0.47251,0.625,0.28983,0.35498,9.251
16.896,1.6031,0.45663,0.64014,0.28983,0.33496,9.0557
16.904,1.5963,0.4388,0.68506,0.28983,0.2749,8.8114
16.912,1.5904,0.42096,0.62988,0.29472,0.33984,8.5574
16.92,1.5894,0.40386,0.56494,0.28495,0.41504,8.3132
16.928,1.5982,0.387,0.56006,0.32502,0.43018,8.0006
16.936,1.6217,0.37088,0.59521,0.30499,0.39502,7.688
16.944,1.6569,0.355,0.66504,0.32502,0.33984,7.3754
16.952,1.7028,0.33936,0.69482,0.3348,0.31006,7.2484
16.96,1.7605,0.32372,0.64014,0.2346,0.33496,7.1214
16.968,1.826,0.30833,0.6001,0.20479,0.3501,6.9944
16.976,1.9013,0.29318,0.59521,0.1999,0.35986,6.7502
16.984,1.9814,0.27877,0.56494,0.20968,0.39014,6.4962
16.992,2.0587,0.26435,0.56982,0.20479,0.3999,6.2422
17,2.1232,0.25116,0.59521,0.26979,0.39014,6.1836
17.008,2.1779,0.23797,0.6001,0.3001,0.41016,6.2422
17.016,2.2385,0.22746,0.70508,0.30499,0.28027,6.3692
17.024,2.2991,0.21696,0.61475,0.24976,0.33984,6.5548
17.032,2.3529,0.2084,0.54004,0.19501,0.41992,6.7502
17.04,2.3988,0.2001,0.53516,0.18964,0.39502,6.9358
17.048,2.4399,0.19204,0.56006,0.17986,0.37988,7.307
17.056,2.477,0.18397,0.52002,0.20968,0.41992,7.7466
17.064,2.5122,0.17615,0.53516,0.3348,0.45508,8.3132
17.072,2.5435,0.16834,0.35498,0.55523,0.54492,8.6844
17.08,2.5689,0.16198,0.2749,0.65005,0.48486,8.8114
17.088,2.5904,0.15588,0.48486,0.43988,0.33008,8.6258
17.096,2.6061,0.15075,0.69482,0.19501,0.30518,8.4305
17.104,2.6188,0.14586,0.77002,0.029814,0.26514,8.4305
17.112,2.6295,0.14048,0.7998,0.28006,0.41016,8.6258
17.12,2.6305,0.13535,0.56494,0.66031,0.66992,8.9384
17.128,2.6217,0.12949,0.26514,0.87537,0.95996,8.997
17.136,2.6031,0.12387,0.035156,1.0054,1.1196,8.8114
17.144,2.5748,0.11776,0.010254,0.84506,0.95996,8.3718
17.152,2.5425,0.1119,0.39502,0.45992,0.625,7.7466
17.16,2.5073,0.10579,0.53516,0.22972,0.4248,7.2484
17.168,2.4712,0.099927,0.5752,0.17498,0.37988,6.9358
17.176,2.437,0.095285,0.58984,0.14956,0.3501,6.6818
17.184,2.4037,0.090643,0.62012,0.14467,0.31494,6.3692
17.192,2.3705,0.086978,0.6499,0.14956,0.29492,5.9296
17.2,2.3421,0.083557,0.66504,0.16471,0.29004,5.4314
17.208,2.3157,0.080137,0.64502,0.14467,0.31982,5.1188
17.216,2.2884,0.076716,0.65479,0.14467,0.29492,4.8746
17.224,2.261,0.073052,0.60986,0.14467,0.31982,4.7476
17.232,2.2307,0.069631,0.625,0.14467,0.31494,4.7476
17.24,2.1975,0.066944,0.59521,0.15494,0.3501,4.9332
17.248,2.1623,0.064256,0.62988,0.16471,0.3252,5.3044
17.256,2.1281,0.062301,0.6499,0.17498,0.31006,5.744
17.264,2.0968,0.060347,0.66504,0.16471,0.29492,5.744
17.272,2.0674,0.058148,0.62988,0.16471,0.31982,4.8746
17.28,2.0362,0.056194,0.59521,0.13978,0.33496,3.1846
17.288,2.0059,0.05375,0.6001,0.12952,0.33984,1.309
17.296,1.9814,0.051307,0.61475,0.14467,0.31006,0.11723
17.304,1.958,0.048864,0.63477,0.12463,0.27002,-0.12699
17.312,1.9345,0.046665,0.66992,0.10948,0.2251,0.18561
17.32,1.913,0.044466,0.68506,0.10459,0.16992,0.42983
17.328,1.8935,0.042512,0.68994,0.094819,0.16504,0.3126
17.336,1.8739,0.040557,0.62012,0.07478,0.24512,-0.25399
17.344,1.8553,0.038847,0.58984,0.089932,0.26025,-0.9378
17.352,1.8368,0.037137,0.60498,0.094819,0.21484,-1.3188
17.36,1.8182,0.035426,0.62012,0.089932,0.19531,-1.3774
17.368,1.8016,0.03396,0.62012,0.14467,0.2251,-1.0648
17.376,1.7869,0.032495,0.64502,0.21457,0.24512,-0.69358
17.384,1.7722,0.031029,0.7002,0.27468,0.21484,-0.25399
17.392,1.7625,0.029807,0.66016,0.25464,0.28027,0
17.4,1.7527,0.02883,0.6001,0.25464,0.3501,0.18561
17.408,1.739,0.028097,0.56006,0.26491,0.39502,0.3126
17.416,1.7204,0.027608,0.54004,0.26491,0.45508,0.42983
17.424,1.6989,0.027119,0.54492,0.23998,0.4248,0.6252
17.432,1.6794,0.026631,0.58008,0.28006,0.41504,0.74243
17.44,1.6628,0.026142,0.60498,0.30987,0.43018,0.9378
17.448,1.6491,0.025409,0.62012,0.3001,0.375,1.1234
17.456,1.6383,0.024921,0.64014,0.28006,0.33984,1.309
17.464,1.6276,0.024676,0.61475,0.24976,0.35498,1.3676
17.472,1.6178,0.024676,0.58008,0.21994,0.35986,1.4946
17.48,1.6109,0.024676,0.58496,0.21457,0.36523,1.6216
17.488,1.6051,0.024921,0.58008,0.2346,0.39502,1.8756
17.496,1.5992,0.025165,0.58008,0.20968,0.37988,2.2468
17.504,1.5943,0.025654,0.625,0.2346,0.33984,2.6864
17.512,1.5875,0.026142,0.65479,0.24976,0.3252,2.9306
17.52,1.5787,0.026875,0.63477,0.24487,0.33984,2.9306
17.528,1.5699,0.027608,0.6748,0.26491,0.30518,2.872
17.536,1.5455,0.028341,0.61475,0.23998,0.37012,3.0576
17.544,1.5122,0.029074,0.56982,0.20968,0.41504,3.4386
17.552,1.4917,0.030051,0.5249,0.17986,0.43018,3.7512
17.56,1.479,0.031273,0.56494,0.18964,0.38525,3.7512
17.568,1.4731,0.032739,0.58984,0.2346,0.375,3.4972
17.576,1.4702,0.034693,0.58496,0.28006,0.40479,3.3116
17.584,1.4702,0.036648,0.6499,0.31965,0.37012,3.3116
17.592,1.4751,0.039824,0.74512,0.41007,0.29492,3.3702
17.6,1.4858,0.043245,0.77979,0.42473,0.26025,3.3116
17.608,1.5083,0.047398,0.62012,0.21994,0.33496,2.999
17.616,1.5455,0.051796,0.6001,0.1696,0.3252,2.4324
17.624,1.5943,0.056194,0.56494,0.18964,0.37988,1.8756
17.632,1.651,0.060591,0.5498,0.20968,0.38525,1.6216
17.64,1.7136,0.065233,0.56982,0.19501,0.37988,1.8072
17.648,1.7791,0.069875,0.58496,0.21994,0.375,2.2468
17.656,1.8485,0.075006,0.58008,0.25464,0.40479,2.6864
17.664,1.9179,0.080381,0.60498,0.28006,0.3999,2.9306
17.672,1.9834,0.086,0.60498,0.27468,0.39014,2.9306
17.68,2.044,0.09162,0.68018,0.3348,0.33008,2.9306
17.688,2.0978,0.097972,0.70508,0.31965,0.30518,3.126
17.696,2.1398,0.10432,0.55518,0.24976,0.43506,3.6242
17.704,2.176,0.11117,0.49512,0.18964,0.46484,4.435
17.712,2.2131,0.11801,0.50488,0.18475,0.43506,5.2458
17.72,2.2444,0.1246,0.4751,0.27468,0.47021,5.744
17.728,2.2649,0.13144,0.4248,0.47019,0.49512,5.8124
17.736,2.2747,0.13804,0.33496,0.68524,0.50488,5.4314
17.744,2.2776,0.14464,0.4248,0.69501,0.33008,5.0602
17.752,2.2747,0.15148,0.66016,0.34506,0.29004,5.0016
17.76,2.2688,0.15832,0.73975,0.049853,0.26514,5.3044
17.768,2.262,0.1654,0.66992,0.0043988,0.40479,5.871
17.776,2.2542,0.17249,0.5752,0.41984,0.58984,6.2422
17.784,2.2454,0.17982,0.30029,0.74536,0.87012,6.2422
17.792,2.2375,0.18715,0.084961,0.91007,1.0649,5.9296
17.8,2.2287,0.19423,0.0048828,0.98534,1.1299,5.5584
17.808,2.218,0.20156,0.31982,0.62023,0.75,5.3728
17.816,2.2023,0.20816,0.50977,0.3348,0.49023,5.3728
17.824,2.1808,0.215,0.60498,0.1999,0.33984,5.4998
17.832,2.1535,0.22111,0.68018,0.15494,0.24512,5.4314
17.84,2.1183,0.22746,0.68994,0.16471,0.22998,5.0016
17.848,2.0831,0.23284,0.63477,0.15982,0.29492,4.3764
17.856,2.0528,0.23821,0.62012,0.14467,0.33496,3.8098
17.864,2.0264,0.24285,0.60498,0.16471,0.37012,3.6242
17.872,2.0049,0.2475,0.64014,0.20968,0.375,3.6828
17.88,1.9853,0.2514,0.625,0.17498,0.33496,3.9368
17.888,1.9668,0.25556,0.64014,0.11486,0.28027,4.0638
17.896,1.9511,0.25922,0.61475,0.10948,0.29004,4.0638
17.904,1.9374,0.26289,0.64014,0.12952,0.28027,4.0638
17.912,1.9189,0.26558,0.62012,0.16471,0.3252,4.1224
17.92,1.8974,0.26851,0.66016,0.17986,0.29492,4.181
17.928,1.8729,0.27071,0.68994,0.18964,0.26514,3.8684
17.936,1.8504,0.2729,0.66016,0.15982,0.30029,2.872
17.944,1.828,0.2751,0.58984,0.17986,0.40479,1.6216
17.952,1.8045,0.2773,0.5752,0.1999,0.43018,0.68381
17.96,1.782,0.27926,0.63477,0.14956,0.30518,0.55682
17.968,1.7615,0.28146,0.66016,0.10948,0.22998,0.81081
17.976,1.7458,0.28292,0.68506,0.064516,0.16992,0.9378
17.984,1.7331,0.28463,0.6499,0.044477,0.17529,0.74243
17.992,1.7253,0.28585,0.66992,0.084555,0.16992,0.24422
18,1.7185,0.28732,0.6499,0.099707,0.19531,-0.3126
18.008,1.7107,0.28879,0.7002,0.11486,0.1499,-0.69358
18.016,1.7028,0.29025,0.7251,0.15982,0.12988,-0.69358
18.024,1.695,0.29196,0.66992,0.1999,0.22998,-0.43959
18.032,1.6823,0.29367,0.60986,0.28495,0.375,-0.12699
18.04,1.6628,0.29538,0.58008,0.31476,0.4248,0.24422
18.048,1.6442,0.29734,0.62988,0.22972,0.28027,0.6252
18.056,1.6305,0.29929,0.60498,0.19501,0.27002,0.9378
18.064,1.6197,0.30125,0.58496,0.20479,0.33008,1.309
18.072,1.61,0.3032,0.59521,0.2346,0.33496,1.6216
18.08,1.6002,0.30516,0.6001,0.26002,0.35986,1.9928
18.088,1.5914,0.30711,0.62012,0.28495,0.37012,2.1882
18.096,1.5855,0.30906,0.64502,0.30499,0.34521,2.3054
18.104,1.5797,0.31053,0.66504,0.30987,0.33008,2.3054
18.112,1.5728,0.31224,0.62988,0.30499,0.37988,2.3054
18.12,1.565,0.31322,0.64014,0.30987,0.41016,2.4324
18.128,1.5562,0.31444,0.52979,0.28495,0.4751,2.745
18.136,1.5474,0.31468,0.50977,0.25464,0.49512,3.1846
18.144,1.5396,0.31493,0.56982,0.22483,0.39014,3.6828
18.152,1.5288,0.31444,0.5752,0.21994,0.37012,4.181
18.16,1.5171,0.31419,0.5752,0.22483,0.375,4.8062
18.168,1.5044,0.31322,0.6001,0.21457,0.33984,5.4314
