Time [s], RESP, PLETH, II, MCL, AVR
93.296,-0.085008,0.57478,-0.075851,1.1733,1.0493
93.304,-0.086553,0.55034,-0.095975,1.2129,1.064
93.312,-0.086553,0.52493,-0.091331,1.2228,1.064
93.32,-0.086553,0.50049,-0.086687,1.2376,1.064
93.328,-0.086553,0.47703,-0.091331,1.2376,1.0591
93.336,-0.086553,0.45455,-0.086687,1.2574,1.064
93.344,-0.086553,0.43402,-0.082043,1.2574,1.0542
93.352,-0.086553,0.41642,-0.075851,1.2822,1.0542
93.36,-0.086553,0.40078,-0.075851,1.2822,1.0493
93.368,-0.085008,0.38905,-0.06192,1.3069,1.0443
93.376,-0.083462,0.38123,-0.055728,1.3069,1.0345
93.384,-0.083462,0.37439,-0.041796,1.3267,1.0296
93.392,-0.081917,0.37048,-0.03096,1.3366,1.0197
93.4,-0.080371,0.36657,-0.01548,1.3762,1.0148
93.408,-0.078825,0.36461,-0.0061919,1.3911,1.0049
93.416,-0.078825,0.36364,0.0092879,1.401,0.99507
93.424,-0.07728,0.36364,0.018576,1.4109,0.98522
93.432,-0.07728,0.36364,0.034056,1.4208,0.9803
93.44,-0.075734,0.36364,0.043344,1.4257,0.96552
93.448,-0.075734,0.36266,0.058824,1.4158,0.96059
93.456,-0.074189,0.36266,0.069659,1.4059,0.94581
93.464,-0.072643,0.36168,0.083591,1.396,0.94089
93.472,-0.071097,0.36168,0.089783,1.3762,0.92611
93.48,-0.069552,0.3607,0.11455,1.3416,0.90394
93.488,-0.068006,0.35973,0.12384,1.3218,0.88424
93.496,-0.066461,0.35777,0.13467,1.2822,0.86946
93.504,-0.064915,0.35582,0.13467,1.2525,0.86453
93.512,-0.063369,0.35288,0.12848,1.2079,0.85961
93.52,-0.060278,0.35093,0.11455,1.1782,0.86453
93.528,-0.058733,0.34702,0.10836,1.1436,0.86946
93.536,-0.057187,0.34409,0.094427,1.1287,0.86946
93.544,-0.055641,0.34115,0.089783,1.099,0.87438
93.552,-0.05255,0.33724,0.083591,1.099,0.88424
93.56,-0.051005,0.33431,0.069659,1.0842,0.88916
93.568,-0.049459,0.33138,0.063467,1.0792,0.88916
93.576,-0.047913,0.32845,0.063467,1.0743,0.88916
93.584,-0.046368,0.32649,0.058824,1.0792,0.89409
93.592,-0.046368,0.32356,0.049536,1.0842,0.89901
93.6,-0.046368,0.32063,0.05418,1.099,0.90887
93.608,-0.047913,0.31769,0.049536,1.104,0.90394
93.616,-0.049459,0.31476,0.043344,1.099,0.91379
93.624,-0.051005,0.31281,0.043344,1.1188,0.91379
93.632,-0.051005,0.3089,0.0387,1.1238,0.91379
93.64,-0.05255,0.30596,0.0387,1.1188,0.91379
93.648,-0.05255,0.30303,0.034056,1.1287,0.91872
93.656,-0.054096,0.3001,0.034056,1.1386,0.92611
93.664,-0.055641,0.29717,0.034056,1.1287,0.91379
93.672,-0.057187,0.29521,0.034056,1.1238,0.91379
93.68,-0.058733,0.29326,0.029412,1.1188,0.91872
93.688,-0.061824,0.2913,0.0387,1.1238,0.91379
93.696,-0.063369,0.28837,0.058824,1.1436,0.89901
93.704,-0.063369,0.28543,0.089783,1.1485,0.88916
93.712,-0.064915,0.2825,0.094427,1.1238,0.87438
93.72,-0.066461,0.27957,0.10836,1.1436,0.86946
93.728,-0.068006,0.27761,0.1548,1.1485,0.82512
93.736,-0.071097,0.27468,0.20898,1.1139,0.77586
93.744,-0.072643,0.27273,0.19969,1.0594,0.78079
93.752,-0.075734,0.27077,0.17957,1.0297,0.79557
93.76,-0.07728,0.27175,0.16409,1.0198,0.80049
93.768,-0.078825,0.27761,0.13932,1.0545,0.83005
93.776,-0.081917,0.28837,0.074303,1.0594,0.87438
93.784,-0.083462,0.30694,0.018576,1.0446,0.92611
93.792,-0.083462,0.33627,-0.0061919,1.0297,0.94089
93.8,-0.085008,0.37634,-0.001548,1.0347,0.94089
93.808,-0.085008,0.42522,-0.001548,1.0248,0.93596
93.816,-0.086553,0.48094,0.004644,1.0347,0.94089
93.824,-0.086553,0.53763,0.004644,1.0297,0.93596
93.832,-0.086553,0.59042,0.004644,1.0396,0.93596
93.84,-0.086553,0.63832,0.0092879,1.0347,0.92611
93.848,-0.086553,0.67742,0.013932,1.0446,0.93103
93.856,-0.085008,0.70577,0.018576,1.0495,0.93103
93.864,-0.085008,0.72434,0.013932,1.0446,0.93103
93.872,-0.083462,0.73314,-0.055728,1.104,0.95567
93.88,-0.081917,0.73412,-0.16718,1.2426,0.99015
93.888,-0.078825,0.73021,-0.20588,1.4109,0.93103
93.896,-0.075734,0.72141,-0.0061919,1.0743,0.68473
93.904,-0.074189,0.7087,0.47988,0.069307,0.19951
93.912,-0.071097,0.69208,0.92105,-0.61386,-0.16502
93.92,-0.066461,0.67449,1.1161,-0.70792,-0.21429
93.928,-0.063369,0.65494,1.1207,-0.29208,0.14532
93.936,-0.060278,0.63343,0.8808,0.059406,0.38916
93.944,-0.057187,0.61095,0.52012,0.5297,0.6798
93.952,-0.054096,0.58847,0.16873,0.89604,0.91379
93.96,-0.051005,0.56403,-0.01548,1.104,1.0197
93.968,-0.047913,0.53959,-0.082043,1.1782,1.0591
93.976,-0.044822,0.51711,-0.10062,1.2079,1.0788
93.984,-0.040185,0.49756,-0.10681,1.2376,1.0788
93.992,-0.037094,0.47507,-0.10681,1.2426,1.0739
94,-0.034003,0.45357,-0.10062,1.2475,1.069
94.008,-0.029366,0.43304,-0.10062,1.2525,1.069
94.016,-0.026275,0.41447,-0.10062,1.2574,1.0739
94.024,-0.021638,0.39785,-0.10062,1.2673,1.069
94.032,-0.018547,0.38416,-0.091331,1.2822,1.064
94.04,-0.01391,0.37243,-0.086687,1.2921,1.0591
94.048,-0.010819,0.36461,-0.082043,1.3069,1.0542
94.056,-0.0061824,0.35777,-0.075851,1.3168,1.0493
94.064,-0.0030912,0.35484,-0.055728,1.3317,1.0345
94.072,0.0015456,0.35386,-0.051084,1.3614,1.0345
94.08,0.0061824,0.35386,-0.041796,1.3713,1.0296
94.088,0.0092736,0.35484,-0.026316,1.3861,1.0148
94.096,0.01391,0.35484,-0.01548,1.3911,1.0099
94.104,0.018547,0.35484,-0.001548,1.4059,1.0049
94.112,0.021638,0.35484,0.0092879,1.401,0.98522
94.12,0.02473,0.35386,0.02322,1.401,0.9803
94.128,0.029366,0.35386,0.0387,1.3812,0.96552
94.136,0.032458,0.35386,0.058824,1.3861,0.95074
94.144,0.035549,0.35386,0.063467,1.3564,0.94089
94.152,0.040185,0.35288,0.083591,1.3366,0.91872
94.16,0.043277,0.35191,0.089783,1.3069,0.90394
94.168,0.046368,0.34995,0.089783,1.2871,0.89409
94.176,0.051005,0.34897,0.089783,1.2376,0.88916
94.184,0.05255,0.348,0.094427,1.2079,0.87931
94.192,0.055641,0.34506,0.089783,1.1733,0.88424
94.2,0.058733,0.34213,0.078947,1.1436,0.88424
94.208,0.061824,0.33822,0.063467,1.1188,0.89409
94.216,0.066461,0.33529,0.058824,1.1089,0.90394
94.224,0.069552,0.33138,0.049536,1.0941,0.90887
94.232,0.074189,0.32747,0.05418,1.0891,0.90394
94.24,0.07728,0.32454,0.034056,1.099,0.91872
94.248,0.081917,0.32063,0.02322,1.0842,0.92611
94.256,0.085008,0.31769,0.02322,1.0891,0.93103
94.264,0.089645,0.31574,0.029412,1.0842,0.92611
94.272,0.092736,0.31378,0.02322,1.099,0.91872
94.28,0.095827,0.31281,0.018576,1.099,0.93103
94.288,0.10046,0.30987,0.018576,1.1139,0.93596
94.296,0.1051,0.30694,0.018576,1.1188,0.93103
94.304,0.10974,0.30401,0.02322,1.1337,0.93596
94.312,0.11592,0.3001,0.018576,1.1188,0.93103
94.32,0.1221,0.29717,0.013932,1.1337,0.93596
94.328,0.12674,0.29326,0.018576,1.1238,0.93596
94.336,0.13292,0.28935,0.018576,1.1386,0.94089
94.344,0.1391,0.28641,0.013932,1.1287,0.94089
94.352,0.14529,0.2825,0.013932,1.1287,0.94089
94.36,0.15301,0.27957,0.029412,1.1238,0.92611
94.368,0.16074,0.27761,0.049536,1.1584,0.91379
94.376,0.17156,0.27566,0.063467,1.1386,0.89901
94.384,0.18238,0.27468,0.074303,1.1287,0.89409
94.392,0.19474,0.27273,0.089783,1.1386,0.88424
94.4,0.20866,0.26979,0.1548,1.1485,0.83005
94.408,0.22257,0.26588,0.19505,1.0941,0.79064
94.416,0.23802,0.26197,0.16873,1.0644,0.81034
94.424,0.25193,0.25904,0.15944,1.0248,0.81527
94.432,0.26739,0.25904,0.13932,1.0446,0.82512
94.44,0.2813,0.26295,0.094427,1.0594,0.86453
94.448,0.29521,0.27566,0.029412,1.0495,0.90887
94.456,0.31066,0.29814,-0.010836,1.0396,0.94089
94.464,0.32767,0.33138,-0.03096,1.0297,0.96059
94.472,0.34467,0.36852,-0.021672,1.0396,0.95074
94.48,0.36321,0.4086,-0.01548,1.0297,0.95567
94.488,0.38022,0.45943,-0.021672,1.0446,0.96059
94.496,0.39722,0.51515,-0.021672,1.0248,0.95074
94.504,0.41422,0.57087,-0.010836,1.0248,0.94581
94.512,0.43122,0.61975,-0.0061919,1.0347,0.94089
94.52,0.44977,0.6608,-0.001548,1.0396,0.93596
94.528,0.46832,0.69208,-0.0061919,1.0248,0.93596
94.536,0.48841,0.71261,-0.001548,1.0446,0.94089
94.544,0.51005,0.72434,-0.10062,1.1139,0.9803
94.552,0.53168,0.7263,-0.19195,1.2723,1.0049
94.56,0.55332,0.72141,-0.20124,1.4356,0.90887
94.568,0.57496,0.71163,0.14861,1,0.58621
94.576,0.59815,0.6999,0.71517,0.029703,0.078818
94.584,0.61824,0.68426,1.0759,-0.53465,-0.19458
94.592,0.63988,0.66569,1.1966,-0.58911,-0.096059
94.6,0.65842,0.64614,1.0356,-0.16337,0.22906
94.608,0.67852,0.62463,0.75542,0.21287,0.50493
94.616,0.69861,0.60313,0.32508,0.64851,0.81527
94.624,0.7187,0.58065,0.0387,0.94059,0.9803
94.632,0.74034,0.55718,-0.071207,1.1089,1.0493
94.64,0.76198,0.53372,-0.12074,1.1683,1.0788
94.648,0.78053,0.50929,-0.13158,1.198,1.0788
94.656,0.80062,0.48583,-0.12693,1.2079,1.0788
94.664,0.81762,0.46237,-0.12693,1.2178,1.0788
94.672,0.83617,0.44282,-0.11146,1.2228,1.064
94.68,0.85471,0.42522,-0.12074,1.2277,1.0739
94.688,0.87326,0.40665,-0.13158,1.2327,1.0788
94.696,0.89181,0.39003,-0.11146,1.2376,1.064
94.704,0.9119,0.37537,-0.12074,1.2525,1.0739
94.712,0.93199,0.36461,-0.091331,1.2475,1.0493
94.72,0.95209,0.35582,-0.086687,1.2772,1.0443
94.728,0.97063,0.35093,-0.091331,1.2772,1.0493
94.736,0.99073,0.348,-0.066563,1.302,1.0345
94.744,1.0093,0.34702,-0.04644,1.3119,1.0197
94.752,1.0263,0.34702,-0.035604,1.3317,1.0099
94.76,1.0433,0.34897,-0.021672,1.3366,1
94.768,1.0587,0.34995,-0.0061919,1.3564,0.99015
94.776,1.0757,0.35191,-0.0061919,1.3515,0.98522
94.784,1.0927,0.35288,0.0092879,1.3663,0.98522
94.792,1.1097,0.35386,0.029412,1.3564,0.96552
94.8,1.1283,0.35386,0.0387,1.3515,0.96552
94.808,1.1437,0.35386,0.063467,1.3218,0.94089
94.816,1.1592,0.35386,0.063467,1.3267,0.93596
94.824,1.1747,0.35288,0.074303,1.297,0.91872
94.832,1.1901,0.35191,0.10372,1.2772,0.89409
94.84,1.2056,0.34995,0.099071,1.2426,0.88916
94.848,1.221,0.348,0.10836,1.2079,0.87438
94.856,1.238,0.34604,0.10836,1.1832,0.86946
94.864,1.255,0.34409,0.099071,1.1535,0.86946
94.872,1.272,0.34213,0.074303,1.1337,0.88424
94.88,1.2906,0.34018,0.078947,1.1139,0.87931
94.888,1.2906,0.33822,0.083591,1.1188,0.88916
94.896,1.2906,0.33529,0.049536,1.099,0.89901
94.904,1.2906,0.33138,0.043344,1.099,0.90394
94.912,1.2906,0.32649,0.05418,1.0941,0.90887
94.92,1.2906,0.32258,0.049536,1.099,0.91379
94.928,1.2906,0.31867,0.0387,1.0842,0.90887
94.936,1.2906,0.31574,0.043344,1.099,0.91379
94.944,1.2906,0.31281,0.05418,1.0891,0.90394
94.952,1.2906,0.31085,0.0387,1.1089,0.91379
94.96,1.2906,0.3089,0.0387,1.099,0.91379
94.968,1.2906,0.30694,0.043344,1.1139,0.90887
94.976,1.2906,0.30596,0.02322,1.104,0.91379
94.984,1.2906,0.30499,0.018576,1.1139,0.91872
94.992,1.2906,0.30205,0.034056,1.1139,0.92611
95,1.2906,0.29912,0.0387,1.1139,0.91379
95.008,1.2906,0.29619,0.02322,1.104,0.91872
95.016,1.2906,0.29326,0.034056,1.1188,0.91379
95.024,1.2906,0.28935,0.0387,1.1139,0.90887
95.032,1.2906,0.28348,0.058824,1.1337,0.90394
95.04,1.2906,0.27859,0.089783,1.1386,0.87931
95.048,1.2906,0.27566,0.10372,1.1188,0.86946
95.056,1.2906,0.27273,0.094427,1.1188,0.87438
95.064,1.2906,0.26979,0.15944,1.1386,0.82512
95.072,1.2906,0.26882,0.21981,1.1089,0.78079
95.08,1.2906,0.26686,0.19505,1.0693,0.79064
95.088,1.2906,0.26491,0.18421,1.0347,0.79557
95.096,1.2906,0.26295,0.16873,1.0248,0.80049
95.104,1.2906,0.261,0.14861,1.0495,0.82512
95.112,1.2906,0.26295,0.074303,1.0446,0.87931
95.12,1.2906,0.26979,0.018576,1.0495,0.92611
95.128,1.2906,0.28543,0.004644,1.0297,0.93103
95.136,1.2906,0.30987,-0.0061919,1.0347,0.93596
95.144,1.2906,0.34604,-0.001548,1.0297,0.93596
95.152,1.2906,0.39101,0.013932,1.0396,0.93103
95.16,1.2906,0.44282,0.004644,1.0297,0.93103
95.168,1.2906,0.49071,0.018576,1.0347,0.91872
95.176,1.2906,0.5347,0.018576,1.0297,0.91379
95.184,1.2906,0.58065,0.013932,1.0495,0.92611
95.192,1.2906,0.6217,0.02322,1.0446,0.91379
95.2,1.2906,0.65591,0.029412,1.0495,0.91379
95.208,1.2906,0.68035,-0.04644,1.0891,0.94581
95.216,1.2906,0.69501,-0.13622,1.2228,0.97537
95.224,1.2906,0.70088,-0.14706,1.4158,0.90394
95.232,1.2906,0.69795,0.058824,1.4653,0.69951
95.24,1.2906,0.69013,0.60062,0.40099,0.20936
95.248,1.2906,0.67644,1.0913,-0.36634,-0.1798
95.256,1.2906,0.65885,1.226,-0.5099,-0.21429
95.264,1.2906,0.63832,1.1006,-0.18812,0.16995
95.272,1.2906,0.61877,0.84056,0.13861,0.44089
95.28,1.2906,0.59922,0.43034,0.5495,0.73892
95.288,1.2906,0.57674,0.099071,0.88119,0.94581
95.296,1.2906,0.55327,-0.041796,1.0792,1.0197
95.304,1.2906,0.52884,-0.091331,1.1535,1.0493
95.312,1.2906,0.5044,-0.10062,1.1931,1.0542
95.32,1.2906,0.47898,-0.10062,1.2178,1.0542
95.328,1.2906,0.45552,-0.10062,1.2228,1.0542
95.336,1.2906,0.43206,-0.10062,1.2327,1.0542
95.344,1.2906,0.41056,-0.091331,1.2228,1.0443
95.352,1.2906,0.39003,-0.082043,1.2376,1.0394
95.36,1.2906,0.37243,-0.086687,1.2327,1.0345
95.368,1.2906,0.35875,-0.075851,1.2525,1.0345
95.376,1.2906,0.348,-0.071207,1.2574,1.0246
95.384,1.2906,0.33822,-0.055728,1.2723,1.0197
95.392,1.2906,0.33138,-0.051084,1.2723,1.0099
95.4,1.2906,0.32551,-0.035604,1.297,1.0099
95.408,1.2906,0.3216,-0.026316,1.3069,0.99015
95.416,1.2906,0.32063,-0.0061919,1.3317,0.99015
95.424,1.2906,0.3216,-0.001548,1.3416,0.9803
95.432,1.2906,0.32258,0.018576,1.3713,0.97044
95.44,1.2906,0.32454,0.029412,1.3762,0.95567
95.448,1.2906,0.32747,0.0387,1.3663,0.95567
95.456,1.2906,0.32942,0.05418,1.3812,0.94581
95.464,1.2906,0.3304,0.069659,1.3663,0.93596
95.472,1.2906,0.33138,0.083591,1.3564,0.92611
95.48,1.2906,0.33236,0.094427,1.3366,0.91379
95.488,1.2906,0.33236,0.11455,1.3168,0.89409
95.496,1.2906,0.33236,0.1192,1.2871,0.87931
95.504,1.2906,0.33138,0.13467,1.2624,0.86946
95.512,1.2906,0.3304,0.13467,1.2228,0.85961
95.52,1.2906,0.32845,0.13932,1.198,0.85468
95.528,1.2906,0.32649,0.13467,1.1683,0.84975
95.536,1.2906,0.32454,0.12848,1.1436,0.84975
95.544,1.2906,0.3216,0.11455,1.1188,0.84975
95.552,1.2906,0.31965,0.10836,1.1139,0.85961
95.56,1.2906,0.31672,0.099071,1.099,0.85961
95.568,1.2906,0.31476,0.094427,1.1188,0.86946
95.576,1.2906,0.31183,0.089783,1.1139,0.86946
95.584,1.2906,0.3089,0.089783,1.1188,0.87438
95.592,1.2906,0.30694,0.083591,1.1089,0.87438
95.6,1.2906,0.30499,0.083591,1.1188,0.87931
95.608,1.2906,0.30303,0.078947,1.1188,0.87931
95.616,1.2906,0.30108,0.083591,1.1238,0.88424
95.624,1.2906,0.29912,0.083591,1.1188,0.87931
95.632,1.2906,0.29619,0.078947,1.1238,0.88424
95.64,1.2906,0.29423,0.078947,1.1188,0.87931
95.648,1.2906,0.2913,0.078947,1.1188,0.87931
95.656,1.2906,0.28837,0.083591,1.1188,0.87931
95.664,1.2906,0.28543,0.078947,1.1188,0.87931
95.672,1.2813,0.28348,0.074303,1.1188,0.87931
95.68,1.272,0.2825,0.074303,1.1139,0.88424
95.688,1.2442,0.28055,0.083591,1.1238,0.87438
95.696,1.2164,0.27761,0.10836,1.1188,0.85961
95.704,1.1917,0.27566,0.13467,1.1535,0.84483
95.712,1.1669,0.2737,0.14396,1.1287,0.83005
95.72,1.1437,0.27175,0.15944,1.1436,0.83005
95.728,1.1206,0.26979,0.19969,1.1535,0.79064
95.736,1.0974,0.26784,0.26471,1.1238,0.74384
95.744,1.0726,0.26491,0.24923,1.0743,0.73892
95.752,1.0479,0.26295,0.22446,1.0495,0.76601
95.76,1.0247,0.261,0.20433,1.0347,0.77094
95.768,1.0015,0.26002,0.17492,1.0743,0.80542
95.776,0.97836,0.26197,0.11455,1.0792,0.84975
95.784,0.95827,0.26784,0.058824,1.0594,0.89409
95.792,0.93818,0.27957,0.0387,1.0446,0.90887
95.8,0.91654,0.3001,0.0387,1.0495,0.90394
95.808,0.8949,0.3304,0.0387,1.0446,0.90887
95.816,0.87326,0.3695,0.043344,1.0495,0.90394
95.824,0.85162,0.41642,0.0387,1.0495,0.90394
95.832,0.82998,0.46823,0.043344,1.0495,0.89901
95.84,0.8068,0.52102,0.05418,1.0545,0.89409
95.848,0.78516,0.57185,0.058824,1.0594,0.89409
95.856,0.76352,0.61486,0.058824,1.0495,0.89901
95.864,0.74189,0.65103,0.05418,1.0545,0.89409
95.872,0.72179,0.67449,-0.0061919,1.1089,0.91379
95.88,0.70325,0.68817,-0.12074,1.2574,0.96059
95.888,0.68315,0.69697,-0.16718,1.4356,0.90394
95.896,0.66461,0.69795,0.0387,1.1634,0.67488
95.904,0.64606,0.69208,0.54489,0.20792,0.18966
95.912,0.62597,0.68035,0.99536,-0.5,-0.18473
95.92,0.60742,0.66569,1.2012,-0.58416,-0.22906
95.928,0.59042,0.64614,1.2167,-0.22277,0.096059
95.936,0.57342,0.62463,0.95666,0.09901,0.34483
95.944,0.55796,0.60215,0.58978,0.5396,0.63547
95.952,0.5425,0.57674,0.21981,0.90594,0.87438
95.96,0.52705,0.55132,0.02322,1.1089,0.99015
95.968,0.51314,0.52786,-0.051084,1.1782,1.0296
95.976,0.49768,0.50538,-0.075851,1.203,1.0394
95.984,0.48223,0.47996,-0.071207,1.2327,1.0443
95.992,0.46677,0.45552,-0.075851,1.2376,1.0443
96,0.45286,0.43109,-0.075851,1.2525,1.0443
96.008,0.4374,0.4086,-0.075851,1.2475,1.0394
96.016,0.42195,0.38807,-0.066563,1.2624,1.0394
96.024,0.40958,0.37048,-0.071207,1.2673,1.0345
96.032,0.39567,0.35679,-0.055728,1.2822,1.0345
96.04,0.38485,0.34506,-0.051084,1.2921,1.0296
96.048,0.37249,0.33627,-0.041796,1.3069,1.0197
96.056,0.36012,0.32942,-0.03096,1.3267,1.0099
96.064,0.3493,0.32454,-0.01548,1.3515,1.0099
96.072,0.33539,0.32258,-0.0061919,1.3663,1
96.08,0.32303,0.3216,0.004644,1.3812,0.99015
96.088,0.31221,0.3216,0.018576,1.401,0.9803
96.096,0.30139,0.32258,0.02322,1.4059,0.97537
96.104,0.29057,0.32454,0.043344,1.4158,0.96552
96.112,0.2813,0.32551,0.05418,1.4109,0.95567
96.12,0.27048,0.32747,0.063467,1.4208,0.95074
96.128,0.26121,0.32942,0.078947,1.401,0.94089
96.136,0.25039,0.32942,0.094427,1.396,0.92611
96.144,0.23957,0.3304,0.10836,1.3762,0.90887
96.152,0.2272,0.3304,0.12384,1.3614,0.89409
96.16,0.21638,0.32942,0.13467,1.3218,0.87438
96.168,0.20556,0.32845,0.1548,1.297,0.86453
96.176,0.1932,0.32747,0.14861,1.2475,0.84483
96.184,0.18393,0.32649,0.15944,1.2178,0.8399
96.192,0.17311,0.32454,0.14396,1.1733,0.8399
96.2,0.16383,0.3216,0.13467,1.1535,0.84483
96.208,0.15611,0.31965,0.12384,1.1188,0.84483
96.216,0.14529,0.31574,0.11455,1.1139,0.85468
96.224,0.13601,0.31281,0.10372,1.0941,0.85961
96.232,0.12674,0.30987,0.099071,1.099,0.86946
96.24,0.11747,0.30694,0.089783,1.0792,0.86946
96.248,0.10665,0.30499,0.083591,1.0842,0.87438
96.256,0.097372,0.30401,0.078947,1.0941,0.87931
96.264,0.088099,0.30303,0.074303,1.0842,0.88424
96.272,0.078825,0.30205,0.074303,1.099,0.88424
96.28,0.066461,0.3001,0.078947,1.099,0.88424
96.288,0.055641,0.29814,0.078947,1.1089,0.88916
96.296,0.043277,0.29619,0.074303,1.104,0.88916
96.304,0.030912,0.29423,0.063467,1.1188,0.89409
96.312,0.017002,0.29326,0.063467,1.1139,0.89409
96.32,0.0030912,0.29228,0.063467,1.1238,0.89409
96.328,-0.010819,0.29032,0.063467,1.1188,0.89409
96.336,-0.023184,0.28935,0.063467,1.1188,0.89409
96.344,-0.035549,0.28739,0.063467,1.1139,0.89409
96.352,-0.047913,0.28446,0.069659,1.1238,0.89409
96.36,-0.060278,0.28152,0.089783,1.1386,0.87931
96.368,-0.071097,0.27957,0.11455,1.1535,0.86453
96.376,-0.080371,0.27761,0.12848,1.1238,0.84975
96.384,-0.09119,0.27468,0.13467,1.1386,0.84975
96.392,-0.10201,0.2737,0.17957,1.1485,0.80542
96.4,-0.11128,0.27175,0.24923,1.1089,0.74877
96.408,-0.12056,0.27077,0.2291,1.0594,0.75616
96.416,-0.12983,0.26882,0.20898,1.0347,0.77586
96.424,-0.13756,0.26882,0.19969,1.0248,0.77586
96.432,-0.14374,0.26979,0.16409,1.0495,0.81034
96.44,-0.15147,0.27468,0.10372,1.0594,0.85961
96.448,-0.1592,0.28446,0.049536,1.0396,0.89901
96.456,-0.16538,0.30303,0.02322,1.0248,0.91379
96.464,-0.17311,0.32649,0.02322,1.0347,0.91379
96.472,-0.17929,0.35582,0.02322,1.0396,0.91379
96.48,-0.18547,0.39589,0.02322,1.0248,0.91379
96.488,-0.19165,0.44477,0.029412,1.0347,0.90887
96.496,-0.19784,0.49756,0.0387,1.0248,0.90394
96.504,-0.20247,0.55034,0.0387,1.0396,0.89901
96.512,-0.20556,0.6002,0.0387,1.0347,0.89901
96.52,-0.2102,0.64321,0.049536,1.0446,0.89901
96.528,-0.21329,0.67742,0.043344,1.0297,0.89409
96.536,-0.21484,0.70186,-0.01548,1.104,0.91872
96.544,-0.21793,0.71652,-0.13622,1.2574,0.96059
96.552,-0.22102,0.72239,-0.17647,1.4257,0.90394
96.56,-0.22257,0.72043,0.02322,1.0644,0.66502
96.568,-0.22566,0.71359,0.54025,0.024752,0.1601
96.576,-0.2272,0.70283,0.9613,-0.61386,-0.18966
96.584,-0.2272,0.68817,1.1563,-0.69802,-0.23399
96.592,-0.22875,0.67058,1.0666,-0.25743,0.13547
96.6,-0.23029,0.65005,0.91022,0.079208,0.36946
96.608,-0.23029,0.62952,0.54954,0.55446,0.6601
96.616,-0.23029,0.60704,0.18885,0.91584,0.89409
96.624,-0.23184,0.58456,0.0092879,1.104,0.99507
96.632,-0.23184,0.56109,-0.051084,1.1782,1.0345
96.64,-0.23184,0.53666,-0.075851,1.2079,1.0493
96.648,-0.23184,0.51222,-0.075851,1.2327,1.0542
96.656,-0.23184,0.48876,-0.075851,1.2376,1.0542
96.664,-0.23029,0.46823,-0.082043,1.2475,1.0542
96.672,-0.22875,0.44966,-0.075851,1.2574,1.0443
96.68,-0.2272,0.43109,-0.071207,1.2525,1.0443
96.688,-0.22411,0.41349,-0.071207,1.2723,1.0394
96.696,-0.22257,0.39785,-0.066563,1.2673,1.0345
96.704,-0.21947,0.38514,-0.055728,1.2921,1.0296
96.712,-0.21793,0.37537,-0.04644,1.302,1.0246
96.72,-0.21484,0.36755,-0.035604,1.3218,1.0148
96.728,-0.21175,0.36168,-0.026316,1.3267,1.0099
96.736,-0.20866,0.35875,-0.010836,1.3564,1
96.744,-0.20556,0.35679,0.004644,1.3663,0.98522
96.752,-0.20247,0.35582,0.013932,1.396,0.98522
96.76,-0.19938,0.35679,0.02322,1.396,0.9803
96.768,-0.19474,0.35777,0.0387,1.4158,0.97044
96.776,-0.19165,0.35875,0.05418,1.401,0.96059
96.784,-0.18702,0.35973,0.063467,1.401,0.94581
96.792,-0.18393,0.35973,0.078947,1.3812,0.94089
96.8,-0.18083,0.35973,0.089783,1.3812,0.92611
96.808,-0.17774,0.35875,0.10836,1.3614,0.90394
96.816,-0.17465,0.35777,0.12384,1.3515,0.88916
96.824,-0.17156,0.35679,0.13467,1.302,0.86946
96.832,-0.17002,0.35582,0.13932,1.2772,0.85961
96.84,-0.16692,0.35288,0.13467,1.2376,0.84975
96.848,-0.16383,0.35093,0.13467,1.2079,0.85468
96.856,-0.16229,0.348,0.1192,1.1733,0.86453
96.864,-0.16074,0.34506,0.11455,1.1386,0.86946
96.872,-0.1592,0.34311,0.099071,1.1139,0.86946
96.88,-0.1592,0.3392,0.094427,1.099,0.86946
96.888,-0.15765,0.33627,0.089783,1.0842,0.86946
96.896,-0.15611,0.33333,0.083591,1.0743,0.87438
96.904,-0.15456,0.3304,0.078947,1.0743,0.88424
96.912,-0.15301,0.32747,0.074303,1.0693,0.88424
96.92,-0.15456,0.32454,0.063467,1.0743,0.88916
96.928,-0.15456,0.32063,0.063467,1.0743,0.88916
96.936,-0.15765,0.31672,0.058824,1.0941,0.89409
96.944,-0.1592,0.31281,0.05418,1.0941,0.89409
96.952,-0.16383,0.3089,0.05418,1.1139,0.89901
96.96,-0.16692,0.30596,0.058824,1.1139,0.89901
96.968,-0.17156,0.30401,0.05418,1.1238,0.90394
96.976,-0.17465,0.30205,0.049536,1.1139,0.90394
96.984,-0.17929,0.30108,0.05418,1.1337,0.90887
96.992,-0.18238,0.29912,0.049536,1.1188,0.89901
97,-0.18393,0.29717,0.049536,1.1337,0.90394
97.008,-0.18702,0.29521,0.043344,1.1139,0.90887
97.016,-0.19011,0.29228,0.049536,1.1188,0.90394
97.024,-0.1932,0.28935,0.069659,1.1287,0.88916
97.032,-0.19629,0.28543,0.099071,1.1436,0.87438
97.04,-0.19938,0.2825,0.11455,1.1238,0.86453
97.048,-0.20247,0.27957,0.11455,1.1188,0.86453
97.056,-0.20402,0.27664,0.14861,1.1485,0.83005
97.064,-0.20711,0.27468,0.21362,1.1188,0.77094
