Time [s], RESP, PLETH, I, V, II, ABP
58.6,0.23558,0.6696,0.0039216,0.64453,0.44951,85.463
58.608,0.23558,0.67351,0.0078431,0.64453,0.46552,85.072
58.616,0.23558,0.67253,0.017647,0.6543,0.4803,85.854
58.624,0.23558,0.67058,0.023529,0.66406,0.48522,87.027
58.632,0.23558,0.66569,0.033333,0.66992,0.5,88.396
58.64,0.2346,0.6608,0.043137,0.67969,0.52956,89.57
58.648,0.2346,0.65787,0.04902,0.66992,0.54557,90.548
58.656,0.23363,0.65396,0.052941,0.6543,0.53941,91.33
58.664,0.23363,0.65103,0.062745,0.64453,0.53448,91.525
58.672,0.23265,0.64809,0.058824,0.63477,0.5197,91.721
58.68,0.23265,0.64614,0.04902,0.62891,0.49507,91.525
58.688,0.23363,0.64516,0.033333,0.625,0.47044,91.134
58.696,0.23363,0.64418,0.017647,0.625,0.43966,90.743
58.704,0.2346,0.64321,0.0078431,0.61914,0.4298,90.157
58.712,0.2346,0.64321,0.0078431,0.61523,0.41995,89.57
58.72,0.23558,0.64125,0.0078431,0.61523,0.41995,88.983
58.728,0.23558,0.63832,0.0078431,0.61523,0.41502,88.005
58.736,0.23656,0.63539,0.0078431,0.61523,0.41502,87.027
58.744,0.23656,0.6305,0.0078431,0.61523,0.41995,85.854
58.752,0.23656,0.62463,0.0039216,0.625,0.42488,84.681
58.76,0.23754,0.61779,0.0039216,0.63477,0.43966,83.507
58.768,0.23851,0.60899,0.052941,0.61914,0.47537,82.334
58.776,0.23949,0.59824,0.18431,0.57031,0.57512,81.16
58.784,0.24145,0.58749,0.40392,0.48047,0.74015,80.183
58.792,0.2434,0.57674,0.6098,0.33008,0.86946,79.205
58.8,0.24536,0.56305,0.6451,0.23047,0.80542,78.422
58.808,0.24731,0.54741,0.37059,0.29102,0.60961,77.64
58.816,0.24829,0.53177,0.12353,0.43945,0.46059,77.054
58.824,0.24927,0.51515,0.023529,0.56055,0.4101,76.467
58.832,0.25122,0.49951,-0.0019608,0.625,0.41502,75.88
58.84,0.25318,0.48485,-0.011765,0.65039,0.42488,75.489
58.848,0.25415,0.47214,-0.015686,0.66016,0.42488,75.098
58.856,0.25611,0.45943,-0.021569,0.66406,0.42488,74.707
58.864,0.25806,0.44966,-0.021569,0.66992,0.4298,74.316
58.872,0.26002,0.44282,-0.015686,0.66992,0.4298,74.12
58.88,0.26197,0.43695,-0.015686,0.67578,0.43473,73.729
58.888,0.26393,0.43304,-0.015686,0.66992,0.43473,73.533
58.896,0.26588,0.43011,-0.011765,0.66992,0.43966,73.338
58.904,0.26784,0.42717,-0.0019608,0.66992,0.44951,73.142
58.912,0.26979,0.42424,-0.0019608,0.67578,0.45443,72.751
58.92,0.27273,0.42229,0.0039216,0.67578,0.46059,72.36
58.928,0.27468,0.42033,0.0078431,0.67578,0.46552,72.164
58.936,0.27761,0.41838,0.0078431,0.66992,0.47044,71.773
58.944,0.28152,0.41544,0.017647,0.66992,0.47537,71.578
58.952,0.28446,0.41251,0.023529,0.66992,0.48522,71.578
58.96,0.28837,0.4086,0.029412,0.66992,0.49015,71.382
58.968,0.2913,0.40371,0.033333,0.66992,0.5,71.186
58.976,0.29521,0.3998,0.039216,0.66992,0.50493,70.991
58.984,0.3001,0.39785,0.04902,0.67578,0.51478,70.6
58.992,0.30401,0.39492,0.058824,0.66992,0.52463,70.209
59,0.3089,0.39198,0.068627,0.66992,0.53941,70.013
59.008,0.31378,0.38807,0.078431,0.66992,0.55542,70.013
59.016,0.31965,0.38319,0.094118,0.67578,0.5702,70.795
59.024,0.32454,0.37732,0.1098,0.67578,0.5899,73.533
59.032,0.32942,0.37243,0.12941,0.67578,0.60961,79.205
59.04,0.33431,0.36657,0.14902,0.66992,0.63547,88.396
59.048,0.3392,0.36168,0.16471,0.66992,0.65517,101.11
59.056,0.34409,0.35679,0.17843,0.66992,0.67488,116.56
59.064,0.34897,0.35288,0.19412,0.66406,0.68966,133.18
59.072,0.35386,0.35093,0.20392,0.66016,0.69951,149.22
59.08,0.35875,0.34897,0.2098,0.66016,0.70443,161.93
59.088,0.36266,0.34702,0.19412,0.66016,0.69951,169.95
59.096,0.36755,0.34506,0.17451,0.66992,0.67488,172.69
59.104,0.37146,0.34409,0.13922,0.67578,0.64532,170.73
59.112,0.37537,0.34213,0.1098,0.67969,0.60468,165.25
59.12,0.3783,0.34018,0.07451,0.68555,0.56034,158.02
59.128,0.38123,0.3392,0.043137,0.67969,0.5197,150.98
59.136,0.38416,0.33724,0.017647,0.67969,0.48522,144.92
59.144,0.38807,0.33627,0.0039216,0.66992,0.46059,140.61
59.152,0.39003,0.33431,-0.0058823,0.66406,0.43966,137.87
59.16,0.39198,0.33236,-0.011765,0.6543,0.4298,136.51
59.168,0.39394,0.33138,-0.011765,0.65039,0.41502,135.92
59.176,0.39589,0.32942,-0.011765,0.64453,0.4101,135.72
59.184,0.39687,0.32942,-0.011765,0.64453,0.4101,135.53
59.192,0.39785,0.32845,-0.011765,0.64062,0.40517,135.14
59.2,0.39883,0.32747,-0.011765,0.64062,0.40517,134.75
59.208,0.3998,0.32551,-0.011765,0.64453,0.40517,134.55
59.216,0.40078,0.32356,-0.0058823,0.64453,0.4101,134.16
59.224,0.40176,0.32063,-0.0058823,0.64453,0.4101,134.16
59.232,0.40274,0.31769,-0.0058823,0.64453,0.41502,134.16
59.24,0.40469,0.31574,-0.0019608,0.64453,0.41502,134.16
59.248,0.40567,0.31378,-0.0019608,0.64453,0.41502,133.96
59.256,0.40665,0.31281,-0.0019608,0.65039,0.41995,133.18
59.264,0.40665,0.31965,-0.0058823,0.65039,0.41995,132.01
59.272,0.40762,0.32942,-0.0019608,0.65039,0.41995,130.25
59.28,0.4086,0.33822,-0.0019608,0.64453,0.4298,128.1
59.288,0.40958,0.35288,0.0039216,0.64453,0.4298,125.55
59.296,0.41056,0.3783,0.0039216,0.64453,0.43473,122.43
59.304,0.41251,0.41251,0.0078431,0.64453,0.43473,118.71
59.312,0.41447,0.45259,0.0078431,0.64453,0.43473,114.8
59.32,0.41642,0.4956,0.0078431,0.64453,0.43473,110.3
59.328,0.41838,0.53763,0.0078431,0.64453,0.4298,105.61
59.336,0.42131,0.57674,0.0078431,0.64453,0.4298,100.52
59.344,0.42424,0.60899,0.013725,0.64062,0.4298,95.828
59.352,0.42717,0.63441,0.013725,0.64062,0.4298,91.721
59.36,0.43109,0.65103,0.013725,0.64062,0.4298,88.592
59.368,0.43402,0.66178,0.017647,0.64062,0.4298,86.441
59.376,0.43695,0.66667,0.023529,0.64453,0.43473,85.658
59.384,0.43988,0.66764,0.029412,0.6543,0.44951,85.854
59.392,0.44282,0.66471,0.033333,0.66016,0.46552,87.027
59.4,0.44575,0.6608,0.033333,0.66992,0.47044,88.396
59.408,0.44868,0.65591,0.043137,0.67969,0.49015,89.961
59.416,0.45161,0.65005,0.052941,0.67969,0.51478,91.33
59.424,0.45357,0.64614,0.062745,0.66406,0.52956,92.503
59.432,0.4565,0.64223,0.07451,0.65039,0.5197,93.09
59.44,0.45846,0.63832,0.078431,0.64453,0.5197,93.286
59.448,0.46041,0.63636,0.07451,0.63477,0.50493,93.09
59.456,0.46334,0.63441,0.068627,0.62891,0.48522,92.308
59.464,0.4653,0.63245,0.04902,0.625,0.45443,91.525
59.472,0.46725,0.63148,0.033333,0.61914,0.42488,90.743
59.48,0.46921,0.62952,0.023529,0.61914,0.4101,89.961
59.488,0.47116,0.62757,0.023529,0.61914,0.40517,89.179
59.496,0.4741,0.62561,0.023529,0.61914,0.40517,88.201
59.504,0.47507,0.62366,0.023529,0.61914,0.40517,87.223
59.512,0.47703,0.6217,0.023529,0.61523,0.40517,86.05
59.52,0.47801,0.61877,0.023529,0.61523,0.4101,84.876
59.528,0.47898,0.61486,0.017647,0.625,0.41502,83.703
59.536,0.47996,0.60997,0.023529,0.63477,0.43473,82.334
59.544,0.47996,0.60215,0.088235,0.60938,0.48522,81.356
59.552,0.48094,0.59335,0.23922,0.56055,0.60961,80.378
59.56,0.48094,0.58162,0.46078,0.46094,0.79557,79.791
59.568,0.48094,0.56696,0.62549,0.30469,0.89039,79.009
59.576,0.47996,0.55132,0.56078,0.24023,0.77463,78.422
59.584,0.47898,0.53666,0.30392,0.32422,0.5702,78.031
59.592,0.47801,0.52297,0.10392,0.4707,0.43966,77.445
59.6,0.47703,0.50831,0.029412,0.57422,0.40517,77.054
59.608,0.47605,0.49365,0.0078431,0.62891,0.4101,76.467
59.616,0.4741,0.47898,-0.0019608,0.65039,0.41502,76.076
59.624,0.47214,0.46628,-0.0019608,0.66016,0.41502,75.489
59.632,0.46921,0.45455,-0.0058823,0.66406,0.41502,75.098
59.64,0.46725,0.44575,-0.0019608,0.66406,0.41995,74.902
59.648,0.46334,0.43891,-0.0019608,0.66406,0.41995,74.707
59.656,0.46041,0.43304,0.0039216,0.66406,0.42488,74.511
59.664,0.45552,0.42913,0.0039216,0.66406,0.4298,74.316
59.672,0.45161,0.4262,0.0078431,0.66406,0.43473,74.12
59.68,0.44575,0.42424,0.0078431,0.66992,0.43966,73.924
59.688,0.44086,0.42229,0.0078431,0.66992,0.43966,73.533
59.696,0.43597,0.42131,0.017647,0.66992,0.44951,73.142
59.704,0.43109,0.42131,0.017647,0.66992,0.46059,72.555
59.712,0.4262,0.42033,0.023529,0.66992,0.46552,72.164
59.72,0.42033,0.41935,0.029412,0.66992,0.47537,71.773
59.728,0.41642,0.41838,0.033333,0.66992,0.4803,71.382
59.736,0.41153,0.41544,0.033333,0.66992,0.48522,71.186
59.744,0.40762,0.41251,0.043137,0.66992,0.49507,70.795
59.752,0.40371,0.4086,0.04902,0.66992,0.50493,70.6
59.76,0.3998,0.40371,0.052941,0.66992,0.51478,70.209
59.768,0.39687,0.3998,0.062745,0.66992,0.52463,69.818
59.776,0.39394,0.39589,0.07451,0.66406,0.53941,69.426
59.784,0.39198,0.39296,0.088235,0.66406,0.55542,69.622
59.792,0.38905,0.39101,0.10392,0.66992,0.5702,71.186
59.8,0.3871,0.38807,0.12353,0.66992,0.5899,74.707
59.808,0.38612,0.38514,0.14902,0.66992,0.61453,81.16
59.816,0.38416,0.38221,0.16863,0.66992,0.63547,91.525
59.824,0.38221,0.37928,0.18824,0.66406,0.65517,105.22
59.832,0.38025,0.37634,0.20392,0.66016,0.67488,121.25
59.84,0.3783,0.37341,0.21961,0.66016,0.68473,138.07
59.848,0.37634,0.3695,0.22941,0.66016,0.69458,153.13
59.856,0.37439,0.36559,0.22353,0.66016,0.69951,164.67
59.864,0.37341,0.36168,0.2098,0.66016,0.68473,171.12
59.872,0.37146,0.35777,0.17843,0.66406,0.6601,172.49
59.88,0.37048,0.35582,0.14902,0.66992,0.62438,169.36
59.888,0.36755,0.35386,0.1098,0.67578,0.58498,163.3
59.896,0.36559,0.35191,0.078431,0.67969,0.54557,156.26
59.904,0.36266,0.34897,0.043137,0.67969,0.50493,149.8
59.912,0.35973,0.34604,0.023529,0.66992,0.47537,144.52
59.92,0.35679,0.34409,0.0078431,0.66016,0.44951,141.2
59.928,0.35386,0.34213,0.0039216,0.6543,0.43473,139.24
59.936,0.35093,0.34018,-0.0058823,0.64453,0.41995,138.66
59.944,0.34897,0.3392,-0.011765,0.64062,0.41502,138.27
59.952,0.34506,0.33724,-0.011765,0.64062,0.4101,137.87
59.96,0.34213,0.33627,-0.011765,0.63477,0.40025,137.29
59.968,0.33822,0.33431,-0.011765,0.63477,0.40025,136.51
59.976,0.33431,0.33333,-0.0058823,0.62891,0.40517,135.33
59.984,0.3304,0.33236,-0.0019608,0.62891,0.4101,134.16
59.992,0.32649,0.3304,0.0039216,0.62891,0.41502,133.18
60,0.32258,0.32747,0.0039216,0.63477,0.41502,132.59
60.008,0.31769,0.32454,0.0039216,0.63477,0.41502,132.2
60.016,0.31378,0.32063,0.0078431,0.64062,0.42488,132.01
60.024,0.30987,0.31867,0.0039216,0.64062,0.4298,131.62
60.032,0.30694,0.31769,0.0039216,0.64062,0.4298,131.23
60.04,0.30303,0.3216,0.0039216,0.64453,0.4298,130.25
60.048,0.29912,0.3304,0.0039216,0.64453,0.43473,129.07
60.056,0.29521,0.34702,0.0039216,0.64453,0.43473,127.12
60.064,0.2913,0.37341,0.0039216,0.64453,0.43473,124.77
60.072,0.28739,0.40665,0.0039216,0.64453,0.4298,121.84
60.08,0.28348,0.44086,0.0039216,0.64453,0.4298,118.51
60.088,0.28055,0.47703,0.0039216,0.64062,0.4298,114.41
60.096,0.27761,0.52004,0.0039216,0.64062,0.4298,109.91
60.104,0.27566,0.56207,0.0039216,0.63477,0.4298,104.82
60.112,0.27273,0.6002,0.0078431,0.63477,0.43473,99.739
60.12,0.27077,0.63245,0.0078431,0.63477,0.4298,95.046
60.128,0.26784,0.65689,0.0078431,0.63477,0.4298,90.939
60.136,0.26588,0.67449,0.013725,0.63477,0.4298,87.81
60.144,0.26295,0.68524,0.017647,0.63477,0.43473,85.854
60.152,0.261,0.68915,0.017647,0.63477,0.44458,85.072
60.16,0.25806,0.68915,0.017647,0.64453,0.45443,85.267
60.168,0.25611,0.68719,0.029412,0.6543,0.46552,86.245
60.176,0.25415,0.68231,0.033333,0.66016,0.4803,87.419
60.184,0.2522,0.67742,0.043137,0.66406,0.5,88.983
60.192,0.25122,0.67253,0.052941,0.66992,0.5197,90.157
60.2,0.25024,0.66862,0.062745,0.6543,0.52956,91.134
60.208,0.24829,0.66471,0.068627,0.64062,0.52463,91.525
60.216,0.24731,0.66178,0.07451,0.63477,0.5197,91.721
60.224,0.24731,0.65982,0.068627,0.625,0.50493,91.525
60.232,0.24633,0.65885,0.04902,0.61914,0.48522,91.134
60.24,0.24536,0.65787,0.029412,0.61523,0.45443,90.743
60.248,0.24536,0.65787,0.017647,0.60938,0.4298,90.157
60.256,0.24438,0.65591,0.013725,0.60938,0.41995,89.765
60.264,0.24438,0.65396,0.013725,0.60938,0.4101,88.983
60.272,0.2434,0.65103,0.017647,0.60938,0.4101,88.396
60.28,0.24242,0.64809,0.017647,0.60938,0.4101,87.419
60.288,0.24145,0.64223,0.017647,0.60938,0.4101,86.441
60.296,0.24047,0.63734,0.017647,0.60938,0.4101,85.463
60.304,0.23949,0.63343,0.013725,0.61914,0.41995,84.289
60.312,0.23851,0.62659,0.023529,0.625,0.43473,82.921
60.32,0.23851,0.61877,0.10392,0.59961,0.49015,81.747
60.328,0.23754,0.60899,0.27451,0.53906,0.61946,80.769
60.336,0.23754,0.59629,0.51961,0.42578,0.80049,79.791
60.344,0.23754,0.5826,0.67059,0.28516,0.86946,79.009
60.352,0.23656,0.56696,0.55098,0.24609,0.73522,78.227
60.36,0.23656,0.55034,0.27451,0.34961,0.53448,77.64
60.368,0.23558,0.53275,0.078431,0.48438,0.42488,77.054
60.376,0.23558,0.51711,0.017647,0.58398,0.40025,76.467
60.384,0.2346,0.50342,0.0039216,0.62891,0.4101,76.076
60.392,0.23363,0.48974,-0.0058823,0.64453,0.41502,75.489
60.4,0.23265,0.47703,-0.011765,0.6543,0.41995,74.902
60.408,0.23167,0.4653,-0.011765,0.66016,0.41995,74.511
60.416,0.23167,0.4565,-0.011765,0.66016,0.42488,74.12
60.424,0.23069,0.44966,-0.011765,0.66406,0.4298,73.729
60.432,0.23069,0.44379,-0.0019608,0.66406,0.4298,73.533
60.44,0.23069,0.44086,-0.0019608,0.66406,0.43473,73.338
60.448,0.23069,0.43891,-0.0019608,0.66016,0.43473,73.142
60.456,0.23069,0.43695,0.0039216,0.66016,0.43966,72.751
60.464,0.23069,0.435,0.0078431,0.66016,0.44951,72.36
60.472,0.23069,0.43206,0.0078431,0.66406,0.45443,72.164
60.48,0.23069,0.42913,0.013725,0.66406,0.46059,71.773
60.488,0.23069,0.4262,0.017647,0.66406,0.46552,71.578
60.496,0.23167,0.42229,0.023529,0.66406,0.47044,71.186
60.504,0.23167,0.41838,0.029412,0.66406,0.4803,70.991
60.512,0.23265,0.41447,0.033333,0.66406,0.48522,70.795
60.52,0.2346,0.40958,0.039216,0.66406,0.49507,70.6
60.528,0.23558,0.40469,0.043137,0.66406,0.50493,70.404
60.536,0.23656,0.40078,0.052941,0.66406,0.51478,70.013
60.544,0.23851,0.39687,0.062745,0.66992,0.5197,69.622
60.552,0.24047,0.39296,0.07451,0.66992,0.53448,69.426
60.56,0.24145,0.39003,0.088235,0.66992,0.55542,69.622
60.568,0.24242,0.38514,0.1098,0.66992,0.5702,70.991
60.576,0.2434,0.38221,0.12353,0.66992,0.5899,74.511
60.584,0.24438,0.38025,0.14902,0.66992,0.61453,81.16
60.592,0.24633,0.37634,0.17451,0.66992,0.63547,91.134
60.6,0.24731,0.37243,0.19412,0.66406,0.65517,104.63
60.608,0.24829,0.36852,0.2098,0.66406,0.66995,120.27
60.616,0.25024,0.36461,0.22353,0.66016,0.68473,136.7
60.624,0.25122,0.35973,0.22941,0.6543,0.69458,151.37
60.632,0.2522,0.35679,0.22353,0.6543,0.69458,162.71
60.64,0.25318,0.35288,0.20392,0.66016,0.67488,169.17
60.648,0.25415,0.34995,0.17451,0.66406,0.65025,170.73
60.656,0.25513,0.348,0.13922,0.67578,0.61946,167.8
60.664,0.25513,0.34604,0.10392,0.67969,0.58005,162.13
60.672,0.25611,0.34409,0.062745,0.67969,0.53941,155.28
60.68,0.25611,0.34311,0.039216,0.67578,0.50985,148.83
60.688,0.25709,0.34311,0.013725,0.66992,0.47537,143.55
60.696,0.25709,0.34213,-0.0019608,0.66016,0.44951,139.83
60.704,0.25709,0.34115,-0.011765,0.6543,0.43473,137.68
60.712,0.25709,0.3392,-0.015686,0.64453,0.41995,136.51
60.72,0.25709,0.33822,-0.015686,0.64062,0.41502,135.92
60.728,0.25709,0.33627,-0.011765,0.63477,0.4101,135.53
60.736,0.25611,0.33529,-0.011765,0.63477,0.4101,135.14
60.744,0.25513,0.33333,-0.011765,0.63477,0.4101,134.55
60.752,0.25415,0.33138,-0.0058823,0.63477,0.4101,133.96
60.76,0.2522,0.3304,-0.0019608,0.63477,0.41502,133.38
60.768,0.25122,0.32845,-0.0019608,0.63477,0.41502,132.99
60.776,0.24927,0.32747,-0.0019608,0.63477,0.41502,132.59
60.784,0.24829,0.32747,-0.0019608,0.64062,0.41995,132.4
60.792,0.24633,0.32551,-0.0019608,0.64062,0.42488,132.01
60.8,0.24438,0.32258,-0.0019608,0.64062,0.42488,131.42
60.808,0.2434,0.3216,-0.0019608,0.64453,0.4298,130.64
60.816,0.24145,0.32356,0.0039216,0.64062,0.4298,129.27
60.824,0.23949,0.3304,-0.0019608,0.64062,0.4298,127.51
60.832,0.23754,0.34506,-0.0019608,0.64062,0.4298,125.55
60.84,0.23558,0.36852,0.0039216,0.64062,0.4298,123.01
60.848,0.2346,0.39883,0.0039216,0.64062,0.43473,120.08
60.856,0.23265,0.43597,0.0039216,0.64062,0.43473,116.75
60.864,0.23167,0.47898,0.0039216,0.64062,0.43473,112.65
60.872,0.23069,0.52199,0.0039216,0.64062,0.43473,108.15
60.88,0.23069,0.55816,0.0039216,0.64062,0.43473,103.26
60.888,0.22972,0.58749,0.0078431,0.64062,0.43473,98.175
60.896,0.22972,0.61584,0.0078431,0.63477,0.4298,93.481
60.904,0.22874,0.63832,0.0078431,0.63477,0.4298,89.57
60.912,0.22874,0.65591,0.0078431,0.63477,0.43473,86.636
60.92,0.22874,0.66667,0.0078431,0.63477,0.43473,84.876
60.928,0.22874,0.67253,0.013725,0.64062,0.44458,84.485
60.936,0.22874,0.67449,0.023529,0.65039,0.46059,84.876
60.944,0.22874,0.67253,0.029412,0.66016,0.47537,86.05
60.952,0.22874,0.66862,0.029412,0.66406,0.4803,87.419
60.96,0.22874,0.66276,0.039216,0.67578,0.50493,88.983
60.968,0.22874,0.65787,0.04902,0.67969,0.5197,90.157
60.976,0.22874,0.65298,0.058824,0.6543,0.52463,90.939
60.984,0.22972,0.64809,0.062745,0.64062,0.5197,91.525
60.992,0.22972,0.64516,0.068627,0.63477,0.51478,91.525
61,0.22972,0.64321,0.052941,0.62891,0.49507,91.33
61.008,0.22972,0.64223,0.039216,0.625,0.46552,90.939
61.016,0.23069,0.64125,0.017647,0.61914,0.43473,90.548
61.024,0.23069,0.64125,0.0039216,0.61914,0.41502,89.961
61.032,0.23069,0.64027,0.0039216,0.61914,0.4101,89.374
61.04,0.23069,0.6393,0.0039216,0.61914,0.40025,88.592
61.048,0.23167,0.63832,0.0039216,0.61523,0.40025,87.81
61.056,0.23167,0.63636,0.0039216,0.61523,0.40025,86.832
61.064,0.23167,0.63245,0.0078431,0.61523,0.40517,85.854
61.072,0.23167,0.62757,0.0039216,0.61914,0.4101,84.681
61.08,0.23265,0.6217,0.0039216,0.62891,0.41502,83.312
61.088,0.23265,0.61486,0.023529,0.63477,0.44458,82.334
61.096,0.23265,0.60606,0.11961,0.5957,0.50493,81.16
61.104,0.23265,0.59629,0.3098,0.5293,0.64532,80.183
61.112,0.23363,0.58456,0.55098,0.40039,0.81527,79.205
61.12,0.23363,0.57087,0.66471,0.25977,0.85961,78.422
61.128,0.23363,0.55718,0.5098,0.23438,0.68966,77.836
61.136,0.23363,0.54154,0.22353,0.38086,0.50493,77.054
61.144,0.2346,0.52493,0.04902,0.51562,0.41502,76.467
61.152,0.2346,0.50929,0.0039216,0.5957,0.40517,75.88
61.16,0.2346,0.49267,-0.011765,0.63477,0.4101,75.293
61.168,0.2346,0.47801,-0.015686,0.65039,0.41502,74.902
61.176,0.23558,0.46628,-0.015686,0.66016,0.41502,74.511
61.184,0.23558,0.4565,-0.015686,0.66406,0.41502,73.924
61.192,0.23558,0.4477,-0.015686,0.66406,0.41995,73.729
61.2,0.23558,0.44086,-0.015686,0.66406,0.42488,73.338
61.208,0.23656,0.43597,-0.011765,0.66406,0.4298,73.142
61.216,0.23656,0.43109,-0.011765,0.66406,0.4298,72.947
61.224,0.23656,0.42717,-0.0058823,0.66406,0.43473,72.555
61.232,0.23754,0.42424,-0.0019608,0.66406,0.43473,72.36
61.24,0.23851,0.42326,-0.0019608,0.66992,0.43966,72.164
61.248,0.23949,0.42229,0.0039216,0.66992,0.44951,71.773
61.256,0.24047,0.42131,0.0078431,0.66992,0.45443,71.578
61.264,0.24145,0.42033,0.017647,0.66992,0.46059,71.186
61.272,0.24242,0.41838,0.017647,0.66992,0.47044,70.991
61.28,0.24242,0.41544,0.023529,0.66992,0.4803,70.795
61.288,0.2434,0.41251,0.029412,0.66992,0.49015,70.6
61.296,0.24438,0.4086,0.039216,0.66992,0.5,70.404
61.304,0.24536,0.40274,0.04902,0.66992,0.50985,70.209
61.312,0.24731,0.39687,0.058824,0.66992,0.5197,69.818
61.32,0.24829,0.39198,0.068627,0.66992,0.52956,69.426
61.328,0.25024,0.38807,0.078431,0.66992,0.53941,69.231
61.336,0.25122,0.38416,0.094118,0.66992,0.55542,69.622
61.344,0.25318,0.38025,0.1098,0.67578,0.5702,71.382
61.352,0.25513,0.37634,0.13333,0.67578,0.5899,75.489
61.36,0.25709,0.37243,0.1549,0.66992,0.61453,82.725
61.368,0.25904,0.36755,0.17451,0.66406,0.63547,93.677
61.376,0.261,0.36461,0.19412,0.66406,0.65517,107.76
61.384,0.26295,0.3607,0.21373,0.66406,0.67488,123.6
61.392,0.26393,0.35679,0.22353,0.66016,0.68473,139.64
61.4,0.26588,0.35288,0.22941,0.66016,0.68966,153.72
61.408,0.26686,0.34995,0.22353,0.66016,0.69458,164.08
61.416,0.26882,0.34702,0.20392,0.66406,0.67488,169.36
61.424,0.26882,0.34409,0.17451,0.66992,0.64532,169.75
61.432,0.26979,0.34213,0.13333,0.67578,0.60961,166.23
61.44,0.27077,0.34018,0.094118,0.67969,0.5702,160.37
61.448,0.27175,0.33822,0.058824,0.68555,0.53448,153.52
61.456,0.27175,0.33627,0.029412,0.67969,0.5,147.26
61.464,0.27273,0.33529,0.013725,0.66406,0.47044,142.37
61.472,0.27273,0.33333,0.0039216,0.66016,0.44951,139.24
61.48,0.2737,0.33236,-0.0058823,0.6543,0.4298,137.29
61.488,0.27273,0.33236,-0.011765,0.64453,0.41502,136.31
61.496,0.27273,0.33138,-0.015686,0.64062,0.4101,135.92
61.504,0.27175,0.3304,-0.015686,0.64062,0.40517,135.72
61.512,0.27077,0.32845,-0.015686,0.64062,0.40517,135.33
61.52,0.26979,0.32747,-0.015686,0.63477,0.40025,134.75
61.528,0.26882,0.32551,-0.011765,0.63477,0.40517,134.16
61.536,0.26686,0.32258,-0.011765,0.63477,0.4101,133.38
61.544,0.26588,0.31965,-0.011765,0.63477,0.4101,132.79
61.552,0.26393,0.31672,-0.011765,0.63477,0.41502,132.2
61.56,0.26197,0.31378,-0.011765,0.63477,0.41502,131.81
61.568,0.26002,0.31183,-0.011765,0.64062,0.41995,131.42
61.576,0.25806,0.31085,-0.011765,0.64062,0.41995,130.83
61.584,0.25611,0.31183,-0.011765,0.64062,0.42488,130.05
61.592,0.25415,0.31476,-0.011765,0.64453,0.42488,128.88
61.6,0.2522,0.32356,-0.011765,0.64453,0.42488,127.12
61.608,0.25024,0.34018,-0.0058823,0.64453,0.4298,125.16
61.616,0.24829,0.36364,-0.0019608,0.64453,0.4298,122.43
61.624,0.24633,0.39492,-0.0019608,0.64062,0.4298,119.49
61.632,0.24438,0.43304,-0.0019608,0.64062,0.4298,115.78
61.64,0.24242,0.47507,-0.0019608,0.64453,0.43473,111.86
61.648,0.24047,0.51711,-0.0019608,0.64453,0.43473,107.17
61.656,0.23949,0.55718,-0.0019608,0.64453,0.43473,102.48
61.664,0.23851,0.59238,-0.0019608,0.64062,0.43473,97.588
61.672,0.23754,0.61779,-0.0019608,0.64062,0.43473,93.286
61.68,0.23656,0.63636,0.0039216,0.64062,0.43473,89.57
61.688,0.23558,0.65005,0.0039216,0.64062,0.43473,87.027
61.696,0.23558,0.6608,0.0039216,0.64062,0.43966,85.463
61.704,0.2346,0.66569,0.013725,0.6543,0.44951,85.072
61.712,0.23558,0.66764,0.017647,0.66016,0.46552,85.658
61.72,0.23558,0.66569,0.023529,0.66406,0.47537,86.636
61.728,0.23656,0.66276,0.029412,0.66992,0.49015,88.005
61.736,0.23656,0.65787,0.033333,0.67969,0.51478,89.374
61.744,0.23754,0.65298,0.043137,0.66992,0.52956,90.352
61.752,0.23949,0.64907,0.052941,0.6543,0.52463,91.134
61.76,0.24047,0.64614,0.058824,0.64453,0.5197,91.33
61.768,0.24242,0.64321,0.062745,0.64062,0.50493,91.33
61.776,0.2434,0.64027,0.04902,0.63477,0.48522,91.134
61.784,0.24438,0.63734,0.033333,0.625,0.46059,90.743
61.792,0.24536,0.63539,0.017647,0.625,0.4298,90.157
61.8,0.24633,0.63441,0.0078431,0.61914,0.41502,89.57
61.808,0.24731,0.63245,0.0039216,0.61914,0.4101,88.983
61.816,0.24829,0.6305,0.0039216,0.61914,0.40025,88.396
61.824,0.25024,0.62854,0.0039216,0.61914,0.40025,87.614
61.832,0.25122,0.62757,0.0039216,0.61523,0.40025,86.636
61.84,0.25318,0.62463,0.0039216,0.61523,0.40517,85.658
61.848,0.25415,0.62072,0.0039216,0.61914,0.4101,84.485
61.856,0.25611,0.61584,0.0039216,0.63477,0.42488,83.507
61.864,0.25806,0.60802,0.052941,0.61914,0.46059,82.334
61.872,0.26002,0.6002,0.18431,0.57422,0.56034,81.16
61.88,0.26197,0.5914,0.4,0.48047,0.73522,80.183
61.888,0.26393,0.58065,0.6,0.33594,0.86946,79.205
61.896,0.26588,0.56696,0.62941,0.24023,0.80542,78.422
61.904,0.26882,0.55132,0.35882,0.30078,0.60468,77.64
61.912,0.27077,0.53372,0.11961,0.44531,0.44951,77.054
61.92,0.27273,0.51613,0.023529,0.56445,0.40025,76.467
61.928,0.27468,0.49756,-0.0058823,0.62891,0.40517,75.685
