Time [s], RESP, PLETH, II, V, AVR, CVP
125.06,0.97361,0.26002,0.21484,0.53529,0.62891,3.939
125.07,0.96676,0.25806,0.2207,0.52549,0.63477,4.0661
125.08,0.95992,0.25709,0.23438,0.52941,0.61523,4.244
125.09,0.95406,0.25611,0.23047,0.53529,0.60547,4.4981
125.1,0.94917,0.25513,0.24023,0.52549,0.60938,4.8285
125.1,0.94428,0.25415,0.22461,0.52549,0.61523,5.0064
125.11,0.94037,0.2522,0.24023,0.52549,0.60938,5.1334
125.12,0.93646,0.24927,0.23047,0.52941,0.625,5.1842
125.13,0.93255,0.24731,0.24023,0.53529,0.61523,5.1334
125.14,0.92962,0.24536,0.22461,0.52941,0.61914,5.0064
125.14,0.92571,0.2434,0.24609,0.55098,0.61523,4.8793
125.15,0.92278,0.24242,0.22461,0.55098,0.625,4.7522
125.16,0.91887,0.24047,0.23047,0.55098,0.62891,4.7014
125.17,0.91496,0.23949,0.2207,0.53529,0.63477,4.7522
125.18,0.90714,0.23851,0.23438,0.5451,0.61523,4.9301
125.18,0.89932,0.23851,0.23047,0.52941,0.625,5.1842
125.19,0.88856,0.23949,0.24023,0.55098,0.60938,5.6417
125.2,0.87683,0.24047,0.25,0.5451,0.60547,5.9975
125.21,0.86022,0.24145,0.23438,0.52549,0.61914,6.5057
125.22,0.8436,0.24536,0.25,0.53922,0.61523,6.9377
125.22,0.82307,0.25024,0.24609,0.52549,0.59961,7.3698
125.23,0.80254,0.25806,0.25586,0.53529,0.5957,7.5731
125.24,0.78104,0.26882,0.24609,0.53922,0.60938,7.446
125.25,0.76051,0.28152,0.26562,0.53922,0.58984,7.014
125.26,0.739,0.29619,0.25586,0.55098,0.60547,6.3787
125.26,0.7175,0.31378,0.28516,0.5549,0.58984,5.6925
125.27,0.69208,0.33236,0.29492,0.5451,0.57422,5.1334
125.28,0.66667,0.35288,0.2793,0.55098,0.59961,4.7522
125.29,0.63832,0.37048,0.27539,0.5549,0.58984,4.6252
125.3,0.60997,0.3871,0.30078,0.52941,0.57031,4.6252
125.3,0.58358,0.40567,0.25977,0.52549,0.58008,4.7522
125.31,0.55718,0.42522,0.28516,0.53529,0.56445,5.0064
125.32,0.53275,0.44282,0.29102,0.53922,0.56445,5.3875
125.33,0.50831,0.45943,0.33008,0.52549,0.53516,5.8196
125.34,0.48387,0.4741,0.32422,0.5098,0.54492,6.2516
125.34,0.46041,0.4868,0.29102,0.51569,0.57031,6.6836
125.35,0.43695,0.49853,0.25586,0.52941,0.60547,7.0648
125.36,0.41349,0.50929,0.23438,0.55098,0.61914,7.3698
125.37,0.39492,0.51906,0.24609,0.55098,0.61523,7.6239
125.38,0.37537,0.52688,0.2207,0.57059,0.62891,7.6239
125.38,0.35973,0.53275,0.25,0.56471,0.61914,7.4968
125.39,0.34409,0.53666,0.23047,0.52941,0.60547,7.2427
125.4,0.33236,0.54057,0.25,0.5549,0.59961,7.0648
125.41,0.32063,0.5435,0.23047,0.56078,0.61523,6.8869
125.42,0.31183,0.54643,0.23438,0.5549,0.61523,6.8107
125.42,0.30401,0.54839,0.24609,0.5549,0.61523,6.9377
125.43,0.29912,0.54839,0.33594,0.57059,0.54492,7.3189
125.44,0.29521,0.54741,0.56055,0.38039,0.40039,7.9543
125.45,0.29326,0.54545,0.91406,0.17451,0.17969,8.6404
125.46,0.2913,0.54057,1.2793,0.094118,-0.058594,9.3266
125.46,0.29032,0.53568,1.5,-0.12745,-0.36914,9.8856
125.47,0.29032,0.52884,1.5,-0.48824,-0.41992,10.318
125.48,0.2913,0.52102,1.0391,-0.20784,0.13477,10.496
125.49,0.2913,0.51417,0.34961,0.2902,0.53516,10.368
125.5,0.29228,0.50733,0.060547,0.55098,0.69922,10.013
125.5,0.29228,0.49853,-0.0039062,0.63529,0.75391,9.3774
125.51,0.2913,0.49071,0.015625,0.68627,0.74414,8.5642
125.52,0.29032,0.48094,0.019531,0.7,0.75391,7.8272
125.53,0.28739,0.47214,0.041016,0.69608,0.73438,7.1919
125.54,0.28446,0.46334,0.019531,0.70588,0.74414,6.8107
125.54,0.27859,0.45455,0.035156,0.69608,0.73438,6.8107
125.55,0.2737,0.44673,0.041016,0.70588,0.73047,7.014
125.56,0.26686,0.43891,0.050781,0.69608,0.73438,7.2427
125.57,0.26002,0.43304,0.060547,0.6902,0.72461,7.5731
125.58,0.25122,0.4262,0.044922,0.70588,0.74023,7.878
125.58,0.2434,0.42131,0.076172,0.68039,0.70898,8.2592
125.59,0.23069,0.41642,0.050781,0.7098,0.74414,8.5642
125.6,0.21799,0.41251,0.076172,0.71569,0.7207,8.7421
125.61,0.20235,0.40958,0.054688,0.6902,0.73047,8.8183
125.62,0.18768,0.40665,0.085938,0.7,0.70898,8.7421
125.62,0.17204,0.40371,0.070312,0.70588,0.70508,8.7421
125.63,0.15738,0.40078,0.089844,0.71569,0.69922,8.7421
125.64,0.14272,0.39687,0.064453,0.71569,0.71484,8.8183
125.65,0.12903,0.39394,0.089844,0.73529,0.70898,8.8183
125.66,0.11241,0.39003,0.070312,0.74118,0.71484,8.8691
125.66,0.095797,0.3871,0.089844,0.73529,0.70508,8.9454
125.67,0.077224,0.38319,0.076172,0.7549,0.71484,8.9454
125.68,0.058651,0.38123,0.080078,0.74118,0.70898,8.9454
125.69,0.040078,0.37928,0.044922,0.75098,0.74414,8.8691
125.7,0.020528,0.37732,0.054688,0.78039,0.73438,8.6912
125.7,0.0097752,0.37439,0.03125,0.78627,0.75,8.5133
125.71,0,0.37243,0.050781,0.7549,0.71484,8.3863
125.72,0,0.3695,0.015625,0.74118,0.74023,8.31
125.73,0,0.36755,-0.0039062,0.73137,0.73438,8.31
125.74,0,0.39101,-0.0097656,0.7098,0.75391,8.4371
125.74,0,0.42815,0.0097656,0.69608,0.73438,8.5642
125.75,0,0.44477,0.0058594,0.68627,0.73438,8.6912
125.76,0,0.45259,0.041016,0.6451,0.73047,8.8691
125.77,0,0.45455,0.076172,0.6098,0.70898,8.9962
125.78,0,0.45455,0.070312,0.6,0.69922,9.0724
125.78,0,0.45455,0.11523,0.57451,0.68555,9.0724
125.79,0,0.45357,0.14062,0.5451,0.67969,8.9962
125.8,0,0.45259,0.16602,0.55098,0.66016,9.0724
125.81,0,0.45161,0.23047,0.51569,0.60547,9.1233
125.82,0,0.45064,0.20117,0.5451,0.63477,9.1233
125.82,0,0.44868,0.18945,0.51569,0.64453,9.1233
125.83,0,0.4477,0.21094,0.53922,0.625,9.0724
125.84,0,0.4477,0.22461,0.53529,0.62891,9.1233
125.85,0,0.4477,0.21484,0.52549,0.61523,9.1995
125.86,0,0.44966,0.24609,0.52941,0.60938,9.3266
125.86,0,0.45064,0.2207,0.5451,0.62891,9.5044
125.87,0,0.45161,0.19531,0.53529,0.65039,9.6823
125.88,0,0.45259,0.21094,0.52941,0.625,9.8094
125.89,0,0.45357,0.19531,0.51961,0.62891,9.8094
125.9,0,0.45259,0.20508,0.55098,0.64453,9.8094
125.9,0,0.45161,0.17969,0.55098,0.6543,9.6823
125.91,0,0.44966,0.20508,0.53922,0.63477,9.6315
125.92,0,0.44868,0.20117,0.55098,0.62891,9.6823
125.93,0,0.44673,0.18945,0.55098,0.63477,9.8094
125.94,0,0.44575,0.19531,0.5451,0.62891,10.064
125.94,0,0.44477,0.23047,0.55098,0.61523,10.368
125.95,0,0.44379,0.24023,0.52549,0.59961,10.75
125.96,0,0.44379,0.20508,0.55098,0.63477,11.131
125.97,0,0.44575,0.2207,0.53922,0.625,11.309
125.98,0,0.44966,0.23438,0.52941,0.61914,11.309
125.98,0,0.45552,0.24023,0.53529,0.61523,11.182
125.99,0,0.46334,0.22461,0.52549,0.60938,11.055
126,0,0.4741,0.25,0.5098,0.58984,10.953
126.01,0,0.48876,0.21484,0.55098,0.62891,10.877
126.02,0,0.50635,0.25,0.53922,0.5957,10.877
126.02,0,0.52688,0.25977,0.5549,0.5957,10.953
126.03,0,0.54936,0.27539,0.56471,0.60547,11.004
126.04,0,0.5738,0.25586,0.55098,0.58398,11.131
126.05,0,0.59824,0.2793,0.5549,0.57422,11.182
126.06,0,0.62366,0.25,0.56471,0.61914,11.182
126.06,0,0.64809,0.25977,0.51961,0.5957,11.182
126.07,0,0.67058,0.27539,0.51569,0.58008,11.131
126.08,0,0.68817,0.29102,0.53922,0.56445,11.055
126.09,0,0.70186,0.25,0.51961,0.60547,11.004
126.1,0,0.71652,0.31055,0.52941,0.57031,11.055
126.1,0,0.72923,0.33008,0.52549,0.54492,11.309
126.11,0,0.73998,0.25977,0.51961,0.59961,11.69
126.12,0,0.74976,0.23438,0.5098,0.61523,12.198
126.13,0,0.7566,0.25,0.5451,0.59961,12.681
126.14,0,0.76149,0.20508,0.53529,0.64453,13.139
126.14,0,0.7654,0.19531,0.55098,0.65039,13.494
126.15,0,0.76637,0.21094,0.53922,0.63477,13.748
126.16,0,0.76735,0.23047,0.53529,0.61914,13.875
126.17,0,0.76735,0.20508,0.55098,0.64062,13.748
126.18,0,0.76637,0.2207,0.5451,0.62891,13.494
126.18,0,0.76344,0.22461,0.53922,0.61914,13.266
126.19,0,0.76051,0.20508,0.55098,0.63477,13.011
126.2,0,0.7566,0.20117,0.57451,0.64062,12.935
126.21,0,0.75171,0.33984,0.53922,0.53906,13.011
126.22,0,0.74487,0.58398,0.40392,0.38477,13.266
126.22,0,0.73705,0.95508,0.18431,0.13086,13.748
126.23,0,0.72825,1.2988,0.1098,-0.09375,14.384
126.24,0,0.7175,1.5,-0.096078,-0.34375,14.867
126.25,0,0.70674,1.5,-0.46863,-0.39844,15.197
126.26,0,0.69501,0.96875,-0.16275,0.16016,15.248
126.26,0,0.68231,0.30469,0.32353,0.55469,15.197
126.27,0,0.67058,0.019531,0.55098,0.73438,14.867
126.28,0,0.65982,-0.0039062,0.6451,0.75391,14.435
126.29,0,0.65005,-0.013672,0.67059,0.76562,13.952
126.3,0,0.64027,0.015625,0.6902,0.75391,13.494
126.3,0,0.6305,0,0.68627,0.75977,13.139
126.31,0,0.62268,0.019531,0.70588,0.75391,12.884
126.32,0,0.61486,0.0058594,0.7098,0.7793,12.757
126.33,0,0.60899,0.019531,0.69608,0.75,12.681
126.34,0,0.60313,0.015625,0.6902,0.74414,12.757
126.34,0,0.59824,0.041016,0.70588,0.75391,12.757
126.35,0,0.59335,0.03125,0.71569,0.75,12.808
126.36,0,0.58847,0.050781,0.70588,0.75391,12.884
126.37,0,0.58456,0.035156,0.6902,0.71484,12.935
126.38,0,0.58065,0.025391,0.68039,0.74023,13.011
126.38,0,0.57674,0.015625,0.74118,0.75391,12.935
126.39,0,0.57283,0.070312,0.73529,0.73047,12.808
126.4,0,0.56989,0.076172,0.71569,0.7207,12.63
126.41,0,0.56696,0.044922,0.73529,0.74414,12.452
126.42,0,0.56403,0.076172,0.75098,0.72461,12.249
126.42,0,0.56109,0.085938,0.7451,0.73047,11.944
126.43,0,0.55816,0.089844,0.76667,0.7207,11.436
126.44,0,0.55425,0.060547,0.7549,0.74023,10.699
126.45,0,0.55132,0.095703,0.78627,0.70508,9.8094
126.46,0,0.54839,0.070312,0.78627,0.73047,8.7421
126.46,0,0.54545,0.076172,0.7902,0.72461,7.5731
126.47,0,0.5435,0.041016,0.8,0.74023,6.4295
126.48,0,0.54154,0.080078,0.78627,0.70898,5.3113
126.49,0,0.53959,0.025391,0.78627,0.75,4.244
126.5,0,0.53763,0.019531,0.78039,0.74414,3.4307
126.5,0,0.53666,-0.0039062,0.76667,0.77539,2.8208
126.51,0,0.53568,0,0.75098,0.77539,2.5159
126.52,0,0.5347,-0.013672,0.71569,0.7793,2.3126
126.53,0,0.53275,0.0097656,0.70588,0.75,2.2618
126.54,0,0.52981,0.035156,0.66471,0.73438,2.3126
126.54,0,0.52786,0.070312,0.6451,0.72461,2.3888
126.55,0,0.52493,0.089844,0.62549,0.70898,2.5159
126.56,0,0.52199,0.14453,0.6,0.67969,2.6175
126.57,0,0.51906,0.17969,0.57451,0.6543,2.6938
126.58,0,0.51613,0.21094,0.56078,0.62891,2.6175
126.58,0,0.51417,0.19531,0.56078,0.64453,2.3888
126.59,0,0.5132,0.23438,0.5451,0.65039,1.8297
126.6,0,0.51222,0.25586,0.52941,0.61914,1.3215
126.61,0,0.51222,0.24609,0.56078,0.62891,0.81321
126.62,0,0.51222,0.23047,0.56078,0.61523,0.43202
126.62,0,0.51124,0.26562,0.5549,0.60938,0.25413
126.63,0,0.50929,0.2793,0.57059,0.60547,0.25413
126.64,0,0.50831,0.26562,0.57059,0.61523,0.43202
126.65,0,0.50635,0.26953,0.58039,0.59961,0.81321
126.66,0,0.50538,0.26562,0.58431,0.60938,1.2452
126.66,0,0.50342,0.26953,0.59608,0.61914,1.5756
126.67,0,0.50049,0.23438,0.58431,0.63477,1.7535
126.68,0,0.49853,0.24023,0.56471,0.64453,1.8297
126.69,0,0.49658,0.24609,0.5451,0.60547,1.9314
126.7,0,0.49365,0.25977,0.56078,0.58984,2.0584
126.7,0,0.49071,0.25586,0.57451,0.58984,2.3888
126.71,0.001955,0.48778,0.32422,0.57059,0.56055,2.9987
126.72,0.0048876,0.48485,0.2793,0.56078,0.57422,3.6849
126.73,0.017595,0.48192,0.23047,0.5549,0.625,4.244
126.74,0.030303,0.48094,0.18555,0.57059,0.66406,4.371
126.74,0.043011,0.48192,0.23047,0.57451,0.63477,3.8882
126.75,0.055718,0.48485,0.23438,0.56078,0.62891,2.9479
126.76,0.067449,0.49071,0.21094,0.57451,0.65039,1.9314
126.77,0.079179,0.49951,0.2207,0.5902,0.64453,1.1182
126.78,0.090909,0.51124,0.23047,0.58431,0.66016,0.88945
126.78,0.10362,0.52395,0.22461,0.56471,0.63477,1.0673
126.79,0.1173,0.53666,0.21094,0.57451,0.625,1.6264
126.8,0.13001,0.5523,0.25,0.58039,0.61523,2.4396
126.81,0.1437,0.56989,0.26562,0.57451,0.61914,3.2529
126.82,0.15836,0.58749,0.31445,0.5902,0.58008,4.0152
126.82,0.17302,0.60606,0.5,0.47451,0.45508,4.5743
126.83,0.18768,0.62268,0.91992,0.23333,0.18555,4.8793
126.84,0.20039,0.6393,1.3633,0.11961,-0.11523,5.0572
126.85,0.21408,0.65396,1.5,-0.11765,-0.42969,5.1842
126.86,0.22776,0.66667,1.5,-0.50196,-0.44336,5.1842
126.86,0.24047,0.6784,1.1387,-0.28824,0.10547,5.1334
126.87,0.25513,0.68817,0.38086,0.27451,0.54492,4.8793
126.88,0.27077,0.69599,0.054688,0.57451,0.73047,4.4981
126.89,0.28641,0.70186,0.0097656,0.68627,0.76562,4.0152
126.9,0.30303,0.70674,0.041016,0.71569,0.75,3.507
126.9,0.31867,0.71163,0.041016,0.73529,0.75391,3.075
126.91,0.33431,0.71457,0.035156,0.71569,0.74414,2.8717
126.92,0.34897,0.71554,0.025391,0.73137,0.75977,2.9987
126.93,0.36364,0.71457,0.050781,0.72157,0.74414,3.2529
126.94,0.38123,0.71163,0.054688,0.72157,0.75391,3.6341
126.94,0.39785,0.70772,0.041016,0.71569,0.74414,3.939
126.95,0.41642,0.70186,0.025391,0.73137,0.75977,4.1931
126.96,0.435,0.69599,0.089844,0.72157,0.72461,4.3202
126.97,0.45455,0.68817,0.080078,0.71569,0.7207,4.3202
126.98,0.47507,0.6784,0.076172,0.73137,0.70898,4.244
126.98,0.4956,0.6696,0.054688,0.7098,0.73438,4.1931
126.99,0.51613,0.65982,0.099609,0.73529,0.7207,4.0661
127,0.5347,0.64809,0.10547,0.75098,0.73438,3.8882
127.01,0.55327,0.63343,0.080078,0.74118,0.70898,3.8119
127.02,0.57087,0.61877,0.089844,0.7451,0.69922,3.8119
127.02,0.58847,0.60215,0.11133,0.76078,0.70898,3.939
127.03,0.60802,0.58651,0.13477,0.76667,0.67578,4.1169
127.04,0.62757,0.56989,0.099609,0.7549,0.69531,4.244
127.05,0.64809,0.55425,0.095703,0.7902,0.70508,4.0152
127.06,0.66862,0.54057,0.12109,0.77059,0.68945,3.2529
127.06,0.68719,0.52688,0.13477,0.79608,0.68555,2.1347
127.07,0.70674,0.51417,0.095703,0.8,0.70898,1.0165
127.08,0.72532,0.50342,0.10547,0.81176,0.69531,0.076239
127.09,0.74389,0.49365,0.085938,0.7902,0.70508,-0.55909
127.1,0.76442,0.48387,0.099609,0.78627,0.68555,-0.81321
127.1,0.78592,0.4741,0.050781,0.78039,0.7207,-0.81321
127.11,0.80938,0.4653,0.044922,0.77647,0.73047,-0.48285
127.12,0.83187,0.4565,0.060547,0.75098,0.73047,-0.12706
127.13,0.8563,0.44966,0.085938,0.73137,0.70508,0.38119
127.14,0.88074,0.44282,0.064453,0.68039,0.69922,0.94028
127.14,0.90616,0.43695,0.085938,0.66471,0.70508,1.4485
127.15,0.9306,0.43011,0.13477,0.64118,0.66992,1.8806
127.16,0.95308,0.42424,0.15039,0.6098,0.6543,2.1855
127.17,0.97458,0.41838,0.16992,0.6,0.65039,2.3126
127.18,0.98729,0.41251,0.16016,0.5902,0.66406,2.2618
127.18,1,0.40762,0.18555,0.56078,0.65039,2.1347
127.19,1,0.40371,0.20117,0.55098,0.64062,1.8806
127.2,1,0.3998,0.17969,0.57059,0.66992,1.4994
127.21,1,0.39492,0.2207,0.58431,0.65039,1.1944
127.22,1,0.39101,0.23438,0.57059,0.625,0.94028
127.22,1,0.38612,0.20117,0.56078,0.62891,0.94028
127.23,1,0.38221,0.23438,0.57451,0.60547,1.1944
127.24,1,0.37732,0.23047,0.5902,0.61523,1.7535
127.25,1,0.37341,0.25,0.59608,0.60938,2.3888
127.26,1,0.36852,0.23438,0.57059,0.61523,2.9987
127.26,1,0.36266,0.24609,0.56078,0.625,3.4307
127.27,1,0.35679,0.2207,0.56078,0.64062,3.6341
127.28,1,0.35191,0.23047,0.5549,0.61523,3.6341
127.29,1,0.34897,0.2793,0.57059,0.58984,3.5578
127.3,1,0.34506,0.30469,0.55098,0.56055,3.6341
127.3,1,0.34018,0.21484,0.55098,0.61523,3.8119
127.31,1,0.33529,0.19531,0.57059,0.64062,4.1931
127.32,1,0.3304,0.17969,0.57059,0.65039,4.4981
127.33,1,0.32747,0.21094,0.57451,0.63477,4.8285
127.34,1,0.32356,0.18945,0.57451,0.64062,4.9301
127.34,1,0.32063,0.21094,0.57451,0.625,4.9301
127.35,1,0.31867,0.20117,0.58431,0.64062,5.0064
127.36,1,0.31769,0.22461,0.57451,0.62891,4.9301
127.37,1,0.31867,0.20508,0.58039,0.64062,4.7522
127.38,1,0.32063,0.20117,0.5902,0.6543,4.4981
127.38,1,0.32649,0.21094,0.58039,0.64062,4.1169
127.39,1,0.33431,0.20117,0.57059,0.61523,3.6849
127.4,1,0.34604,0.32422,0.5902,0.55078,3.3799
127.41,1,0.3607,0.53906,0.41569,0.41016,3.2529
127.42,1,0.37732,0.95508,0.17451,0.16016,3.507
127.42,1,0.39492,1.3984,0.052941,-0.11914,3.939
127.43,1,0.41447,1.5,-0.17647,-0.38867,4.5743
127.44,1,0.43402,1.5,-0.50196,-0.21875,5.1842
127.45,1,0.45357,0.91406,-0.13725,0.21094,5.6417
127.46,1,0.47214,0.25,0.35882,0.59961,5.6925
127.46,1,0.48974,0.035156,0.6,0.72461,5.4384
127.47,1,0.50538,-0.0039062,0.6902,0.75,4.8285
127.48,1,0.51906,-0.0097656,0.71569,0.75391,4.1169
127.49,1,0.52981,0.019531,0.72157,0.75,3.507
127.5,1,0.53959,0.050781,0.71569,0.72461,3.2529
127.5,1,0.54936,0.019531,0.72157,0.75391,3.3799
127.51,1,0.55718,0.03125,0.71569,0.75,3.8119
127.52,1,0.56305,0.025391,0.72157,0.75391,4.371
127.53,1,0.56696,0.060547,0.73137,0.74023,4.8285
127.54,1,0.56989,0.035156,0.7,0.73047,5.1334
127.54,1,0.57185,0.044922,0.7098,0.7207,5.2605
127.55,1,0.57283,0.035156,0.71569,0.72461,5.1842
127.56,1,0.57185,0.085938,0.7098,0.70898,5.0064
127.57,1,0.56794,0.076172,0.72549,0.72461,4.7522
127.58,1,0.56403,0.085938,0.73137,0.70508,4.4981
127.58,1,0.55816,0.064453,0.73137,0.70898,4.371
127.59,1,0.54936,0.085938,0.73529,0.70508,4.4473
127.6,1,0.53959,0.089844,0.7451,0.71484,4.7014
127.61,1,0.52884,0.099609,0.74118,0.69922,5.0572
127.62,1,0.51613,0.10547,0.7549,0.70898,5.3113
127.62,1,0.50342,0.085938,0.76078,0.69922,5.2605
127.63,1,0.49071,0.099609,0.7549,0.68945,4.7014
127.64,1,0.47898,0.11523,0.77647,0.69922,3.5578
127.65,1,0.46725,0.12109,0.76078,0.68555,2.2618
127.66,1,0.45748,0.076172,0.78039,0.70508,0.94028
127.66,1,0.4477,0.076172,0.7902,0.70508,-0.050826
127.67,1,0.43988,0.064453,0.78039,0.70898,-0.73698
127.68,1,0.43402,0.076172,0.78039,0.70508,-1.0673
127.69,1,0.42913,0.03125,0.7549,0.73047,-0.86404
127.7,1,0.42326,0.060547,0.7451,0.70898,-0.38119
127.7,1,0.41838,0.025391,0.72549,0.75,0.43202
127.71,1,0.41251,0.044922,0.6902,0.7207,1.3215
127.72,1,0.40762,0.03125,0.67647,0.74414,2.1855
127.73,1,0.40469,0.085938,0.64118,0.70508,2.8208
127.74,1,0.40176,0.10547,0.60588,0.67969,3.1258
127.74,1,0.39883,0.15625,0.5902,0.6543,3.075
127.75,1,0.39687,0.14062,0.57451,0.66016,2.6938
127.76,1,0.39589,0.18555,0.57451,0.64453,2.1855
127.77,1,0.39394,0.19531,0.56078,0.65039,1.5756
127.78,1,0.39296,0.18555,0.52941,0.63477,1.0673
127.78,1,0.38612,0.20508,0.57451,0.62891,0.81321
127.79,1,0.37537,0.18945,0.57451,0.64453,0.94028
127.8,1,0.36852,0.20508,0.56471,0.63477,1.3723
127.81,1,0.36559,0.19531,0.5549,0.64062,2.0584
127.82,1,0.36266,0.20508,0.52941,0.61914,2.8208
127.82,1,0.35973,0.19531,0.5549,0.64453,3.4307
127.83,1,0.35679,0.20117,0.57451,0.64453,3.8119
127.84,1,0.35288,0.21094,0.57451,0.63477,4.0152
127.85,1,0.34995,0.19531,0.56471,0.64062,4.0152
127.86,1,0.34702,0.16992,0.57451,0.66992,3.8882
127.86,1,0.34409,0.20117,0.56471,0.62891,3.7611
127.87,1,0.34115,0.17578,0.5549,0.65039,3.6849
127.88,1,0.3392,0.20117,0.58039,0.64453,3.8119
127.89,1,0.33724,0.19531,0.5902,0.6543,4.244
127.9,1,0.33529,0.23047,0.5451,0.61523,4.8793
127.9,1,0.33236,0.20508,0.56078,0.62891,5.5146
127.91,1,0.3304,0.21484,0.57451,0.61523,5.9975
127.92,1,0.32942,0.20508,0.57451,0.64453,6.2516
127.93,1,0.32942,0.22461,0.55098,0.61914,6.2516
127.94,1,0.32942,0.24023,0.53922,0.58984,5.8704
127.94,1,0.33236,0.25,0.53529,0.60547,5.3113
127.95,1,0.33822,0.24023,0.5549,0.60938,4.5743
127.96,1,0.34702,0.25,0.5549,0.61523,3.8882
127.97,1,0.35875,0.23047,0.55098,0.60938,3.3291
127.98,1,0.37048,0.25586,0.5549,0.63477,3.075
127.98,1,0.38514,0.24023,0.53922,0.60547,3.1258
127.99,1,0.40176,0.26953,0.55098,0.58984,3.4307
128,1,0.42131,0.2793,0.5451,0.60547,3.8882
128.01,1,0.44282,0.27539,0.56078,0.58398,4.4981
128.02,1,0.46334,0.28516,0.56078,0.58398,5.0572
128.02,1,0.48289,0.27539,0.56471,0.5957,5.6417
128.03,1,0.50244,0.30078,0.5549,0.58008,6.1245
128.04,1,0.52004,0.29102,0.50588,0.58398,6.4295
128.05,1,0.53568,0.30469,0.51569,0.56445,6.6328
128.06,1,0.54936,0.2793,0.53529,0.58398,6.6836
128.06,1,0.56109,0.33008,0.52549,0.55078,6.6328
128.07,1,0.57185,0.32422,0.53529,0.54492,6.5057
128.08,1,0.57967,0.33594,0.51569,0.54492,6.3278
128.09,1,0.58553,0.26953,0.5098,0.5957,6.1245
128.1,1,0.5914,0.25977,0.53922,0.60938,5.9466
128.1,1,0.59629,0.25586,0.55098,0.625,5.7433
128.11,1,0.59922,0.26562,0.5451,0.59961,5.6925
128.12,1,0.60117,0.24609,0.55098,0.61523,5.6925
128.13,1,0.60215,0.25,0.53529,0.60547,5.8704
128.14,1,0.60117,0.23047,0.53922,0.625,6.2008
128.14,1,0.59824,0.26953,0.57059,0.59961,6.5565
128.15,1,0.59335,0.26562,0.55098,0.58398,6.9377
128.16,1,0.58749,0.26953,0.5451,0.58984,7.3698
128.17,1,0.57967,0.27539,0.56078,0.58984,7.751
128.18,1,0.57283,0.35938,0.57059,0.53516,8.0559
128.18,1,0.56403,0.5293,0.4,0.43945,8.183
128.19,1,0.55327,0.875,0.16471,0.20508,8.2592
128.2,1,0.54154,1.2637,0.068627,-0.054688,8.2592
128.21,1,0.52884,1.5,-0.11765,-0.34961,8.31
128.22,1,0.51515,1.5,-0.46863,-0.41406,8.31
128.22,1,0.50244,1.0586,-0.22745,0.11133,8.2592
128.23,1,0.48974,0.4043,0.26471,0.50586,8.1321
128.24,1,0.47801,0.089844,0.55098,0.68945,7.9543
128.25,1,0.46628,0.035156,0.65098,0.72461,7.6239
128.26,1,0.4565,0.019531,0.68039,0.7207,7.2427
128.26,1,0.4477,0.070312,0.70588,0.73438,7.014
128.27,1,0.43891,0.041016,0.7,0.74023,6.8107
128.28,0.98143,0.43206,0.060547,0.71569,0.72461,6.6836
128.29,0.96285,0.42717,0.050781,0.69608,0.73047,6.6836
128.3,0.94037,0.42033,0.085938,0.71569,0.68945,6.6836
128.3,0.91691,0.41447,0.060547,0.69608,0.73047,6.8107
128.31,0.89345,0.4086,0.070312,0.70588,0.7207,6.9377
128.32,0.86901,0.40371,0.054688,0.7098,0.73047,7.0648
128.33,0.8436,0.3998,0.095703,0.69608,0.70898,7.1919
128.34,0.81818,0.39492,0.076172,0.70588,0.70898,7.3698
128.34,0.7957,0.39101,0.089844,0.7098,0.70898,7.5731
128.35,0.77322,0.3871,0.080078,0.71569,0.72461,7.751
128.36,0.75171,0.38319,0.085938,0.7,0.71484,8.0051
128.37,0.73118,0.37732,0.11133,0.72157,0.69922,8.1321
128.38,0.71163,0.37341,0.125,0.7,0.68555,8.2592
128.38,0.6911,0.37048,0.076172,0.73529,0.71484,8.31
128.39,0.67155,0.36755,0.064453,0.73529,0.7207,8.3863
128.4,0.65298,0.36364,0.10547,0.74118,0.68555,8.3863
128.41,0.63441,0.35875,0.099609,0.7451,0.68945,8.2592
128.42,0.61681,0.35288,0.11133,0.76078,0.68555,8.0559
128.42,0.6002,0.348,0.085938,0.77647,0.72461,7.8272
128.43,0.58358,0.34213,0.076172,0.75098,0.70898,7.4968
128.44,0.56794,0.33627,0.070312,0.76078,0.70508,7.1919
128.45,0.55327,0.3304,0.076172,0.76078,0.7207,6.9377
128.46,0.54057,0.32454,0.035156,0.7451,0.73438,6.7598
128.46,0.52688,0.31965,0.035156,0.76078,0.74414,6.7598
128.47,0.51222,0.31476,0.0097656,0.73137,0.73047,6.8869
128.48,0.49756,0.31183,0.0058594,0.70588,0.73438,7.0648
128.49,0.48094,0.31085,0,0.6902,0.75,7.2427
128.5,0.4653,0.30792,0.0097656,0.6902,0.75977,7.446
128.5,0.44966,0.30596,-0.0039062,0.67059,0.75391,7.751
128.51,0.435,0.30499,0.050781,0.61569,0.71484,8.0051
128.52,0.41935,0.30401,0.070312,0.5902,0.70508,8.2592
128.53,0.40371,0.30401,0.13477,0.58039,0.67578,8.4371
128.54,0.38416,0.30499,0.15625,0.58431,0.66992,8.6912
128.54,0.36461,0.30792,0.20508,0.55098,0.61914,8.8183
128.55,0.34018,0.31183,0.20117,0.52549,0.64062,8.9454
