Time [s], ABP, RESP, PLETH, V, II, AVR, CVP
101.67,72.947,0.23754,0.41349,0.48532,0.62035,0.40998,22.857
101.68,69.622,0.23069,0.41349,0.48532,0.62524,0.40998,22.208
101.69,66.688,0.22581,0.41544,0.48532,0.62524,0.40998,21.558
101.7,64.537,0.22092,0.41935,0.48532,0.62524,0.40509,20.909
101.7,63.168,0.21701,0.42522,0.49022,0.62524,0.40998,20.39
101.71,62.19,0.2131,0.43402,0.48532,0.62524,0.41487,19.74
101.72,61.995,0.20919,0.44673,0.48043,0.62524,0.41487,19.351
101.73,62.19,0.20528,0.46139,0.48043,0.62524,0.40998,18.961
101.74,63.168,0.20235,0.47898,0.48043,0.63014,0.40509,18.701
101.74,64.537,0.19941,0.49756,0.48043,0.63503,0.4002,18.571
101.75,66.297,0.19746,0.51711,0.48043,0.63992,0.3953,18.312
101.76,68.253,0.1955,0.53666,0.48532,0.64481,0.3953,18.182
101.77,70.404,0.19453,0.55425,0.48532,0.64971,0.3953,17.922
101.78,72.555,0.19355,0.56989,0.48532,0.65558,0.38943,17.792
101.78,74.511,0.19257,0.5826,0.48532,0.65558,0.38943,17.662
101.79,76.271,0.19159,0.59335,0.48532,0.65558,0.38943,17.532
101.8,77.64,0.19159,0.6002,0.48532,0.65558,0.38943,17.403
101.81,78.814,0.19062,0.60411,0.48043,0.64481,0.3953,17.273
101.82,79.4,0.19062,0.60704,0.47456,0.63992,0.3953,17.143
101.82,79.791,0.18964,0.60704,0.46967,0.63992,0.3953,17.013
101.83,79.791,0.18964,0.60508,0.46967,0.63992,0.3953,16.883
101.84,79.4,0.18866,0.6002,0.47456,0.64481,0.3953,16.753
101.85,78.814,0.18768,0.59335,0.47456,0.63992,0.38454,16.623
101.86,78.031,0.18768,0.58456,0.45499,0.66047,0.35519,16.623
101.86,77.054,0.18768,0.57283,0.40509,0.7407,0.29452,16.753
101.87,76.076,0.18768,0.56012,0.35029,0.8953,0.24951,17.013
101.88,75.098,0.18768,0.54643,0.30528,1.001,0.23483,17.532
101.89,73.924,0.18866,0.53275,0.28474,1.001,0.27495,18.182
101.9,72.751,0.18866,0.52102,0.33953,0.88552,0.3953,19.091
101.9,71.773,0.18964,0.51222,0.42466,0.58023,0.54012,19.74
101.91,70.6,0.19062,0.5044,0.48043,0.38454,0.62035,20.519
101.92,69.622,0.19159,0.49853,0.49511,0.36008,0.59002,20.909
101.93,68.644,0.19257,0.49462,0.5,0.49022,0.51468,21.039
101.94,67.666,0.19453,0.49267,0.50489,0.58513,0.44031,21.039
101.94,66.884,0.19648,0.49071,0.50489,0.63014,0.4002,20.779
101.95,65.906,0.19844,0.49071,0.50978,0.63992,0.38943,20.39
101.96,65.319,0.20039,0.49169,0.50489,0.64481,0.38454,19.87
101.97,64.537,0.20235,0.49169,0.5,0.64481,0.37965,19.481
101.98,64.146,0.20528,0.49267,0.49511,0.64481,0.38454,19.351
101.98,63.559,0.20723,0.49267,0.49022,0.63992,0.38454,19.351
101.99,63.168,0.20919,0.49267,0.49022,0.63992,0.38454,19.61
102,62.973,0.21212,0.49267,0.48532,0.63992,0.37965,20.13
102.01,62.582,0.21408,0.49071,0.48532,0.63503,0.37965,20.779
102.02,62.386,0.21603,0.48876,0.48043,0.62524,0.37965,21.429
102.02,62.386,0.21701,0.4868,0.48043,0.62524,0.37965,22.078
102.03,62.19,0.21896,0.48485,0.48043,0.63014,0.37965,22.597
102.04,62.19,0.21994,0.48094,0.48043,0.63503,0.37476,23.117
102.05,62.386,0.2219,0.47703,0.47456,0.64481,0.36497,23.896
102.06,62.386,0.22287,0.47312,0.48043,0.66047,0.36008,24.545
102.06,62.582,0.22385,0.47019,0.48043,0.67515,0.34442,25.325
102.07,62.582,0.22287,0.46628,0.48043,0.68982,0.32975,26.104
102.08,62.777,0.22287,0.46334,0.47456,0.70548,0.31996,26.623
102.09,62.973,0.2219,0.46041,0.46967,0.72016,0.31018,27.273
102.1,63.168,0.22092,0.45846,0.46477,0.72994,0.29941,27.662
102.1,63.168,0.21896,0.45552,0.46477,0.7407,0.29452,28.052
102.11,63.364,0.21701,0.45259,0.45988,0.7456,0.29941,28.312
102.12,63.559,0.21505,0.44966,0.45499,0.7456,0.30528,28.182
102.13,63.755,0.2131,0.44575,0.45499,0.73483,0.31507,27.922
102.14,63.95,0.21017,0.44184,0.4501,0.72505,0.32485,27.662
102.14,64.342,0.20821,0.43793,0.4501,0.71037,0.33953,27.143
102.15,64.928,0.20626,0.43402,0.45499,0.68982,0.36008,26.364
102.16,66.102,0.2043,0.43011,0.45988,0.67025,0.37476,25.455
102.17,68.057,0.20137,0.42717,0.46477,0.65558,0.38454,24.286
102.18,70.991,0.19844,0.42424,0.46477,0.64481,0.3953,23.247
102.18,75.489,0.19453,0.42131,0.46967,0.63503,0.4002,22.208
102.19,81.16,0.19159,0.41935,0.46967,0.62524,0.40509,21.429
102.2,87.81,0.18866,0.4174,0.46967,0.62035,0.40509,21.039
102.21,95.046,0.18573,0.41544,0.47456,0.62035,0.40998,20.909
102.22,102.48,0.1828,0.41349,0.48043,0.62035,0.40509,21.169
102.22,109.32,0.17986,0.41056,0.48043,0.62524,0.4002,21.688
102.23,115.38,0.17693,0.4086,0.48532,0.62524,0.4002,22.338
102.24,119.69,0.17302,0.40567,0.48532,0.62524,0.4002,22.987
102.25,122.23,0.16911,0.40371,0.48532,0.62524,0.4002,23.636
102.26,122.62,0.16618,0.40274,0.49022,0.63014,0.4002,24.156
102.26,121.25,0.16129,0.40176,0.49022,0.63014,0.4002,24.286
102.27,118.51,0.15738,0.40078,0.48532,0.62524,0.4002,24.286
102.28,114.99,0.15347,0.3998,0.47456,0.62035,0.4002,24.156
102.29,110.69,0.14858,0.39785,0.46967,0.62035,0.40509,23.896
102.3,106.39,0.14565,0.39687,0.46477,0.61546,0.40998,23.766
102.3,102.09,0.14174,0.39687,0.45988,0.61546,0.41487,23.636
102.31,97.979,0.13881,0.39589,0.45988,0.61546,0.41487,23.766
102.32,94.068,0.13587,0.39394,0.45988,0.61546,0.41487,23.896
102.33,90.352,0.13294,0.39198,0.45988,0.62035,0.41487,24.156
102.34,86.636,0.12903,0.39003,0.46477,0.62035,0.41487,24.286
102.34,82.921,0.12414,0.38905,0.46477,0.62035,0.41977,24.286
102.35,79.205,0.12023,0.39003,0.46967,0.62524,0.41487,24.026
102.36,75.88,0.1173,0.39198,0.46967,0.62524,0.41487,23.506
102.37,72.751,0.11437,0.39785,0.47456,0.62524,0.40509,22.857
102.38,70.013,0.11241,0.40762,0.47456,0.63503,0.4002,22.208
102.38,68.057,0.11046,0.42229,0.47456,0.63992,0.3953,21.558
102.39,66.493,0.10948,0.43793,0.48043,0.63992,0.38943,21.039
102.4,65.711,0.1085,0.4565,0.48043,0.63503,0.3953,20.519
102.41,65.319,0.10753,0.47996,0.48043,0.63503,0.4002,20
102.42,65.711,0.10655,0.50635,0.48043,0.63503,0.3953,19.481
102.42,66.688,0.10655,0.53372,0.48043,0.63992,0.3953,19.091
102.43,68.253,0.10753,0.56109,0.47456,0.63503,0.3953,18.701
102.44,70.209,0.1085,0.58651,0.46967,0.63503,0.3953,18.312
102.45,72.36,0.10948,0.60802,0.45988,0.63503,0.4002,17.922
102.46,74.511,0.11144,0.62659,0.45988,0.62524,0.4002,17.532
102.46,76.662,0.11241,0.64223,0.44031,0.63503,0.36986,17.273
102.47,78.814,0.11437,0.65396,0.4002,0.68982,0.31507,16.883
102.48,80.378,0.11632,0.66178,0.34442,0.81996,0.26517,16.623
102.49,81.747,0.12023,0.66764,0.29452,0.99511,0.24462,16.364
102.5,82.529,0.12317,0.6696,0.27984,1.001,0.27984,16.104
102.5,82.921,0.12805,0.67058,0.31996,0.91585,0.3953,15.974
102.51,82.725,0.13196,0.67058,0.40509,0.61546,0.5499,15.584
102.52,82.334,0.13685,0.66862,0.47456,0.36986,0.65558,15.325
102.53,81.356,0.14076,0.66667,0.5,0.31018,0.66536,15.065
102.54,80.574,0.14565,0.66178,0.5,0.40998,0.56458,14.805
102.54,79.4,0.14956,0.65396,0.5,0.51957,0.48043,14.675
102.55,78.227,0.15445,0.64418,0.5,0.59002,0.41977,14.545
102.56,76.858,0.16031,0.63148,0.5,0.61546,0.3953,14.545
102.57,75.685,0.16618,0.61681,0.5,0.62524,0.38454,14.805
102.58,74.511,0.17204,0.60215,0.5,0.63503,0.37965,15.195
102.58,73.338,0.17889,0.58749,0.5,0.63992,0.37965,15.714
102.59,72.164,0.18671,0.57478,0.49511,0.63992,0.37965,16.494
102.6,70.991,0.19453,0.56403,0.48532,0.63503,0.37965,17.273
102.61,70.013,0.20332,0.55425,0.48043,0.63503,0.38454,18.052
102.62,68.84,0.21114,0.54741,0.47456,0.63503,0.37965,18.701
102.62,67.862,0.21994,0.54252,0.47456,0.63503,0.37965,19.091
102.63,67.08,0.22776,0.54057,0.46967,0.63503,0.37965,19.221
102.64,66.102,0.23656,0.53861,0.46967,0.63503,0.37965,19.481
102.65,65.319,0.24633,0.53763,0.46477,0.63503,0.37476,19.61
102.66,64.537,0.25709,0.53666,0.45988,0.63503,0.37476,20.13
102.66,63.95,0.26784,0.53568,0.45988,0.63992,0.36986,20.779
102.67,63.559,0.27957,0.53372,0.45499,0.64971,0.36008,21.688
102.68,62.973,0.29032,0.53079,0.45499,0.67025,0.33953,22.857
102.69,62.777,0.30108,0.52688,0.4501,0.68004,0.32485,24.026
102.7,62.386,0.31183,0.52395,0.44521,0.70059,0.31018,25.195
102.7,62.19,0.3216,0.52004,0.44521,0.71037,0.29941,26.104
102.71,62.19,0.33431,0.51515,0.44031,0.71526,0.29941,26.883
102.72,62.19,0.34604,0.51124,0.44031,0.72016,0.29941,27.532
102.73,62.19,0.35973,0.50635,0.44031,0.71526,0.30528,28.052
102.74,62.386,0.37341,0.50244,0.44031,0.70059,0.31996,28.052
102.74,62.582,0.3871,0.49756,0.44521,0.68493,0.33464,27.662
102.75,62.973,0.40176,0.49267,0.4501,0.66536,0.35029,26.883
102.76,63.168,0.41544,0.4868,0.44521,0.64481,0.36497,25.584
102.77,63.559,0.42913,0.48192,0.44521,0.63014,0.37965,24.156
102.78,64.342,0.44184,0.47703,0.45499,0.62035,0.3953,22.857
102.78,65.319,0.45357,0.47214,0.45988,0.61057,0.40509,22.078
102.79,66.884,0.4653,0.46823,0.46967,0.6047,0.40998,21.818
102.8,69.035,0.47703,0.4653,0.47456,0.5998,0.41487,21.948
102.81,72.36,0.48778,0.46139,0.48043,0.5998,0.41487,22.468
102.82,76.467,0.49951,0.45748,0.48043,0.5998,0.41977,23.247
102.82,81.16,0.51026,0.45357,0.48532,0.59491,0.42466,23.896
102.83,86.636,0.52102,0.44868,0.48532,0.59002,0.42955,24.286
102.84,92.308,0.53079,0.44282,0.49022,0.59002,0.42955,24.416
102.85,97.784,0.54057,0.43695,0.49511,0.59491,0.42955,24.156
102.86,102.87,0.54936,0.43206,0.49022,0.59491,0.42466,23.636
102.86,106.98,0.55816,0.42717,0.48532,0.5998,0.41977,23.117
102.87,109.91,0.56696,0.42229,0.48532,0.61057,0.41977,22.597
102.88,111.28,0.57478,0.4174,0.48532,0.61057,0.42466,22.338
102.89,111.08,0.58358,0.41251,0.48532,0.61057,0.42466,22.338
102.9,109.71,0.59335,0.4086,0.47456,0.61057,0.41977,22.468
102.9,106.98,0.60313,0.40567,0.46967,0.61546,0.41977,22.727
102.91,103.65,0.6129,0.40176,0.46477,0.62035,0.41977,23.377
102.92,99.739,0.62366,0.39785,0.45988,0.61546,0.41977,23.896
102.93,95.632,0.63441,0.39492,0.45499,0.61546,0.41487,24.156
102.94,91.33,0.64418,0.39101,0.45499,0.62035,0.40509,24.156
102.94,86.832,0.65396,0.38905,0.4501,0.62524,0.4002,23.896
102.95,82.529,0.66373,0.38612,0.4501,0.62524,0.3953,23.247
102.96,78.227,0.67253,0.38416,0.44031,0.63014,0.36986,22.338
102.97,74.316,0.68328,0.38319,0.40509,0.68004,0.31507,21.299
102.98,70.6,0.69404,0.38319,0.35519,0.81018,0.2593,20.26
102.98,67.08,0.70577,0.38319,0.31507,0.99511,0.22994,19.351
102.99,64.342,0.7175,0.38612,0.29941,1.001,0.2593,18.571
103,61.995,0.72825,0.38905,0.33953,0.94521,0.37476,18.052
103.01,60.43,0.739,0.39589,0.42955,0.66047,0.53033,17.662
103.02,59.452,0.74976,0.40665,0.5,0.41487,0.63503,17.403
103.02,59.061,0.75953,0.42033,0.52544,0.34442,0.64971,17.273
103.03,59.061,0.77224,0.43793,0.52544,0.42466,0.55969,17.143
103.04,59.844,0.78495,0.4565,0.51957,0.53033,0.47456,17.013
103.05,61.017,0.79863,0.47703,0.51957,0.59002,0.42466,16.883
103.06,62.777,0.81329,0.49658,0.51468,0.61057,0.40509,16.494
103.06,64.733,0.82893,0.51613,0.50978,0.61546,0.40509,16.104
103.07,67.08,0.8436,0.5347,0.5,0.61546,0.40509,15.844
103.08,69.231,0.85924,0.55132,0.49511,0.61546,0.40509,15.325
103.09,71.382,0.87586,0.56403,0.48532,0.61546,0.40509,14.935
103.1,73.533,0.88954,0.5738,0.48532,0.61546,0.40509,14.675
103.1,75.293,0.9042,0.58065,0.48043,0.61546,0.40509,14.545
103.11,76.858,0.91691,0.58456,0.48532,0.62035,0.40509,14.675
103.12,78.227,0.9306,0.58749,0.48532,0.62035,0.40509,14.935
103.13,78.814,0.94428,0.58749,0.49511,0.62035,0.40509,15.325
103.14,79.205,0.95894,0.58553,0.49511,0.62524,0.40509,15.974
103.14,79.205,0.97361,0.58065,0.49511,0.63503,0.3953,17.143
103.15,78.814,0.98827,0.5738,0.49511,0.64481,0.38454,18.571
103.16,78.227,0.99413,0.56403,0.49511,0.66047,0.37476,20.26
103.17,77.445,1,0.5523,0.49022,0.68004,0.35519,22.208
103.18,76.271,1,0.53959,0.48532,0.70059,0.33953,24.026
103.18,75.098,1,0.5259,0.48532,0.72505,0.31996,25.325
103.19,73.924,1,0.51417,0.48532,0.7407,0.31018,26.104
103.2,72.751,1,0.50342,0.48532,0.75538,0.30528,26.234
103.21,71.773,1,0.49267,0.48532,0.76517,0.29941,25.974
103.22,70.6,1,0.48289,0.48532,0.75538,0.30528,25.714
103.22,69.622,1,0.47507,0.48532,0.75049,0.31507,25.455
103.23,68.84,1,0.46921,0.48043,0.73483,0.32485,25.844
103.24,67.862,1,0.4653,0.47456,0.72016,0.33953,26.753
103.25,67.275,1,0.46334,0.47456,0.70059,0.35519,27.922
103.26,66.688,1,0.46237,0.47456,0.68004,0.37476,28.831
103.26,66.102,1,0.46237,0.48043,0.66536,0.38943,28.961
103.27,65.906,1,0.46334,0.48043,0.64971,0.4002,28.312
103.28,65.906,1,0.46432,0.48043,0.63503,0.40998,27.273
103.29,66.102,1,0.4653,0.48532,0.62524,0.41487,26.104
103.3,67.275,1,0.4653,0.48532,0.61546,0.41977,24.935
103.3,69.035,1,0.4653,0.49511,0.61546,0.41977,24.156
103.31,71.578,1,0.4653,0.49511,0.61546,0.41977,23.896
103.32,74.902,1,0.46432,0.5,0.61546,0.41487,23.896
103.33,79.205,1,0.46237,0.5,0.61546,0.41487,24.026
103.34,84.094,1,0.46139,0.5,0.62035,0.41487,24.156
103.34,89.179,1,0.46041,0.50489,0.62035,0.41487,24.026
103.35,94.459,1,0.45846,0.50489,0.62035,0.41487,23.896
103.36,99.544,1,0.45552,0.50978,0.62035,0.41487,23.506
103.37,103.65,1,0.45161,0.50978,0.62035,0.41487,23.117
103.38,106.58,1,0.4477,0.50489,0.62035,0.41977,22.597
103.38,108.34,1,0.44379,0.5,0.62035,0.41977,22.468
103.39,108.54,1,0.43988,0.49511,0.62035,0.42466,22.468
103.4,107.37,1,0.43695,0.49511,0.61546,0.42466,22.727
103.41,105.22,1,0.43402,0.49511,0.61546,0.42955,23.117
103.42,102.09,1,0.43011,0.49511,0.61546,0.42955,23.506
103.42,97.979,1,0.4262,0.49511,0.61546,0.42955,23.766
103.43,93.677,1,0.42229,0.5,0.61546,0.42955,23.896
103.44,88.983,1,0.41838,0.50489,0.61546,0.42955,23.896
103.45,84.289,1,0.41349,0.5,0.61546,0.42955,23.636
103.46,79.791,1,0.40958,0.5,0.61546,0.42466,23.377
103.46,75.489,0.9912,0.40665,0.5,0.61546,0.42466,22.987
103.47,71.578,0.9824,0.40371,0.50489,0.61546,0.42466,22.597
103.48,68.253,0.96383,0.40078,0.50489,0.61546,0.41977,22.338
103.49,65.515,0.94624,0.3998,0.50978,0.61546,0.41487,21.948
103.5,63.559,0.92962,0.40078,0.50978,0.61546,0.41487,21.688
103.5,61.995,0.913,0.40469,0.50978,0.62035,0.41487,21.299
103.51,61.213,0.89638,0.41056,0.50489,0.62035,0.40998,20.779
103.52,61.017,0.88074,0.42033,0.50489,0.62035,0.40998,20.39
103.53,61.408,0.86413,0.43206,0.5,0.62035,0.40509,19.87
103.54,62.386,0.84848,0.44575,0.49511,0.62035,0.40509,19.221
103.54,63.755,0.83382,0.46139,0.48532,0.62524,0.40509,18.831
103.55,65.319,0.82014,0.47801,0.48043,0.63014,0.40509,18.571
103.56,67.275,0.80743,0.49365,0.48043,0.63503,0.40509,18.312
103.57,69.231,0.79472,0.50929,0.47456,0.63014,0.40509,18.052
103.58,71.382,0.78299,0.52395,0.47456,0.62524,0.40509,17.922
103.58,73.142,0.77126,0.53666,0.48043,0.62524,0.4002,17.922
103.59,74.707,0.76149,0.54643,0.48532,0.63014,0.4002,17.922
103.6,76.076,0.75171,0.55327,0.48532,0.63014,0.4002,17.922
103.61,76.858,0.74194,0.55816,0.49022,0.63014,0.40509,17.792
103.62,77.445,0.73216,0.56109,0.49511,0.63503,0.40509,17.792
103.62,77.445,0.72239,0.56207,0.49511,0.63503,0.40509,17.662
103.63,77.445,0.71359,0.55914,0.49511,0.63503,0.4002,17.532
103.64,76.858,0.70479,0.55425,0.5,0.64481,0.3953,17.532
103.65,76.271,0.69697,0.54643,0.50489,0.64971,0.38943,17.403
103.66,75.489,0.68817,0.53568,0.5,0.65558,0.36986,17.532
103.66,74.707,0.68035,0.52395,0.46967,0.70059,0.32485,17.792
103.67,73.729,0.67155,0.51124,0.41487,0.81018,0.27006,18.052
103.68,72.947,0.66373,0.49756,0.36008,0.98532,0.23483,18.571
103.69,71.969,0.65494,0.47898,0.31507,1.001,0.22994,18.961
103.7,70.795,0.64614,0.45748,0.31018,1.001,0.31996,19.481
103.7,70.013,0.63734,0.44379,0.38454,0.75049,0.46477,20
103.71,69.035,0.62952,0.435,0.44521,0.46967,0.5998,20.39
103.72,68.253,0.6217,0.42913,0.47456,0.35029,0.63014,20.649
103.73,67.275,0.61388,0.42717,0.48043,0.4002,0.57534,20.779
103.74,66.493,0.60704,0.42717,0.48532,0.50489,0.49511,20.779
103.74,65.711,0.6002,0.42717,0.49022,0.58023,0.43542,20.649
103.75,64.928,0.59335,0.42815,0.49511,0.6047,0.40998,20.39
103.76,64.342,0.58651,0.42913,0.49511,0.62035,0.4002,20.13
103.77,63.755,0.58065,0.43011,0.49511,0.62524,0.3953,20
103.78,63.168,0.57478,0.42913,0.49511,0.62524,0.3953,19.87
103.78,62.777,0.56989,0.42815,0.49511,0.62524,0.3953,19.87
103.79,62.386,0.56403,0.42815,0.5,0.63503,0.38943,20
103.8,61.995,0.55914,0.42717,0.5,0.63503,0.38454,20.26
103.81,61.604,0.55327,0.42522,0.50489,0.63503,0.38454,20.519
103.82,61.408,0.54839,0.42326,0.50978,0.63503,0.38454,20.909
103.82,61.408,0.54252,0.42131,0.51468,0.63503,0.38454,21.169
103.83,61.213,0.53763,0.41838,0.51957,0.63992,0.37965,21.558
103.84,61.213,0.53177,0.41642,0.52544,0.64481,0.37476,21.948
103.85,61.213,0.52688,0.41447,0.52544,0.65558,0.36497,22.468
103.86,61.213,0.52102,0.41153,0.51957,0.66047,0.36008,23.247
103.86,61.213,0.51515,0.40958,0.50978,0.66536,0.35519,24.026
103.87,61.408,0.50929,0.40665,0.5,0.68004,0.34442,25.065
103.88,61.408,0.50244,0.40274,0.49022,0.68982,0.33464,25.844
103.89,61.604,0.49658,0.3998,0.48043,0.70548,0.31996,26.753
103.9,61.799,0.49071,0.39785,0.46477,0.72016,0.31507,27.403
103.9,61.995,0.48583,0.39492,0.45499,0.72505,0.31018,28.052
103.91,61.995,0.48094,0.39198,0.44521,0.72994,0.31018,28.442
103.92,62.19,0.47507,0.38905,0.44031,0.72994,0.31018,28.442
103.93,62.386,0.47019,0.38612,0.44031,0.72994,0.31507,28.052
103.94,62.582,0.46432,0.38319,0.44031,0.72505,0.31996,27.403
103.94,62.973,0.45846,0.38025,0.44521,0.71526,0.33464,26.753
103.95,63.755,0.45161,0.37732,0.45499,0.70548,0.33953,25.844
103.96,65.124,0.44575,0.37439,0.45988,0.68982,0.35029,25.065
103.97,67.471,0.43988,0.37146,0.45988,0.68004,0.36008,24.026
103.98,70.991,0.43402,0.36852,0.46477,0.66536,0.36986,23.117
103.98,76.271,0.42815,0.36657,0.47456,0.65558,0.37965,22.208
103.99,82.725,0.42229,0.36364,0.48043,0.64971,0.38454,21.429
104,90.352,0.41642,0.36168,0.48532,0.64481,0.38454,20.909
104.01,98.761,0.40958,0.35875,0.48532,0.63992,0.38943,20.779
104.02,106.98,0.40274,0.35484,0.48043,0.63503,0.3953,20.779
104.02,114.41,0.39492,0.35093,0.48043,0.63503,0.3953,21.169
104.03,120.47,0.38807,0.348,0.47456,0.63503,0.3953,21.948
104.04,124.77,0.38025,0.34604,0.47456,0.63503,0.3953,22.597
104.05,126.73,0.37243,0.34506,0.47456,0.63014,0.4002,23.377
104.06,126.53,0.36364,0.34506,0.48043,0.63014,0.40509,24.026
104.06,124.38,0.35582,0.34409,0.48043,0.63503,0.40509,24.286
104.07,121.06,0.348,0.34409,0.48043,0.63014,0.40509,24.416
104.08,116.75,0.34018,0.34213,0.48532,0.63014,0.40509,24.156
104.09,112.26,0.33138,0.34213,0.48532,0.62524,0.40998,23.896
104.1,107.76,0.32356,0.34311,0.48532,0.63014,0.41487,23.506
104.1,103.46,0.31476,0.34311,0.48532,0.63503,0.40509,23.247
104.11,99.348,0.30596,0.34311,0.48532,0.63503,0.40509,23.247
104.12,95.632,0.29814,0.34409,0.48532,0.63992,0.40509,23.377
104.13,91.917,0.29032,0.34506,0.48532,0.63992,0.4002,23.766
104.14,88.396,0.28348,0.34506,0.48532,0.63992,0.4002,24.026
104.14,84.876,0.27664,0.34604,0.48532,0.64481,0.4002,24.156
104.15,81.16,0.26882,0.348,0.48532,0.64481,0.4002,24.156
104.16,77.836,0.26197,0.35191,0.48532,0.64481,0.4002,24.026
104.17,74.902,0.25513,0.35875,0.48043,0.63992,0.40509,23.636
104.18,72.164,0.24829,0.37146,0.47456,0.63503,0.40998,23.117
104.18,70.013,0.24242,0.38807,0.47456,0.63503,0.40998,22.597
104.19,68.449,0.23558,0.40762,0.47456,0.63503,0.41487,22.078
104.2,67.471,0.23069,0.42815,0.48043,0.63503,0.40509,21.558
104.21,67.471,0.22483,0.45552,0.48043,0.63503,0.40509,21.039
104.22,67.862,0.22092,0.48583,0.48043,0.63503,0.4002,20.779
104.22,68.84,0.21701,0.51711,0.48043,0.63503,0.4002,20.26
104.23,70.6,0.21408,0.54839,0.48043,0.63014,0.4002,19.87
104.24,72.555,0.21114,0.57674,0.48043,0.63503,0.3953,19.481
104.25,74.902,0.20821,0.60215,0.48043,0.63503,0.4002,19.091
104.26,77.445,0.20626,0.62268,0.48043,0.63992,0.3953,18.701
104.26,79.791,0.20528,0.64027,0.48532,0.64481,0.38943,18.312
104.27,81.943,0.2043,0.65396,0.48532,0.64971,0.38454,18.052
104.28,83.703,0.20332,0.66373,0.48532,0.65558,0.38454,17.792
104.29,85.072,0.20235,0.67058,0.48043,0.66047,0.37476,17.662
104.3,85.854,0.20137,0.67351,0.45988,0.68004,0.34442,17.662
104.3,86.05,0.20137,0.67546,0.41977,0.75538,0.28963,17.532
104.31,85.854,0.20137,0.67546,0.36008,0.90509,0.24462,17.403
104.32,85.267,0.20137,0.67449,0.31507,1.001,0.22994,17.273
104.33,84.289,0.20137,0.67058,0.29452,1.001,0.27984,17.143
104.34,83.116,0.20137,0.66471,0.33953,0.88552,0.4002,17.013
104.34,81.747,0.20039,0.65591,0.41977,0.57045,0.55479,16.753
104.35,80.378,0.20039,0.64614,0.46967,0.36986,0.63992,16.623
104.36,79.205,0.20039,0.63343,0.48532,0.34442,0.6047,16.364
104.37,77.836,0.19941,0.61975,0.49022,0.46477,0.53033,16.234
104.38,76.467,0.19941,0.60508,0.49511,0.56458,0.45499,16.104
104.38,75.293,0.19941,0.58944,0.5,0.61546,0.41487,16.104
104.39,74.12,0.19941,0.57576,0.50489,0.63503,0.3953,16.234
104.4,72.947,0.19941,0.565,0.50489,0.63992,0.38454,16.623
104.41,71.969,0.19941,0.55425,0.50489,0.64481,0.37965,17.143
104.42,70.795,0.19941,0.54643,0.5,0.64481,0.37476,18.052
104.42,69.818,0.19941,0.54057,0.5,0.65558,0.36497,18.961
104.43,68.84,0.20039,0.53666,0.49511,0.66047,0.36008,19.87
104.44,68.057,0.20039,0.53372,0.49511,0.66536,0.36008,20.649
104.45,67.275,0.20137,0.53275,0.49511,0.66536,0.36008,21.039
104.46,66.688,0.20137,0.53177,0.5,0.66536,0.36008,21.299
104.46,66.102,0.20235,0.53177,0.5,0.66536,0.36008,21.299
104.47,65.711,0.20332,0.53079,0.5,0.67025,0.35519,21.039
104.48,65.319,0.2043,0.52884,0.49511,0.67515,0.35519,20.779
104.49,65.124,0.20626,0.52688,0.49022,0.67515,0.35519,20.649
104.5,64.928,0.20723,0.52395,0.48043,0.68004,0.35029,20.909
104.5,64.928,0.20821,0.52004,0.47456,0.68493,0.33953,21.558
104.51,64.928,0.21017,0.51613,0.46967,0.70059,0.33464,22.727
104.52,64.928,0.21114,0.51222,0.46477,0.70548,0.32975,24.286
104.53,64.928,0.21212,0.50733,0.45499,0.71526,0.31996,25.844
104.54,64.928,0.2131,0.50244,0.45499,0.72016,0.31996,27.403
104.54,65.124,0.21408,0.4956,0.4501,0.72505,0.31996,28.571
104.55,65.319,0.21505,0.48974,0.4501,0.72994,0.31996,29.221
104.56,65.515,0.21603,0.48289,0.4501,0.72994,0.31996,29.481
104.57,65.906,0.21603,0.47703,0.4501,0.72505,0.32485,29.221
104.58,66.102,0.21603,0.47214,0.45499,0.71526,0.33464,28.571
104.58,66.688,0.21603,0.46725,0.45988,0.70059,0.34442,27.532
104.59,67.275,0.21603,0.46432,0.46477,0.68493,0.35519,26.234
104.6,67.862,0.21505,0.46041,0.46477,0.67515,0.36008,24.935
104.61,69.035,0.21408,0.45552,0.46967,0.66536,0.36986,23.896
104.62,70.6,0.2131,0.45064,0.47456,0.65558,0.37476,23.247
104.62,72.947,0.21212,0.44477,0.48043,0.64481,0.37965,22.727
104.63,76.271,0.21017,0.43988,0.48043,0.64481,0.37965,22.597
104.64,80.574,0.20821,0.435,0.48532,0.63992,0.38454,22.597
104.65,85.658,0.20528,0.43011,0.48043,0.63503,0.3953,22.727
104.66,91.33,0.20235,0.42522,0.47456,0.63014,0.3953,22.727
104.66,97.393,0.19844,0.42033,0.47456,0.62524,0.4002,22.857
104.67,103.06,0.19453,0.41544,0.47456,0.62524,0.40509,22.987
104.68,108.15,0.19062,0.41056,0.47456,0.63014,0.40509,22.987
104.69,112.06,0.18671,0.40665,0.48043,0.63014,0.40509,22.857
104.7,114.8,0.18182,0.40274,0.48043,0.62524,0.40509,22.857
104.7,115.97,0.17791,0.39883,0.47456,0.62035,0.40998,22.857
104.71,115.58,0.174,0.39492,0.47456,0.62035,0.41487,22.857
104.72,114.02,0.17009,0.39198,0.47456,0.61546,0.41977,22.987
