Time [s], RESP, PLETH, II, V, AVR, ART, CVP
17.104,0.24927,0.71065,0.36946,0.68555,0.78627,58.67,15.751
17.112,0.25024,0.6999,0.37562,0.68945,0.78039,58.279,15.181
17.12,0.25122,0.68622,0.38054,0.69531,0.77647,57.888,14.767
17.128,0.2522,0.67058,0.39039,0.69922,0.77059,57.301,14.456
17.136,0.2522,0.65396,0.39532,0.69922,0.76667,56.91,14.404
17.144,0.25318,0.63539,0.40025,0.69922,0.76078,56.323,14.404
17.152,0.25318,0.61486,0.4101,0.69922,0.7549,55.737,14.404
17.16,0.25415,0.59335,0.41502,0.69531,0.75098,55.15,14.197
17.168,0.25415,0.57283,0.42488,0.69922,0.74118,54.563,13.886
17.176,0.25513,0.55327,0.43473,0.69922,0.73529,53.781,13.523
17.184,0.25611,0.53275,0.44951,0.69922,0.73137,53.39,13.161
17.192,0.25709,0.51026,0.46059,0.70508,0.71569,52.803,12.953
17.2,0.25904,0.48974,0.47537,0.70898,0.7098,52.216,13.005
17.208,0.26002,0.46921,0.49015,0.70898,0.69608,51.825,13.368
17.216,0.26197,0.45064,0.51478,0.71484,0.67647,51.239,13.886
17.224,0.26295,0.435,0.54557,0.71484,0.65098,50.652,14.404
17.232,0.26491,0.42033,0.58005,0.71484,0.62549,50.261,14.767
17.24,0.26686,0.4086,0.59975,0.71484,0.60588,49.674,14.767
17.248,0.26882,0.39883,0.61453,0.70508,0.59608,49.087,14.249
17.256,0.27077,0.39003,0.62438,0.69922,0.5902,49.087,13.212
17.264,0.27273,0.38416,0.61453,0.69922,0.59608,50.065,11.813
17.272,0.27566,0.38025,0.59483,0.68945,0.60588,52.999,10.57
17.28,0.27761,0.37537,0.56527,0.68555,0.62549,59.061,9.6373
17.288,0.28055,0.37243,0.53941,0.68555,0.65098,67.862,9.2746
17.296,0.28446,0.36852,0.50985,0.67969,0.67059,78.227,9.3782
17.304,0.28739,0.36559,0.48522,0.67578,0.6902,88.396,9.8964
17.312,0.29032,0.36168,0.46552,0.66992,0.70588,97.588,10.622
17.32,0.29326,0.35875,0.44458,0.66406,0.72157,105.8,11.347
17.328,0.29619,0.35582,0.43473,0.66016,0.73137,112.84,11.658
17.336,0.29912,0.35191,0.4298,0.6543,0.73529,117.73,11.554
17.344,0.30205,0.34702,0.42488,0.6543,0.74118,120.27,11.088
17.352,0.30596,0.34311,0.42488,0.65039,0.73529,120.67,10.466
17.36,0.3089,0.33822,0.42488,0.64453,0.73529,119.69,9.8964
17.368,0.31281,0.33431,0.43473,0.64453,0.73137,118.12,9.4301
17.376,0.31574,0.33138,0.43473,0.64453,0.72549,115.97,9.2746
17.384,0.31867,0.32649,0.43966,0.64453,0.72157,113.62,9.2746
17.392,0.3216,0.3216,0.44951,0.64453,0.71569,110.89,9.4301
17.4,0.32454,0.31574,0.45443,0.64453,0.71569,108.15,9.7409
17.408,0.32747,0.30987,0.46059,0.64062,0.71569,105.41,10.155
17.416,0.3304,0.30401,0.46059,0.64062,0.7098,102.67,10.518
17.424,0.33333,0.29814,0.46059,0.64062,0.7098,99.935,10.933
17.432,0.33724,0.2913,0.46059,0.64062,0.7098,97.197,11.451
17.44,0.34018,0.28543,0.46059,0.64453,0.7098,94.459,12.124
17.448,0.34506,0.27859,0.46059,0.64062,0.7098,91.721,12.953
17.456,0.34897,0.27273,0.46552,0.64453,0.70588,88.983,13.834
17.464,0.35288,0.26882,0.47537,0.6543,0.69608,86.245,14.663
17.472,0.35777,0.26491,0.49507,0.66406,0.6902,83.312,15.285
17.48,0.3607,0.25904,0.5,0.67578,0.68627,80.378,15.699
17.488,0.36461,0.25318,0.5197,0.68555,0.67059,77.249,15.907
17.496,0.3695,0.24731,0.54557,0.68555,0.6549,74.12,15.959
17.504,0.37537,0.24242,0.55542,0.66406,0.6451,71.186,15.907
17.512,0.38123,0.24047,0.55049,0.65039,0.6451,68.644,15.699
17.52,0.3871,0.2434,0.53941,0.63477,0.6451,66.297,15.44
17.528,0.39492,0.25415,0.52463,0.62891,0.65098,64.342,15.13
17.536,0.40176,0.27468,0.50493,0.625,0.67059,62.582,14.767
17.544,0.41056,0.30499,0.47044,0.62891,0.69608,61.017,14.508
17.552,0.41838,0.34506,0.44458,0.62891,0.71569,59.844,14.249
17.56,0.4262,0.38514,0.4298,0.62891,0.72549,58.866,14.093
17.568,0.43402,0.4262,0.41995,0.62891,0.73137,58.083,13.938
17.576,0.44086,0.47312,0.41995,0.625,0.73529,57.692,13.834
17.584,0.4477,0.52102,0.41502,0.625,0.73529,57.497,13.782
17.592,0.45455,0.56696,0.41502,0.625,0.73529,57.692,13.834
17.6,0.46139,0.60704,0.41502,0.625,0.73529,57.692,14.093
17.608,0.46823,0.64223,0.41995,0.63477,0.73529,58.083,14.301
17.616,0.47507,0.67058,0.44458,0.64062,0.7098,58.475,14.56
17.624,0.48094,0.69306,0.53448,0.58984,0.62941,58.866,14.87
17.632,0.48583,0.70968,0.7303,0.51953,0.47059,59.257,15.285
17.64,0.49071,0.72141,0.99015,0.38477,0.26471,59.844,15.803
17.648,0.4956,0.72923,1.0751,0.22461,0.17843,60.039,16.373
17.656,0.50049,0.73314,0.8399,0.17969,0.33922,60.235,16.943
17.664,0.50538,0.73412,0.53448,0.31445,0.59608,60.43,17.409
17.672,0.50929,0.73118,0.39039,0.5,0.73529,60.43,17.565
17.68,0.51417,0.72727,0.36453,0.61914,0.76667,60.43,17.565
17.688,0.51906,0.72141,0.37562,0.67578,0.77059,60.235,17.513
17.696,0.52493,0.71359,0.38547,0.68555,0.76667,60.039,17.461
17.704,0.52981,0.70381,0.39039,0.68945,0.76078,59.844,17.409
17.712,0.5347,0.69208,0.39532,0.68945,0.76078,59.452,17.306
17.72,0.53959,0.67937,0.40025,0.68945,0.7549,59.061,17.254
17.728,0.5435,0.66471,0.4101,0.68945,0.75098,58.475,17.202
17.736,0.54643,0.64809,0.41502,0.68945,0.74118,58.279,17.202
17.744,0.54936,0.62952,0.4298,0.68945,0.74118,57.692,17.15
17.752,0.5523,0.60899,0.43473,0.68945,0.73137,57.301,16.995
17.76,0.55523,0.58944,0.43966,0.68945,0.72549,56.715,16.891
17.768,0.55718,0.57087,0.44951,0.68945,0.72157,56.323,16.788
17.776,0.56012,0.54839,0.46059,0.68945,0.71569,55.737,16.632
17.784,0.56207,0.5259,0.47044,0.69531,0.70588,55.346,16.58
17.792,0.56403,0.50342,0.48522,0.69531,0.69608,54.954,16.58
17.8,0.56598,0.48094,0.50985,0.69922,0.68039,54.368,16.788
17.808,0.56891,0.46041,0.53941,0.69922,0.66078,53.977,16.943
17.816,0.56989,0.44184,0.5702,0.70508,0.63529,53.39,17.202
17.824,0.57087,0.42522,0.60468,0.69922,0.60588,52.803,17.409
17.832,0.57087,0.41153,0.62438,0.69922,0.5902,52.216,17.461
17.84,0.57087,0.40078,0.64039,0.68945,0.58039,51.825,17.306
17.848,0.57087,0.39198,0.64039,0.68555,0.58039,51.825,16.995
17.856,0.57087,0.38612,0.63054,0.67969,0.58039,53.39,16.58
17.864,0.56989,0.38123,0.61453,0.67578,0.59608,57.497,16.062
17.872,0.56989,0.37928,0.58498,0.66992,0.61569,65.124,15.596
17.88,0.56989,0.37732,0.55542,0.66406,0.64118,75.098,15.13
17.888,0.56891,0.37537,0.5197,0.66016,0.66471,85.658,14.767
17.896,0.56891,0.37439,0.49015,0.6543,0.68627,95.437,14.404
17.904,0.56794,0.37341,0.47044,0.65039,0.7,104.24,14.197
17.912,0.56696,0.37146,0.44951,0.64453,0.71569,111.67,14.145
17.92,0.56598,0.37048,0.43473,0.64062,0.72157,117.54,14.093
17.928,0.56403,0.36852,0.43473,0.63477,0.73137,121.06,14.093
17.936,0.56305,0.36559,0.4298,0.63477,0.73137,122.23,13.938
17.944,0.56109,0.36266,0.4298,0.63477,0.73529,121.64,13.782
17.952,0.55914,0.35973,0.4298,0.62891,0.73137,120.08,13.523
17.96,0.55621,0.35679,0.43473,0.62891,0.72549,118.12,13.316
17.968,0.55425,0.35386,0.43473,0.62891,0.72549,115.78,13.212
17.976,0.55034,0.34995,0.43473,0.62891,0.72157,113.23,13.057
17.984,0.54741,0.34604,0.43966,0.62891,0.72157,110.5,12.953
17.992,0.54252,0.34115,0.44458,0.62891,0.72157,107.76,12.85
18,0.53861,0.33627,0.44951,0.62891,0.72157,105.02,12.746
18.008,0.53275,0.33138,0.44951,0.62891,0.71569,102.09,12.746
18.016,0.52786,0.32649,0.44951,0.62891,0.71569,99.348,12.746
18.024,0.52199,0.3216,0.45443,0.62891,0.7098,96.61,12.746
18.032,0.51613,0.31672,0.45443,0.625,0.7098,94.068,12.746
18.04,0.51026,0.31183,0.44951,0.625,0.71569,91.33,12.85
18.048,0.5044,0.30792,0.44951,0.62891,0.71569,88.788,12.953
18.056,0.49853,0.30303,0.45443,0.63477,0.71569,86.05,13.057
18.064,0.49267,0.29912,0.46552,0.64453,0.70588,83.312,13.161
18.072,0.48583,0.29619,0.4803,0.6543,0.69608,80.378,13.161
18.08,0.47898,0.2913,0.49507,0.66406,0.68627,77.445,13.161
18.088,0.47116,0.28641,0.50985,0.66992,0.67647,74.316,13.057
18.096,0.46334,0.2825,0.53448,0.66992,0.66078,71.578,13.057
18.104,0.4565,0.28152,0.54557,0.6543,0.65098,69.231,13.057
18.112,0.44868,0.28641,0.54557,0.62891,0.65098,67.275,13.161
18.12,0.44086,0.30108,0.53941,0.61914,0.65098,65.515,13.212
18.128,0.43304,0.32747,0.52463,0.61523,0.6549,63.755,13.316
18.136,0.42424,0.3607,0.5,0.61523,0.66471,62.582,13.575
18.144,0.41544,0.40078,0.47044,0.61914,0.6902,61.408,13.834
18.152,0.40567,0.44673,0.43966,0.61914,0.71569,60.626,13.99
18.16,0.39589,0.48974,0.41995,0.61914,0.73529,60.039,14.145
18.168,0.38514,0.52884,0.4101,0.61914,0.74118,59.648,14.197
18.176,0.37439,0.57185,0.40025,0.61914,0.7451,59.452,14.145
18.184,0.36364,0.6129,0.40025,0.61914,0.7451,59.452,13.99
18.192,0.35386,0.64907,0.40025,0.61914,0.7451,59.452,13.834
18.2,0.34409,0.67937,0.40025,0.61914,0.75098,59.648,13.782
18.208,0.33431,0.70479,0.40517,0.625,0.74118,59.844,13.782
18.216,0.32551,0.72336,0.43473,0.625,0.72549,59.844,13.834
18.224,0.31769,0.73803,0.50985,0.58984,0.66078,60.039,13.99
18.232,0.30987,0.74682,0.6798,0.51953,0.5098,60.235,14.301
18.24,0.30205,0.75171,0.93473,0.38086,0.2902,60.235,14.819
18.248,0.29521,0.75367,1.0603,0.20508,0.16471,60.235,15.389
18.256,0.28837,0.75269,0.86946,0.14453,0.2902,60.235,15.959
18.264,0.28348,0.74878,0.56034,0.26953,0.55098,60.039,16.373
18.272,0.27761,0.74194,0.39039,0.46094,0.72549,59.844,16.788
18.28,0.2737,0.73412,0.35468,0.5957,0.77059,59.452,16.995
18.288,0.26979,0.72532,0.35961,0.6543,0.78039,59.061,17.202
18.296,0.26686,0.71457,0.36453,0.66992,0.78039,58.67,17.15
18.304,0.26295,0.70186,0.36946,0.67969,0.78039,58.279,16.891
18.312,0.261,0.68817,0.37562,0.68555,0.77647,57.888,16.528
18.32,0.25904,0.67253,0.38547,0.68555,0.77059,57.497,16.01
18.328,0.25709,0.65591,0.39039,0.68555,0.76078,56.91,15.648
18.336,0.25513,0.63734,0.40025,0.68945,0.7549,56.519,15.337
18.344,0.25415,0.61681,0.4101,0.68945,0.75098,56.128,15.078
18.352,0.2522,0.59531,0.41502,0.68945,0.74118,55.541,14.819
18.36,0.2522,0.57576,0.4298,0.68945,0.73529,54.954,14.56
18.368,0.25122,0.55621,0.43473,0.68945,0.73137,54.563,14.404
18.376,0.25122,0.53568,0.44951,0.69531,0.72549,54.172,14.249
18.384,0.25122,0.51515,0.45443,0.69922,0.71569,53.781,14.145
18.392,0.25122,0.49462,0.47044,0.69922,0.7098,53.194,14.145
18.4,0.25122,0.47507,0.49015,0.70508,0.69608,52.803,14.301
18.408,0.25024,0.45748,0.5197,0.70508,0.67647,52.216,14.56
18.416,0.24927,0.44184,0.55542,0.70898,0.65098,51.825,14.819
18.424,0.24829,0.42815,0.58498,0.70508,0.62549,51.434,15.13
18.432,0.24829,0.41642,0.60468,0.69922,0.60588,50.847,15.337
18.44,0.24731,0.40665,0.62438,0.68945,0.58431,50.456,15.337
18.448,0.24731,0.39883,0.63547,0.68555,0.58431,50.456,14.87
18.456,0.24731,0.39198,0.62438,0.67969,0.58431,51.63,13.99
18.464,0.24633,0.3871,0.60961,0.66992,0.6,55.15,13.005
18.472,0.24633,0.38416,0.58005,0.66406,0.61961,61.799,12.124
18.48,0.24633,0.38025,0.55542,0.66016,0.64118,71.186,11.503
18.488,0.24536,0.37732,0.52463,0.66016,0.66471,81.552,11.192
18.496,0.24536,0.37341,0.49507,0.6543,0.68627,91.525,11.347
18.504,0.2434,0.37048,0.47044,0.65039,0.7,100.52,11.554
18.512,0.24242,0.36657,0.44951,0.64453,0.71569,108.74,12.021
18.52,0.24145,0.36266,0.43473,0.64453,0.73137,115.78,12.383
18.528,0.24047,0.35875,0.4298,0.64062,0.73529,120.47,12.591
18.536,0.23851,0.35484,0.4298,0.63477,0.73529,122.62,12.487
18.544,0.23754,0.34995,0.4298,0.63477,0.73137,122.82,12.176
18.552,0.2346,0.34506,0.4298,0.62891,0.73137,121.64,11.813
18.56,0.23265,0.34115,0.43473,0.62891,0.73137,119.88,11.451
18.568,0.23069,0.33822,0.43473,0.62891,0.72549,117.73,11.192
18.576,0.22776,0.33431,0.43473,0.62891,0.72157,115.19,11.088
18.584,0.22581,0.32942,0.43966,0.63477,0.71569,112.45,11.14
18.592,0.22287,0.32356,0.44458,0.63477,0.7098,109.52,11.244
18.6,0.22092,0.31867,0.44951,0.63477,0.7098,106.58,11.503
18.608,0.21799,0.31378,0.45443,0.64062,0.7098,103.65,11.71
18.616,0.21603,0.30792,0.46059,0.64062,0.7098,100.72,11.865
18.624,0.2131,0.30303,0.45443,0.64062,0.7098,97.979,12.073
18.632,0.21017,0.29717,0.45443,0.64062,0.71569,95.241,12.176
18.64,0.20723,0.29228,0.45443,0.64062,0.71569,92.503,12.28
18.648,0.20528,0.28739,0.45443,0.64062,0.7098,89.961,12.383
18.656,0.20332,0.2825,0.45443,0.64062,0.7098,87.223,12.591
18.664,0.20235,0.27859,0.47044,0.65039,0.7,84.485,12.694
18.672,0.20137,0.27566,0.48522,0.66016,0.6902,81.552,12.902
18.68,0.19941,0.27077,0.49507,0.66406,0.68627,78.618,13.057
18.688,0.19844,0.26491,0.51478,0.67578,0.67059,75.685,13.316
18.696,0.19648,0.261,0.53941,0.67969,0.6549,72.947,13.575
18.704,0.1955,0.25806,0.55542,0.66406,0.6451,70.209,13.886
18.712,0.19453,0.261,0.55049,0.64453,0.6451,67.862,14.197
18.72,0.19257,0.27077,0.54557,0.63477,0.65098,65.711,14.508
18.728,0.19159,0.28935,0.52463,0.625,0.6549,64.146,14.767
18.736,0.19062,0.31769,0.5,0.625,0.67059,62.582,14.715
18.744,0.18964,0.35582,0.47044,0.625,0.7,61.408,14.508
18.752,0.18866,0.40078,0.43966,0.625,0.72549,60.43,14.093
18.76,0.18768,0.44379,0.41995,0.625,0.73529,59.844,13.627
18.768,0.18768,0.48387,0.4101,0.625,0.7451,59.257,13.212
18.776,0.18768,0.52981,0.40517,0.625,0.75098,59.061,12.902
18.784,0.18768,0.5738,0.40517,0.625,0.75098,59.061,12.746
18.792,0.18768,0.61388,0.40517,0.625,0.75098,59.061,12.85
18.8,0.18866,0.64907,0.40517,0.625,0.75098,59.257,13.005
18.808,0.18866,0.6784,0.40517,0.625,0.75098,59.452,13.316
18.816,0.18866,0.70186,0.4298,0.62891,0.73137,59.648,13.627
18.824,0.18964,0.71945,0.5,0.59961,0.66471,59.844,13.99
18.832,0.18964,0.73216,0.6601,0.5293,0.52549,60.039,14.508
18.84,0.19062,0.74096,0.90025,0.4043,0.3098,60.039,15.078
18.848,0.19159,0.74487,1.0394,0.23047,0.16863,60.235,15.699
18.856,0.19159,0.74585,0.87438,0.15625,0.27843,60.235,16.269
18.864,0.19257,0.74389,0.57512,0.26953,0.5451,60.235,16.632
18.872,0.19453,0.73998,0.40025,0.46094,0.72549,60.039,16.788
18.88,0.1955,0.73314,0.36453,0.5957,0.77647,59.844,16.788
18.888,0.19746,0.72532,0.36946,0.66016,0.78039,59.452,16.632
18.896,0.19941,0.71554,0.38054,0.67969,0.77647,59.257,16.321
18.904,0.20039,0.70479,0.38547,0.68555,0.77647,58.866,16.01
18.912,0.20235,0.6911,0.39039,0.68555,0.77647,58.279,15.648
18.92,0.20332,0.67644,0.39532,0.68945,0.76667,57.888,15.337
18.928,0.2043,0.65982,0.40025,0.68945,0.76078,57.497,15.13
18.936,0.20626,0.64223,0.4101,0.69531,0.7549,56.91,15.078
18.944,0.20723,0.6217,0.41995,0.69531,0.75098,56.519,15.078
18.952,0.20919,0.60117,0.4298,0.69531,0.74118,55.932,14.974
18.96,0.21114,0.58065,0.4298,0.69531,0.73529,55.346,14.715
18.968,0.2131,0.56207,0.43966,0.69922,0.73529,54.759,14.456
18.976,0.21603,0.54057,0.44951,0.69922,0.73137,54.368,14.145
18.984,0.21799,0.51906,0.46059,0.69922,0.72157,53.781,13.938
18.992,0.21994,0.49756,0.47537,0.70508,0.7098,53.39,13.886
19,0.2219,0.47703,0.49507,0.70898,0.69608,52.999,14.145
19.008,0.22385,0.45846,0.5197,0.70898,0.67647,52.412,14.508
19.016,0.22483,0.44184,0.55542,0.70898,0.65098,52.021,14.974
19.024,0.22678,0.42815,0.58498,0.70898,0.62549,51.434,15.389
19.032,0.22776,0.41544,0.61453,0.70508,0.6,50.847,15.596
19.04,0.22874,0.40567,0.63054,0.69922,0.58431,50.456,15.389
19.048,0.22972,0.39785,0.64039,0.68945,0.58039,50.456,14.767
19.056,0.23069,0.39101,0.63547,0.68555,0.58039,51.434,13.679
19.064,0.23167,0.3871,0.61453,0.67969,0.59608,54.759,12.487
19.072,0.23363,0.38416,0.5899,0.67969,0.61569,60.821,11.503
19.08,0.2346,0.38025,0.56034,0.66992,0.64118,69.818,10.829
19.088,0.23656,0.37732,0.52956,0.66992,0.66471,79.987,10.57
19.096,0.23851,0.37537,0.5,0.66406,0.68627,89.961,10.725
19.104,0.23949,0.37243,0.4803,0.66016,0.70588,98.957,11.14
19.112,0.24145,0.3695,0.46059,0.6543,0.71569,107.17,11.71
19.12,0.2434,0.36657,0.44951,0.64453,0.72157,114.02,12.176
19.128,0.24438,0.36364,0.43966,0.64062,0.73137,118.9,12.383
19.136,0.24536,0.35973,0.43966,0.63477,0.73137,121.25,12.28
19.144,0.24536,0.35582,0.43966,0.63477,0.73529,121.84,11.813
19.152,0.24536,0.35191,0.43966,0.62891,0.73137,121.06,11.399
19.16,0.24536,0.348,0.43966,0.625,0.72157,119.49,10.933
19.168,0.24536,0.34506,0.44951,0.625,0.72157,117.54,10.777
19.176,0.24438,0.34115,0.45443,0.625,0.72157,114.99,10.725
19.184,0.2434,0.33627,0.45443,0.625,0.71569,112.26,10.829
19.192,0.24242,0.33138,0.45443,0.625,0.71569,109.52,11.036
19.2,0.24145,0.32649,0.46059,0.625,0.7098,106.58,11.244
19.208,0.23949,0.3216,0.46059,0.625,0.7098,103.46,11.503
19.216,0.23851,0.31574,0.46059,0.625,0.7098,100.52,11.71
19.224,0.23656,0.31085,0.46059,0.625,0.71569,97.784,11.813
19.232,0.23558,0.30499,0.45443,0.625,0.71569,95.046,11.969
19.24,0.23363,0.3001,0.45443,0.625,0.71569,92.308,12.021
19.248,0.23167,0.29521,0.45443,0.625,0.71569,89.57,12.124
19.256,0.22972,0.28935,0.46059,0.625,0.7098,86.832,12.332
19.264,0.22874,0.28543,0.47044,0.64062,0.70588,84.094,12.591
19.272,0.22678,0.2825,0.48522,0.6543,0.6902,81.356,12.902
19.28,0.22483,0.27761,0.49015,0.66406,0.68627,78.422,13.212
19.288,0.22385,0.27175,0.50985,0.66992,0.67647,75.489,13.575
19.296,0.22287,0.26686,0.53448,0.67578,0.6549,72.751,13.886
19.304,0.2219,0.26393,0.55049,0.66016,0.6451,70.209,14.249
19.312,0.22092,0.26686,0.55542,0.64062,0.6451,67.862,14.56
19.32,0.22092,0.27566,0.53941,0.62891,0.6451,65.711,14.715
19.328,0.21994,0.29326,0.52463,0.61914,0.6549,64.146,14.715
19.336,0.21994,0.31965,0.5,0.61914,0.67059,62.582,14.404
19.344,0.21994,0.35582,0.46552,0.61914,0.7,61.408,13.886
19.352,0.21994,0.3998,0.4298,0.625,0.72549,60.43,13.316
19.36,0.21994,0.44086,0.41502,0.625,0.74118,59.648,12.746
19.368,0.21994,0.48192,0.40517,0.625,0.7451,59.061,12.28
19.376,0.21994,0.5259,0.39532,0.625,0.75098,58.866,12.021
19.384,0.21994,0.57087,0.39532,0.61914,0.7549,58.67,11.969
19.392,0.21994,0.61095,0.39532,0.61914,0.75098,58.475,12.021
19.4,0.22092,0.64614,0.39532,0.61914,0.75098,58.67,12.176
19.408,0.22092,0.67546,0.40025,0.62891,0.75098,58.67,12.591
19.416,0.22092,0.69892,0.41995,0.63477,0.73529,58.866,12.953
19.424,0.22092,0.71652,0.48522,0.59961,0.67647,59.061,13.472
19.432,0.2219,0.73021,0.63547,0.5293,0.52941,59.257,13.99
19.44,0.2219,0.73803,0.87438,0.41016,0.31373,59.257,14.56
19.448,0.22287,0.74291,1,0.25,0.18431,59.257,15.181
19.456,0.22385,0.74389,0.82512,0.17969,0.3098,59.257,15.699
19.464,0.22483,0.74096,0.53448,0.28516,0.57059,59.257,16.01
19.472,0.22678,0.73803,0.39039,0.46484,0.73529,59.061,16.114
19.48,0.22776,0.73216,0.35961,0.5957,0.77647,58.866,16.01
19.488,0.22972,0.72532,0.36453,0.66016,0.78039,58.67,15.751
19.496,0.23167,0.71554,0.36946,0.67969,0.78039,58.279,15.44
19.504,0.23363,0.70479,0.37562,0.68555,0.78039,57.888,15.078
19.512,0.23656,0.69306,0.38547,0.68555,0.77647,57.497,14.819
19.52,0.23949,0.67937,0.39039,0.68555,0.76667,56.91,14.663
19.528,0.2434,0.66373,0.39532,0.68945,0.76078,56.519,14.56
19.536,0.24731,0.64614,0.40517,0.68945,0.7549,55.932,14.508
19.544,0.25024,0.62659,0.4101,0.68945,0.75098,55.346,14.301
19.552,0.25415,0.60606,0.41502,0.68945,0.7451,54.954,13.99
19.56,0.25806,0.58749,0.42488,0.68945,0.74118,54.368,13.627
19.568,0.261,0.56891,0.43473,0.68945,0.73529,53.781,13.212
19.576,0.26588,0.54741,0.44458,0.68945,0.72549,53.194,12.746
19.584,0.27077,0.5259,0.45443,0.68945,0.71569,52.803,12.591
19.592,0.27664,0.50538,0.47044,0.69531,0.70588,52.216,12.591
19.6,0.2825,0.48485,0.49015,0.69922,0.6902,51.825,12.953
19.608,0.28935,0.46628,0.51478,0.70508,0.67647,51.434,13.523
19.616,0.29619,0.44966,0.54557,0.70508,0.65098,50.847,14.145
19.624,0.30401,0.435,0.58005,0.70508,0.62549,50.456,14.56
19.632,0.31085,0.42229,0.60468,0.69922,0.60588,49.87,14.663
19.64,0.31769,0.41153,0.61946,0.69531,0.5902,49.283,14.093
19.648,0.32454,0.40176,0.63054,0.68945,0.58431,49.087,13.057
19.656,0.33138,0.39589,0.62438,0.68555,0.5902,49.674,11.865
19.664,0.33822,0.39101,0.60468,0.68555,0.6,52.021,10.777
19.672,0.34506,0.38612,0.58005,0.67969,0.61961,57.301,10.052
19.68,0.35191,0.38123,0.55049,0.67969,0.64118,65.711,9.8446
19.688,0.35973,0.37732,0.5197,0.66992,0.66471,76.076,9.9482
19.696,0.36755,0.37439,0.49015,0.66992,0.68627,86.636,10.311
19.704,0.37439,0.37048,0.46552,0.66016,0.70588,96.219,10.829
19.712,0.38123,0.36755,0.44951,0.6543,0.71569,104.82,11.244
19.72,0.3871,0.36364,0.43966,0.6543,0.72549,112.26,11.554
19.728,0.39394,0.35973,0.43473,0.64453,0.73137,117.93,11.554
19.736,0.40078,0.35582,0.4298,0.64062,0.73529,121.06,11.347
19.744,0.40665,0.35191,0.4298,0.64062,0.73529,122.03,10.881
19.752,0.41349,0.34702,0.4298,0.64062,0.73137,121.25,10.518
19.76,0.42033,0.34409,0.43473,0.64062,0.73137,119.49,10.311
19.768,0.42717,0.34018,0.43473,0.64062,0.72549,117.54,10.311
19.776,0.43402,0.33627,0.43966,0.63477,0.72157,114.8,10.466
19.784,0.43988,0.33138,0.44458,0.63477,0.72157,112.06,10.622
19.792,0.44673,0.32551,0.44951,0.63477,0.72157,109.13,10.881
19.8,0.45357,0.32063,0.44951,0.63477,0.71569,106.19,11.088
19.808,0.45943,0.31476,0.45443,0.64062,0.71569,103.26,11.347
19.816,0.4653,0.3089,0.45443,0.64062,0.71569,100.33,11.503
19.824,0.47116,0.30303,0.45443,0.64062,0.71569,97.588,11.762
19.832,0.47703,0.29717,0.46059,0.64062,0.7098,94.655,12.124
19.84,0.48387,0.2913,0.46059,0.64062,0.7098,91.917,12.642
19.848,0.48974,0.28641,0.46059,0.64062,0.7098,88.983,13.523
19.856,0.4956,0.2825,0.47044,0.64453,0.70588,86.245,14.767
19.864,0.50147,0.27859,0.48522,0.66016,0.69608,83.507,16.114
19.872,0.50733,0.27468,0.49507,0.66992,0.6902,80.574,16.995
19.88,0.5132,0.26882,0.50493,0.67969,0.68627,77.445,17.15
19.888,0.51808,0.26295,0.52956,0.68555,0.67059,74.316,16.684
19.896,0.52395,0.25709,0.55049,0.67578,0.65098,71.382,16.114
19.904,0.52981,0.25415,0.55542,0.6543,0.65098,68.84,15.751
19.912,0.53568,0.25415,0.53941,0.63477,0.65098,66.688,15.596
19.92,0.54154,0.26197,0.52956,0.62891,0.6549,64.733,15.285
19.928,0.54839,0.27761,0.51478,0.625,0.66471,63.168,14.974
19.936,0.55425,0.30401,0.49015,0.625,0.68627,61.604,14.767
19.944,0.56012,0.3392,0.45443,0.625,0.7098,60.43,14.715
19.952,0.56696,0.38319,0.43473,0.625,0.73137,59.648,14.715
19.96,0.57185,0.42522,0.42488,0.625,0.73529,58.866,14.663
19.968,0.57674,0.46628,0.41995,0.625,0.73529,58.475,14.508
19.976,0.58162,0.51222,0.41995,0.625,0.74118,58.279,14.508
19.984,0.58553,0.55718,0.41502,0.625,0.74118,58.279,14.663
19.992,0.58944,0.59922,0.41502,0.625,0.74118,58.475,14.87
20,0.59335,0.63636,0.41995,0.63477,0.73529,58.866,15.13
20.008,0.59629,0.66667,0.43473,0.64062,0.72549,59.257,15.285
20.016,0.59922,0.69208,0.5,0.61523,0.67059,59.648,15.44
20.024,0.60215,0.71163,0.65025,0.56055,0.5451,60.039,15.751
20.032,0.60411,0.72532,0.90517,0.45508,0.3451,60.43,16.114
20.04,0.60606,0.73509,1.1047,0.29102,0.17843,60.821,16.632
20.048,0.60802,0.73998,0.99507,0.17969,0.17451,61.017,17.15
20.056,0.60899,0.74096,0.66995,0.25,0.4902,61.017,17.513
20.064,0.61095,0.73998,0.43966,0.42578,0.69608,61.017,17.824
20.072,0.6129,0.73607,0.36946,0.57422,0.76078,60.821,17.927
20.08,0.61486,0.73021,0.36946,0.64453,0.77647,60.626,18.031
20.088,0.61584,0.72239,0.38054,0.67578,0.77059,60.235,18.031
20.096,0.61779,0.71359,0.38547,0.68555,0.76667,59.844,17.927
20.104,0.61877,0.70283,0.39039,0.68555,0.76667,59.648,17.824
20.112,0.62072,0.69013,0.39039,0.68945,0.76078,59.257,17.72
20.12,0.6217,0.67644,0.40025,0.68945,0.7549,58.67,17.565
20.128,0.62268,0.6608,0.40517,0.68945,0.7549,58.279,17.461
