Time [s], RESP, ABP, CVP, PLETH, II, V, AVR
11.144,0.23069,83.116,12.907,0.25415,0.4451,0.57422,0.71569
11.152,0.22483,81.552,12.947,0.25513,0.44902,0.57422,0.7098
11.16,0.21994,80.183,13.025,0.25611,0.43922,0.57422,0.71569
11.168,0.21505,78.814,13.142,0.25611,0.4451,0.58008,0.7098
11.176,0.21114,77.64,13.259,0.25513,0.43922,0.57422,0.72157
11.184,0.20723,76.271,13.377,0.25415,0.4451,0.58008,0.72157
11.192,0.2043,74.902,13.572,0.25415,0.4451,0.58008,0.71569
11.2,0.20137,73.533,13.768,0.25513,0.4549,0.58008,0.70588
11.208,0.19941,71.969,13.885,0.261,0.4549,0.58398,0.70588
11.216,0.19746,70.404,14.081,0.2737,0.44902,0.58984,0.7098
11.224,0.19648,68.644,14.276,0.29619,0.44902,0.5957,0.7098
11.232,0.19648,66.884,14.394,0.3216,0.4549,0.59961,0.71569
11.24,0.19648,65.319,14.433,0.35386,0.4549,0.59961,0.70588
11.248,0.19746,63.95,14.433,0.39785,0.4549,0.60547,0.7098
11.256,0.19941,62.582,14.315,0.44966,0.4549,0.60547,0.70588
11.264,0.20235,61.604,14.276,0.50342,0.4549,0.60547,0.7098
11.272,0.20626,60.821,14.198,0.55718,0.46078,0.60547,0.70588
11.28,0.21114,60.235,14.198,0.60606,0.46471,0.60938,0.70588
11.288,0.21701,59.844,14.198,0.64809,0.4902,0.62891,0.68627
11.296,0.22385,59.648,14.315,0.68133,0.50588,0.64062,0.68039
11.304,0.23265,59.648,14.824,0.70674,0.51569,0.6543,0.67647
11.312,0.24047,59.844,15.763,0.72434,0.5098,0.6543,0.68039
11.32,0.24927,60.039,16.897,0.73314,0.53922,0.66992,0.6549
11.328,0.25806,60.43,17.875,0.73607,0.56078,0.68945,0.65098
11.336,0.26784,60.821,18.657,0.73314,0.53922,0.67969,0.6451
11.344,0.27664,61.408,18.97,0.72727,0.51961,0.67578,0.66078
11.352,0.28739,61.604,18.814,0.71848,0.51961,0.67578,0.66471
11.36,0.29814,61.995,18.501,0.70772,0.5098,0.66992,0.67647
11.368,0.31085,62.386,18.188,0.69501,0.5,0.66016,0.68039
11.376,0.32258,62.582,18.188,0.68133,0.47451,0.64453,0.7
11.384,0.33431,62.582,18.344,0.66667,0.46078,0.625,0.7098
11.392,0.34604,62.582,18.501,0.65298,0.44902,0.60938,0.71569
11.4,0.35679,62.386,18.579,0.63832,0.44902,0.60547,0.72157
11.408,0.36852,61.995,18.501,0.62366,0.43922,0.59961,0.71569
11.416,0.38123,61.799,18.462,0.60899,0.43922,0.60547,0.72157
11.424,0.39394,61.408,18.383,0.59335,0.43529,0.60547,0.72157
11.432,0.40762,60.821,18.462,0.57967,0.43922,0.60547,0.72549
11.44,0.42131,60.43,18.501,0.56696,0.43529,0.60547,0.72157
11.448,0.43597,59.844,18.657,0.5523,0.43922,0.61523,0.72549
11.456,0.45064,59.257,18.696,0.53666,0.44902,0.61914,0.71569
11.464,0.46628,58.67,18.657,0.52004,0.44902,0.64453,0.70588
11.472,0.48192,58.279,18.579,0.50244,0.46471,0.70898,0.66078
11.48,0.4956,57.692,18.579,0.48485,0.52549,0.85547,0.59608
11.488,0.50929,57.106,18.657,0.46725,0.62941,1.0547,0.48039
11.496,0.52199,56.715,18.774,0.44966,0.6902,1.1934,0.41569
11.504,0.5347,56.128,18.97,0.43304,0.56471,0.97461,0.5098
11.512,0.54741,55.737,19.126,0.4174,0.48431,0.73438,0.65098
11.52,0.56109,55.15,19.4,0.40274,0.44902,0.60547,0.70588
11.528,0.57478,54.759,19.713,0.39198,0.4451,0.58008,0.71569
11.536,0.58847,54.368,20.026,0.38221,0.44902,0.58984,0.7098
11.544,0.60117,53.977,20.339,0.37341,0.4451,0.5957,0.72549
11.552,0.61388,53.781,20.574,0.36559,0.44902,0.58984,0.72157
11.56,0.62561,53.39,20.769,0.35973,0.44902,0.5957,0.72157
11.568,0.63832,53.194,20.847,0.35484,0.46078,0.5957,0.7098
11.576,0.65298,52.803,20.847,0.35191,0.46471,0.5957,0.7098
11.584,0.66667,52.608,20.847,0.35093,0.47059,0.60547,0.70588
11.592,0.68231,52.412,21.004,0.35093,0.46471,0.60547,0.7098
11.6,0.69795,52.216,21.278,0.35093,0.47059,0.60938,0.70588
11.608,0.71554,52.021,21.434,0.35191,0.47451,0.61523,0.70588
11.616,0.73216,52.021,21.512,0.35386,0.47451,0.61914,0.69608
11.624,0.74976,51.825,21.591,0.35484,0.47451,0.625,0.6902
11.632,0.76735,51.63,21.591,0.35679,0.48039,0.62891,0.6902
11.64,0.78397,51.63,21.63,0.35777,0.4902,0.62891,0.68627
11.648,0.79961,51.434,21.708,0.35777,0.49412,0.63477,0.68039
11.656,0.81427,51.043,21.825,0.35777,0.5,0.64062,0.67647
11.664,0.82893,50.847,22.021,0.35679,0.5,0.65039,0.68039
11.672,0.8436,50.652,22.216,0.35484,0.50588,0.6543,0.67059
11.68,0.85924,50.261,22.256,0.35288,0.5098,0.66406,0.66471
11.688,0.87488,49.87,22.216,0.35093,0.51961,0.67578,0.6549
11.696,0.89052,49.674,22.06,0.34702,0.52549,0.69531,0.6549
11.704,0.90518,49.674,21.943,0.34409,0.53922,0.70898,0.63529
11.712,0.91984,50.456,21.825,0.3392,0.5451,0.72461,0.62941
11.72,0.93353,52.999,21.747,0.33529,0.55098,0.74414,0.61961
11.728,0.94819,58.279,21.708,0.33138,0.56078,0.75977,0.61961
11.736,0.96285,66.297,21.63,0.32845,0.56471,0.76953,0.61569
11.744,0.97752,75.685,21.512,0.32454,0.57059,0.77539,0.6098
11.752,0.98925,84.289,21.434,0.32063,0.56471,0.76562,0.61569
11.76,1,91.721,21.395,0.31574,0.5549,0.75,0.62549
11.768,1,98.175,21.278,0.31183,0.53922,0.7207,0.62941
11.776,1,103.65,21.121,0.30694,0.51569,0.67969,0.6549
11.784,1,107.17,20.887,0.30303,0.5,0.6543,0.67059
11.792,1,108.93,20.769,0.29814,0.48431,0.62891,0.68039
11.8,1,108.93,20.652,0.29521,0.47451,0.60547,0.6902
11.808,1,107.56,20.535,0.29228,0.46471,0.58984,0.7
11.816,1,105.22,20.378,0.28935,0.4549,0.58398,0.70588
11.824,1,102.48,20.339,0.28739,0.44902,0.58008,0.70588
11.832,1,99.544,20.261,0.28641,0.44902,0.58008,0.7098
11.84,1,96.61,20.065,0.28641,0.44902,0.57031,0.70588
11.848,1,94.068,19.752,0.28641,0.44902,0.57031,0.7098
11.856,1,91.525,19.4,0.28641,0.44902,0.57031,0.70588
11.864,1,89.374,19.087,0.28837,0.4451,0.57422,0.71569
11.872,1,87.419,18.814,0.28935,0.4451,0.57031,0.7098
11.88,1,85.463,18.696,0.29228,0.44902,0.57422,0.71569
11.888,1,83.898,18.657,0.29423,0.4549,0.57031,0.70588
11.896,1,82.334,18.657,0.29619,0.44902,0.57031,0.7098
11.904,1,80.965,18.579,0.29814,0.4549,0.57422,0.70588
11.912,1,79.596,18.501,0.29814,0.44902,0.57031,0.7098
11.92,1,78.227,18.266,0.29717,0.4549,0.57422,0.70588
11.928,1,77.054,17.875,0.29717,0.44902,0.56445,0.70588
11.936,1,75.88,17.562,0.29619,0.4549,0.57031,0.70588
11.944,1,74.511,17.405,0.29717,0.44902,0.57031,0.70588
11.952,1,73.142,17.405,0.30205,0.44902,0.57422,0.70588
11.96,1,71.578,17.64,0.31281,0.44902,0.56445,0.7098
11.968,1,70.013,18.031,0.33138,0.44902,0.57422,0.70588
11.976,1,68.253,18.344,0.3607,0.46078,0.57422,0.70588
11.984,1,66.688,18.501,0.3998,0.44902,0.58398,0.7098
11.992,1,65.319,18.657,0.44673,0.4549,0.58398,0.7098
12,1,63.95,18.814,0.49756,0.4549,0.58984,0.70588
12.008,1,62.973,19.009,0.55034,0.46471,0.58984,0.70588
12.016,1,62.19,19.126,0.60117,0.46471,0.58984,0.70588
12.024,1,61.604,19.087,0.64712,0.47451,0.58984,0.70588
12.032,1,61.213,18.892,0.68035,0.48039,0.5957,0.69608
12.04,1,60.821,18.696,0.70577,0.5,0.61523,0.68039
12.048,1,60.821,18.501,0.7263,0.5098,0.62891,0.68039
12.056,1,60.821,18.383,0.74194,0.50588,0.62891,0.67647
12.064,1,60.821,18.266,0.74976,0.51569,0.64062,0.67059
12.072,1,61.017,18.266,0.75269,0.5549,0.66406,0.65098
12.08,1,61.213,18.344,0.75073,0.56078,0.67578,0.6549
12.088,1,61.408,18.266,0.74389,0.51961,0.6543,0.6549
12.096,1,61.408,18.07,0.73412,0.51961,0.66016,0.66078
12.104,0.9912,61.604,17.757,0.72239,0.51569,0.6543,0.6549
12.112,0.9824,61.799,17.562,0.7087,0.50588,0.65039,0.68039
12.12,0.96774,61.799,17.718,0.69404,0.49412,0.63477,0.68039
12.128,0.95406,61.604,17.953,0.67937,0.47451,0.61914,0.7
12.136,0.94037,61.408,18.266,0.66569,0.46078,0.59961,0.70588
12.144,0.92669,61.213,18.383,0.65103,0.44902,0.58984,0.7098
12.152,0.91202,60.821,18.188,0.63636,0.44902,0.58984,0.70588
12.16,0.89638,60.43,17.875,0.62072,0.43922,0.5957,0.71569
12.168,0.88074,60.039,17.562,0.60606,0.44902,0.5957,0.7098
12.176,0.86413,59.648,17.523,0.59042,0.4451,0.5957,0.7098
12.184,0.84946,59.257,17.718,0.57478,0.4451,0.5957,0.71569
12.192,0.8348,58.67,18.031,0.55816,0.43922,0.5957,0.72157
12.2,0.82111,58.279,18.266,0.54154,0.44902,0.59961,0.7098
12.208,0.80841,57.888,18.344,0.52395,0.44902,0.60938,0.70588
12.216,0.79374,57.301,18.344,0.50538,0.44902,0.64453,0.6902
12.224,0.78006,56.91,18.188,0.48778,0.48431,0.75,0.62549
12.232,0.76637,56.519,18.149,0.47116,0.57059,0.92969,0.52941
12.24,0.75269,55.932,18.07,0.4565,0.6549,1.1035,0.42941
12.248,0.739,55.541,18.149,0.43988,0.66471,1.125,0.41569
12.256,0.72532,55.15,18.344,0.42326,0.5,0.78516,0.6
12.264,0.71261,54.563,18.579,0.4086,0.4549,0.63477,0.69608
12.272,0.6999,54.172,18.814,0.39394,0.43529,0.57031,0.71569
12.28,0.69013,53.781,19.087,0.38123,0.43922,0.56445,0.72157
12.288,0.67937,53.39,19.283,0.3695,0.44902,0.57422,0.7098
12.296,0.67058,53.194,19.4,0.35973,0.44902,0.58008,0.72157
12.304,0.6608,52.803,19.439,0.35191,0.44902,0.58008,0.71569
12.312,0.652,52.608,19.439,0.34604,0.44902,0.58008,0.72157
12.32,0.64418,52.216,19.4,0.34115,0.4549,0.58398,0.71569
12.328,0.63539,52.021,19.4,0.33822,0.46078,0.5957,0.71569
12.336,0.62757,51.825,19.518,0.33627,0.46471,0.5957,0.7098
12.344,0.61975,51.63,19.635,0.33431,0.46471,0.59961,0.70588
12.352,0.6129,51.239,19.713,0.33333,0.47451,0.59961,0.69608
12.36,0.60606,51.043,19.713,0.33138,0.46471,0.60547,0.70588
12.368,0.59922,50.847,19.635,0.3304,0.47451,0.60547,0.7
12.376,0.59238,50.652,19.635,0.32942,0.47451,0.60547,0.69608
12.384,0.58651,50.456,19.596,0.32747,0.47451,0.60938,0.6902
12.392,0.57967,50.261,19.518,0.32551,0.47451,0.61523,0.69608
12.4,0.57283,49.87,19.439,0.32356,0.47451,0.625,0.6902
12.408,0.56598,49.674,19.439,0.32063,0.48431,0.625,0.68627
12.416,0.55914,49.283,19.439,0.31769,0.4902,0.63477,0.68039
12.424,0.55327,48.892,19.518,0.31476,0.5,0.64453,0.67647
12.432,0.54643,48.501,19.713,0.31281,0.50588,0.66016,0.66471
12.44,0.54154,48.305,19.83,0.3089,0.51569,0.67578,0.66078
12.448,0.53568,47.914,19.83,0.30596,0.52549,0.69531,0.6451
12.456,0.53079,48.11,19.635,0.30108,0.53922,0.70508,0.63529
12.464,0.52493,49.087,19.322,0.29717,0.5451,0.72461,0.62549
12.472,0.52004,52.216,19.009,0.29326,0.55098,0.73438,0.61569
12.48,0.51417,58.279,18.814,0.28837,0.5451,0.74414,0.6098
12.488,0.50831,66.688,18.696,0.28446,0.56078,0.74414,0.6098
12.496,0.50147,76.076,18.501,0.27957,0.56078,0.74414,0.6098
12.504,0.4956,84.289,18.462,0.27566,0.5451,0.72461,0.61961
12.512,0.48974,91.721,18.383,0.27175,0.53529,0.70508,0.62941
12.52,0.48387,97.979,18.344,0.26686,0.52549,0.67578,0.64118
12.528,0.47801,103.06,18.266,0.26491,0.5,0.64453,0.66471
12.536,0.47019,106.39,18.188,0.26197,0.4902,0.61914,0.67647
12.544,0.46237,107.76,18.031,0.26002,0.47059,0.59961,0.6902
12.552,0.45357,107.37,17.757,0.25709,0.46078,0.58008,0.69608
12.56,0.44575,105.8,17.405,0.25415,0.4451,0.57422,0.7098
12.568,0.435,103.46,16.936,0.2522,0.43922,0.56445,0.71569
12.576,0.42522,100.72,16.623,0.25024,0.42549,0.56055,0.7098
12.584,0.41349,97.588,16.506,0.24829,0.42549,0.57031,0.72157
12.592,0.40274,94.655,16.467,0.24731,0.42941,0.56445,0.72549
12.6,0.39198,91.917,16.467,0.24731,0.42549,0.56445,0.71569
12.608,0.38025,89.57,16.467,0.24633,0.42549,0.57031,0.71569
12.616,0.3695,87.419,16.506,0.24731,0.42941,0.57422,0.72157
12.624,0.35875,85.463,16.506,0.24829,0.42941,0.57031,0.71569
12.632,0.34702,83.898,16.584,0.25024,0.42941,0.57422,0.72157
12.64,0.33529,82.334,16.623,0.25122,0.43529,0.58008,0.71569
12.648,0.32258,80.965,16.701,0.25318,0.43922,0.58008,0.72157
12.656,0.31085,79.596,16.623,0.25415,0.44902,0.57031,0.71569
12.664,0.29912,78.422,16.584,0.25415,0.4451,0.57422,0.7098
12.672,0.28739,77.054,16.701,0.25318,0.44902,0.57422,0.7098
12.68,0.27566,75.88,16.936,0.2522,0.4451,0.58008,0.7098
12.688,0.26491,74.511,17.21,0.25122,0.44902,0.57422,0.7098
12.696,0.25415,72.947,17.405,0.25318,0.43922,0.58008,0.71569
12.704,0.24438,71.382,17.445,0.26002,0.44902,0.58398,0.7098
12.712,0.23363,69.818,17.445,0.27468,0.4451,0.58984,0.72157
12.72,0.22385,68.057,17.445,0.29912,0.44902,0.5957,0.7098
12.728,0.21505,66.493,17.523,0.32845,0.44902,0.5957,0.7098
12.736,0.20626,64.733,17.718,0.36266,0.4549,0.58984,0.7098
12.744,0.19844,63.364,17.836,0.40762,0.4549,0.59961,0.7098
12.752,0.19062,62.19,17.836,0.46041,0.46078,0.5957,0.70588
12.76,0.18377,61.213,17.836,0.51515,0.46471,0.5957,0.70588
12.768,0.17693,60.43,17.836,0.56794,0.47059,0.59961,0.7
12.776,0.17009,59.844,17.953,0.61584,0.47451,0.60547,0.69608
12.784,0.16422,59.452,18.07,0.65591,0.5,0.625,0.68039
12.792,0.16031,59.061,18.149,0.68719,0.5098,0.62891,0.67647
12.8,0.15543,59.061,18.07,0.70968,0.51569,0.63477,0.68039
12.808,0.15152,59.061,18.031,0.72434,0.52941,0.65039,0.66471
12.816,0.14761,59.061,17.875,0.73216,0.56471,0.67578,0.64118
12.824,0.14467,59.257,17.836,0.73314,0.57451,0.68555,0.63529
12.832,0.14272,59.648,17.757,0.72923,0.53922,0.66406,0.65098
12.84,0.13978,59.844,17.64,0.72239,0.52941,0.66016,0.6549
12.848,0.13783,60.235,17.562,0.71261,0.51961,0.6543,0.67059
12.856,0.13587,60.43,17.523,0.70088,0.51569,0.6543,0.67059
12.864,0.13392,60.626,17.405,0.68719,0.49412,0.64062,0.68039
12.872,0.13294,60.821,17.132,0.67351,0.48039,0.61914,0.69608
12.88,0.13099,60.821,16.936,0.65885,0.46078,0.60547,0.7098
12.888,0.12903,60.821,16.936,0.64516,0.46078,0.5957,0.7098
12.896,0.12805,60.626,17.132,0.6305,0.4549,0.5957,0.7098
12.904,0.1261,60.43,17.445,0.61584,0.4549,0.58984,0.70588
12.912,0.12414,60.039,17.562,0.60117,0.44902,0.5957,0.7098
12.92,0.12317,59.844,17.562,0.58553,0.4549,0.58984,0.7098
12.928,0.12219,59.452,17.445,0.57185,0.46078,0.58984,0.7098
12.936,0.12121,59.061,17.249,0.55816,0.46078,0.5957,0.70588
12.944,0.12121,58.67,17.014,0.5435,0.4549,0.60547,0.71569
12.952,0.12023,58.083,16.78,0.52688,0.46471,0.60938,0.70588
12.96,0.11926,57.692,16.584,0.51026,0.46078,0.64062,0.6902
12.968,0.11828,57.106,16.584,0.49267,0.49412,0.74023,0.62941
12.976,0.1173,56.715,16.936,0.47507,0.57451,0.90039,0.53529
12.984,0.1173,56.128,17.445,0.4565,0.66471,1.0801,0.42549
12.992,0.11632,55.737,17.836,0.43891,0.68039,1.1152,0.4
13,0.11632,55.346,18.07,0.42229,0.50588,0.79883,0.58431
13.008,0.1173,54.759,18.149,0.40567,0.47059,0.64453,0.68627
13.016,0.1173,54.368,18.149,0.39101,0.44902,0.57422,0.71569
13.024,0.1173,53.781,18.188,0.38025,0.43922,0.56445,0.7098
13.032,0.1173,53.585,18.383,0.37048,0.4451,0.58008,0.72157
13.04,0.1173,52.999,18.657,0.3607,0.44902,0.58008,0.72549
13.048,0.11828,52.608,18.814,0.35191,0.44902,0.58398,0.72549
13.056,0.11926,52.216,18.97,0.34506,0.46078,0.5957,0.72157
13.064,0.12121,51.825,18.814,0.3392,0.46078,0.5957,0.71569
13.072,0.12317,51.63,18.657,0.33529,0.46471,0.5957,0.70588
13.08,0.12414,51.239,18.501,0.33333,0.47059,0.59961,0.7098
13.088,0.1261,51.043,18.501,0.33138,0.47451,0.5957,0.70588
13.096,0.12805,50.652,18.774,0.3304,0.46471,0.5957,0.7098
13.104,0.13001,50.456,19.126,0.3304,0.47451,0.59961,0.70588
13.112,0.13196,50.261,19.4,0.3304,0.47451,0.60547,0.70588
13.12,0.13392,50.065,19.439,0.3304,0.47451,0.60547,0.70588
13.128,0.1349,49.87,19.439,0.3304,0.47451,0.60547,0.70588
13.136,0.13685,49.674,19.4,0.33138,0.48039,0.61523,0.6902
13.144,0.13881,49.479,19.322,0.3304,0.47451,0.61914,0.68627
13.152,0.14076,49.087,19.4,0.32942,0.49412,0.625,0.68039
13.16,0.14174,48.892,19.518,0.32845,0.49412,0.62891,0.68039
13.168,0.1437,48.696,19.713,0.32649,0.5,0.64062,0.67059
13.176,0.14565,48.305,19.752,0.32356,0.5098,0.65039,0.66471
13.184,0.14761,48.11,19.713,0.32063,0.51961,0.66406,0.6549
13.192,0.14858,47.914,19.439,0.31769,0.51961,0.67969,0.65098
13.2,0.15054,47.914,19.126,0.31378,0.53529,0.69922,0.63529
13.208,0.15249,48.696,18.97,0.30987,0.5451,0.70898,0.62549
13.216,0.15445,51.434,18.774,0.30596,0.55098,0.72461,0.61569
13.224,0.15738,57.106,18.501,0.30303,0.5549,0.73047,0.6098
13.232,0.15934,65.319,18.344,0.3001,0.5451,0.74414,0.61961
13.24,0.16129,74.316,18.188,0.29619,0.5549,0.74023,0.6098
13.248,0.16325,82.921,18.149,0.29228,0.5451,0.72461,0.62549
13.256,0.16422,90.352,18.07,0.28837,0.53529,0.69922,0.62941
13.264,0.1652,96.806,17.953,0.28446,0.5098,0.67578,0.65098
13.272,0.1652,102.28,17.875,0.27957,0.5,0.65039,0.66078
13.28,0.1652,106,17.757,0.27566,0.48431,0.61914,0.68039
13.288,0.16422,107.76,17.562,0.27175,0.47451,0.59961,0.68039
13.296,0.16325,107.95,17.249,0.26784,0.46471,0.58008,0.7
13.304,0.16227,106.58,16.897,0.26393,0.4549,0.57031,0.7
13.312,0.16129,104.24,16.584,0.261,0.4451,0.57031,0.7098
13.32,0.16031,101.5,16.31,0.25806,0.44902,0.56055,0.7098
13.328,0.15934,98.566,16.389,0.25709,0.43922,0.56445,0.71569
13.336,0.15738,95.632,16.584,0.25709,0.4451,0.56445,0.7098
13.344,0.15445,92.894,16.819,0.25611,0.43529,0.56445,0.71569
13.352,0.15054,90.157,16.936,0.25513,0.43922,0.57031,0.7098
13.36,0.14663,87.81,16.897,0.25513,0.43922,0.57031,0.71569
13.368,0.14174,85.854,16.701,0.25513,0.4451,0.56055,0.7098
13.376,0.13685,83.898,16.623,0.25611,0.43922,0.56055,0.71569
13.384,0.13099,82.334,16.623,0.25709,0.4451,0.57031,0.70588
13.392,0.12512,80.769,16.819,0.25709,0.44902,0.56445,0.71569
13.4,0.12023,79.4,16.936,0.25806,0.4451,0.56445,0.7098
13.408,0.11535,78.031,17.014,0.25806,0.44902,0.56445,0.70588
13.416,0.11144,76.858,17.014,0.25709,0.4451,0.57031,0.7098
13.424,0.1085,75.489,17.014,0.25611,0.44902,0.56445,0.70588
13.432,0.10459,74.316,17.014,0.25611,0.46078,0.57031,0.70588
13.44,0.10068,72.751,16.936,0.25709,0.46471,0.57031,0.70588
13.448,0.096774,71.382,16.936,0.26197,0.4549,0.57422,0.70588
13.456,0.092864,69.818,16.936,0.2737,0.46471,0.57422,0.70588
13.464,0.089932,68.057,17.014,0.29423,0.44902,0.58008,0.7098
13.472,0.086999,66.297,17.327,0.32551,0.44902,0.58008,0.70588
13.48,0.085044,64.733,17.64,0.36657,0.44902,0.58398,0.7098
13.488,0.083089,63.364,17.953,0.41642,0.4549,0.58984,0.70588
13.496,0.082111,62.19,18.031,0.47116,0.46078,0.59961,0.7098
13.504,0.080156,61.213,17.953,0.52688,0.46078,0.59961,0.70588
13.512,0.079179,60.235,18.031,0.57967,0.46078,0.59961,0.7098
13.52,0.079179,59.648,18.149,0.62757,0.47451,0.60938,0.7
13.528,0.078201,59.257,18.344,0.66373,0.4902,0.62891,0.68627
13.536,0.078201,58.866,18.383,0.69013,0.5098,0.62891,0.68039
13.544,0.079179,58.67,18.344,0.71163,0.5098,0.63477,0.68039
13.552,0.080156,58.866,18.149,0.72825,0.51961,0.65039,0.66078
13.56,0.081134,58.866,17.953,0.73705,0.55098,0.67969,0.6549
13.568,0.082111,59.257,17.757,0.73998,0.56471,0.68555,0.6451
13.576,0.083089,59.452,17.64,0.73803,0.52549,0.66406,0.66078
13.584,0.085044,59.844,17.718,0.73118,0.51961,0.66406,0.6549
13.592,0.086999,60.039,17.836,0.72141,0.5098,0.66016,0.66471
13.6,0.087977,60.43,17.875,0.70968,0.50588,0.6543,0.67647
13.608,0.089932,60.626,17.953,0.69697,0.4902,0.63477,0.68627
13.616,0.091887,60.821,17.875,0.68328,0.47451,0.61914,0.69608
13.624,0.094819,60.821,17.718,0.6696,0.44902,0.60547,0.7098
13.632,0.096774,60.821,17.405,0.65591,0.4451,0.59961,0.71569
13.64,0.099707,60.626,16.897,0.64223,0.42941,0.5957,0.72549
13.648,0.10264,60.43,16.31,0.62854,0.43529,0.59961,0.72157
13.656,0.10557,60.235,15.997,0.61388,0.43922,0.59961,0.72157
13.664,0.1085,59.844,16.271,0.59922,0.43529,0.5957,0.72549
13.672,0.11046,59.452,17.014,0.57967,0.43922,0.5957,0.72157
13.68,0.11339,59.061,17.836,0.56207,0.42941,0.5957,0.72157
13.688,0.11535,58.475,18.07,0.54839,0.44902,0.5957,0.71569
13.696,0.11828,58.083,17.718,0.53275,0.4549,0.60547,0.72157
13.704,0.12023,57.692,16.897,0.51613,0.44902,0.64062,0.6902
13.712,0.12317,57.106,16.271,0.49853,0.48039,0.74414,0.63529
13.72,0.12512,56.715,16.389,0.47996,0.56471,0.9043,0.52941
13.728,0.12708,56.128,17.093,0.46432,0.6549,1.084,0.42941
13.736,0.12903,55.541,17.875,0.44868,0.66471,1.0996,0.4098
13.744,0.13196,55.15,18.266,0.43304,0.49412,0.78516,0.6
13.752,0.13392,54.759,17.953,0.41642,0.46471,0.63477,0.69608
13.76,0.13685,54.172,17.405,0.40176,0.43922,0.57422,0.71569
13.768,0.13978,53.781,17.014,0.38807,0.4451,0.57031,0.7098
13.776,0.14174,53.39,17.405,0.37634,0.4451,0.58398,0.72157
13.784,0.14467,52.999,18.462,0.36559,0.44902,0.58398,0.72549
13.792,0.14663,52.412,19.439,0.35679,0.44902,0.58008,0.72549
13.8,0.14956,52.216,19.83,0.34995,0.44902,0.58984,0.72157
13.808,0.15152,51.825,19.439,0.34506,0.44902,0.5957,0.72549
13.816,0.15445,51.434,18.814,0.34115,0.4549,0.59961,0.71569
13.824,0.15738,51.043,18.462,0.3392,0.46078,0.60547,0.71569
13.832,0.15934,50.847,18.657,0.33822,0.4549,0.60547,0.7098
13.84,0.16227,50.652,19.087,0.33822,0.46078,0.59961,0.7098
13.848,0.16618,50.456,19.322,0.33822,0.47059,0.60547,0.70588
13.856,0.17009,50.261,19.087,0.3392,0.47059,0.60547,0.70588
13.864,0.174,50.065,18.657,0.3392,0.47059,0.60938,0.70588
13.872,0.17791,49.87,18.383,0.3392,0.47451,0.61523,0.70588
13.88,0.18084,49.479,18.657,0.3392,0.47451,0.61914,0.69608
13.888,0.18377,49.283,19.283,0.33822,0.47451,0.625,0.6902
13.896,0.18671,49.087,19.83,0.33724,0.48039,0.62891,0.68627
13.904,0.18964,48.696,19.948,0.33529,0.48431,0.62891,0.68039
13.912,0.19257,48.501,19.596,0.33333,0.48039,0.64453,0.68039
13.92,0.19648,48.11,18.97,0.3304,0.5,0.6543,0.67059
13.928,0.19941,47.718,18.579,0.32845,0.5098,0.67578,0.66471
13.936,0.20332,47.718,18.579,0.32551,0.51961,0.67969,0.65098
13.944,0.20723,47.718,18.97,0.32258,0.52549,0.69922,0.6451
13.952,0.21017,48.892,19.087,0.31965,0.53922,0.71484,0.62549
13.96,0.2131,51.825,18.814,0.31574,0.5451,0.72461,0.62549
13.968,0.21701,57.888,18.188,0.31085,0.5549,0.74023,0.61961
13.976,0.21896,66.297,17.64,0.30694,0.5451,0.73438,0.61961
13.984,0.2219,75.489,17.523,0.30205,0.5451,0.74414,0.61569
13.992,0.22385,83.898,18.031,0.29717,0.53529,0.72461,0.62941
14,0.22581,91.134,18.657,0.29228,0.52549,0.69922,0.62941
14.008,0.22678,97.588,18.97,0.28739,0.50588,0.67578,0.6549
14.016,0.22776,102.67,18.696,0.2825,0.4902,0.65039,0.66471
14.024,0.22776,106.19,18.031,0.27859,0.47451,0.625,0.68039
14.032,0.22874,107.76,17.249,0.27566,0.47059,0.60547,0.69608
14.04,0.22874,107.56,16.819,0.27273,0.44902,0.58398,0.70588
14.048,0.22874,106.19,16.936,0.26882,0.4451,0.57422,0.7098
14.056,0.22776,103.85,17.249,0.26588,0.43922,0.56445,0.71569
14.064,0.22678,101.11,17.405,0.26295,0.4451,0.56445,0.72157
14.072,0.22385,98.37,17.014,0.26002,0.4451,0.56055,0.71569
14.08,0.2219,95.437,16.467,0.25806,0.43922,0.56445,0.71569
14.088,0.21799,92.894,16.076,0.25709,0.43922,0.56055,0.71569
14.096,0.21408,90.352,16.154,0.25513,0.43529,0.56445,0.72157
14.104,0.21017,88.005,16.506,0.25513,0.4451,0.57031,0.71569
14.112,0.20723,85.854,16.78,0.25415,0.43922,0.57422,0.72157
14.12,0.2043,84.094,16.623,0.25513,0.44902,0.57422,0.7098
14.128,0.20137,82.334,16.271,0.25709,0.4451,0.57422,0.72157
14.136,0.19746,80.769,15.997,0.25806,0.44902,0.57422,0.70588
14.144,0.19453,79.4,16.193,0.25806,0.4451,0.58008,0.71569
14.152,0.19159,78.227,16.701,0.25806,0.44902,0.58008,0.7098
14.16,0.18866,76.858,17.249,0.25709,0.4451,0.58008,0.71569
14.168,0.18671,75.685,17.445,0.25611,0.44902,0.58008,0.7098
14.176,0.18475,74.511,17.21,0.25513,0.44902,0.58398,0.71569
14.184,0.1828,73.142,16.936,0.25611,0.44902,0.5957,0.7098
14.192,0.18182,71.578,17.014,0.26197,0.44902,0.59961,0.71569
